gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.XXliver	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN134055_c0_g1_i1	NA	NA	NA	NA	-0.732523846	0.732523846	unbias	0.577428367	Ovary_mean	0.0776	0.1214	1.5638
TRINITY_DN134056_c1_g1_i2	sstr2	Chr10	22935049	22935049	0.041714343	0.041714343	unbias	0.428807978	Ovary_mean	0.1314	0.1155	0.8787
TRINITY_DN134056_c3_g4_i3	ndrg3	Chr04	27838688	27838688	-0.123441244	0.123441244	unbias	0.369224913	Ovary_mean	0.0446	0.0802	1.798
TRINITY_DN134056_c4_g2_i4	NA	NA	NA	NA	0.761770183	0.761770183	unbias	0.458774742	Ovary_mean	0.0437	0.0624	1.4264
TRINITY_DN134057_c5_g4_i2	NA	NA	NA	NA	-2.11277974	2.11277974	female	0.648329291	Brain_mean	0.0859	0.1332	1.5507
TRINITY_DN134058_c0_g1_i11	NA	NA	NA	NA	-0.566360984	0.566360984	unbias	0.363939726	Brain_mean	0.0783	0.1434	1.8311
TRINITY_DN134066_c0_g3_i3	NA	NA	NA	NA	-0.538864698	0.538864698	unbias	0.441891804	Brain_mean	0.0062	0.0035	0.5641
TRINITY_DN134067_c2_g1_i1	Xetrov90012485m	Chr04	113014916	113014916	-1.413335208	1.413335208	unbias	0.545262105	Ovary_mean	0.1048	0.1949	1.8594
TRINITY_DN134069_c1_g2_i2	NA	NA	NA	NA	0.097999102	0.097999102	unbias	0.366898836	Brain_mean	0.1461	0.2725	1.8658
TRINITY_DN134071_c2_g2_i1	NA	NA	NA	NA	0.168640674	0.168640674	unbias	0.0683868	Testis_mean	0.0088	0.0143	1.6344
TRINITY_DN134073_c0_g1_i2	NA	NA	NA	NA	-0.612782167	0.612782167	unbias	0.45720959	Ovary_mean	0.1861	0.2906	1.562
TRINITY_DN134074_c0_g5_i2	NA	NA	NA	NA	0.268783865	0.268783865	unbias	0.382191662	Brain_mean	0.0471	0.0661	1.4026
TRINITY_DN134076_c1_g3_i1	NA	NA	NA	NA	0.180828493	0.180828493	unbias	0.204881825	G23_mean	0.0037	0.0049	1.3106
TRINITY_DN134080_c3_g1_i1	mrpl18	Chr03	85744578	85744578	0.482110141	0.482110141	unbias	0.367271559	G46_M_mean	0.238	0.3564	1.4971
TRINITY_DN134085_c3_g2_i2	NA	NA	NA	NA	0.060628315	0.060628315	unbias	0.35605528	Brain_mean	0.0394	0.0627	1.5936
TRINITY_DN134088_c4_g4_i1	NA	NA	NA	NA	0.749969256	0.749969256	unbias	0.252409946	Ovary_mean	0.0636	0.0633	0.9963
TRINITY_DN134091_c4_g1_i1	NA	NA	NA	NA	-0.408434732	0.408434732	unbias	0.42425148	Ovary_mean	0.0723	0.1325	1.8316
TRINITY_DN134094_c0_g7_i1	nicn1	Chr04	115518373	115518373	0.583015455	0.583015455	unbias	0.368138565	Ovary_mean	0.0835	0.1643	1.9682
TRINITY_DN134095_c1_g4_i1	NA	NA	NA	NA	0.081565562	0.081565562	unbias	0.374961179	Ovary_mean	0.0949	0.1742	1.8362
TRINITY_DN134101_c0_g2_i6	NA	NA	NA	NA	0.252677949	0.252677949	unbias	0.598008689	Brain_mean	0.1171	0.1707	1.4574
TRINITY_DN134102_c3_g2_i1	bmf	Chr08	93964574	93964574	-0.404979136	0.404979136	unbias	0.408824377	Brain_mean	0.0501	0.0596	1.1893
TRINITY_DN134104_c0_g2_i1	NA	NA	NA	NA	-0.02223089	0.02223089	unbias	0.414471184	Testis_mean	0.0806	0.1119	1.3892
TRINITY_DN134109_c0_g3_i3	NA	NA	NA	NA	0.577619584	0.577619584	unbias	0.186393961	G23_mean	0.0297	0.0556	1.8715
TRINITY_DN134115_c0_g2_i1	NA	NA	NA	NA	0.286947624	0.286947624	unbias	0.428976655	G23_mean	0.1441	0.2448	1.6986
TRINITY_DN134120_c0_g4_i12	NA	NA	NA	NA	0.313949219	0.313949219	unbias	0.377872454	Brain_mean	0.0213	0.0284	1.3296
TRINITY_DN134122_c6_g1_i1	NA	NA	NA	NA	-0.124915329	0.124915329	unbias	0.317595378	Brain_mean	0.0504	0.0941	1.8657
TRINITY_DN134124_c1_g1_i1	NA	NA	NA	NA	0.898076323	0.898076323	unbias	0.545905908	Ovary_mean	0.0707	0.1323	1.8704
TRINITY_DN134126_c1_g2_i1	NA	NA	NA	NA	1.079506374	1.079506374	unbias	0.8178931	Brain_mean	0.029	0.0365	1.2607
TRINITY_DN134128_c0_g1_i4	txndc5	Chr06	83529560	83529560	-0.187844388	0.187844388	unbias	0.539748784	Ovary_mean	0.0742	0.0685	0.9234
TRINITY_DN134130_c0_g2_i4	NA	NA	NA	NA	0.060024568	0.060024568	unbias	0.630941	Liver_mean	0.0509	0.0887	1.7421
TRINITY_DN134142_c5_g1_i2	NA	NA	NA	NA	0.015337598	0.015337598	unbias	0.595717795	Brain_mean	0.0908	0.1712	1.8853
TRINITY_DN134143_c0_g1_i1	NA	NA	NA	NA	-1.633456593	1.633456593	unbias	0.423313636	G43_M_mean	0.0817	0.1562	1.9133
TRINITY_DN134144_c0_g1_i1	NA	NA	NA	NA	0.627545368	0.627545368	unbias	0.32111042	Ovary_mean	0.1131	0.1879	1.6622
TRINITY_DN134146_c2_g1_i2	NA	NA	NA	NA	0.134779335	0.134779335	unbias	0.476073332	Brain_mean	0.0786	0.141	1.7925
TRINITY_DN134147_c3_g2_i1	NA	NA	NA	NA	0.001606287	0.001606287	unbias	0.363680954	G43_M_mean	0.0924	0.1653	1.7877
TRINITY_DN134148_c3_g3_i1	ccdc57	Chr10	19518785	19518785	-0.169692932	0.169692932	unbias	0.226526446	Ovary_mean	0.1031	0.1609	1.5603
TRINITY_DN134156_c10_g2_i4	NA	NA	NA	NA	-0.153898863	0.153898863	unbias	0.187583551	Brain_mean	0.0747	0.1487	1.9912
TRINITY_DN134158_c0_g1_i3	irx3	Chr04	44506980	44506980	-0.112414008	0.112414008	unbias	0.292386592	Ovary_mean	0.0245	0.0383	1.5638
TRINITY_DN134165_c3_g2_i1	NA	NA	NA	NA	-0.082040967	0.082040967	unbias	0.44369069	Ovary_mean	0.0888	0.1692	1.905
TRINITY_DN134169_c14_g2_i2	prcc	Chr08	110044917	110044917	-0.401075202	0.401075202	unbias	0.113684102	Ovary_mean	0.0704	0.0835	1.1861
TRINITY_DN134187_c0_g1_i1	NA	NA	NA	NA	0.438594318	0.438594318	unbias	0.570754848	Ovary_mean	0.2245	0.4224	1.8811
TRINITY_DN134197_c7_g2_i4	NA	NA	NA	NA	-0.19186624	0.19186624	unbias	0.112694245	G23_mean	0.0713	0.0979	1.3725
TRINITY_DN134199_c6_g2_i2	gpr85	Chr03	57389418	57389418	-0.303746843	0.303746843	unbias	0.155749322	G43_M_mean	0.0346	0.0599	1.733
TRINITY_DN134202_c2_g1_i1	NA	NA	NA	NA	-0.263068118	0.263068118	unbias	0.338931836	Ovary_mean	0.043	0.066	1.5357
TRINITY_DN134209_c5_g3_i2	NA	NA	NA	NA	0.830343956	0.830343956	unbias	0.321133298	Ovary_mean	0.101	0.1573	1.5569
TRINITY_DN134219_c0_g1_i3	NA	NA	NA	NA	-0.580519949	0.580519949	unbias	0.208218591	Ovary_mean	0.0583	0.0956	1.638
TRINITY_DN134219_c1_g1_i3	NA	NA	NA	NA	-0.315118752	0.315118752	unbias	0.584768314	Brain_mean	0.131	0.2178	1.6633
TRINITY_DN134220_c0_g1_i1	LOC100036640	Chr04	9369457	9369457	-0.086415314	0.086415314	unbias	0.730611008	Brain_mean	0.0513	0.0861	1.6773
TRINITY_DN134222_c0_g1_i1	NA	NA	NA	NA	0.584129632	0.584129632	unbias	0.79372587	Brain_mean	0.0232	0.0312	1.3436
TRINITY_DN134224_c3_g2_i1	ube2z	Chr10	5254451	5254451	0.250673761	0.250673761	unbias	0.36331539	Brain_mean	0.0442	0.0527	1.1921
TRINITY_DN134225_c0_g3_i3	sap30bp-like	Chr10	36117497	36117497	-0.544430359	0.544430359	unbias	0.388383409	Ovary_mean	0.1371	0.2421	1.7654
TRINITY_DN134226_c0_g2_i2	NA	NA	NA	NA	0.409007711	0.409007711	unbias	0.178958958	Testis_mean	0.0688	0.1176	1.7087
TRINITY_DN134228_c2_g1_i1	npl	Chr04	90000796	90000796	-0.565827016	0.565827016	unbias	0.22474945	Brain_mean	0.0027	0.0024	0.874
TRINITY_DN134235_c1_g1_i4	pex19	Chr08	114995785	114995785	0.464102093	0.464102093	unbias	0.467700222	Brain_mean	0.0307	0.0295	0.959
TRINITY_DN134236_c2_g1_i1	NA	NA	NA	NA	1.031228364	1.031228364	unbias	0.438327849	G27_mean	0.0808	0.1338	1.6565
TRINITY_DN134237_c0_g2_i1	usp25	Chr02	22845890	22845890	-0.11701426	0.11701426	unbias	0.21704185	Ovary_mean	0.1001	0.1115	1.1142
TRINITY_DN134243_c5_g2_i1	NA	NA	NA	NA	0.025117068	0.025117068	unbias	0.750318313	Brain_mean	0.0115	0.0204	1.7712
TRINITY_DN134253_c0_g1_i9	NA	NA	NA	NA	0.287435839	0.287435839	unbias	0.346302742	Brain_mean	0.0762	0.1224	1.6055
TRINITY_DN134258_c0_g1_i2	Xetrov90004183m	Chr02	22324793	22324793	0.103731919	0.103731919	unbias	0.432741471	Testis_mean	0.0278	0.0513	1.8416
TRINITY_DN134259_c10_g2_i3	anp32c	Chr01	83033444	83033444	0.087540786	0.087540786	unbias	0.301624481	Ovary_mean	0.0599	0.0934	1.5599
TRINITY_DN134275_c2_g1_i1	NA	NA	NA	NA	-0.219313292	0.219313292	unbias	0.295303983	Ovary_mean	0.0825	0.0989	1.1985
TRINITY_DN134287_c0_g1_i1	ncam1	Chr07	72411401	72411401	0.136972564	0.136972564	unbias	0.321032214	Ovary_mean	0.1093	0.1887	1.7273
TRINITY_DN134288_c4_g9_i1	NA	NA	NA	NA	0.588987242	0.588987242	unbias	0.38753736	Testis_mean	0.0415	0.0711	1.7162
TRINITY_DN134299_c0_g1_i2	slco4c1	Chr01	137467781	137467781	-0.13260014	0.13260014	unbias	0.224736632	G23_mean	0.0564	0.0822	1.4571
TRINITY_DN134301_c2_g10_i2	NA	NA	NA	NA	0.755319027	0.755319027	unbias	0.277704311	Brain_mean	0.1371	0.2273	1.6575
TRINITY_DN134306_c7_g2_i3	npy1r	Chr01	42581942	42581942	0.102902986	0.102902986	unbias	0.264526692	Ovary_mean	0.001	0.0012	1.152
TRINITY_DN134320_c1_g3_i2	mark3	Chr08	77446227	77446227	-0.073914309	0.073914309	unbias	0.504007196	G23_mean	0.0433	0.0705	1.6272
TRINITY_DN134320_c1_g4_i1	sh3bp1	Chr04	112382439	112382439	0.228752443	0.228752443	unbias	0.417333449	Ovary_mean	0.2076	0.3488	1.6802
TRINITY_DN134329_c0_g2_i2	NA	NA	NA	NA	0.124073125	0.124073125	unbias	0.520404136	G23_mean	0.029	0.0437	1.507
TRINITY_DN134349_c4_g7_i1	NA	NA	NA	NA	0.437829977	0.437829977	unbias	0.062362611	Testis_mean	0.0838	0.1233	1.4709
TRINITY_DN134352_c0_g2_i1	NA	NA	NA	NA	-0.487690011	0.487690011	unbias	0.537970564	Ovary_mean	0.0092	0.0138	1.4962
TRINITY_DN134354_c1_g1_i2	NA	NA	NA	NA	-1.141501212	1.141501212	unbias	0.280556496	G43_M_mean	0.07	0.0746	1.0661
TRINITY_DN134355_c0_g2_i1	Xetrov90004817m	Chr02	52586960	52586960	0.44727165	0.44727165	unbias	0.197142754	G46_M_mean	0.0498	0.0694	1.3945
TRINITY_DN134357_c5_g3_i5	NA	NA	NA	NA	0.033281514	0.033281514	unbias	0.833671856	Brain_mean	0.0201	0.0121	0.6023
TRINITY_DN134360_c3_g1_i1	srrd	Chr01	140229000	140229000	-1.801477583	1.801477583	female	0.394697978	Ovary_mean	0.129	0.1585	1.2281
TRINITY_DN134366_c2_g3_i4	NA	NA	NA	NA	0.09927622	0.09927622	unbias	0.207745803	Testis_mean	0.0314	0.0438	1.3922
TRINITY_DN134367_c0_g2_i2	NA	NA	NA	NA	1.003337092	1.003337092	unbias	0.726882508	Brain_mean	0.1411	0.212	1.5027
TRINITY_DN134368_c1_g1_i1	NA	NA	NA	NA	-0.040151032	0.040151032	unbias	0.344453185	G23_mean	0.0674	0.1277	1.8952
TRINITY_DN134374_c0_g2_i5	NA	NA	NA	NA	-0.433935868	0.433935868	unbias	0.281002529	Ovary_mean	0.0463	0.0784	1.6914
TRINITY_DN134380_c0_g1_i6	NA	NA	NA	NA	-0.241653243	0.241653243	unbias	0.404435191	Brain_mean	0.129	0.1799	1.3951
TRINITY_DN134391_c1_g4_i4	Xetrov90010241m	Chr04	5408849	5408849	0.514974338	0.514974338	unbias	0.30184953	Brain_mean	0.136	0.2013	1.4799
TRINITY_DN134392_c8_g1_i1	NA	NA	NA	NA	-0.296442906	0.296442906	unbias	0.143296018	G43_M_mean	0.1014	0.1742	1.7182
TRINITY_DN134394_c0_g1_i2	slc44a2	Chr03	127514312	127514312	-0.560271417	0.560271417	unbias	0.490213246	Ovary_mean	0.0996	0.1813	1.8207
TRINITY_DN134396_c4_g2_i1	NA	NA	NA	NA	0.888344103	0.888344103	unbias	0.430171809	Ovary_mean	0.1151	0.1928	1.6755
TRINITY_DN134399_c4_g2_i2	NA	NA	NA	NA	0.081387155	0.081387155	unbias	0.269574565	Ovary_mean	0.0534	0.0763	1.4291
TRINITY_DN134400_c0_g2_i4	NA	NA	NA	NA	-0.190784529	0.190784529	unbias	0.220786568	Brain_mean	0.0136	0.0205	1.5152
TRINITY_DN134410_c0_g2_i3	NA	NA	NA	NA	0.788004559	0.788004559	unbias	0.183563464	G27_mean	0.0796	0.1498	1.882
TRINITY_DN134414_c0_g1_i9	NA	NA	NA	NA	0.100814808	0.100814808	unbias	0.256379919	Ovary_mean	0.0971	0.1652	1.701
TRINITY_DN134419_c0_g1_i3	NA	NA	NA	NA	-0.340986271	0.340986271	unbias	0.228334489	Brain_mean	0.0539	0.0631	1.1718
TRINITY_DN134419_c0_g3_i4	NA	NA	NA	NA	-0.386000739	0.386000739	unbias	0.38424325	Ovary_mean	0.0919	0.1591	1.7309
TRINITY_DN134421_c3_g2_i3	parp3	Chr04	117630448	117630448	-0.041558313	0.041558313	unbias	0.489671497	Ovary_mean	0.0173	0.0211	1.2166
TRINITY_DN134425_c0_g2_i3	NA	NA	NA	NA	-1.270192055	1.270192055	unbias	0.377128264	Ovary_mean	0.0627	0.0599	0.9556
TRINITY_DN134427_c3_g1_i4	NA	NA	NA	NA	-0.11079241	0.11079241	unbias	0.250489581	Ovary_mean	0.1006	0.1594	1.5843
TRINITY_DN134429_c5_g1_i1	NA	NA	NA	NA	0.569553274	0.569553274	unbias	0.523332041	Brain_mean	0.0836	0.1517	1.8149
TRINITY_DN134432_c1_g1_i2	NA	NA	NA	NA	0.326511361	0.326511361	unbias	0.494582274	Ovary_mean	0.085	0.1569	1.8464
TRINITY_DN134435_c0_g1_i1	ston1	Chr05	17345020	17345020	0.425203839	0.425203839	unbias	0.757531192	Brain_mean	0.0939	0.1381	1.4715
TRINITY_DN134436_c0_g1_i2	NA	NA	NA	NA	0.036265412	0.036265412	unbias	0.282956332	Brain_mean	0.0693	0.1068	1.5411
TRINITY_DN134440_c2_g1_i1	c7	Chr01	182919844	182919844	-0.151877399	0.151877399	unbias	0.380334252	Ovary_mean	0.1421	0.2218	1.5607
TRINITY_DN134442_c2_g3_i3	NA	NA	NA	NA	-0.300706047	0.300706047	unbias	0.437394388	Ovary_mean	0.0236	0.0128	0.5416
TRINITY_DN134442_c4_g4_i2	NA	NA	NA	NA	-0.545846244	0.545846244	unbias	0.314916235	Ovary_mean	0.0072	0.006	0.8303
TRINITY_DN134444_c1_g1_i2	ccdc66-like	scaffold_49	198869	198869	-0.093668066	0.093668066	unbias	0.74450675	Brain_mean	0.079	0.1092	1.3815
TRINITY_DN134450_c4_g1_i2	LOC101730686	Chr04	112259937	112259937	0.342804305	0.342804305	unbias	0.227677134	G23_mean	0.0273	0.0498	1.8215
TRINITY_DN134453_c2_g1_i11	NA	NA	NA	NA	-0.203417937	0.203417937	unbias	0.719488783	Brain_mean	0.0142	0.0117	0.8275
TRINITY_DN134455_c1_g1_i6	NA	NA	NA	NA	0.036343302	0.036343302	unbias	0.081870959	G27_mean	0.0293	0.0339	1.1552
TRINITY_DN134460_c0_g1_i5	chchd10	Chr01	86912587	86912587	0.168844107	0.168844107	unbias	0.51211165	Brain_mean	0.013	0.0078	0.5988
TRINITY_DN134460_c1_g1_i1	NA	NA	NA	NA	-0.352135052	0.352135052	unbias	0.734237394	Brain_mean	0.0494	0.0689	1.3934
TRINITY_DN134462_c0_g2_i2	NA	NA	NA	NA	-0.170062819	0.170062819	unbias	0.454433907	Ovary_mean	0.0239	0.0208	0.8709
TRINITY_DN134466_c2_g1_i1	NA	NA	NA	NA	0.121323735	0.121323735	unbias	0.554057553	Ovary_mean	0.0584	0.0699	1.1967
TRINITY_DN134468_c2_g1_i1	NA	NA	NA	NA	-0.94629128	0.94629128	unbias	0.218019959	G31_mean	0.2789	0.5082	1.8224
TRINITY_DN134468_c2_g2_i4	ly75	Chr09	67919858	67919858	-1.278173592	1.278173592	unbias	0.620616677	Brain_mean	0.0765	0.1131	1.4791
TRINITY_DN134469_c0_g1_i7	NA	NA	NA	NA	-0.178547406	0.178547406	unbias	0.217567617	G23_mean	0.0588	0.0631	1.0732
TRINITY_DN134469_c0_g2_i11	NA	NA	NA	NA	-0.034550773	0.034550773	unbias	0.551245149	Ovary_mean	0.0438	0.0627	1.4329
TRINITY_DN134478_c5_g1_i1	NA	NA	NA	NA	0.154128478	0.154128478	unbias	0.226542779	Testis_mean	0.0333	0.0499	1.496
TRINITY_DN134478_c7_g1_i1	NA	NA	NA	NA	-0.311955462	0.311955462	unbias	0.30159563	Ovary_mean	0.0342	0.06	1.7523
TRINITY_DN134485_c8_g1_i1	NA	NA	NA	NA	0.793490736	0.793490736	unbias	0.242493451	Brain_mean	0.0157	0.0163	1.0356
TRINITY_DN134489_c4_g1_i1	NA	NA	NA	NA	0.529982246	0.529982246	unbias	0.313333427	Brain_mean	0.0432	0.0431	0.9983
TRINITY_DN134489_c4_g2_i3	NA	NA	NA	NA	-0.203588145	0.203588145	unbias	0.656633651	Brain_mean	0.0777	0.0655	0.8427
TRINITY_DN134490_c0_g1_i3	NA	NA	NA	NA	0.106180367	0.106180367	unbias	0.193977559	G23_mean	0.0699	0.1016	1.4522
TRINITY_DN134492_c1_g7_i3	NA	NA	NA	NA	0.116112847	0.116112847	unbias	0.644400841	Liver_mean	0.1483	0.2446	1.6491
TRINITY_DN134500_c0_g1_i1	NA	NA	NA	NA	0.099789812	0.099789812	unbias	0.348657016	Brain_mean	0.0543	0.065	1.1968
TRINITY_DN134505_c1_g3_i1	NA	NA	NA	NA	-0.16284646	0.16284646	unbias	0.24363141	Ovary_mean	0.0521	0.0622	1.1935
TRINITY_DN134505_c1_g8_i1	NA	NA	NA	NA	0.586254819	0.586254819	unbias	0.350006823	Testis_mean	0.0988	0.1264	1.2793
TRINITY_DN134506_c3_g2_i1	NA	NA	NA	NA	-0.525365941	0.525365941	unbias	0.504470895	Ovary_mean	0.1924	0.2636	1.3698
TRINITY_DN134510_c2_g1_i1	NA	NA	NA	NA	0.399417389	0.399417389	unbias	0.79259214	Brain_mean	0.0572	0.0947	1.6545
TRINITY_DN134513_c3_g1_i2	ccdc93	scaffold_1928	857	857	-0.000894752	0.000894752	unbias	0.282660533	Ovary_mean	0.0761	0.132	1.7341
TRINITY_DN134514_c0_g1_i2	LOC100498095-like	Chr03	106897192	106897192	-0.193568337	0.193568337	unbias	0.518355322	Ovary_mean	0.139	0.1792	1.2895
TRINITY_DN134518_c0_g1_i1	NA	NA	NA	NA	-0.358282434	0.358282434	unbias	0.173764604	Brain_mean	0.036	0.0657	1.8256
TRINITY_DN134519_c0_g1_i3	NA	NA	NA	NA	0.145275295	0.145275295	unbias	0.319163328	G27_mean	0.2266	0.2194	0.9682
TRINITY_DN134519_c1_g6_i6	NA	NA	NA	NA	0.837778338	0.837778338	unbias	0.331212211	Ovary_mean	0.1341	0.2351	1.7531
TRINITY_DN134521_c1_g1_i1	NA	NA	NA	NA	-0.176057696	0.176057696	unbias	0.462346622	G27_mean	0.0566	0.0816	1.4424
TRINITY_DN134521_c1_g11_i1	NA	NA	NA	NA	0.015752668	0.015752668	unbias	0.272928849	Liver_mean	0.2121	0.3776	1.7804
TRINITY_DN134521_c1_g12_i3	NA	NA	NA	NA	0.523395298	0.523395298	unbias	0.181867375	G46_M_mean	0.0298	0.0502	1.6849
TRINITY_DN134522_c2_g3_i1	trim67	Chr05	39565013	39565013	-0.533880004	0.533880004	unbias	0.462595088	Ovary_mean	0.1057	0.0905	0.8562
TRINITY_DN134524_c2_g2_i1	NA	NA	NA	NA	0.83583514	0.83583514	unbias	0.309585604	Liver_mean	0.0707	0.0894	1.2633
TRINITY_DN134524_c3_g1_i2	NA	NA	NA	NA	0.802837001	0.802837001	unbias	0.793132011	Brain_mean	0.1436	0.2166	1.5077
TRINITY_DN134527_c2_g1_i1	NA	NA	NA	NA	0.473822913	0.473822913	unbias	0.311193117	Liver_mean	0.066	0.0758	1.1489
TRINITY_DN134528_c5_g1_i2	bbs9	Chr06	25887444	25887444	-0.335638152	0.335638152	unbias	0.367841388	Testis_mean	0.0243	0.0117	0.4798
TRINITY_DN134529_c3_g1_i2	NA	NA	NA	NA	0.119324647	0.119324647	unbias	0.385445486	G27_mean	0.0602	0.085	1.4114
TRINITY_DN134533_c0_g2_i6	NA	NA	NA	NA	0.448831682	0.448831682	unbias	0.224603635	G23_mean	0.0748	0.112	1.4972
TRINITY_DN134535_c3_g1_i4	fancf	Chr08	55031119	55031119	0.681659094	0.681659094	unbias	0.060740835	G43_F_mean	0.0237	0.0257	1.0825
TRINITY_DN134536_c0_g1_i1	dnajb14	Chr01	65029186	65029186	-0.177247597	0.177247597	unbias	0.737558692	Brain_mean	0.4148	0.3511	0.8466
TRINITY_DN134542_c1_g3_i2	NA	NA	NA	NA	-0.241202459	0.241202459	unbias	0.594821467	Brain_mean	0.0701	0.1346	1.9193
TRINITY_DN134546_c3_g7_i2	LOC100496456-like	Chr08	46339600	46339600	0.227535202	0.227535202	unbias	0.494799485	Ovary_mean	0.1217	0.2368	1.9456
TRINITY_DN134556_c5_g1_i1	lrrtm1	Chr01	3694236	3694236	-0.65233138	0.65233138	unbias	0.442365585	Ovary_mean	0.1191	0.1659	1.3928
TRINITY_DN134567_c2_g3_i2	NA	NA	NA	NA	-1.083213502	1.083213502	unbias	0.247706343	Ovary_mean	0.1122	0.1797	1.6023
TRINITY_DN134570_c1_g1_i5	NA	NA	NA	NA	0.247107444	0.247107444	unbias	0.354745714	Brain_mean	0.0406	0.0204	0.5026
TRINITY_DN134570_c2_g1_i3	NA	NA	NA	NA	-0.117936834	0.117936834	unbias	0.321736601	G23_mean	0.0718	0.1379	1.9201
TRINITY_DN134577_c1_g1_i2	LOC100492755-like	Chr04	73231594	73231594	0.017296136	0.017296136	unbias	0.213811169	Brain_mean	0.0282	0.0451	1.5996
TRINITY_DN134581_c1_g1_i1	NA	NA	NA	NA	-0.21647154	0.21647154	unbias	0.656012676	Ovary_mean	0.1377	0.1542	1.1201
TRINITY_DN134584_c5_g1_i1	NA	NA	NA	NA	-0.043934364	0.043934364	unbias	0.817465334	Brain_mean	0.0511	0.0698	1.364
TRINITY_DN134584_c7_g2_i1	LOC100158581	Chr03	83721211	83721211	0.026341305	0.026341305	unbias	0.448974198	Ovary_mean	0.0757	0.1289	1.7035
TRINITY_DN134585_c0_g1_i1	ss18l1	Chr10	1146800	1146800	-0.44433141	0.44433141	unbias	0.317559981	Brain_mean	0.0176	0.0165	0.9414
TRINITY_DN134595_c0_g1_i2	NA	NA	NA	NA	-0.247062294	0.247062294	unbias	0.290555841	Testis_mean	0.098	0.1398	1.4272
TRINITY_DN134596_c7_g1_i2	NA	NA	NA	NA	0.083135808	0.083135808	unbias	0.3819246	G23_mean	0.0739	0.106	1.4342
TRINITY_DN134602_c2_g3_i2	NA	NA	NA	NA	-0.37396566	0.37396566	unbias	0.22948296	G23_mean	0.1073	0.2135	1.9907
TRINITY_DN134606_c0_g2_i7	NA	NA	NA	NA	-0.568838076	0.568838076	unbias	0.462273248	Ovary_mean	0.0483	0.0744	1.5399
TRINITY_DN134606_c0_g3_i1	LOC100486931	Chr09	15368137	15368137	0.170305449	0.170305449	unbias	0.540955501	Ovary_mean	0.028	0.0302	1.0776
TRINITY_DN134607_c1_g3_i5	snupn	Chr03	83698654	83698654	-0.00400916	0.00400916	unbias	0.433717358	Brain_mean	0.0215	0.0286	1.3303
TRINITY_DN134608_c3_g5_i2	NA	NA	NA	NA	0.324325617	0.324325617	unbias	0.12732373	Brain_mean	0.0642	0.1043	1.6241
TRINITY_DN134613_c4_g1_i1	NA	NA	NA	NA	0.789623977	0.789623977	unbias	0.545551011	Brain_mean	0.0628	0.0862	1.3723
TRINITY_DN134620_c2_g1_i1	NA	NA	NA	NA	0.831737275	0.831737275	unbias	0.405394123	Liver_mean	0.0607	0.0732	1.2066
TRINITY_DN134620_c2_g3_i1	capg	Chr07	61686014	61686014	0.083395021	0.083395021	unbias	0.240025041	Ovary_mean	0.0514	0.0816	1.5874
TRINITY_DN134623_c0_g1_i4	NA	NA	NA	NA	0.100848828	0.100848828	unbias	0.35638381	Brain_mean	0.2808	0.3336	1.1882
TRINITY_DN134624_c1_g6_i1	NA	NA	NA	NA	-0.273594979	0.273594979	unbias	0.740593804	Brain_mean	0.021	0.0221	1.0502
TRINITY_DN134629_c1_g1_i3	NA	NA	NA	NA	0.039821903	0.039821903	unbias	0.506391299	Brain_mean	0.0638	0.1115	1.747
TRINITY_DN134630_c1_g1_i1	NA	NA	NA	NA	1.257568671	1.257568671	unbias	0.60287132	Brain_mean	0.1284	0.1652	1.2868
TRINITY_DN134631_c2_g2_i1	NA	NA	NA	NA	-0.034771542	0.034771542	unbias	0.691046307	Brain_mean	0.0762	0.0947	1.2422
TRINITY_DN134636_c0_g1_i1	LOC100158546	Chr07	95740090	95740090	0.129563768	0.129563768	unbias	0.41243059	Brain_mean	0.0676	0.0733	1.0854
TRINITY_DN134636_c1_g1_i2	NA	NA	NA	NA	-0.277644912	0.277644912	unbias	0.380860776	Ovary_mean	0.0568	0.0954	1.6801
TRINITY_DN134638_c4_g1_i1	NA	NA	NA	NA	0.135185167	0.135185167	unbias	0.487749519	Brain_mean	0.0942	0.135	1.433
TRINITY_DN134638_c5_g1_i2	NA	NA	NA	NA	0.005433357	0.005433357	unbias	0.276411268	Brain_mean	0.1792	0.2355	1.3145
TRINITY_DN134642_c6_g2_i1	zyg11b	Chr04	86857120	86857120	0.209324299	0.209324299	unbias	0.429629859	Brain_mean	0.0167	0.0258	1.5413
TRINITY_DN134642_c6_g4_i1	NA	NA	NA	NA	0.219503949	0.219503949	unbias	0.375313477	Ovary_mean	0.0147	0.0275	1.8696
TRINITY_DN134645_c1_g2_i1	NA	NA	NA	NA	0.321567838	0.321567838	unbias	0.257189014	Ovary_mean	0.0813	0.1333	1.6394
TRINITY_DN134648_c0_g1_i1	NA	NA	NA	NA	-0.378214326	0.378214326	unbias	0.532998359	Ovary_mean	0.123	0.1863	1.5151
TRINITY_DN134649_c2_g2_i1	NA	NA	NA	NA	-0.111703978	0.111703978	unbias	0.392977806	Ovary_mean	0.0429	0.0824	1.9204
TRINITY_DN134651_c6_g4_i2	NA	NA	NA	NA	0.328051004	0.328051004	unbias	0.434766963	Brain_mean	0.0969	0.1799	1.8573
