gid	gname	chr	start	end	logFC.XY43.XX43
TRINITY_DN133876_c2_g9_i3	NA	NA	NA	NA	-0.329527593
TRINITY_DN133877_c1_g1_i1	NA	NA	NA	NA	0.768421908
TRINITY_DN133878_c0_g1_i1	NA	NA	NA	NA	-0.108326496
TRINITY_DN133878_c1_g2_i1	NA	NA	NA	NA	-0.563293401
TRINITY_DN133878_c1_g3_i1	LOC733553	Chr03	107441880	107441880	-0.146581625
TRINITY_DN133878_c1_g4_i1	NA	NA	NA	NA	-0.58913526
TRINITY_DN133880_c7_g2_i1	NA	NA	NA	NA	0.498967821
TRINITY_DN133881_c0_g2_i1	NA	NA	NA	NA	0.559551459
TRINITY_DN133881_c0_g3_i1	NA	NA	NA	NA	0.108168126
TRINITY_DN133883_c4_g9_i1	NA	NA	NA	NA	0.390578961
TRINITY_DN133886_c1_g1_i2	NA	NA	NA	NA	0.119339799
TRINITY_DN133888_c1_g3_i3	NA	NA	NA	NA	1.041238006
TRINITY_DN133888_c1_g8_i1	rab21	Chr03	50572154	50572154	1.2180596
TRINITY_DN133889_c0_g3_i1	kcnk16	Chr05	434400	434400	2.512919579
TRINITY_DN133889_c1_g1_i1	NA	NA	NA	NA	3.027279424
TRINITY_DN133889_c1_g4_i7	NA	NA	NA	NA	3.176505723
TRINITY_DN133889_c1_g7_i1	Xetrov90000522m	Chr01	20771304	20771304	2.850644919
TRINITY_DN133889_c1_g8_i1	arnt2	Chr03	98973085	98973085	2.195558975
TRINITY_DN133889_c1_g9_i1	NA	NA	NA	NA	2.502808055
TRINITY_DN133890_c0_g2_i4	NA	NA	NA	NA	0.089182769
TRINITY_DN133891_c3_g1_i4	NA	NA	NA	NA	-0.155372746
TRINITY_DN133893_c0_g1_i1	NA	NA	NA	NA	0.418265018
TRINITY_DN133893_c1_g1_i2	NA	NA	NA	NA	0.583130064
TRINITY_DN133894_c0_g1_i1	NA	NA	NA	NA	0.069612397
TRINITY_DN133895_c0_g3_i1	NA	NA	NA	NA	-0.673104317
TRINITY_DN133896_c0_g1_i3	NA	NA	NA	NA	-0.04431506
TRINITY_DN133896_c1_g1_i2	NA	NA	NA	NA	0.103041041
TRINITY_DN133897_c1_g2_i1	NA	NA	NA	NA	0.182343673
TRINITY_DN133898_c0_g1_i1	NA	NA	NA	NA	0.28239147
TRINITY_DN133899_c4_g2_i1	NA	NA	NA	NA	-0.358624744
TRINITY_DN133899_c4_g3_i4	ddx10	Chr02	156460890	156460890	-0.164218452
TRINITY_DN133899_c4_g4_i2	NA	NA	NA	NA	0.950586861
TRINITY_DN133900_c0_g1_i1	NA	NA	NA	NA	0.191642403
TRINITY_DN133900_c0_g2_i1	mrps15	Chr02	82184712	82184712	0.509517375
TRINITY_DN133900_c1_g1_i1	NA	NA	NA	NA	-0.177079934
TRINITY_DN133900_c1_g3_i3	amacr	Chr01	186342970	186342970	0.017864006
TRINITY_DN133901_c1_g3_i8	NA	NA	NA	NA	-0.372899752
TRINITY_DN133901_c1_g4_i1	NA	NA	NA	NA	-0.145666296
TRINITY_DN133901_c1_g8_i1	NA	NA	NA	NA	0.243927077
TRINITY_DN133902_c6_g1_i1	LOC100492274-like	Chr06	111228792	111228792	0.01847406
TRINITY_DN133903_c3_g1_i1	NA	NA	NA	NA	0.499630684
TRINITY_DN133904_c0_g1_i14	NA	NA	NA	NA	0.210070255
TRINITY_DN133905_c0_g1_i1	NA	NA	NA	NA	-0.026703923
TRINITY_DN133905_c1_g1_i2	mtus2	Chr02	151578900	151578900	-0.133861322
TRINITY_DN133905_c1_g3_i1	Xetrov90020006m	Chr08	11253649	11253649	-0.219382856
TRINITY_DN133905_c2_g3_i4	NA	NA	NA	NA	0.001643316
TRINITY_DN133905_c3_g1_i1	epor	Chr03	129216492	129216492	0.508099316
TRINITY_DN133908_c1_g1_i4	NA	NA	NA	NA	1.497014647
TRINITY_DN133908_c2_g20_i1	NA	NA	NA	NA	-0.359063102
TRINITY_DN133908_c2_g4_i1	NA	NA	NA	NA	-0.160805999
TRINITY_DN133909_c1_g1_i1	NA	NA	NA	NA	0.470760645
TRINITY_DN133909_c2_g1_i2	NA	NA	NA	NA	0.625789543
TRINITY_DN133911_c2_g1_i1	LOC101730671	Chr07	38369617	38369617	-0.458972793
TRINITY_DN133911_c4_g5_i3	NA	NA	NA	NA	-0.055387482
TRINITY_DN133911_c4_g9_i1	NA	NA	NA	NA	0.385695373
TRINITY_DN133914_c2_g1_i10	NA	NA	NA	NA	-2.133275915
TRINITY_DN133914_c2_g2_i4	NA	NA	NA	NA	0.452136564
TRINITY_DN133915_c0_g1_i1	NA	NA	NA	NA	-0.520379911
TRINITY_DN133915_c1_g1_i6	tubgcp6	Chr03	62233389	62233389	0.041594557
TRINITY_DN133916_c0_g2_i1	NA	NA	NA	NA	0.287339195
TRINITY_DN133917_c2_g2_i5	pskh1	Chr04	46018550	46018550	-0.196922279
TRINITY_DN133918_c0_g1_i1	NA	NA	NA	NA	0.564995264
TRINITY_DN133919_c2_g1_i1	NA	NA	NA	NA	-1.774254436
TRINITY_DN133919_c5_g3_i1	NA	NA	NA	NA	0.198252035
TRINITY_DN133920_c0_g7_i2	c12orf4	Chr03	2460165	2460165	-0.240428947
TRINITY_DN133921_c11_g2_i2	NA	NA	NA	NA	-1.010848317
TRINITY_DN133922_c1_g9_i1	NA	NA	NA	NA	0.197454112
TRINITY_DN133922_c2_g2_i1	NA	NA	NA	NA	0.183223367
TRINITY_DN133924_c0_g1_i3	NA	NA	NA	NA	1.229054015
TRINITY_DN133926_c0_g2_i3	NA	NA	NA	NA	0.867227788
TRINITY_DN133927_c0_g2_i4	NA	NA	NA	NA	-0.001322529
TRINITY_DN133927_c1_g1_i1	NA	NA	NA	NA	-0.672998858
TRINITY_DN133927_c1_g2_i3	NA	NA	NA	NA	0.356908731
TRINITY_DN133929_c5_g3_i4	NA	NA	NA	NA	-0.534746246
TRINITY_DN133931_c0_g1_i1	NA	NA	NA	NA	-0.488997879
TRINITY_DN133931_c1_g5_i1	jam2	Chr02	14436794	14436794	0.028279885
TRINITY_DN133932_c1_g3_i1	LOC733726	Chr08	56893245	56893245	-0.029643009
TRINITY_DN133933_c4_g1_i1	NA	NA	NA	NA	-1.298507424
TRINITY_DN133933_c4_g6_i1	c12orf10	Chr02	144299042	144299042	-0.646697296
TRINITY_DN133933_c5_g7_i2	NA	NA	NA	NA	0.249087391
TRINITY_DN133934_c1_g2_i1	NA	NA	NA	NA	-0.211983477
TRINITY_DN133936_c0_g1_i1	sin3a	Chr03	83760071	83760071	-0.774623515
TRINITY_DN133937_c0_g1_i2	NA	NA	NA	NA	0.285743196
TRINITY_DN133938_c0_g2_i1	NA	NA	NA	NA	0.123451467
TRINITY_DN133940_c0_g1_i2	NA	NA	NA	NA	0.613404961
TRINITY_DN133941_c0_g1_i10	NA	NA	NA	NA	-0.159190741
TRINITY_DN133942_c3_g1_i4	klhl5-like	Chr01	26330435	26330435	-0.567987606
TRINITY_DN133942_c3_g2_i1	NA	NA	NA	NA	0.137200014
TRINITY_DN133943_c0_g1_i3	NA	NA	NA	NA	0.132679712
TRINITY_DN133945_c1_g4_i1	prpf19	Chr07	35821205	35821205	0.32057029
TRINITY_DN133946_c2_g2_i2	mef2bnb	Chr01	101646135	101646135	0.60398188
TRINITY_DN133946_c3_g2_i1	NA	NA	NA	NA	0.07962697
TRINITY_DN133947_c0_g1_i4	ndufv2	Chr06	89344871	89344871	0.779165453
TRINITY_DN133948_c0_g1_i1	NA	NA	NA	NA	-0.536800534
TRINITY_DN133949_c0_g2_i1	NA	NA	NA	NA	-0.236040039
TRINITY_DN133949_c2_g1_i1	NA	NA	NA	NA	-0.02520692
TRINITY_DN133949_c2_g2_i1	NA	NA	NA	NA	-0.379136402
TRINITY_DN133949_c2_g3_i2	NA	NA	NA	NA	0.005008806
TRINITY_DN133949_c2_g4_i4	NA	NA	NA	NA	0.063576107
TRINITY_DN133950_c1_g1_i1	NA	NA	NA	NA	-0.102357547
TRINITY_DN133950_c1_g2_i1	NA	NA	NA	NA	0.211369258
TRINITY_DN133950_c2_g10_i2	NA	NA	NA	NA	0.05696643
TRINITY_DN133950_c2_g11_i1	NA	NA	NA	NA	1.26498814
TRINITY_DN133950_c2_g2_i1	dpys	Chr06	117944939	117944939	-0.130155753
TRINITY_DN133950_c3_g1_i1	NA	NA	NA	NA	0.176618074
TRINITY_DN133951_c0_g1_i5	NA	NA	NA	NA	0.205547461
TRINITY_DN133954_c0_g2_i5	NA	NA	NA	NA	-0.305522837
TRINITY_DN133955_c0_g1_i3	NA	NA	NA	NA	0.544283815
TRINITY_DN133955_c2_g1_i1	NA	NA	NA	NA	0.050641941
TRINITY_DN133956_c3_g2_i4	NA	NA	NA	NA	-0.527686752
TRINITY_DN133957_c0_g1_i1	cdkn2c	Chr04	85952705	85952705	0.112257628
TRINITY_DN133957_c0_g8_i1	NA	NA	NA	NA	-0.526188299
TRINITY_DN133957_c1_g2_i2	NA	NA	NA	NA	-0.254007427
TRINITY_DN133958_c2_g1_i6	NA	NA	NA	NA	0.468547355
TRINITY_DN133959_c0_g2_i8	NA	NA	NA	NA	0.293998062
TRINITY_DN133960_c2_g1_i1	NA	NA	NA	NA	1.147628767
TRINITY_DN133961_c1_g1_i1	kcna4	Chr04	10775395	10775395	-0.15334051
TRINITY_DN133961_c2_g12_i1	NA	NA	NA	NA	-0.552200067
TRINITY_DN133961_c2_g1_i1	NA	NA	NA	NA	-0.083910433
TRINITY_DN133961_c2_g6_i1	mtmr9	scaffold_13	512829	512829	-0.28127288
TRINITY_DN133961_c2_g7_i1	lrp11-like	Chr05	66933599	66933599	-0.134044335
TRINITY_DN133963_c0_g1_i7	NA	NA	NA	NA	0.298986533
TRINITY_DN133964_c1_g1_i1	NA	NA	NA	NA	0.057569241
TRINITY_DN133964_c1_g2_i1	NA	NA	NA	NA	0.175532634
TRINITY_DN133964_c1_g4_i2	NA	NA	NA	NA	-0.409516113
TRINITY_DN133965_c9_g1_i1	NA	NA	NA	NA	-0.201254376
TRINITY_DN133965_c9_g4_i2	NA	NA	NA	NA	-0.16387864
TRINITY_DN133967_c0_g2_i1	NA	NA	NA	NA	0.111076856
TRINITY_DN133969_c4_g1_i1	NA	NA	NA	NA	0.161593091
TRINITY_DN133969_c4_g3_i1	NA	NA	NA	NA	-0.122584291
TRINITY_DN133970_c6_g2_i5	NA	NA	NA	NA	-0.350288167
TRINITY_DN133971_c0_g2_i1	NA	NA	NA	NA	-0.197039533
TRINITY_DN133971_c1_g2_i2	foxa2	Chr05	25797335	25797335	1.121739931
TRINITY_DN133972_c0_g1_i2	NA	NA	NA	NA	0.272464166
TRINITY_DN133975_c0_g2_i2	NA	NA	NA	NA	0.218873884
TRINITY_DN133976_c1_g2_i6	pfkfb4	Chr04	113380618	113380618	-0.277386116
TRINITY_DN133976_c2_g2_i1	vangl2	Chr08	113935030	113935030	-0.015417999
TRINITY_DN133977_c8_g2_i1	NA	NA	NA	NA	0.719580615
TRINITY_DN133977_c8_g3_i1	NA	NA	NA	NA	-0.187319539
TRINITY_DN133977_c8_g4_i1	NA	NA	NA	NA	0.118044037
TRINITY_DN133980_c0_g1_i1	NA	NA	NA	NA	0.253737361
TRINITY_DN133980_c0_g2_i1	NA	NA	NA	NA	0.205517053
TRINITY_DN133981_c0_g1_i18	NA	NA	NA	NA	0.57031901
TRINITY_DN133981_c1_g2_i1	NA	NA	NA	NA	0.223472278
TRINITY_DN133981_c1_g3_i3	LOC101732970	Chr01	8176111	8176111	-0.167025802
TRINITY_DN133982_c2_g1_i1	NA	NA	NA	NA	-0.403510305
TRINITY_DN133982_c4_g1_i1	NA	NA	NA	NA	-0.497628069
TRINITY_DN133983_c9_g1_i6	fgfr3	Chr01	12768111	12768111	0.133935452
TRINITY_DN133984_c0_g1_i2	NA	NA	NA	NA	0.253405881
TRINITY_DN133985_c0_g1_i4	NA	NA	NA	NA	0.474305658
TRINITY_DN133986_c0_g3_i8	NA	NA	NA	NA	-0.192159294
TRINITY_DN133987_c1_g2_i2	NA	NA	NA	NA	0.800659257
TRINITY_DN133987_c1_g4_i1	NA	NA	NA	NA	-0.193134955
TRINITY_DN133988_c1_g1_i7	NA	NA	NA	NA	0.115606517
TRINITY_DN133989_c3_g1_i4	chst13	Chr04	122875443	122875443	-0.001280774
TRINITY_DN133989_c3_g4_i1	NA	NA	NA	NA	0.181339828
TRINITY_DN133990_c1_g3_i1	NA	NA	NA	NA	0.578082794
TRINITY_DN133991_c1_g1_i1	NA	NA	NA	NA	-0.142830825
TRINITY_DN133991_c3_g2_i2	NA	NA	NA	NA	-0.375002722
TRINITY_DN133992_c10_g1_i2	NA	NA	NA	NA	-0.024727498
TRINITY_DN133993_c1_g1_i4	plrg1	Chr01	45313874	45313874	0.21550829
TRINITY_DN133994_c4_g2_i1	NA	NA	NA	NA	0.156930298
TRINITY_DN133995_c0_g1_i1	NA	NA	NA	NA	0.011197497
TRINITY_DN133996_c0_g2_i1	NA	NA	NA	NA	-0.370626597
TRINITY_DN133996_c3_g8_i2	NA	NA	NA	NA	-0.355006714
TRINITY_DN133996_c3_g9_i1	NA	NA	NA	NA	0.379552487
TRINITY_DN133997_c0_g1_i3	NA	NA	NA	NA	0.642436548
TRINITY_DN133998_c0_g1_i4	NA	NA	NA	NA	-1.425497298
TRINITY_DN133999_c0_g2_i1	NA	NA	NA	NA	-0.261399231
TRINITY_DN134000_c4_g2_i1	leo1	Chr03	92381589	92381589	-0.011532797
TRINITY_DN134000_c4_g6_i1	NA	NA	NA	NA	-0.096745965
TRINITY_DN134001_c2_g2_i1	fetub	Chr05	98046138	98046138	-0.240303709
TRINITY_DN134002_c4_g6_i5	NA	NA	NA	NA	-0.05323988
TRINITY_DN134002_c4_g7_i3	NA	NA	NA	NA	-0.065237862
TRINITY_DN134004_c0_g2_i2	NA	NA	NA	NA	-0.538936589
TRINITY_DN134008_c0_g3_i1	NA	NA	NA	NA	0.281843618
TRINITY_DN134008_c0_g4_i3	NA	NA	NA	NA	0.496610719
TRINITY_DN134009_c1_g1_i1	NA	NA	NA	NA	0.164172303
TRINITY_DN134010_c12_g2_i1	NA	NA	NA	NA	0.561482449
TRINITY_DN134012_c5_g2_i1	NA	NA	NA	NA	1.013648798
TRINITY_DN134012_c6_g2_i5	NA	NA	NA	NA	0.268920586
TRINITY_DN134012_c7_g1_i1	lss	Chr09	55927082	55927082	-0.17184864
TRINITY_DN134012_c7_g2_i6	NA	NA	NA	NA	0.720555471
TRINITY_DN134013_c0_g1_i1	ccdc127	Chr06	69837431	69837431	0.024823035
TRINITY_DN134013_c0_g2_i1	NA	NA	NA	NA	-0.157902657
TRINITY_DN134014_c0_g1_i2	NA	NA	NA	NA	-0.562302422
TRINITY_DN134015_c7_g3_i1	ring1	Chr08	50954443	50954443	-0.369080325
TRINITY_DN134016_c0_g1_i4	NA	NA	NA	NA	0.230207757
TRINITY_DN134017_c3_g3_i1	ddah1	Chr04	29079173	29079173	0.255512885
TRINITY_DN134019_c0_g1_i4	anxa6	Chr03	5503738	5503738	0.075313356
TRINITY_DN134020_c1_g1_i34	NA	NA	NA	NA	-0.202065057
TRINITY_DN134020_c1_g2_i3	NA	NA	NA	NA	0.246713021
TRINITY_DN134021_c0_g1_i1	NA	NA	NA	NA	0.00562888
TRINITY_DN134021_c1_g2_i4	Xetrov90024992m	Chr10	14200518	14200518	0.145687364
TRINITY_DN134022_c4_g1_i1	NA	NA	NA	NA	-0.156376254
TRINITY_DN134022_c4_g3_i1	NA	NA	NA	NA	0.214076838
TRINITY_DN134022_c5_g1_i6	NA	NA	NA	NA	-0.207731155
TRINITY_DN134022_c7_g1_i1	NA	NA	NA	NA	0.406587836
TRINITY_DN134024_c1_g2_i1	NA	NA	NA	NA	0.176781927
TRINITY_DN134024_c2_g1_i1	LOC100496749-like	Chr08	59479554	59479554	0.176812432
TRINITY_DN134025_c0_g1_i2	NA	NA	NA	NA	0.170659485
TRINITY_DN134025_c1_g2_i2	NA	NA	NA	NA	0.032259696
TRINITY_DN134026_c0_g2_i6	NA	NA	NA	NA	-0.37606361
TRINITY_DN134026_c0_g3_i4	atp5d	Chr01	81101472	81101472	-0.014369103
TRINITY_DN134027_c2_g1_i6	NA	NA	NA	NA	-0.571879253
TRINITY_DN134028_c2_g3_i5	NA	NA	NA	NA	-0.136049747
TRINITY_DN134029_c0_g1_i3	NA	NA	NA	NA	-0.073513946
TRINITY_DN134030_c1_g1_i1	NA	NA	NA	NA	-0.233034033
TRINITY_DN134030_c2_g3_i1	LOC100494861-like	Chr07	26505207	26505207	0.066238354
TRINITY_DN134031_c5_g1_i1	NA	NA	NA	NA	-0.514482491
TRINITY_DN134033_c3_g1_i1	NA	NA	NA	NA	0.238765291
TRINITY_DN134034_c2_g1_i2	NA	NA	NA	NA	-0.209870747
TRINITY_DN134034_c3_g1_i1	NA	NA	NA	NA	0.902569716
TRINITY_DN134034_c3_g2_i5	NA	NA	NA	NA	0.097904096
TRINITY_DN134036_c2_g1_i3	LOC100496726	Chr01	52351562	52351562	-0.123845765
TRINITY_DN134036_c3_g1_i5	NA	NA	NA	NA	-0.084543153
TRINITY_DN134037_c0_g1_i3	NA	NA	NA	NA	0.579206997
TRINITY_DN134038_c0_g1_i1	NA	NA	NA	NA	0.067386825
TRINITY_DN134038_c0_g7_i1	Xetrov90030206m	scaffold_73	1589500	1589500	0.421422071
TRINITY_DN134040_c3_g2_i1	NA	NA	NA	NA	0.529486383
TRINITY_DN134042_c2_g3_i1	NA	NA	NA	NA	0.312319659
TRINITY_DN134043_c6_g1_i2	b3gat1	Chr02	2208753	2208753	0.821530723
TRINITY_DN134045_c1_g3_i1	NA	NA	NA	NA	0.605426326
TRINITY_DN134045_c1_g7_i1	NA	NA	NA	NA	0.533544263
TRINITY_DN134046_c4_g3_i6	NA	NA	NA	NA	0.413635112
TRINITY_DN134047_c0_g2_i1	NA	NA	NA	NA	-0.430092988
TRINITY_DN134047_c0_g3_i1	vldlr	Chr01	115822994	115822994	-0.027693899
TRINITY_DN134048_c2_g8_i1	NA	NA	NA	NA	0.222046345
TRINITY_DN134049_c0_g1_i3	NA	NA	NA	NA	0.723214548
TRINITY_DN134049_c0_g4_i1	NA	NA	NA	NA	-0.386779266
TRINITY_DN134049_c0_g5_i1	NA	NA	NA	NA	-0.938652
TRINITY_DN134050_c6_g4_i1	NA	NA	NA	NA	-0.324348253
TRINITY_DN134051_c5_g1_i3	phpt1	scaffold_389	14246	14246	-0.426056702
TRINITY_DN134051_c6_g3_i1	NA	NA	NA	NA	0.345298499
TRINITY_DN134052_c2_g12_i1	NA	NA	NA	NA	-0.802596243
TRINITY_DN134052_c2_g17_i2	NA	NA	NA	NA	-0.238622543
TRINITY_DN134053_c4_g1_i1	NA	NA	NA	NA	0.69387246
TRINITY_DN134053_c5_g1_i1	LOC100489603-like	Chr03	131712409	131712409	-0.00686447
TRINITY_DN134053_c5_g3_i1	NA	NA	NA	NA	-0.490771096
TRINITY_DN134054_c8_g8_i3	NA	NA	NA	NA	0.17923829
TRINITY_DN134055_c0_g1_i1	NA	NA	NA	NA	-0.426525539
TRINITY_DN134056_c1_g1_i2	NA	NA	NA	NA	-1.049813881
TRINITY_DN134056_c1_g2_i1	NA	NA	NA	NA	-0.070179847
TRINITY_DN134056_c3_g2_i1	NA	NA	NA	NA	-0.225076418
TRINITY_DN134056_c3_g4_i3	NA	NA	NA	NA	0.192925457
TRINITY_DN134056_c4_g2_i4	NA	NA	NA	NA	0.237632182
TRINITY_DN134057_c3_g1_i1	NA	NA	NA	NA	0.640420433
TRINITY_DN134057_c5_g4_i2	NA	NA	NA	NA	0.518215917
TRINITY_DN134058_c0_g1_i11	NA	NA	NA	NA	0.030453187
TRINITY_DN134059_c1_g1_i5	NA	NA	NA	NA	0.331423162
TRINITY_DN134060_c0_g1_i1	synj2bp	Chr08	86872825	86872825	0.266014036
TRINITY_DN134062_c1_g1_i3	NA	NA	NA	NA	-0.187401266
TRINITY_DN134062_c1_g2_i2	NA	NA	NA	NA	-0.642726762
TRINITY_DN134064_c3_g1_i5	sgpl1-like	Chr07	40142191	40142191	0.036526144
TRINITY_DN134065_c2_g4_i8	NA	NA	NA	NA	0.307713264
TRINITY_DN134065_c2_g5_i3	NA	NA	NA	NA	1.208722125
TRINITY_DN134066_c0_g2_i3	NA	NA	NA	NA	-0.100066382
TRINITY_DN134066_c0_g3_i3	NA	NA	NA	NA	0.197596465
TRINITY_DN134067_c2_g1_i1	fam120c	Chr08	8350905	8350905	-0.563948504
TRINITY_DN134068_c1_g10_i4	NA	NA	NA	NA	1.203010428
TRINITY_DN134068_c1_g1_i1	NA	NA	NA	NA	-0.172860133
TRINITY_DN134068_c1_g4_i1	NA	NA	NA	NA	0.620130634
TRINITY_DN134068_c1_g9_i6	NA	NA	NA	NA	0.452434289
TRINITY_DN134069_c0_g2_i5	NA	NA	NA	NA	0.307236005
TRINITY_DN134069_c1_g2_i2	NA	NA	NA	NA	0.183990966
TRINITY_DN134069_c1_g3_i1	tpd52	Chr06	108759727	108759727	0.080834283
TRINITY_DN134071_c2_g1_i1	NA	NA	NA	NA	0.198473879
TRINITY_DN134071_c2_g2_i1	NA	NA	NA	NA	-0.175637693
TRINITY_DN134072_c0_g3_i1	NA	NA	NA	NA	-0.007665891
TRINITY_DN134073_c0_g1_i2	pdx1	Chr02	152198011	152198011	-0.385268281
TRINITY_DN134073_c1_g1_i1	NA	NA	NA	NA	0.101112726
TRINITY_DN134074_c0_g5_i2	NA	NA	NA	NA	0.083045823
TRINITY_DN134075_c5_g2_i1	NA	NA	NA	NA	-0.044367387
TRINITY_DN134076_c1_g1_i3	secisbp2l	Chr03	94177222	94177222	0.536184213
TRINITY_DN134076_c1_g3_i1	NA	NA	NA	NA	0.211660493
TRINITY_DN134076_c1_g4_i1	Xetrov90030825m	scaffold_90	128744	128744	0.243434202
TRINITY_DN134077_c2_g2_i1	fkbp10	Chr10	2108818	2108818	0.528542322
TRINITY_DN134078_c0_g1_i1	rab11fip2	scaffold_169	184723	184723	-4.041386346
TRINITY_DN134078_c0_g3_i1	NA	NA	NA	NA	0.049828879
TRINITY_DN134080_c3_g1_i1	dnajb14	Chr01	65029186	65029186	0.249559552
TRINITY_DN134081_c1_g3_i1	emd	Chr08	12110581	12110581	-0.71219482
TRINITY_DN134082_c3_g1_i1	NA	NA	NA	NA	0.810939481
TRINITY_DN134082_c5_g3_i3	NA	NA	NA	NA	-0.40308354
TRINITY_DN134082_c5_g5_i1	NA	NA	NA	NA	0.175355993
TRINITY_DN134083_c4_g1_i1	asah1	Chr01	33488227	33488227	0.054468143
TRINITY_DN134084_c1_g1_i4	NA	NA	NA	NA	-0.433094946
TRINITY_DN134085_c3_g2_i2	NA	NA	NA	NA	0.21235088
TRINITY_DN134085_c3_g3_i5	NA	NA	NA	NA	-0.24420039
TRINITY_DN134086_c0_g1_i1	NA	NA	NA	NA	-0.456896563
TRINITY_DN134087_c6_g1_i2	NA	NA	NA	NA	0.062237041
TRINITY_DN134088_c2_g3_i2	NA	NA	NA	NA	-0.031190169
TRINITY_DN134088_c4_g1_i2	nhsl2-like.2	Chr08	18513303	18513303	-0.612841865
TRINITY_DN134088_c4_g4_i1	Xetrov90025314m	Chr10	29936557	29936557	-0.469092163
TRINITY_DN134091_c4_g1_i1	NA	NA	NA	NA	0.215739839
TRINITY_DN134091_c8_g3_i2	NA	NA	NA	NA	0.267482665
TRINITY_DN134092_c1_g3_i3	NA	NA	NA	NA	0.191015204
TRINITY_DN134094_c0_g1_i1	NA	NA	NA	NA	0.251893747
TRINITY_DN134094_c0_g5_i1	wdr1	Chr01	18158616	18158616	0.573746156
TRINITY_DN134094_c0_g7_i1	cyp4b1.2	Chr04	83637242	83637242	-0.350383161
TRINITY_DN134095_c1_g3_i1	NA	NA	NA	NA	0.419269302
TRINITY_DN134095_c1_g4_i1	NA	NA	NA	NA	-0.050551858
TRINITY_DN134095_c1_g7_i1	NA	NA	NA	NA	-0.095936987
TRINITY_DN134095_c1_g9_i10	ppat	Chr01	31660752	31660752	0.130008715
TRINITY_DN134096_c0_g1_i2	NA	NA	NA	NA	0.384588293
TRINITY_DN134097_c3_g1_i1	ube2j2	Chr07	69621551	69621551	-0.278171656
TRINITY_DN134098_c1_g4_i1	NA	NA	NA	NA	-1.080304837
TRINITY_DN134098_c2_g2_i7	NA	NA	NA	NA	-0.009309224
TRINITY_DN134100_c3_g1_i5	NA	NA	NA	NA	-0.568629624
TRINITY_DN134100_c3_g3_i1	sms	Chr02	41085850	41085850	0.074044548
TRINITY_DN134101_c0_g2_i6	NA	NA	NA	NA	0.231881462
TRINITY_DN134102_c3_g2_i1	NA	NA	NA	NA	0.150400004
TRINITY_DN134103_c1_g1_i1	rbm25	Chr08	85953000	85953000	0.529341013
TRINITY_DN134104_c0_g1_i1	NA	NA	NA	NA	0.722952707
TRINITY_DN134104_c0_g2_i1	NA	NA	NA	NA	-0.408354564
TRINITY_DN134105_c3_g1_i2	adam9	Chr03	121500578	121500578	-0.051865685
TRINITY_DN134106_c0_g1_i1	NA	NA	NA	NA	0.118363311
TRINITY_DN134106_c0_g2_i4	NA	NA	NA	NA	-0.283763662
TRINITY_DN134107_c5_g1_i6	NA	NA	NA	NA	0.189097257
TRINITY_DN134108_c1_g1_i1	NA	NA	NA	NA	-0.539456889
TRINITY_DN134109_c0_g2_i1	NA	NA	NA	NA	0.541958613
TRINITY_DN134109_c0_g3_i3	NA	NA	NA	NA	-0.168767307
TRINITY_DN134109_c1_g2_i2	NA	NA	NA	NA	0.672037723
TRINITY_DN134110_c0_g1_i3	e2f4	Chr04	28491127	28491127	0.213868049
TRINITY_DN134112_c0_g2_i4	NA	NA	NA	NA	0.191289073
TRINITY_DN134113_c0_g1_i1	NA	NA	NA	NA	-0.211329859
TRINITY_DN134114_c11_g1_i2	snx25-like	Chr01	35262666	35262666	-0.270165133
TRINITY_DN134115_c0_g10_i1	NA	NA	NA	NA	-0.617357376
TRINITY_DN134115_c0_g16_i2	NA	NA	NA	NA	-0.278166768
TRINITY_DN134115_c0_g2_i1	NA	NA	NA	NA	0.072920448
TRINITY_DN134116_c4_g1_i2	NA	NA	NA	NA	-0.580891258
TRINITY_DN134118_c0_g5_i1	NA	NA	NA	NA	-0.02021856
TRINITY_DN134119_c1_g1_i2	NA	NA	NA	NA	0.208024197
TRINITY_DN134120_c0_g1_i2	NA	NA	NA	NA	0.182638227
TRINITY_DN134120_c0_g4_i12	NA	NA	NA	NA	0.16508411
TRINITY_DN134121_c0_g1_i3	NA	NA	NA	NA	0.034292358
TRINITY_DN134122_c5_g6_i1	NA	NA	NA	NA	-2.35530659
TRINITY_DN134122_c6_g1_i1	NA	NA	NA	NA	-0.428540262
TRINITY_DN134123_c0_g1_i3	has1	Chr07	112598056	112598056	0.024043812
TRINITY_DN134123_c0_g2_i1	NA	NA	NA	NA	-0.261586846
TRINITY_DN134123_c0_g5_i2	LOC100145136	Chr02	62465560	62465560	0.009800005
TRINITY_DN134123_c0_g6_i4	NA	NA	NA	NA	0.295270264
TRINITY_DN134124_c0_g1_i1	NA	NA	NA	NA	-0.185716442
TRINITY_DN134124_c1_g1_i1	NA	NA	NA	NA	0.264664779
TRINITY_DN134125_c2_g4_i1	NA	NA	NA	NA	-0.238258604
TRINITY_DN134125_c2_g6_i1	NA	NA	NA	NA	-0.096053257
TRINITY_DN134125_c2_g9_i1	r3hdm2	Chr02	136875347	136875347	-0.472603421
TRINITY_DN134126_c1_g2_i1	napa	Chr08	58737050	58737050	0.60813982
TRINITY_DN134126_c1_g4_i1	smyd4	Chr02	28465235	28465235	-0.20003392
