gid	gname	chr	start	end	logFC.XY43.XX43	
TRINITY_DN136252_c8_g2_i1	NA	NA	NA	NA	-0.373829237	unbias
TRINITY_DN136257_c0_g1_i1	NA	NA	NA	NA	0.84723516	unbias
TRINITY_DN136257_c1_g2_i12	NA	NA	NA	NA	0.279988127	unbias
TRINITY_DN136257_c1_g4_i6	pbx2	Chr08	54361681	54361681	0.427883967	unbias
TRINITY_DN136260_c0_g1_i3	NA	NA	NA	NA	0.122090107	unbias
TRINITY_DN136263_c4_g5_i2	NA	NA	NA	NA	-0.242810715	unbias
TRINITY_DN136263_c4_g6_i1	grik5-like.1	Chr07	81057966	81057966	-0.644107341	unbias
TRINITY_DN136265_c6_g1_i2	LOC100486973-like	Chr04	41367454	41367454	0.143636514	unbias
TRINITY_DN136267_c1_g13_i1	NA	NA	NA	NA	-0.417650344	unbias
TRINITY_DN136267_c1_g3_i1	NA	NA	NA	NA	-0.033812652	unbias
TRINITY_DN136268_c0_g1_i2	NA	NA	NA	NA	-0.109651051	unbias
TRINITY_DN136272_c1_g8_i6	NA	NA	NA	NA	-0.577944873	unbias
TRINITY_DN136273_c6_g2_i1	rbm4b	Chr04	36786900	36786900	-0.295233786	unbias
TRINITY_DN136274_c7_g3_i1	NA	NA	NA	NA	-0.499588203	unbias
TRINITY_DN136275_c1_g2_i1	NA	NA	NA	NA	0.122531943	unbias
TRINITY_DN136278_c0_g1_i3	NA	NA	NA	NA	0.408524388	unbias
TRINITY_DN136278_c0_g2_i1	NA	NA	NA	NA	0.739912464	unbias
TRINITY_DN136278_c0_g3_i2	emp2	Chr09	30997127	30997127	0.841282081	unbias
TRINITY_DN136278_c0_g4_i1	NA	NA	NA	NA	0.755867595	unbias
TRINITY_DN136279_c3_g2_i1	NA	NA	NA	NA	0.485775986	unbias
TRINITY_DN136283_c14_g6_i1	NA	NA	NA	NA	-0.002368878	unbias
TRINITY_DN136285_c1_g2_i1	rrp1b	scaffold_655	25150	25150	0.833306311	unbias
TRINITY_DN136286_c2_g3_i1	NA	NA	NA	NA	-0.346720262	unbias
TRINITY_DN136286_c2_g4_i2	ptpn1	Chr10	27650491	27650491	-0.686323567	unbias
TRINITY_DN136286_c3_g1_i1	mbd4	Chr04	121454258	121454258	0.10381957	unbias
TRINITY_DN136290_c1_g2_i4	NA	NA	NA	NA	0.017978589	unbias
TRINITY_DN136290_c1_g4_i1	NA	NA	NA	NA	-1.936320665	unbias
TRINITY_DN136291_c13_g1_i1	btf3l4	Chr04	86426853	86426853	-0.431744428	unbias
TRINITY_DN136294_c0_g1_i1	NA	NA	NA	NA	-0.292706961	unbias
TRINITY_DN136294_c1_g2_i1	NA	NA	NA	NA	0.584938107	unbias
TRINITY_DN136295_c1_g1_i1	NA	NA	NA	NA	-0.613864966	unbias
TRINITY_DN136295_c4_g1_i1	NA	NA	NA	NA	-0.166007373	unbias
TRINITY_DN136295_c5_g1_i2	NA	NA	NA	NA	-0.311941827	unbias
TRINITY_DN136295_c9_g2_i1	NA	NA	NA	NA	0.084521397	unbias
TRINITY_DN136295_c9_g5_i1	ptx4	Chr09	8933083	8933083	0.088040182	unbias
TRINITY_DN136296_c2_g4_i6	NA	NA	NA	NA	0.547875904	unbias
TRINITY_DN136299_c1_g1_i1	NA	NA	NA	NA	-0.571739712	unbias
TRINITY_DN136299_c2_g1_i1	NA	NA	NA	NA	-0.202317537	unbias
TRINITY_DN136300_c5_g1_i4	NA	NA	NA	NA	1.592058754	unbias
TRINITY_DN136301_c0_g1_i1	NA	NA	NA	NA	-0.50352507	unbias
TRINITY_DN136301_c4_g11_i2	NA	NA	NA	NA	-0.223441336	unbias
TRINITY_DN136301_c4_g26_i1	NA	NA	NA	NA	-0.008366328	unbias
TRINITY_DN136304_c0_g1_i2	NA	NA	NA	NA	0.157005086	unbias
TRINITY_DN136304_c1_g1_i3	NA	NA	NA	NA	-0.360358014	unbias
TRINITY_DN136304_c2_g1_i5	NA	NA	NA	NA	0.023104804	unbias
TRINITY_DN136305_c7_g2_i1	NA	NA	NA	NA	0.089795607	unbias
TRINITY_DN136307_c4_g10_i1	NA	NA	NA	NA	0.193449138	unbias
TRINITY_DN136309_c8_g3_i1	NA	NA	NA	NA	0.275999614	unbias
TRINITY_DN136310_c4_g11_i1	dlc	Chr08	60652809	60652809	0.083668176	unbias
TRINITY_DN136310_c4_g2_i2	LOC100487263	Chr02	48947409	48947409	0.349438909	unbias
TRINITY_DN136311_c2_g2_i1	ube3d	Chr05	80579662	80579662	-0.451557211	unbias
TRINITY_DN136311_c3_g4_i1	vstm2b	Chr04	23454842	23454842	0.439863717	unbias
TRINITY_DN136311_c3_g7_i2	NA	NA	NA	NA	0.174317035	unbias
TRINITY_DN136313_c8_g4_i2	NA	NA	NA	NA	-0.144189137	unbias
TRINITY_DN136314_c0_g1_i5	NA	NA	NA	NA	-0.000286667	unbias
TRINITY_DN136316_c3_g3_i1	NA	NA	NA	NA	0.285045925	unbias
TRINITY_DN136319_c7_g1_i1	NA	NA	NA	NA	-0.559878294	unbias
TRINITY_DN136320_c0_g2_i5	NA	NA	NA	NA	-0.071204932	unbias
TRINITY_DN136321_c2_g3_i3	NA	NA	NA	NA	-0.301264048	unbias
TRINITY_DN136322_c4_g1_i1	NA	NA	NA	NA	-0.014176329	unbias
TRINITY_DN136323_c3_g11_i1	NA	NA	NA	NA	-0.152476577	unbias
TRINITY_DN136324_c5_g3_i1	NA	NA	NA	NA	0.185401288	unbias
TRINITY_DN136325_c2_g1_i1	NA	NA	NA	NA	-0.118335708	unbias
TRINITY_DN136325_c8_g1_i1	NA	NA	NA	NA	-0.002543263	unbias
TRINITY_DN136328_c5_g4_i1	exosc10	Chr07	39739331	39739331	0.199042569	unbias
TRINITY_DN136330_c1_g1_i2	NA	NA	NA	NA	-0.679703703	unbias
TRINITY_DN136331_c0_g2_i3	NA	NA	NA	NA	0.327157942	unbias
TRINITY_DN136331_c0_g3_i1	NA	NA	NA	NA	-0.180483392	unbias
TRINITY_DN136334_c3_g1_i1	LOC100487782	Chr01	90567902	90567902	0.201168892	unbias
TRINITY_DN136337_c2_g1_i1	NA	NA	NA	NA	-0.268127915	unbias
TRINITY_DN136338_c2_g1_i1	NA	NA	NA	NA	-0.171896377	unbias
TRINITY_DN136338_c5_g1_i1	NA	NA	NA	NA	-0.127801634	unbias
TRINITY_DN136338_c8_g3_i1	NA	NA	NA	NA	-0.239539249	unbias
TRINITY_DN136339_c3_g3_i1	NA	NA	NA	NA	0.033474128	unbias
TRINITY_DN136341_c3_g1_i2	NA	NA	NA	NA	-0.043094663	unbias
TRINITY_DN136342_c1_g1_i3	NA	NA	NA	NA	0.155088644	unbias
TRINITY_DN136343_c2_g1_i1	NA	NA	NA	NA	-0.651912177	unbias
TRINITY_DN136344_c2_g1_i1	NA	NA	NA	NA	-0.082132751	unbias
TRINITY_DN136346_c0_g2_i3	LOC101733140	Chr04	14965134	14965134	0.377222882	unbias
TRINITY_DN136348_c3_g2_i4	NA	NA	NA	NA	0.359588234	unbias
TRINITY_DN136349_c3_g1_i2	NA	NA	NA	NA	0.095643781	unbias
TRINITY_DN136349_c4_g2_i2	bag4-like	Chr03	121892087	121892087	-0.311307695	unbias
TRINITY_DN136350_c0_g1_i6	NA	NA	NA	NA	0.829628404	unbias
TRINITY_DN136351_c5_g2_i1	Xetrov90030464m	scaffold_786	45098	45098	-1.890454394	unbias
TRINITY_DN136351_c5_g7_i1	slc8a2	Chr08	58782764	58782764	-0.587727988	unbias
TRINITY_DN136352_c2_g1_i1	NA	NA	NA	NA	-1.822172748	unbias
TRINITY_DN136352_c3_g1_i3	NA	NA	NA	NA	-0.84388612	unbias
TRINITY_DN136352_c4_g1_i1	spata5-like	Chr01	56387734	56387734	-0.944473087	unbias
TRINITY_DN136352_c5_g1_i2	NA	NA	NA	NA	0.934818322	unbias
TRINITY_DN136352_c5_g2_i6	NA	NA	NA	NA	0.432528615	unbias
TRINITY_DN136352_c5_g4_i1	NA	NA	NA	NA	0.774043504	unbias
TRINITY_DN136352_c5_g5_i4	NA	NA	NA	NA	0.6587516	unbias
TRINITY_DN136353_c2_g4_i1	tepp	Chr04	27898344	27898344	0.252066348	unbias
TRINITY_DN136354_c1_g1_i3	LOC101731651	scaffold_135	53302	53302	0.931997546	unbias
TRINITY_DN136355_c2_g1_i2	NA	NA	NA	NA	0.40394143	unbias
TRINITY_DN136357_c0_g1_i1	NA	NA	NA	NA	-0.086455401	unbias
TRINITY_DN136357_c1_g2_i3	NA	NA	NA	NA	0.371399305	unbias
TRINITY_DN136357_c1_g5_i1	NA	NA	NA	NA	-1.041475542	unbias
TRINITY_DN136358_c4_g2_i4	chpt1	Chr03	39508311	39508311	-0.021533731	unbias
TRINITY_DN136359_c11_g1_i1	NA	NA	NA	NA	0.943291604	unbias
TRINITY_DN136359_c11_g6_i1	NA	NA	NA	NA	0.425765811	unbias
TRINITY_DN136360_c2_g1_i1	NA	NA	NA	NA	-0.12554963	unbias
TRINITY_DN136364_c7_g4_i1	NA	NA	NA	NA	0.402009933	unbias
TRINITY_DN136365_c1_g2_i4	NA	NA	NA	NA	-0.756496967	unbias
TRINITY_DN136365_c1_g4_i1	emc1	scaffold_378	85207	85207	-1.077759127	unbias
TRINITY_DN136365_c1_g5_i1	NA	NA	NA	NA	0.657067448	unbias
TRINITY_DN136367_c4_g1_i2	NA	NA	NA	NA	-0.672824655	unbias
TRINITY_DN136367_c5_g1_i2	NA	NA	NA	NA	0.956971753	unbias
TRINITY_DN136369_c0_g1_i1	commd4	Chr03	85530247	85530247	-0.481309013	unbias
TRINITY_DN136370_c4_g3_i1	NA	NA	NA	NA	-0.222680981	unbias
TRINITY_DN136372_c3_g2_i1	tdgf1.3	Chr01	124302024	124302024	-0.306162434	unbias
TRINITY_DN136372_c4_g1_i1	NA	NA	NA	NA	-0.116895787	unbias
TRINITY_DN136373_c2_g1_i3	ccng2	Chr01	94888895	94888895	-0.353053258	unbias
TRINITY_DN136373_c3_g1_i3	fbxl12	Chr03	125633549	125633549	0.959690807	unbias
TRINITY_DN136373_c4_g7_i5	phkg1	Chr02	94190300	94190300	-0.21995821	unbias
TRINITY_DN136373_c4_g8_i1	Xetrov90002548m	Chr01	129276645	129276645	-1.180063903	unbias
TRINITY_DN136374_c4_g1_i3	NA	NA	NA	NA	0.019403399	unbias
TRINITY_DN136374_c5_g4_i2	NA	NA	NA	NA	0.207126122	unbias
TRINITY_DN136375_c6_g1_i1	clip3	Chr08	59331849	59331849	-0.074503934	unbias
TRINITY_DN136377_c0_g1_i5	NA	NA	NA	NA	0.716333166	unbias
TRINITY_DN136380_c2_g3_i16	NA	NA	NA	NA	0.056604101	unbias
TRINITY_DN136381_c0_g2_i1	cdkl5-like	Chr02	36799736	36799736	-0.21792778	unbias
TRINITY_DN136381_c0_g3_i4	NA	NA	NA	NA	0.61494189	unbias
TRINITY_DN136382_c2_g1_i3	yeats4	Chr03	49475863	49475863	0.56427607	unbias
TRINITY_DN136383_c0_g1_i1	dpy19l4-like	Chr06	115669394	115669394	-0.530000994	unbias
TRINITY_DN136383_c2_g2_i1	NA	NA	NA	NA	-0.502782285	unbias
TRINITY_DN136384_c0_g1_i1	NA	NA	NA	NA	-0.00739006	unbias
TRINITY_DN136384_c2_g2_i1	NA	NA	NA	NA	-0.198777655	unbias
TRINITY_DN136384_c2_g3_i1	NA	NA	NA	NA	-0.085744209	unbias
TRINITY_DN136385_c5_g1_i2	NA	NA	NA	NA	0.453786958	unbias
TRINITY_DN136387_c5_g1_i10	NA	NA	NA	NA	0.190581195	unbias
TRINITY_DN136387_c7_g1_i1	idua	Chr01	90466017	90466017	0.822816818	unbias
TRINITY_DN136389_c4_g4_i1	creb1	Chr09	41527183	41527183	0.180217823	unbias
TRINITY_DN136390_c2_g2_i1	pdp1	Chr06	112778804	112778804	0.13188952	unbias
TRINITY_DN136390_c3_g11_i2	pcif1	Chr10	16388005	16388005	0.315094655	unbias
TRINITY_DN136390_c3_g1_i1	NA	NA	NA	NA	-0.688679772	unbias
TRINITY_DN136390_c3_g2_i1	NA	NA	NA	NA	-0.156918096	unbias
TRINITY_DN136391_c5_g1_i1	LOC100170420	Chr01	103850735	103850735	0.020168734	unbias
TRINITY_DN136394_c9_g1_i1	NA	NA	NA	NA	-0.176147764	unbias
TRINITY_DN136398_c3_g2_i4	NA	NA	NA	NA	0.609627475	unbias
TRINITY_DN136400_c1_g1_i6	NA	NA	NA	NA	0.124462442	unbias
TRINITY_DN136402_c1_g1_i1	NA	NA	NA	NA	-0.181880181	unbias
TRINITY_DN136406_c4_g1_i1	NA	NA	NA	NA	-0.662816668	unbias
TRINITY_DN136406_c5_g1_i4	NA	NA	NA	NA	0.527895845	unbias
TRINITY_DN136406_c5_g2_i1	NA	NA	NA	NA	-0.23342341	unbias
TRINITY_DN136407_c5_g1_i3	NA	NA	NA	NA	0.75116798	unbias
TRINITY_DN136410_c0_g1_i4	NA	NA	NA	NA	0.129849794	unbias
TRINITY_DN136412_c0_g6_i2	nfatc3	Chr04	44095675	44095675	0.038640242	unbias
TRINITY_DN136412_c0_g7_i1	tceb3	Chr02	86631751	86631751	-0.352795801	unbias
TRINITY_DN136412_c0_g8_i1	NA	NA	NA	NA	0.227224873	unbias
TRINITY_DN136412_c0_g9_i2	NA	NA	NA	NA	-0.05718749	unbias
TRINITY_DN136412_c1_g2_i4	NA	NA	NA	NA	0.387243212	unbias
TRINITY_DN136416_c9_g5_i1	NA	NA	NA	NA	-0.818445607	unbias
TRINITY_DN136417_c0_g1_i2	NA	NA	NA	NA	0.827414852	unbias
TRINITY_DN136417_c1_g2_i1	NA	NA	NA	NA	0.426904397	unbias
TRINITY_DN136418_c2_g1_i1	NA	NA	NA	NA	-0.349655538	unbias
TRINITY_DN136418_c2_g3_i1	NA	NA	NA	NA	-0.416522244	unbias
TRINITY_DN136419_c2_g3_i3	copg1	Chr04	125199839	125199839	-0.280409073	unbias
TRINITY_DN136421_c0_g1_i2	NA	NA	NA	NA	0.222429665	unbias
TRINITY_DN136422_c3_g1_i2	NA	NA	NA	NA	-0.64643124	unbias
TRINITY_DN136424_c0_g2_i3	NA	NA	NA	NA	-0.243171595	unbias
TRINITY_DN136425_c0_g4_i2	NA	NA	NA	NA	-0.081393094	unbias
TRINITY_DN136425_c0_g6_i1	gpr135	Chr08	82735680	82735680	-0.203774868	unbias
TRINITY_DN136426_c1_g2_i4	NA	NA	NA	NA	0.068575454	unbias
TRINITY_DN136426_c2_g2_i1	NA	NA	NA	NA	0.501944579	unbias
TRINITY_DN136429_c4_g2_i1	NA	NA	NA	NA	-0.03582215	unbias
TRINITY_DN136429_c4_g4_i2	NA	NA	NA	NA	1.043230893	unbias
TRINITY_DN136432_c1_g1_i2	ctsg	Chr01	130426359	130426359	0.489233088	unbias
TRINITY_DN136432_c2_g1_i1	NA	NA	NA	NA	0.387163001	unbias
TRINITY_DN136432_c2_g2_i3	LOC100485348	scaffold_2534	672	672	0.287586086	unbias
TRINITY_DN136432_c2_g4_i1	Xetrov90002803m	Chr01	139222545	139222545	0.283775625	unbias
TRINITY_DN136434_c0_g2_i1	NA	NA	NA	NA	-0.358157989	unbias
TRINITY_DN136439_c1_g1_i1	NA	NA	NA	NA	1.296890809	unbias
TRINITY_DN136439_c1_g3_i1	NA	NA	NA	NA	0.376462357	unbias
TRINITY_DN136439_c1_g4_i1	NA	NA	NA	NA	0.234193219	unbias
TRINITY_DN136441_c0_g5_i2	tdrd7	Chr01	95091536	95091536	-0.083157962	unbias
TRINITY_DN136441_c1_g1_i2	NA	NA	NA	NA	0.708763092	unbias
TRINITY_DN136445_c16_g1_i1	tmed1	Chr03	128049225	128049225	-0.409203197	unbias
TRINITY_DN136448_c0_g5_i4	tmem52	Chr07	71282633	71282633	0.375481341	unbias
TRINITY_DN136448_c0_g6_i1	NA	NA	NA	NA	0.354131348	unbias
TRINITY_DN136451_c4_g3_i1	NA	NA	NA	NA	0.110706021	unbias
TRINITY_DN136453_c1_g1_i1	NA	NA	NA	NA	1.841304763	unbias
TRINITY_DN136454_c5_g6_i2	znf414	Chr01	83053518	83053518	-0.328819304	unbias
TRINITY_DN136457_c10_g1_i5	NA	NA	NA	NA	0.481897393	unbias
TRINITY_DN136457_c2_g1_i1	rptor	Chr10	18906946	18906946	0.841088741	unbias
TRINITY_DN136458_c4_g1_i5	NA	NA	NA	NA	-0.519081254	unbias
TRINITY_DN136458_c4_g3_i1	NA	NA	NA	NA	-0.053924335	unbias
TRINITY_DN136459_c3_g1_i1	NA	NA	NA	NA	-0.078766453	unbias
TRINITY_DN136459_c7_g2_i1	sh3bgrl2	Chr05	79476897	79476897	-0.361349756	unbias
TRINITY_DN136464_c10_g4_i1	NA	NA	NA	NA	0.125744205	unbias
TRINITY_DN136464_c5_g1_i2	NA	NA	NA	NA	0.458482035	unbias
TRINITY_DN136466_c8_g1_i2	NA	NA	NA	NA	-0.156246263	unbias
TRINITY_DN136467_c6_g5_i1	idnk	Chr01	121865844	121865844	-0.013410228	unbias
TRINITY_DN136468_c2_g2_i2	NA	NA	NA	NA	-0.137279948	unbias
TRINITY_DN136469_c4_g1_i3	NA	NA	NA	NA	0.212356583	unbias
TRINITY_DN136470_c8_g8_i1	NA	NA	NA	NA	-0.215786107	unbias
TRINITY_DN136472_c0_g3_i1	NA	NA	NA	NA	-0.050812018	unbias
TRINITY_DN136472_c0_g4_i2	NA	NA	NA	NA	0.288637224	unbias
TRINITY_DN136477_c5_g1_i4	hrh3	Chr10	1175200	1175200	-0.113363029	unbias
TRINITY_DN136479_c2_g1_i1	NA	NA	NA	NA	-0.047027231	unbias
TRINITY_DN136479_c9_g6_i2	NA	NA	NA	NA	-0.840303195	unbias
TRINITY_DN136480_c0_g2_i1	NA	NA	NA	NA	0.379651234	unbias
TRINITY_DN136483_c3_g1_i1	NA	NA	NA	NA	-0.718840104	unbias
TRINITY_DN136486_c0_g1_i2	NA	NA	NA	NA	-0.399837844	unbias
TRINITY_DN136486_c0_g2_i1	NA	NA	NA	NA	-0.191807532	unbias
TRINITY_DN136486_c1_g1_i2	NA	NA	NA	NA	0.042867317	unbias
TRINITY_DN136486_c2_g1_i8	lin28b	Chr05	77843451	77843451	-0.15496714	unbias
TRINITY_DN136486_c2_g2_i1	NA	NA	NA	NA	0.179072525	unbias
TRINITY_DN136488_c1_g26_i1	qars	Chr04	126327937	126327937	-0.490861858	unbias
TRINITY_DN136488_c1_g27_i1	NA	NA	NA	NA	-0.734226762	unbias
TRINITY_DN136488_c1_g32_i1	irf6.2	Chr05	80381766	80381766	-0.322621383	unbias
TRINITY_DN136492_c9_g5_i1	NA	NA	NA	NA	-0.075770759	unbias
TRINITY_DN136493_c3_g3_i13	Xetrov90006066m	Chr02	122924889	122924889	0.287362709	unbias
TRINITY_DN136495_c5_g4_i1	NA	NA	NA	NA	-0.312916954	unbias
TRINITY_DN136496_c6_g1_i1	NA	NA	NA	NA	-0.369830538	unbias
TRINITY_DN136497_c6_g1_i1	NA	NA	NA	NA	0.702738387	unbias
TRINITY_DN136498_c4_g1_i4	NA	NA	NA	NA	-0.155465113	unbias
TRINITY_DN136500_c5_g4_i6	NA	NA	NA	NA	-0.351009467	unbias
TRINITY_DN136501_c3_g2_i1	NA	NA	NA	NA	-0.489099938	unbias
TRINITY_DN136504_c5_g1_i2	kiaa1467	Chr04	104061121	104061121	-0.43172688	unbias
TRINITY_DN136506_c0_g2_i1	NA	NA	NA	NA	0.056080783	unbias
TRINITY_DN136507_c0_g1_i4	NA	NA	NA	NA	0.112694451	unbias
TRINITY_DN136509_c10_g1_i1	cyp21a2.1	Chr08	54181985	54181985	0.033058213	unbias
TRINITY_DN136510_c1_g2_i2	NA	NA	NA	NA	0.301740936	unbias
TRINITY_DN136510_c2_g1_i1	NA	NA	NA	NA	0.167517397	unbias
TRINITY_DN136513_c0_g2_i1	NA	NA	NA	NA	-0.455848964	unbias
TRINITY_DN136520_c3_g1_i1	NA	NA	NA	NA	-0.518823249	unbias
TRINITY_DN136521_c0_g1_i1	NA	NA	NA	NA	0.085359768	unbias
TRINITY_DN136521_c1_g3_i1	NA	NA	NA	NA	0.54936993	unbias
TRINITY_DN136525_c2_g1_i1	ubl7	Chr03	83237845	83237845	0.780938419	unbias
TRINITY_DN136525_c2_g3_i2	NA	NA	NA	NA	-0.051159494	unbias
TRINITY_DN136525_c2_g5_i1	NA	NA	NA	NA	0.873739576	unbias
TRINITY_DN136526_c4_g4_i1	NA	NA	NA	NA	-0.789723306	unbias
TRINITY_DN136529_c1_g1_i7	NA	NA	NA	NA	-0.741838468	unbias
TRINITY_DN136529_c1_g2_i1	nav1	Chr02	76858874	76858874	-0.576614441	unbias
TRINITY_DN136530_c3_g1_i2	NA	NA	NA	NA	0.055184981	unbias
TRINITY_DN136530_c4_g3_i1	NA	NA	NA	NA	0.25043267	unbias
TRINITY_DN136531_c4_g14_i2	NA	NA	NA	NA	-0.169064464	unbias
TRINITY_DN136531_c4_g1_i1	NA	NA	NA	NA	-0.146258303	unbias
TRINITY_DN136532_c1_g3_i2	NA	NA	NA	NA	-0.076804764	unbias
TRINITY_DN136532_c2_g2_i2	NA	NA	NA	NA	-0.436804235	unbias
TRINITY_DN136533_c5_g1_i1	NA	NA	NA	NA	-0.499926	unbias
TRINITY_DN136533_c5_g2_i2	NA	NA	NA	NA	-0.337052677	unbias
TRINITY_DN136534_c4_g1_i1	NA	NA	NA	NA	0.166405186	unbias
TRINITY_DN136534_c4_g5_i1	smad2	Chr01	192659496	192659496	-0.440697179	unbias
TRINITY_DN136537_c1_g1_i1	LOC100487252	Chr05	48451092	48451092	0.346470792	unbias
TRINITY_DN136538_c0_g1_i1	NA	NA	NA	NA	-0.766440088	unbias
TRINITY_DN136538_c1_g1_i3	NA	NA	NA	NA	-0.135649642	unbias
TRINITY_DN136539_c9_g1_i2	NA	NA	NA	NA	-0.026086898	unbias
TRINITY_DN136540_c4_g1_i1	exosc9	Chr01	57467351	57467351	-0.225909706	unbias
TRINITY_DN136540_c6_g1_i3	NA	NA	NA	NA	0.184865106	unbias
TRINITY_DN136541_c2_g1_i1	cdkl2	Chr01	70029629	70029629	0.070491016	unbias
TRINITY_DN136541_c2_g2_i1	NA	NA	NA	NA	-0.254727617	unbias
TRINITY_DN136541_c2_g3_i1	NA	NA	NA	NA	-0.138644092	unbias
TRINITY_DN136541_c3_g1_i1	NA	NA	NA	NA	0.055546519	unbias
TRINITY_DN136542_c1_g3_i1	NA	NA	NA	NA	-0.278411406	unbias
TRINITY_DN136544_c2_g1_i3	NA	NA	NA	NA	0.314415589	unbias
TRINITY_DN136544_c3_g4_i1	NA	NA	NA	NA	-0.384292896	unbias
TRINITY_DN136544_c3_g5_i1	NA	NA	NA	NA	0.148888498	unbias
TRINITY_DN136544_c3_g6_i1	NA	NA	NA	NA	-0.504183173	unbias
TRINITY_DN136544_c4_g1_i3	LOC100489073	Chr06	85890134	85890134	0.005695601	unbias
TRINITY_DN136549_c11_g1_i2	NA	NA	NA	NA	0.416795088	unbias
TRINITY_DN136549_c13_g4_i2	NA	NA	NA	NA	-0.218956603	unbias
TRINITY_DN136550_c2_g1_i1	NA	NA	NA	NA	0.138318079	unbias
TRINITY_DN136550_c2_g4_i1	NA	NA	NA	NA	-0.445699845	unbias
TRINITY_DN136550_c2_g5_i2	NA	NA	NA	NA	0.339893946	unbias
TRINITY_DN136551_c1_g1_i3	NA	NA	NA	NA	0.642482095	unbias
TRINITY_DN136551_c1_g2_i1	zbtb25	Chr08	80733422	80733422	0.868041455	unbias
TRINITY_DN136553_c11_g5_i1	LOC100496398-like	Chr08	17621717	17621717	-0.245877824	unbias
TRINITY_DN136559_c6_g1_i1	phospho1-like	Chr10	10371564	10371564	0.326124957	unbias
TRINITY_DN136560_c7_g1_i1	NA	NA	NA	NA	-0.263897996	unbias
TRINITY_DN136561_c3_g4_i2	gldn	Chr03	92692994	92692994	-0.033423177	unbias
TRINITY_DN136561_c3_g5_i1	NA	NA	NA	NA	-0.018439165	unbias
TRINITY_DN136562_c1_g3_i2	NA	NA	NA	NA	0.651047391	unbias
TRINITY_DN136562_c2_g1_i1	NA	NA	NA	NA	-0.292300479	unbias
TRINITY_DN136562_c2_g4_i1	fbxo34	Chr08	84329818	84329818	0.741823653	unbias
TRINITY_DN136562_c2_g5_i1	NA	NA	NA	NA	0.567820106	unbias
TRINITY_DN136563_c4_g2_i3	NA	NA	NA	NA	-0.608730392	unbias
TRINITY_DN136563_c5_g1_i2	NA	NA	NA	NA	-0.207229357	unbias
TRINITY_DN136563_c6_g1_i3	NA	NA	NA	NA	-0.376545132	unbias
TRINITY_DN136564_c14_g8_i1	NA	NA	NA	NA	-0.057495553	unbias
TRINITY_DN136565_c2_g1_i2	LOC100485797-like	Chr06	134767664	134767664	0.439754849	unbias
TRINITY_DN136565_c2_g3_i4	larp4	Chr02	140195215	140195215	0.177835633	unbias
TRINITY_DN136568_c12_g3_i2	NA	NA	NA	NA	0.06477108	unbias
TRINITY_DN136576_c6_g2_i1	gfra4	Chr01	7416468	7416468	-0.231696662	unbias
TRINITY_DN136578_c0_g1_i2	mdm1	Chr03	49263816	49263816	-0.11674782	unbias
TRINITY_DN136578_c2_g4_i1	NA	NA	NA	NA	0.316979117	unbias
TRINITY_DN136578_c3_g1_i1	NA	NA	NA	NA	1.116049936	unbias
TRINITY_DN136578_c3_g2_i1	NA	NA	NA	NA	1.273275252	unbias
TRINITY_DN136578_c4_g1_i1	NA	NA	NA	NA	-0.814357098	unbias
TRINITY_DN136580_c0_g1_i1	pfkp	Chr06	12075746	12075746	-0.715966675	unbias
TRINITY_DN136580_c1_g1_i1	NA	NA	NA	NA	2.89297019	unbias
TRINITY_DN136581_c22_g1_i1	NA	NA	NA	NA	-0.104079108	unbias
TRINITY_DN136584_c4_g5_i2	NA	NA	NA	NA	-0.044129023	unbias
TRINITY_DN136584_c5_g1_i1	NA	NA	NA	NA	-0.290189167	unbias
TRINITY_DN136585_c0_g1_i3	NA	NA	NA	NA	0.200505786	unbias
TRINITY_DN136585_c3_g1_i1	NA	NA	NA	NA	-0.001578737	unbias
TRINITY_DN136588_c9_g1_i2	hsdl2	Chr01	96084504	96084504	0.242621345	unbias
TRINITY_DN136589_c3_g1_i3	NA	NA	NA	NA	0.144320165	unbias
TRINITY_DN136589_c3_g3_i1	MGC79698	Chr01	36078011	36078011	-0.031095278	unbias
TRINITY_DN136591_c8_g2_i1	NA	NA	NA	NA	0.884101775	unbias
TRINITY_DN136592_c4_g1_i3	NA	NA	NA	NA	0.359169057	unbias
TRINITY_DN136592_c5_g4_i5	NA	NA	NA	NA	0.628613144	unbias
TRINITY_DN136592_c5_g5_i4	NA	NA	NA	NA	0.557416137	unbias
TRINITY_DN136593_c4_g15_i1	NA	NA	NA	NA	-0.398679327	unbias
TRINITY_DN136593_c4_g4_i1	NA	NA	NA	NA	0.110523506	unbias
TRINITY_DN136596_c10_g1_i1	NA	NA	NA	NA	-0.191503249	unbias
TRINITY_DN136600_c0_g1_i2	NA	NA	NA	NA	0.064491863	unbias
TRINITY_DN136606_c11_g3_i1	NA	NA	NA	NA	0.111439515	unbias
TRINITY_DN136608_c13_g10_i1	LOC101733592	Chr10	36698208	36698208	0.119489409	unbias
TRINITY_DN136608_c14_g1_i1	NA	NA	NA	NA	-0.056906595	unbias
TRINITY_DN136609_c4_g1_i3	gpr37	Chr03	60977036	60977036	-0.33172017	unbias
TRINITY_DN136610_c17_g1_i3	kdm8	Chr09	25889994	25889994	0.199197847	unbias
TRINITY_DN136610_c26_g2_i1	NA	NA	NA	NA	-0.525131943	unbias
TRINITY_DN136610_c26_g3_i2	glyr1	Chr09	8667222	8667222	0.466172883	unbias
