gid	gene name	chr	start	end
TRINITY_DN165958_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165981_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165974_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113472_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN113429_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113426_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113404_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113404_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN113456_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113438_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113467_c0_g1_i4	NA	NA	NA	NA
TRINITY_DN113493_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN113446_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113421_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN113449_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN113479_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN113457_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113424_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113408_c1_g1_i2	NA	NA	NA	NA
TRINITY_DN113440_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113480_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN113483_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113483_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN113427_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113437_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113437_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN113495_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113419_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN113436_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN183630_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN183660_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN183643_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN183632_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN183692_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN183612_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN183665_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN183636_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN183671_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN183611_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN183674_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN183676_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN183666_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN183637_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN183633_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN105535_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN105554_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN105538_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN105560_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN105537_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN105571_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN105588_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN105556_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN105561_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN105569_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN105525_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN105591_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN105509_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN105508_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN105511_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153218_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153277_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153274_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153260_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153284_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153255_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153219_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153248_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153298_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153209_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153230_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153239_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153275_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153262_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153261_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153227_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153214_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153249_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153256_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153256_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN153265_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153236_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153257_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153221_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153245_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN153203_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN179033_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN179000_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN117128_c0_g1_i3	NA	NA	NA	NA
TRINITY_DN117154_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN117131_c0_g2_i2	NA	NA	NA	NA
TRINITY_DN117115_c0_g1_i4	NA	NA	NA	NA
TRINITY_DN117119_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN117184_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN117185_c0_g2_i4	NA	NA	NA	NA
TRINITY_DN117185_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN117107_c0_g1_i4	NA	NA	NA	NA
TRINITY_DN117195_c0_g2_i2	NA	NA	NA	NA
TRINITY_DN117103_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN117196_c1_g1_i3	NA	NA	NA	NA
TRINITY_DN117109_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN117139_c0_g2_i2	NA	NA	NA	NA
TRINITY_DN117139_c0_g3_i3	NA	NA	NA	NA
TRINITY_DN117139_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN117108_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN117130_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN117144_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN117144_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN117104_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN117147_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN117147_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN117158_c0_g3_i2	NA	NA	NA	NA
TRINITY_DN117176_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN117148_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN117148_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN117156_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN117105_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN117162_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN117163_c0_g1_i5	NA	NA	NA	NA
TRINITY_DN117152_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN117152_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN117124_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN117129_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN117121_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN117113_c0_g1_i7	NA	NA	NA	NA
TRINITY_DN193998_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN193920_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193914_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193994_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193983_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193981_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193951_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193913_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193988_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193986_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193979_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193982_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193944_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193962_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193997_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193900_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193996_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193961_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193943_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193934_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193955_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193925_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193923_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193967_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193975_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193938_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193932_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193931_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN193963_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN125980_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN125967_c0_g1_i4	NA	NA	NA	NA
TRINITY_DN125999_c6_g3_i1	NA	NA	NA	NA
TRINITY_DN125956_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN125956_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN125956_c3_g1_i3	NA	NA	NA	NA
TRINITY_DN125956_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN125956_c4_g4_i3	NA	NA	NA	NA
TRINITY_DN125994_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN125934_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN125995_c6_g1_i1	NA	NA	NA	NA
TRINITY_DN125935_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN125935_c1_g3_i1	NA	NA	NA	NA
TRINITY_DN125918_c1_g4_i1	NA	NA	NA	NA
TRINITY_DN125944_c4_g1_i2	NA	NA	NA	NA
TRINITY_DN125944_c4_g3_i8	NA	NA	NA	NA
TRINITY_DN125938_c4_g1_i6	NA	NA	NA	NA
TRINITY_DN125938_c4_g2_i1	NA	NA	NA	NA
TRINITY_DN125938_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN125938_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN125938_c8_g1_i1	NA	NA	NA	NA
TRINITY_DN125938_c8_g2_i1	NA	NA	NA	NA
TRINITY_DN125938_c8_g3_i1	NA	NA	NA	NA
TRINITY_DN125965_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN125908_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN125906_c8_g3_i13	NA	NA	NA	NA
TRINITY_DN125996_c11_g2_i1	NA	NA	NA	NA
TRINITY_DN125921_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN125921_c4_g3_i1	NA	NA	NA	NA
TRINITY_DN125979_c1_g1_i2	NA	NA	NA	NA
TRINITY_DN125968_c1_g1_i3	NA	NA	NA	NA
TRINITY_DN125910_c6_g1_i6	NA	NA	NA	NA
TRINITY_DN125909_c2_g1_i2	NA	NA	NA	NA
TRINITY_DN125981_c4_g3_i1	NA	NA	NA	NA
TRINITY_DN125976_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN125913_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN125913_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN125913_c6_g2_i1	NA	NA	NA	NA
TRINITY_DN125961_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN125920_c1_g6_i1	NA	NA	NA	NA
TRINITY_DN125953_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN125966_c2_g1_i2	NA	NA	NA	NA
TRINITY_DN125966_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN125991_c0_g2_i2	NA	NA	NA	NA
TRINITY_DN125991_c0_g4_i4	NA	NA	NA	NA
TRINITY_DN125924_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN125963_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN125963_c8_g3_i1	NA	NA	NA	NA
TRINITY_DN125963_c8_g4_i2	NA	NA	NA	NA
TRINITY_DN125989_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN125989_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN125989_c2_g4_i1	NA	NA	NA	NA
TRINITY_DN125930_c0_g1_i3	NA	NA	NA	NA
TRINITY_DN125903_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN125903_c0_g2_i3	NA	NA	NA	NA
TRINITY_DN125955_c2_g1_i6	NA	NA	NA	NA
TRINITY_DN125990_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN125990_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN125990_c1_g2_i2	NA	NA	NA	NA
TRINITY_DN125990_c2_g3_i2	NA	NA	NA	NA
TRINITY_DN125998_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN125998_c1_g1_i4	NA	NA	NA	NA
TRINITY_DN125983_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN125941_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN125923_c0_g2_i2	NA	NA	NA	NA
TRINITY_DN125969_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN125969_c4_g3_i1	NA	NA	NA	NA
TRINITY_DN125969_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN125969_c7_g4_i1	NA	NA	NA	NA
TRINITY_DN125969_c8_g1_i1	NA	NA	NA	NA
TRINITY_DN125911_c0_g1_i7	NA	NA	NA	NA
TRINITY_DN125977_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN125957_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN125957_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN125974_c7_g2_i1	NA	NA	NA	NA
TRINITY_DN125974_c10_g2_i1	NA	NA	NA	NA
TRINITY_DN125974_c13_g1_i1	NA	NA	NA	NA
TRINITY_DN125982_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN125982_c5_g2_i2	NA	NA	NA	NA
TRINITY_DN125925_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN125925_c5_g2_i1	NA	NA	NA	NA
TRINITY_DN125925_c5_g4_i1	NA	NA	NA	NA
TRINITY_DN125925_c5_g5_i1	NA	NA	NA	NA
TRINITY_DN125925_c5_g7_i1	NA	NA	NA	NA
TRINITY_DN125925_c6_g1_i4	NA	NA	NA	NA
TRINITY_DN166852_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166815_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166849_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166816_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166891_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166868_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166827_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166835_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166856_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166881_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166876_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166894_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166869_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166870_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166813_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166824_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166862_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166893_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166819_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166832_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN166883_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196613_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196647_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196608_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196657_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196637_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196619_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196668_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196695_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196616_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196605_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196655_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196638_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196689_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196634_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196674_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196611_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196669_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196671_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196697_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196685_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196663_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN196630_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170237_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170282_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170221_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170270_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170249_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170297_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170215_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170246_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170285_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170267_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170295_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170239_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170298_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170209_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN170206_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139983_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139959_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139986_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139970_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139904_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139941_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139921_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139900_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139922_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139975_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139978_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139960_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139912_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139977_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN139935_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN177227_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN177281_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN177248_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN177216_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140303_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140380_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140321_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140323_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140395_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140336_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140322_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140324_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140397_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140376_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140326_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140346_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140345_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140352_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140349_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140377_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140370_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140330_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140339_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140343_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140378_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140313_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140314_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140366_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140337_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140344_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN140360_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN156723_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN156776_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN156770_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN156725_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN156747_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN156763_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN156710_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN156758_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN156782_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN156708_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN156717_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN156734_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN178851_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN178843_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN178876_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN178831_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN162719_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN162752_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN162707_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN162732_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161001_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161033_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161059_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161075_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161032_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161070_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161092_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161028_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161063_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161065_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161021_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161089_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161002_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161023_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN135952_c0_g1_i4	NA	NA	NA	NA
TRINITY_DN135951_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN135951_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN135999_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN135999_c2_g8_i1	NA	NA	NA	NA
TRINITY_DN135988_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN135908_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN135930_c1_g2_i2	NA	NA	NA	NA
TRINITY_DN135930_c1_g3_i1	NA	NA	NA	NA
TRINITY_DN135977_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN135977_c3_g3_i1	NA	NA	NA	NA
TRINITY_DN135964_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN135920_c1_g1_i3	NA	NA	NA	NA
TRINITY_DN135928_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN135928_c0_g5_i1	NA	NA	NA	NA
TRINITY_DN135948_c0_g1_i3	NA	NA	NA	NA
TRINITY_DN135933_c6_g6_i2	NA	NA	NA	NA
TRINITY_DN135961_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN135994_c1_g1_i5	NA	NA	NA	NA
TRINITY_DN135984_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN135984_c2_g2_i2	NA	NA	NA	NA
TRINITY_DN135939_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN135927_c8_g5_i2	NA	NA	NA	NA
TRINITY_DN135942_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN135942_c3_g1_i3	NA	NA	NA	NA
TRINITY_DN135991_c0_g5_i11	NA	NA	NA	NA
TRINITY_DN135943_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN135932_c0_g1_i4	NA	NA	NA	NA
TRINITY_DN135982_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN135982_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN135982_c2_g1_i3	NA	NA	NA	NA
TRINITY_DN135982_c2_g3_i1	NA	NA	NA	NA
TRINITY_DN135982_c2_g6_i3	NA	NA	NA	NA
TRINITY_DN135982_c2_g7_i1	NA	NA	NA	NA
TRINITY_DN135980_c6_g2_i2	NA	NA	NA	NA
TRINITY_DN135980_c6_g5_i4	NA	NA	NA	NA
TRINITY_DN135980_c6_g6_i1	NA	NA	NA	NA
TRINITY_DN135980_c6_g8_i1	NA	NA	NA	NA
TRINITY_DN135980_c6_g14_i1	NA	NA	NA	NA
TRINITY_DN135990_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN135946_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN135946_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN135989_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN135989_c2_g3_i1	NA	NA	NA	NA
TRINITY_DN135989_c3_g6_i1	NA	NA	NA	NA
TRINITY_DN135945_c4_g2_i3	NA	NA	NA	NA
TRINITY_DN135945_c5_g13_i1	NA	NA	NA	NA
TRINITY_DN135972_c2_g1_i6	NA	NA	NA	NA
TRINITY_DN135963_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN135963_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN135963_c3_g3_i1	NA	NA	NA	NA
TRINITY_DN135963_c3_g6_i1	NA	NA	NA	NA
TRINITY_DN135963_c3_g7_i1	NA	NA	NA	NA
TRINITY_DN135963_c3_g8_i1	NA	NA	NA	NA
TRINITY_DN135963_c3_g9_i1	NA	NA	NA	NA
TRINITY_DN135963_c3_g10_i1	NA	NA	NA	NA
TRINITY_DN135969_c1_g4_i1	NA	NA	NA	NA
TRINITY_DN135979_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN135979_c0_g3_i2	NA	NA	NA	NA
TRINITY_DN135979_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN135954_c9_g2_i1	NA	NA	NA	NA
