gid	gname	chr	logFC.XY43.XX43	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN135545_c1_g1_i6	NA	NA	0.156012776	0.826471048	Brain_mean	unbias	0.0538	0.087	1.616	Rana_brain
TRINITY_DN135552_c3_g2_i3	hmox1	Chr04	-0.184461595	0.254808407	Testis_mean	unbias	0.0806	0.1117	1.3872	Rana_brain
TRINITY_DN135562_c3_g3_i4	slc10a3	Chr08	-0.020939079	0.443758522	Brain_mean	unbias	0.0637	0.0882	1.385	Rana_brain
TRINITY_DN135570_c1_g2_i2	ggt1	Chr01	-0.067832635	0.380881685	Liver_mean	unbias	0.0391	0.0601	1.5381	Rana_brain
TRINITY_DN135571_c1_g2_i3	NA	NA	0.114916995	0.534689812	Brain_mean	unbias	0.1025	0.1063	1.0371	Rana_brain
TRINITY_DN135572_c0_g1_i1	LOC100493711	Chr08	0.042285492	0.352199039	Liver_mean	unbias	0.0716	0.1212	1.6927	Rana_brain
TRINITY_DN135597_c8_g1_i1	hao1	Chr05	0.071657687	0.212416911	Ovary_mean	unbias	0.0437	0.0676	1.5469	Rana_brain
TRINITY_DN135612_c2_g36_i1	NA	NA	-0.035455217	0.2371607	Ovary_mean	unbias	0.0369	0.0559	1.5158	Rana_brain
TRINITY_DN135624_c0_g4_i1	NA	NA	0.093009189	0.187009541	Ovary_mean	unbias	0.0332	0.0234	0.7041	Rana_brain
TRINITY_DN135662_c0_g1_i1	NA	NA	0.116578419	0.428417655	Ovary_mean	unbias	0.0722	0.1213	1.6791	Rana_brain
TRINITY_DN135669_c0_g2_i3	NA	NA	-0.237114025	0.543028938	Brain_mean	unbias	0.0462	0.0736	1.5953	Rana_brain
TRINITY_DN135689_c0_g1_i1	tnrc6b-like	Chr04	0.009910513	0.379681004	G46_F_mean	unbias	0.141	0.2403	1.7039	Rana_brain
TRINITY_DN135724_c6_g3_i2	NA	NA	0.026630757	0.789191656	Brain_mean	unbias	0.0411	0.0497	1.2101	Rana_brain
TRINITY_DN135725_c0_g1_i4	NA	NA	0.164014877	0.238385847	Ovary_mean	unbias	0.1847	0.3346	1.812	Rana_brain
TRINITY_DN135726_c2_g1_i3	NA	NA	0.08817253	0.267911546	Brain_mean	unbias	0.1143	0.1672	1.4635	Rana_brain
TRINITY_DN135730_c2_g1_i1	NA	NA	-0.01407644	0.272179318	Testis_mean	unbias	0.1476	0.1705	1.1552	Rana_brain
TRINITY_DN135762_c3_g2_i1	NA	NA	-0.247824057	0.062109372	G31_mean	unbias	0.0087	0.0133	1.5222	Rana_brain
TRINITY_DN135768_c6_g1_i1	NA	NA	-0.241746132	0.460167688	Ovary_mean	unbias	0.0696	0.1233	1.7707	Rana_brain
TRINITY_DN135770_c6_g3_i1	NA	NA	-0.111115533	0.233840382	G46_M_mean	unbias	0.0514	0.0772	1.5002	Rana_brain
TRINITY_DN135770_c7_g1_i5	NA	NA	0.044050972	0.211564306	Ovary_mean	unbias	0.0317	0.0285	0.899	Rana_brain
TRINITY_DN135777_c1_g2_i5	NA	NA	0.064382081	0.26781396	G23_mean	unbias	0.0488	0.079	1.6175	Rana_brain
TRINITY_DN135789_c1_g3_i3	NA	NA	0.019175508	0.331738233	G23_mean	unbias	0.1807	0.2647	1.4653	Rana_brain
TRINITY_DN135791_c2_g1_i2	smg8	Chr02	0.323779245	0.320551468	Brain_mean	unbias	0.061	0.0967	1.5856	Rana_brain
TRINITY_DN135792_c1_g1_i3	bpnt1	Chr05	-0.113980289	0.249973055	Brain_mean	unbias	0.0076	0.0083	1.1045	Rana_brain
TRINITY_DN135793_c0_g3_i4	NA	NA	0.613751475	0.442985387	G23_mean	unbias	0.2174	0.1271	0.5843	Rana_brain
TRINITY_DN135794_c6_g1_i6	NA	NA	0.558885552	0.459144798	Brain_mean	unbias	0.1477	0.1604	1.0864	Rana_brain
TRINITY_DN135819_c3_g2_i2	NA	NA	-0.206673274	0.702071059	Brain_mean	unbias	0.1051	0.1963	1.8672	Rana_brain
TRINITY_DN135846_c0_g1_i1	NA	NA	0.044904211	0.324287472	Brain_mean	unbias	0.0986	0.1766	1.7917	Rana_brain
TRINITY_DN135855_c0_g1_i2	NA	NA	0.066299343	0.338488425	Brain_mean	unbias	0.0258	0.0245	0.95	Rana_brain
TRINITY_DN135885_c1_g5_i1	NA	NA	-0.402217289	0.196911897	Ovary_mean	unbias	0.0189	0.0231	1.2184	Rana_brain
TRINITY_DN135890_c1_g6_i7	NA	NA	-0.076597127	0.276231175	G23_mean	unbias	0.0692	0.1005	1.4521	Rana_brain
TRINITY_DN135940_c1_g2_i4	NA	NA	0.922725175	0.56752088	G46_M_mean	unbias	0.3175	0.5152	1.6229	Rana_brain
TRINITY_DN135967_c0_g3_i5	NA	NA	-0.147472501	0.489109188	Brain_mean	unbias	0.0256	0.0315	1.2279	Rana_brain
TRINITY_DN135969_c1_g2_i1	NA	NA	-0.110423659	0.474984769	Brain_mean	unbias	0.0554	0.0804	1.4516	Rana_brain
TRINITY_DN135989_c1_g1_i4	NA	NA	0.017054828	0.212941861	Ovary_mean	unbias	0.0445	0.0566	1.271	Rana_brain
TRINITY_DN136012_c1_g1_i5	NA	NA	-0.296778297	0.673241063	Brain_mean	unbias	0.0347	0.0521	1.5013	Rana_brain
TRINITY_DN136028_c0_g2_i1	NA	NA	-0.000152332	0.393603755	Brain_mean	unbias	0.0798	0.1352	1.6938	Rana_brain
TRINITY_DN136031_c6_g1_i4	NA	NA	0.060878102	0.241923941	G27_mean	unbias	0.0755	0.0947	1.2544	Rana_brain
TRINITY_DN136037_c0_g3_i3	LOC733928	Chr06	0.078993475	0.378355704	Ovary_mean	unbias	0.0514	0.0749	1.4594	Rana_brain
TRINITY_DN136050_c3_g1_i13	NA	NA	0.31142715	0.238965526	G23_mean	unbias	0.043	0.0746	1.7357	Rana_brain
TRINITY_DN136067_c0_g1_i1	NA	NA	-0.088177751	0.784473404	Liver_mean	unbias	0.1373	0.2353	1.7137	Rana_brain
TRINITY_DN136077_c9_g5_i3	NA	NA	-0.208671066	0.101720701	Brain_mean	unbias	0.1095	0.1384	1.2643	Rana_brain
TRINITY_DN136086_c0_g1_i1	NA	NA	0.078756517	0.13033578	G43_M_mean	unbias	0.101	0.1665	1.6484	Rana_brain
TRINITY_DN136088_c0_g4_i1	mxd3	Chr03	1.29138205	0.456747408	Liver_mean	unbias	0.0913	0.1612	1.7662	Rana_brain
TRINITY_DN136089_c6_g1_i1	NA	NA	0.03749968	0.135274093	G23_mean	unbias	0.0096	0.0087	0.9111	Rana_brain
TRINITY_DN136091_c9_g1_i1	NA	NA	0.076522613	0.242775758	Ovary_mean	unbias	0.0452	0.0598	1.3228	Rana_brain
TRINITY_DN136100_c3_g1_i2	sult1b1	scaffold_783	0.139762543	0.210397109	G23_mean	unbias	0.001	0.001	0.9545	Rana_brain
TRINITY_DN136118_c3_g2_i3	NA	NA	-0.112303639	0.253782605	Ovary_mean	unbias	0.1239	0.1773	1.4309	Rana_brain
TRINITY_DN136120_c7_g1_i1	tspo	scaffold_214	-0.200868811	0.287785549	Brain_mean	unbias	0.1453	0.2148	1.4782	Rana_brain
TRINITY_DN136152_c0_g2_i2	LOC100489101	Chr02	0.03410076	0.398774147	Brain_mean	unbias	0.0649	0.1073	1.6543	Rana_brain
TRINITY_DN136170_c8_g10_i10	NA	NA	0.008623053	0.425076777	Brain_mean	unbias	0.032	0.0293	0.9155	Rana_brain
TRINITY_DN136172_c1_g1_i3	NA	NA	0.009013597	0.254397753	G23_mean	unbias	0.1469	0.2299	1.5652	Rana_brain
TRINITY_DN136176_c0_g1_i4	NA	NA	-0.025336963	0.303794968	G46_M_mean	unbias	0.0268	0.0408	1.5206	Rana_brain
TRINITY_DN136188_c1_g1_i1	NA	NA	-0.177041783	0.567222776	Brain_mean	unbias	0.0701	0.071	1.0125	Rana_brain
TRINITY_DN136201_c7_g1_i2	NA	NA	-0.024160679	0.211661614	Ovary_mean	unbias	0.0379	0.0617	1.6287	Rana_brain
TRINITY_DN136201_c8_g1_i1	NA	NA	0.428912483	0.325974436	Brain_mean	unbias	0.0879	0.0902	1.0268	Rana_brain
TRINITY_DN136216_c4_g4_i3	NA	NA	-0.091936855	0.140831147	G23_mean	unbias	0.0325	0.0395	1.2151	Rana_brain
TRINITY_DN136229_c7_g2_i1	kl	Chr02	0.18087052	0.399938195	Brain_mean	unbias	0.1643	0.3042	1.8512	Rana_brain
TRINITY_DN136283_c14_g6_i1	NA	NA	-0.216963876	0.290050944	G27_mean	unbias	0.0477	0.0765	1.6058	Rana_brain
TRINITY_DN136307_c4_g10_i1	NA	NA	0.077166533	0.26234208	G46_M_mean	unbias	0.1037	0.1418	1.3674	Rana_brain
TRINITY_DN136349_c3_g1_i2	NA	NA	0.005403368	0.06159673	Ovary_mean	unbias	0.0332	0.0502	1.5124	Rana_brain
TRINITY_DN136373_c2_g1_i3	NA	NA	0.045475434	0.06769495	G27_mean	unbias	0.1277	0.1878	1.4708	Rana_brain
TRINITY_DN136385_c5_g1_i2	NA	NA	-0.004251089	0.498775464	Brain_mean	unbias	0.1962	0.3315	1.6895	Rana_brain
TRINITY_DN136448_c0_g5_i4	NA	NA	0.028861759	0.664464776	Brain_mean	unbias	0.0312	0.0327	1.0475	Rana_brain
TRINITY_DN136472_c0_g4_i2	NA	NA	1.582193648	0.499735746	Liver_mean	unbias	0.1072	0.1526	1.4243	Rana_brain
TRINITY_DN136486_c1_g1_i2	NA	NA	-0.140237213	0.737758385	Brain_mean	unbias	0.0762	0.1422	1.866	Rana_brain
TRINITY_DN136531_c4_g14_i2	mrpl45	Chr10	0.624912249	0.348103644	G27_mean	unbias	0.1996	0.2724	1.3646	Rana_brain
TRINITY_DN136541_c3_g1_i1	ndufaf4	Chr05	0.165481943	0.387149043	Ovary_mean	unbias	0.1715	0.257	1.4989	Rana_brain
TRINITY_DN136550_c2_g5_i2	NA	NA	-0.125830023	0.225374173	Ovary_mean	unbias	0.001	0.0008	0.8168	Rana_brain
TRINITY_DN136578_c0_g1_i2	NA	NA	0.1138486	0.394355779	G23_mean	unbias	0.0248	0.0267	1.0741	Rana_brain
TRINITY_DN136704_c14_g1_i1	NA	NA	0.082879125	0.354946635	Brain_mean	unbias	0.0254	0.035	1.3802	Rana_brain
TRINITY_DN137172_c0_g1_i1	NA	NA	0.020453171	0.253018878	Ovary_mean	unbias	0.0506	0.0961	1.8995	Rana_brain
TRINITY_DN138856_c0_g1_i1	NA	NA	0.0252352	0.122097965	Ovary_mean	unbias	0.0508	0.0673	1.3252	Rana_brain
TRINITY_DN139208_c0_g1_i1	aqp12a	Chr05	0.121293723	0.26806057	Ovary_mean	unbias	0.0867	0.1497	1.7258	Rana_brain
TRINITY_DN140746_c0_g1_i1	NA	NA	0.042213824	0.188115781	Ovary_mean	unbias	0.1283	0.1857	1.4476	Rana_brain
TRINITY_DN1451_c0_g1_i1	NA	NA	-0.044438581	0.08071606	Ovary_mean	unbias	0.0379	0.0503	1.3274	Rana_brain
TRINITY_DN195530_c0_g1_i1	NA	NA	0.136626761	0.193453151	G43_M_mean	unbias	0.092	0.1336	1.4515	Rana_brain
TRINITY_DN25888_c0_g1_i1	NA	NA	0.010719994	0.462232475	Brain_mean	unbias	0.1011	0.1814	1.7942	Rana_brain
TRINITY_DN26896_c0_g2_i1	srpk2	Chr08	-0.218082486	0.355707872	Ovary_mean	unbias	0.0583	0.0727	1.2459	Rana_brain
TRINITY_DN43959_c0_g1_i1	NA	NA	-0.088328428	0.232194277	Ovary_mean	unbias	0.0586	0.0968	1.6518	Rana_brain
TRINITY_DN43965_c0_g1_i1	cttn-like.1	Chr03	-0.09128491	0.190549747	G23_mean	unbias	0.1475	0.2665	1.8075	Rana_brain
TRINITY_DN46317_c0_g1_i1	samd9l-like.1	Chr06	-0.011519022	0.153719907	Ovary_mean	unbias	0.0149	0.0253	1.6912	Rana_brain
TRINITY_DN52067_c0_g1_i1	NA	NA	0.283074586	0.262313337	Testis_mean	unbias	0.0709	0.1146	1.6168	Rana_brain
TRINITY_DN62101_c0_g1_i1	NA	NA	-0.128432418	0.115779022	G23_mean	unbias	0.0055	0.0071	1.298	Rana_brain
TRINITY_DN62982_c0_g1_i1	NA	NA	0.046358918	0.386337042	G43_M_mean	unbias	0.0843	0.1473	1.7478	Rana_brain
TRINITY_DN68927_c0_g1_i1	NA	NA	-0.071425592	0.210751388	Ovary_mean	unbias	0.0263	0.0282	1.0736	Rana_brain
TRINITY_DN69512_c0_g1_i2	NA	NA	-0.229012386	0.146995726	Ovary_mean	unbias	0.1234	0.2075	1.6814	Rana_brain
TRINITY_DN70457_c0_g2_i1	NA	NA	0.058201784	0.398614826	Brain_mean	unbias	0.0463	0.0665	1.4348	Rana_brain
TRINITY_DN70625_c0_g1_i1	NA	NA	0.02540925	0.334220118	Ovary_mean	unbias	0.0872	0.1277	1.4642	Rana_brain
TRINITY_DN7393_c0_g2_i1	NA	NA	-0.049859594	0.35865381	G23_mean	unbias	0.1214	0.2193	1.8069	Rana_brain
TRINITY_DN79312_c0_g1_i1	mep1b	Chr06	-0.071269901	0.271018429	Ovary_mean	unbias	0.0571	0.1028	1.7998	Rana_brain
TRINITY_DN81329_c0_g1_i1	NA	NA	0.838304028	0.264833356	G23_mean	unbias	0.0643	0.1027	1.5958	Rana_brain
TRINITY_DN84019_c0_g1_i1	NA	NA	0.062051317	0.395845263	Brain_mean	unbias	0.0291	0.0431	1.4805	Rana_brain
TRINITY_DN84461_c0_g1_i1	NA	NA	0.039332786	0.323675855	Brain_mean	unbias	0.0113	0.0145	1.2756	Rana_brain
TRINITY_DN86388_c0_g1_i1	NA	NA	0.107643213	0.225597614	Brain_mean	unbias	0.0283	0.0193	0.6806	Rana_brain
TRINITY_DN90898_c0_g1_i1	NA	NA	-0.108975792	0.396397679	G43_M_mean	unbias	0.267	0.4326	1.6201	Rana_brain
TRINITY_DN91684_c0_g1_i1	fbxo40-like	scaffold_85	0.071338615	0.273574102	G43_M_mean	unbias	0.169	0.2416	1.4292	Rana_brain
TRINITY_DN93347_c0_g1_i1	NA	NA	0.410779452	0.231639418	G43_F_mean	unbias	0.1577	0.2154	1.3656	Rana_brain
TRINITY_DN94043_c0_g1_i1	NA	NA	-0.127324282	0.310067532	Ovary_mean	unbias	0.1691	0.3098	1.8317	Rana_brain
TRINITY_DN94147_c0_g2_i1	NA	NA	-0.15179771	0.202888198	Ovary_mean	unbias	0.0705	0.0996	1.412	Rana_brain
TRINITY_DN94316_c0_g1_i2	NA	NA	-0.042112535	0.218273754	Ovary_mean	unbias	0.1435	0.2568	1.789	Rana_brain
TRINITY_DN94658_c0_g3_i1	NA	NA	-0.013175397	0.193976037	Brain_mean	unbias	0.0974	0.165	1.6937	Rana_brain
TRINITY_DN95040_c0_g1_i1	lamb4	Chr03	-0.254227857	0.336559241	G43_M_mean	unbias	0.0165	0.0236	1.4333	Rana_brain
TRINITY_DN95728_c0_g1_i3	srd5a1	Chr06	0.066458454	0.287617742	Ovary_mean	unbias	0.0729	0.1103	1.5139	Rana_brain
TRINITY_DN95747_c0_g2_i1	NA	NA	-0.0978085	0.216384705	Ovary_mean	unbias	0.034	0.0455	1.3397	Rana_brain
TRINITY_DN95885_c0_g1_i1	NA	NA	-0.247048217	0.121105388	Ovary_mean	unbias	0.0675	0.1192	1.7663	Rana_brain
TRINITY_DN96862_c0_g2_i1	NA	NA	-0.24377152	0.340579583	G43_F_mean	unbias	0.0499	0.0718	1.4391	Rana_brain
TRINITY_DN97009_c0_g2_i3	NA	NA	-0.118237789	0.361618778	Ovary_mean	unbias	0.0509	0.0988	1.9412	Rana_brain
TRINITY_DN97322_c0_g1_i2	mov10	Chr02	0.099212979	0.490232928	Brain_mean	unbias	0.0754	0.1461	1.9382	Rana_brain
TRINITY_DN98114_c0_g1_i1	hinfp	Chr07	-0.016055486	0.354340805	Ovary_mean	unbias	0.1304	0.2204	1.6902	Rana_brain
TRINITY_DN98791_c0_g1_i1	phip	Chr05	-0.087030268	0.430682937	Brain_mean	unbias	0.0751	0.1148	1.5288	Rana_brain
TRINITY_DN104464_c0_g1_i1	NA	NA	-2.070221403	0.284610212	G23_mean	female	0.0939	0.1014	1.0793	Rana_liver
TRINITY_DN105647_c0_g2_i1	cpeb3	Chr07	-4.456667859	0.856680274	Ovary_mean	female	0.5406	0.7804	1.4436	Rana_liver
TRINITY_DN110205_c0_g1_i1	NA	NA	-3.053756027	0.927238995	Liver_mean	female	0.2041	0.2195	1.0753	Rana_liver
TRINITY_DN110867_c0_g1_i1	NA	NA	-2.710222192	0.383576276	G43_M_mean	female	0.236	0.2858	1.2107	Rana_liver
TRINITY_DN112847_c0_g1_i1	NA	NA	-2.380860315	0.382225495	G23_mean	female	0.0272	0.035	1.286	Rana_liver
TRINITY_DN114230_c0_g1_i1	NA	NA	-2.200203263	0.440051938	Ovary_mean	female	0.0497	0.0966	1.9435	Rana_liver
TRINITY_DN115604_c0_g3_i1	NA	NA	-1.270564338	0.482463577	Liver_mean	female	0.0802	0.1284	1.5999	Rana_liver
TRINITY_DN115794_c1_g1_i1	NA	NA	-1.774671705	0.381352489	Ovary_mean	female	0.0684	0.0804	1.1759	Rana_liver
TRINITY_DN121035_c0_g2_i1	NA	NA	-2.626886183	0.523529811	Brain_mean	female	0.0282	0.053	1.8767	Rana_liver
TRINITY_DN121738_c0_g2_i3	NA	NA	-1.838587492	0.12925815	G27_mean	female	0.1183	0.185	1.5646	Rana_liver
TRINITY_DN122533_c0_g1_i1	NA	NA	-3.733733711	0.406240483	G43_M_mean	female	0.1012	0.1782	1.7608	Rana_liver
TRINITY_DN123800_c0_g1_i1	bmp10	Chr03	-2.783466643	0.435215916	G23_mean	female	0.0787	0.1128	1.4339	Rana_liver
TRINITY_DN126754_c2_g1_i1	NA	NA	-1.395206989	0.536912661	Ovary_mean	female	0.0659	0.1034	1.5674	Rana_liver
TRINITY_DN127561_c4_g3_i1	NA	NA	-6.644871705	0.764871895	Liver_mean	female	0.069	0.119	1.7246	Rana_liver
TRINITY_DN128592_c11_g1_i1	NA	NA	-5.358864259	0.712303462	Liver_mean	female	0.1108	0.1536	1.3856	Rana_liver
TRINITY_DN128775_c0_g1_i1	gdap1l1	Chr10	-2.160645946	0.373580086	G23_mean	female	0.1471	0.1853	1.2596	Rana_liver
TRINITY_DN129628_c2_g2_i2	NA	NA	-1.846158932	0.626076415	Ovary_mean	female	0.062	0.1011	1.6303	Rana_liver
TRINITY_DN129827_c5_g2_i1	NA	NA	-3.243653146	0.298658793	G46_M_mean	female	0.0551	0.0818	1.4852	Rana_liver
TRINITY_DN132254_c0_g1_i1	NA	NA	-4.325688162	0.430213876	G23_mean	female	0.0325	0.049	1.5073	Rana_liver
TRINITY_DN133894_c0_g1_i1	NA	NA	-3.281658857	0.449752065	G23_mean	female	0.0502	0.073	1.4543	Rana_liver
TRINITY_DN134057_c5_g4_i2	NA	NA	-2.11277974	0.648329291	Brain_mean	female	0.0859	0.1332	1.5507	Rana_liver
TRINITY_DN134360_c3_g1_i1	srrd	Chr01	-1.801477583	0.394697978	Ovary_mean	female	0.129	0.1585	1.2281	Rana_liver
TRINITY_DN134935_c0_g2_i1	ppard	Chr02	-4.798901095	0.446001048	G46_F_mean	female	0.029	0.045	1.5534	Rana_liver
TRINITY_DN27005_c0_g1_i1	pdcd10	Chr05	-9.499604859	0.993845781	Liver_mean	female	0.2363	0.4312	1.8243	Rana_liver
TRINITY_DN96380_c0_g1_i1	slc15a1	Chr02	-5.531752963	0.954872829	Liver_mean	female	0.2873	0.3386	1.1786	Rana_liver
TRINITY_DN113202_c0_g1_i1	NA	NA	1.869263293	0.61545555	Testis_mean	male	0.0822	0.1172	1.4245	Rana_liver
TRINITY_DN115622_c0_g2_i1	NA	NA	1.84013331	0.70931927	Liver_mean	male	0.1117	0.2051	1.836	Rana_liver
TRINITY_DN117920_c0_g1_i5	NA	NA	2.441376366	0.301599585	Ovary_mean	male	0.2086	0.2936	1.407	Rana_liver
TRINITY_DN118885_c0_g1_i1	NA	NA	1.220496704	0.380134593	Ovary_mean	male	0.0891	0.1273	1.4278	Rana_liver
TRINITY_DN119631_c0_g1_i1	NA	NA	1.510334489	0.199613955	G27_mean	male	0.0638	0.1077	1.6875	Rana_liver
TRINITY_DN119647_c0_g2_i1	NA	NA	1.909097791	0.608567368	G27_mean	male	0.0684	0.1019	1.4906	Rana_liver
TRINITY_DN119671_c0_g2_i1	NA	NA	1.665063863	0.731172875	Liver_mean	male	0.2254	0.3509	1.5564	Rana_liver
TRINITY_DN120237_c0_g2_i1	brsk1-like	Chr07	1.768689816	0.581115922	Liver_mean	male	0.2336	0.2762	1.182	Rana_liver
TRINITY_DN121044_c0_g1_i1	elp2	Chr06	3.422606114	0.589424383	G27_mean	male	0.1498	0.2444	1.6308	Rana_liver
TRINITY_DN122349_c0_g1_i2	NA	NA	1.441922821	0.571670047	Brain_mean	male	0.0669	0.1067	1.5947	Rana_liver
TRINITY_DN122892_c0_g1_i1	LOC100492550	Chr01	3.152822812	0.612910687	Ovary_mean	male	0.1426	0.1904	1.3351	Rana_liver
TRINITY_DN124922_c6_g7_i1	NA	NA	1.519684303	0.398897565	Ovary_mean	male	0.0395	0.0665	1.6812	Rana_liver
TRINITY_DN126089_c1_g1_i2	NA	NA	5.704305392	0.750716773	Testis_mean	male	0.222	0.3588	1.6162	Rana_liver
TRINITY_DN127904_c4_g1_i1	taok3	Chr01	2.621237956	0.825749244	Brain_mean	male	0.058	0.0729	1.2565	Rana_liver
TRINITY_DN128065_c4_g6_i1	dnajc4	Chr04	1.161763484	0.214347167	Testis_mean	male	0.1044	0.1869	1.7912	Rana_liver
TRINITY_DN128547_c9_g1_i2	LOC100489101	Chr02	1.815930308	0.57372779	Brain_mean	male	0.1061	0.1982	1.8676	Rana_liver
TRINITY_DN128940_c2_g1_i1	NA	NA	4.625186163	0.605174504	G46_F_mean	male	0.0444	0.0455	1.0252	Rana_liver
TRINITY_DN129430_c0_g1_i1	NA	NA	2.836859147	0.657825351	Liver_mean	male	0.0575	0.0942	1.6388	Rana_liver
TRINITY_DN129698_c3_g1_i2	NA	NA	1.784458929	0.379958412	G43_M_mean	male	0.1524	0.2085	1.3686	Rana_liver
TRINITY_DN129860_c0_g3_i1	NA	NA	1.322715689	0.511691596	Ovary_mean	male	0.0369	0.0728	1.9754	Rana_liver
TRINITY_DN130177_c4_g1_i1	slc5a11-like	Chr09	3.473940594	0.79293077	Brain_mean	male	0.0513	0.0857	1.6709	Rana_liver
TRINITY_DN130699_c6_g2_i2	NA	NA	1.354434054	0.314071644	Ovary_mean	male	0.09	0.1622	1.803	Rana_liver
TRINITY_DN130953_c3_g3_i1	NA	NA	1.288693967	0.263135562	Ovary_mean	male	0.0275	0.0454	1.6544	Rana_liver
TRINITY_DN131144_c0_g5_i1	NA	NA	1.632222754	0.615061742	Liver_mean	male	0.117	0.2257	1.9285	Rana_liver
TRINITY_DN131896_c3_g1_i2	NA	NA	1.31822668	0.364818675	Liver_mean	male	0.1078	0.1484	1.3764	Rana_liver
TRINITY_DN132129_c0_g1_i2	NA	NA	1.510939542	0.349531226	Brain_mean	male	0.0669	0.0737	1.102	Rana_liver
TRINITY_DN132176_c6_g1_i1	NA	NA	1.557779667	0.273040036	Ovary_mean	male	0.0152	0.021	1.3859	Rana_liver
TRINITY_DN132293_c0_g2_i1	NA	NA	1.453021733	0.6228301	Ovary_mean	male	0.1319	0.1677	1.2716	Rana_liver
TRINITY_DN133911_c4_g9_i1	NA	NA	1.2300306	0.401976939	Brain_mean	male	0.1092	0.1716	1.5713	Rana_liver
TRINITY_DN136241_c3_g1_i3	NA	NA	1.379398737	0.221715296	G46_M_mean	male	0.0741	0.1405	1.8971	Rana_liver
TRINITY_DN179330_c0_g1_i1	NA	NA	5.415179576	0.499155391	G43_F_mean	male	0.2262	0.3045	1.3462	Rana_liver
TRINITY_DN193423_c0_g1_i1	NA	NA	1.257538568	0.213206355	Ovary_mean	male	0.1224	0.1576	1.2873	Rana_liver
TRINITY_DN44500_c0_g1_i1	NA	NA	1.402911466	0.46795375	G43_M_mean	male	0.136	0.2674	1.9669	Rana_liver
TRINITY_DN93628_c0_g1_i1	NA	NA	1.608024492	0.439345078	Testis_mean	male	0.1214	0.2269	1.8687	Rana_liver
TRINITY_DN93825_c0_g1_i2	NA	NA	2.904174817	0.791015559	G23_mean	male	0.0707	0.1013	1.4332	Rana_liver
TRINITY_DN96922_c0_g1_i1	NA	NA	1.334247603	0.446618693	G23_mean	male	0.0515	0.0861	1.6726	Rana_liver
TRINITY_DN101488_c0_g2_i2	NA	NA	-0.358560448	0.155105807	G23_mean	unbias	0.0471	0.0856	1.8187	Rana_liver
TRINITY_DN101953_c0_g1_i3	NA	NA	0.542588607	0.411181266	Ovary_mean	unbias	0.1123	0.1753	1.5602	Rana_liver
TRINITY_DN102279_c0_g1_i1	NA	NA	-0.163186115	0.132303324	G23_mean	unbias	0.0769	0.1219	1.5862	Rana_liver
TRINITY_DN102469_c0_g1_i1	NA	NA	0.222243801	0.46905447	Liver_mean	unbias	0.1875	0.3205	1.7093	Rana_liver
TRINITY_DN102493_c0_g1_i1	NA	NA	0.082675691	0.198656899	Ovary_mean	unbias	0.038	0.0702	1.8454	Rana_liver
TRINITY_DN102539_c0_g1_i1	NA	NA	-0.627105318	0.261451474	Brain_mean	unbias	0.1183	0.1998	1.6879	Rana_liver
TRINITY_DN103107_c0_g1_i1	NA	NA	0.114032887	0.135045065	Ovary_mean	unbias	0.1794	0.2865	1.5972	Rana_liver
TRINITY_DN103150_c0_g1_i1	NA	NA	-0.005618447	0.328031285	Testis_mean	unbias	0.0816	0.1245	1.5262	Rana_liver
TRINITY_DN103157_c0_g1_i2	NA	NA	0.145868135	0.523378908	Brain_mean	unbias	0.0471	0.0801	1.6985	Rana_liver
TRINITY_DN103209_c0_g3_i2	NA	NA	0.57948384	0.142706311	Ovary_mean	unbias	0.1141	0.2017	1.7681	Rana_liver
TRINITY_DN104287_c1_g1_i1	NA	NA	-0.565588911	0.476666531	Brain_mean	unbias	0.0892	0.173	1.9391	Rana_liver
TRINITY_DN104339_c0_g1_i2	NA	NA	0.066064274	0.437249278	Ovary_mean	unbias	0.0099	0.0157	1.5775	Rana_liver
TRINITY_DN104694_c0_g1_i1	NA	NA	0.047820464	0.353449949	Ovary_mean	unbias	0.0241	0.0443	1.8389	Rana_liver
TRINITY_DN104801_c0_g1_i1	mfsd6-like	Chr09	0.207093097	0.523571394	Brain_mean	unbias	0.0525	0.0603	1.1476	Rana_liver
TRINITY_DN104972_c0_g1_i2	NA	NA	0.229437111	0.096162953	G27_mean	unbias	0.0377	0.0743	1.9699	Rana_liver
TRINITY_DN105060_c0_g2_i3	scaf8	Chr05	0.036077905	0.567829549	Brain_mean	unbias	0.0429	0.0716	1.6683	Rana_liver
TRINITY_DN105400_c0_g1_i3	NA	NA	-0.516537889	0.231737257	Ovary_mean	unbias	0.1525	0.2011	1.3186	Rana_liver
TRINITY_DN105592_c1_g1_i2	hapln4	Chr01	-1.000308285	0.247918508	G43_F_mean	unbias	0.1597	0.2378	1.4894	Rana_liver
TRINITY_DN105705_c0_g1_i1	NA	NA	0.728026411	0.417280644	G46_F_mean	unbias	0.1537	0.2185	1.4217	Rana_liver
TRINITY_DN105726_c0_g1_i1	NA	NA	-0.378539789	0.526746595	Ovary_mean	unbias	0.0788	0.1018	1.2921	Rana_liver
TRINITY_DN106101_c0_g1_i1	NA	NA	0.373822631	0.125290042	Ovary_mean	unbias	0.031	0.0387	1.2467	Rana_liver
TRINITY_DN106392_c0_g2_i2	NA	NA	0.055973455	0.286219196	Ovary_mean	unbias	0.0667	0.1122	1.683	Rana_liver
