chr	chrid	trans	dNdS	dN	dS				
Auto	Auto	TRINITY_DN133638_c8_g1_i1	0.0155	0.0266	1.7212				
Auto	Auto	TRINITY_DN117479_c0_g1_i1	0.0911	0.1569	1.7217				
Auto	Auto	TRINITY_DN136300_c5_g1_i4	0.0666	0.1147	1.722				
Auto	Auto	TRINITY_DN118574_c0_g2_i1	0.0632	0.1089	1.7221				
Auto	Auto	TRINITY_DN130441_c1_g5_i1	0.0772	0.1329	1.7225				
Auto	Auto	TRINITY_DN124372_c0_g1_i2	0.1024	0.1764	1.7225				
Auto	Auto	TRINITY_DN126025_c7_g3_i1	0.2241	0.386	1.7225				
Auto	Auto	TRINITY_DN132782_c2_g1_i2	0.0733	0.1263	1.7228				
Auto	Auto	TRINITY_DN130665_c1_g5_i3	0.1152	0.1985	1.7229				
Auto	Auto	TRINITY_DN123263_c0_g1_i4	0.0487	0.0838	1.7232				
Auto	Auto	TRINITY_DN113814_c0_g1_i1	0.2569	0.4428	1.7235				
Auto	Auto	TRINITY_DN131401_c5_g1_i3	0.1048	0.1807	1.7238				
Auto	Auto	TRINITY_DN103896_c0_g1_i2	0.136	0.2344	1.7238				
Auto	Auto	TRINITY_DN124792_c0_g2_i1	0.0655	0.1129	1.7241				
Auto	Auto	TRINITY_DN120161_c0_g2_i9	0.0296	0.0511	1.7244				
Auto	Auto	TRINITY_DN135623_c1_g2_i3	0.1122	0.1935	1.7244				
Auto	Auto	TRINITY_DN123931_c0_g2_i3	0.1285	0.2216	1.7244				
Auto	Auto	TRINITY_DN114452_c0_g1_i1	0.1035	0.1786	1.7245				
Auto	Auto	TRINITY_DN127561_c4_g3_i1	0.069	0.119	1.7246				
Auto	Auto	TRINITY_DN126769_c1_g3_i1	0.0972	0.1677	1.7248				
Auto	Auto	TRINITY_DN132241_c1_g2_i1	0.1149	0.1981	1.7248				
Auto	Auto	TRINITY_DN122997_c0_g1_i2	0.0846	0.1459	1.725				
Auto	Auto	TRINITY_DN129165_c2_g1_i1	0.0236	0.0408	1.7255				
Auto	Auto	TRINITY_DN130064_c6_g1_i13	0.0643	0.1109	1.7255				
Auto	Auto	TRINITY_DN123838_c1_g3_i1	0.1051	0.1813	1.7256				
Auto	Auto	TRINITY_DN139208_c0_g1_i1	0.0867	0.1497	1.7258				
Auto	Auto	TRINITY_DN63671_c0_g1_i1	0.0226	0.0389	1.7261				
Auto	Auto	TRINITY_DN123401_c0_g2_i2	0.0445	0.0768	1.7266				
Auto	Auto	TRINITY_DN129440_c9_g2_i2	0.1317	0.2273	1.7266				
Auto	Auto	TRINITY_DN124707_c0_g1_i1	0.1154	0.1994	1.7272				
Auto	Auto	TRINITY_DN134287_c0_g1_i1	0.1093	0.1887	1.7273				
Auto	Auto	TRINITY_DN123702_c4_g2_i2	0.1435	0.2479	1.7277				
Auto	Auto	TRINITY_DN129825_c0_g1_i1	0.1742	0.301	1.7281				
Auto	Auto	TRINITY_DN120763_c0_g1_i1	0.0202	0.035	1.7282				
Auto	Auto	TRINITY_DN133352_c5_g1_i11	0.02	0.0345	1.7284				
Auto	Auto	TRINITY_DN121149_c0_g1_i1	0.1493	0.2582	1.7288				
Auto	Auto	TRINITY_DN112910_c0_g1_i2	0.0281	0.0486	1.7289				
Auto	Auto	TRINITY_DN110346_c0_g1_i2	0.0737	0.1275	1.7291				
Auto	Auto	TRINITY_DN114095_c0_g2_i1	0.2857	0.4941	1.7295				
Auto	Auto	TRINITY_DN124419_c1_g4_i1	0.0888	0.1535	1.7297				
Auto	Auto	TRINITY_DN132361_c0_g3_i1	0.054	0.0935	1.7298				
Auto	Auto	TRINITY_DN43625_c0_g1_i1	0.0708	0.1225	1.73				
Auto	Auto	TRINITY_DN134879_c1_g1_i1	0.0552	0.0954	1.7302				
Auto	Auto	TRINITY_DN33377_c0_g1_i1	0.0435	0.0753	1.7303				
Auto	Auto	TRINITY_DN123835_c0_g2_i1	0.0521	0.0901	1.7303				
Auto	Auto	TRINITY_DN131676_c1_g1_i3	0.1386	0.2398	1.7303				
Auto	Auto	TRINITY_DN121902_c0_g1_i2	0.2672	0.4624	1.7303				
Auto	Auto	TRINITY_DN126664_c0_g1_i11	0.0273	0.0472	1.7305				
Auto	Auto	TRINITY_DN108558_c2_g1_i2	0.0506	0.0876	1.7305				
Auto	Auto	TRINITY_DN132442_c2_g1_i2	0.021	0.0364	1.7309				
Auto	Auto	TRINITY_DN125519_c4_g2_i2	0.1004	0.1738	1.7314				
Auto	Auto	TRINITY_DN130961_c1_g4_i1	0.0806	0.1396	1.7316				
Auto	Auto	TRINITY_DN132193_c1_g1_i2	0.0883	0.153	1.7317				
Auto	Auto	TRINITY_DN130947_c1_g6_i1	0.0653	0.1131	1.7319				
Auto	Auto	TRINITY_DN135324_c0_g1_i3	0.0667	0.1156	1.732				
Auto	Auto	TRINITY_DN134199_c6_g2_i2	0.0346	0.0599	1.733				
Auto	Auto	TRINITY_DN129646_c3_g1_i2	0.0767	0.1329	1.733				
Auto	Auto	TRINITY_DN117667_c0_g2_i2	0.1567	0.2717	1.7332				
Auto	Auto	TRINITY_DN117214_c0_g1_i1	0.0384	0.0665	1.7333				
Auto	Auto	TRINITY_DN131258_c0_g1_i1	0.0391	0.0677	1.7336				
Auto	Auto	TRINITY_DN133821_c8_g2_i1	0.0585	0.1013	1.7337				
Auto	Auto	TRINITY_DN129197_c1_g1_i2	0.1027	0.1781	1.7337				
Auto	Auto	TRINITY_DN121726_c0_g1_i1	0.1172	0.2032	1.7337				
Auto	Auto	TRINITY_DN113919_c0_g2_i1	0.0366	0.0635	1.7339				
Auto	Auto	TRINITY_DN134513_c3_g1_i2	0.0761	0.132	1.7341				
Auto	Auto	TRINITY_DN134738_c1_g2_i2	0.0726	0.1259	1.7351				
Auto	Auto	TRINITY_DN19285_c0_g1_i1	0.0021	0.0037	1.7352				
Auto	Auto	TRINITY_DN124385_c5_g1_i3	0.0322	0.0559	1.7352				
Auto	Auto	TRINITY_DN122096_c0_g1_i4	0.0444	0.0771	1.7354				
Auto	Auto	TRINITY_DN118968_c0_g1_i1	0.0307	0.0534	1.7355				
Auto	Auto	TRINITY_DN132667_c0_g7_i3	0.0588	0.1021	1.7356				
Auto	Auto	TRINITY_DN128684_c3_g2_i2	0.0613	0.1065	1.7357				
Auto	Auto	TRINITY_DN113510_c0_g1_i3	0.338	0.5867	1.7358				
Auto	Auto	TRINITY_DN127751_c4_g1_i1	0.0755	0.1311	1.7359				
Auto	Auto	TRINITY_DN120165_c0_g1_i1	0.0593	0.103	1.736				
Auto	Auto	TRINITY_DN81305_c0_g2_i1	0.082	0.1423	1.7362				
Auto	Auto	TRINITY_DN127973_c2_g1_i1	0.0968	0.1681	1.7363				
Auto	Auto	TRINITY_DN130458_c1_g2_i3	0.1174	0.2038	1.7364				
Auto	Auto	TRINITY_DN124708_c2_g1_i1	0.0185	0.0321	1.737				
Auto	Auto	TRINITY_DN23385_c0_g2_i1	0.0746	0.1296	1.7373				
Auto	Auto	TRINITY_DN121711_c0_g1_i2	0.1233	0.2143	1.7374				
Auto	Auto	TRINITY_DN120520_c2_g1_i1	0.1463	0.2542	1.7376				
Auto	Auto	TRINITY_DN133629_c1_g1_i1	0.049	0.0852	1.7382				
Auto	Auto	TRINITY_DN118672_c0_g1_i1	0.2132	0.3705	1.7382				
Auto	Auto	TRINITY_DN126049_c0_g4_i12	0.0471	0.082	1.7384				
Auto	Auto	TRINITY_DN114112_c0_g1_i2	0.0533	0.0927	1.7389				
Auto	Auto	TRINITY_DN123070_c0_g1_i1	0.1917	0.3333	1.7392				
Auto	Auto	TRINITY_DN131322_c0_g1_i1	0.1387	0.2412	1.7394				
Auto	Auto	TRINITY_DN86108_c0_g1_i1	0.0605	0.1053	1.7397				
Auto	Auto	TRINITY_DN130735_c0_g1_i2	0.0567	0.0986	1.7398				
Auto	Auto	TRINITY_DN125189_c1_g1_i13	0.0628	0.1092	1.74				
Auto	Auto	TRINITY_DN121728_c3_g9_i1	0.3632	0.632	1.74				
Auto	Auto	TRINITY_DN119484_c0_g1_i2	0.024	0.0418	1.7402				
Auto	Auto	TRINITY_DN113644_c0_g1_i2	0.0401	0.0698	1.7404				
Auto	Auto	TRINITY_DN129987_c0_g1_i1	0.14	0.2437	1.7406				
Auto	Auto	TRINITY_DN133595_c5_g1_i1	0.0723	0.1259	1.7413				
Auto	Auto	TRINITY_DN123861_c1_g1_i3	0.0268	0.0466	1.7419				
Auto	Auto	TRINITY_DN130253_c4_g4_i3	0.1823	0.3176	1.7424				
Auto	Auto	TRINITY_DN112380_c0_g3_i2	0.0124	0.0216	1.7426				
Auto	Auto	TRINITY_DN105273_c0_g1_i2	0.1152	0.2008	1.743				
Auto	Auto	TRINITY_DN113985_c0_g1_i1	0.0505	0.088	1.7436				
Auto	Auto	TRINITY_DN123569_c2_g1_i3	0.0585	0.1019	1.7436				
Auto	Auto	TRINITY_DN117150_c0_g1_i2	0.1572	0.2742	1.7437				
Auto	Auto	TRINITY_DN135010_c3_g1_i1	0.0504	0.0879	1.7442				
Auto	Auto	TRINITY_DN128210_c1_g2_i1	0.0764	0.1332	1.7443				
Auto	Auto	TRINITY_DN124635_c1_g1_i7	0.0339	0.0592	1.7444				
Auto	Auto	TRINITY_DN129857_c4_g1_i1	0.0536	0.0934	1.7446				
Auto	Auto	TRINITY_DN127993_c2_g2_i2	0.0926	0.1616	1.7446				
Auto	Auto	TRINITY_DN123443_c0_g2_i1	0.0683	0.1191	1.7448				
Auto	Auto	TRINITY_DN118479_c0_g1_i1	0.0543	0.0948	1.7456				
Auto	Auto	TRINITY_DN129836_c0_g3_i3	0.0737	0.1286	1.7456				
Auto	Auto	TRINITY_DN134019_c0_g1_i4	0.1605	0.2802	1.7463				
Auto	Auto	TRINITY_DN105372_c0_g2_i1	0.0978	0.1708	1.7466				
Auto	Auto	TRINITY_DN134629_c1_g1_i3	0.0638	0.1115	1.747				
Auto	Auto	TRINITY_DN135208_c0_g1_i4	0.0966	0.1687	1.747				
Auto	Auto	TRINITY_DN130137_c6_g1_i1	0.0092	0.0161	1.7478				
Auto	Auto	TRINITY_DN62982_c0_g1_i1	0.0843	0.1473	1.7478				
Auto	Auto	TRINITY_DN110047_c0_g1_i3	0.124	0.2167	1.7478				
Auto	Auto	TRINITY_DN134020_c1_g2_i3	0.0183	0.032	1.7479				
Auto	Auto	TRINITY_DN130650_c1_g1_i3	0.1432	0.2504	1.7481				
Auto	Auto	TRINITY_DN134974_c0_g1_i1	0.068	0.1189	1.7486				
Auto	Auto	TRINITY_DN122440_c5_g1_i1	0.0925	0.1617	1.749				
Auto	Auto	TRINITY_DN127774_c1_g1_i1	0.1417	0.2478	1.749				
Auto	Auto	TRINITY_DN127822_c1_g5_i1	0.1151	0.2013	1.7492				
Auto	Auto	TRINITY_DN92997_c0_g1_i1	0.0537	0.094	1.7494				
Auto	Auto	TRINITY_DN125879_c0_g1_i2	0.1136	0.1988	1.7495				
Auto	Auto	TRINITY_DN132098_c0_g2_i2	0.1276	0.2233	1.7497				
Auto	Auto	TRINITY_DN119019_c0_g1_i2	0.1057	0.185	1.7505				
Auto	Auto	TRINITY_DN133180_c12_g1_i3	0.1012	0.1772	1.7507				
Auto	Auto	TRINITY_DN126158_c0_g1_i1	0.1067	0.1869	1.751				
Auto	Auto	TRINITY_DN126529_c0_g3_i2	0.0104	0.0183	1.7514				
Auto	Auto	TRINITY_DN118597_c0_g2_i1	0.0403	0.0706	1.7517				
Auto	Auto	TRINITY_DN121071_c0_g1_i4	0.0735	0.1288	1.7517				
Auto	Auto	TRINITY_DN134478_c7_g1_i1	0.0342	0.06	1.7523				
Auto	Auto	TRINITY_DN134519_c1_g6_i6	0.1341	0.2351	1.7531				
Auto	Auto	TRINITY_DN124782_c0_g4_i1	0.0477	0.0837	1.7532				
Auto	Auto	TRINITY_DN135882_c0_g2_i1	0.1357	0.238	1.7533				
Auto	Auto	TRINITY_DN112596_c0_g1_i1	0.148	0.2595	1.7534				
Auto	Auto	TRINITY_DN108476_c0_g1_i1	0.1888	0.331	1.7534				
Auto	Auto	TRINITY_DN122831_c0_g1_i3	0.1071	0.1879	1.7536				
Auto	Auto	TRINITY_DN127335_c2_g3_i2	0.052	0.0911	1.7537				
Auto	Auto	TRINITY_DN125494_c4_g1_i1	0.0556	0.0976	1.754				
Auto	Auto	TRINITY_DN128610_c1_g6_i1	0.1082	0.1899	1.754				
Auto	Auto	TRINITY_DN121053_c0_g2_i1	0.0266	0.0467	1.7541				
Auto	Auto	TRINITY_DN123715_c0_g1_i1	0.0226	0.0396	1.7543				
Auto	Auto	TRINITY_DN118970_c0_g1_i2	0.0246	0.0432	1.7546				
Auto	Auto	TRINITY_DN133963_c0_g1_i7	0.1498	0.2629	1.7548				
Auto	Auto	TRINITY_DN132606_c3_g1_i3	0.1187	0.2084	1.755				
Auto	Auto	TRINITY_DN127879_c2_g4_i2	0.1191	0.209	1.7552				
Auto	Auto	TRINITY_DN122030_c1_g4_i2	0.0389	0.0682	1.7556				
Auto	Auto	TRINITY_DN131738_c0_g5_i3	0.0939	0.1648	1.7557				
Auto	Auto	TRINITY_DN129272_c0_g3_i4	0.056	0.0983	1.7558				
Auto	Auto	TRINITY_DN130527_c4_g4_i1	0.0851	0.1495	1.7559				
Auto	Auto	TRINITY_DN130016_c2_g2_i6	0.2234	0.3923	1.756				
Auto	Auto	TRINITY_DN119067_c0_g1_i2	0.073	0.1282	1.7561				
Auto	Auto	TRINITY_DN209603_c0_g1_i1	0.0508	0.0893	1.7563				
Auto	Auto	TRINITY_DN111460_c0_g3_i3	0.0195	0.0343	1.7571				
Auto	Auto	TRINITY_DN124801_c9_g1_i1	0.0603	0.106	1.7579				
Auto	Auto	TRINITY_DN117338_c0_g1_i3	0.1304	0.2292	1.758				
Auto	Auto	TRINITY_DN100260_c0_g2_i1	0.048	0.0845	1.7581				
Auto	Auto	TRINITY_DN129519_c3_g2_i1	0.1917	0.3372	1.7585				
Auto	Auto	TRINITY_DN111118_c0_g1_i1	0.1024	0.18	1.7586				
Auto	Auto	TRINITY_DN119836_c0_g1_i1	0.0628	0.1105	1.7591				
Auto	Auto	TRINITY_DN48677_c0_g1_i1	0.0162	0.0285	1.7593				
Auto	Auto	TRINITY_DN128285_c6_g3_i4	0.0505	0.0889	1.76				
Auto	Auto	TRINITY_DN118978_c0_g1_i1	0.0462	0.0814	1.7601				
Auto	Auto	TRINITY_DN122034_c0_g3_i2	0.1009	0.1777	1.7608				
Auto	Auto	TRINITY_DN118308_c1_g1_i2	0.0655	0.1154	1.7611				
Auto	Auto	TRINITY_DN122777_c0_g2_i2	0.1018	0.1794	1.7611				
Auto	Auto	TRINITY_DN124534_c3_g3_i1	0.2365	0.4167	1.7616				
Auto	Auto	TRINITY_DN131472_c0_g1_i1	0.1724	0.3038	1.7619				
Auto	Auto	TRINITY_DN124251_c3_g1_i2	0.0394	0.0694	1.7623				
Auto	Auto	TRINITY_DN131853_c5_g11_i2	0.0514	0.0906	1.7625				
Auto	Auto	TRINITY_DN124083_c0_g1_i2	0.1008	0.1778	1.7629				
Auto	Auto	TRINITY_DN120830_c0_g4_i1	0.1032	0.182	1.7629				
Auto	Auto	TRINITY_DN127706_c0_g5_i2	0.1301	0.2294	1.7633				
Auto	Auto	TRINITY_DN131594_c0_g1_i3	0.0671	0.1183	1.7634				
Auto	Auto	TRINITY_DN128254_c2_g2_i1	0.0784	0.1383	1.7634				
Auto	Auto	TRINITY_DN117171_c0_g1_i1	0.0534	0.0943	1.7635				
Auto	Auto	TRINITY_DN133716_c6_g1_i2	0.0934	0.1647	1.7636				
Auto	Auto	TRINITY_DN117231_c0_g1_i1	0.018	0.0318	1.764				
Auto	Auto	TRINITY_DN129403_c0_g1_i2	0.0513	0.0905	1.7642				
Auto	Auto	TRINITY_DN120996_c1_g2_i5	0.0304	0.0537	1.7643				
Auto	Auto	TRINITY_DN124941_c0_g1_i1	0.1112	0.1962	1.7644				
Auto	Auto	TRINITY_DN114936_c0_g1_i1	0.1161	0.2049	1.7644				
Auto	Auto	TRINITY_DN126820_c0_g1_i3	0.0409	0.0722	1.7647				
Auto	Auto	TRINITY_DN115599_c0_g1_i1	0.0145	0.0257	1.7653				
Auto	Auto	TRINITY_DN120988_c0_g1_i1	0.0333	0.0588	1.7653				
Auto	Auto	TRINITY_DN122175_c0_g1_i1	0.0837	0.1478	1.7655				
Auto	Auto	TRINITY_DN120113_c0_g1_i3	0.0758	0.1338	1.7657				
Auto	Auto	TRINITY_DN128942_c2_g6_i2	0.0063	0.0111	1.7659				
Auto	Auto	TRINITY_DN133040_c2_g1_i1	0.1064	0.1879	1.7661				
Auto	Auto	TRINITY_DN95885_c0_g1_i1	0.0675	0.1192	1.7663				
Auto	Auto	TRINITY_DN124604_c0_g2_i2	0.1224	0.2163	1.7663				
Auto	Auto	TRINITY_DN118372_c0_g3_i1	0.0712	0.1258	1.7664				
Auto	Auto	TRINITY_DN120176_c0_g1_i1	0.0963	0.1701	1.7664				
Auto	Auto	TRINITY_DN130264_c0_g4_i1	0.0971	0.1716	1.7669				
Auto	Auto	TRINITY_DN129548_c5_g1_i1	0.042	0.0742	1.7671				
Auto	Auto	TRINITY_DN115655_c0_g1_i1	0.071	0.1255	1.7672				
Auto	Auto	TRINITY_DN135308_c2_g5_i1	0.0799	0.1413	1.7674				
Auto	Auto	TRINITY_DN103549_c0_g1_i1	0.0579	0.1024	1.7679				
Auto	Auto	TRINITY_DN126397_c0_g2_i1	0.1351	0.2388	1.7679				
Auto	Auto	TRINITY_DN110840_c0_g1_i1	0.1062	0.1878	1.7684				
Auto	Auto	TRINITY_DN126945_c0_g1_i2	0.1222	0.2162	1.7684				
Auto	Auto	TRINITY_DN126421_c2_g1_i1	0.0457	0.0808	1.7687				
Auto	Auto	TRINITY_DN133867_c4_g1_i2	0.1083	0.1917	1.7701				
Auto	Auto	TRINITY_DN134976_c6_g9_i1	0.0361	0.0639	1.7704				
Auto	Auto	TRINITY_DN135768_c6_g1_i1	0.0696	0.1233	1.7707				
Auto	Auto	TRINITY_DN126184_c0_g2_i2	0.2001	0.3543	1.7707				
Auto	Auto	TRINITY_DN120835_c1_g3_i1	0.0234	0.0415	1.7709				
Auto	Auto	TRINITY_DN102459_c0_g1_i1	0.0406	0.072	1.7709				
Auto	Auto	TRINITY_DN132531_c0_g2_i1	0.0919	0.1628	1.7713				
Auto	Auto	TRINITY_DN123932_c1_g1_i1	0.0991	0.1756	1.7718				
Auto	Auto	TRINITY_DN120663_c1_g1_i1	0.0941	0.1668	1.772				
Auto	Auto	TRINITY_DN133926_c0_g2_i3	0.1251	0.2216	1.772				
Auto	Auto	TRINITY_DN75692_c0_g1_i1	0.126	0.2232	1.7721				
Auto	Auto	TRINITY_DN126543_c1_g2_i4	0.0133	0.0236	1.7725				
Auto	Auto	TRINITY_DN105744_c0_g1_i1	0.0641	0.1136	1.7726				
Auto	Auto	TRINITY_DN133566_c0_g1_i1	0.0866	0.1536	1.7731				
Auto	Auto	TRINITY_DN113153_c0_g1_i2	0.0681	0.1208	1.7735				
Auto	Auto	TRINITY_DN122956_c0_g1_i1	0.1068	0.1894	1.7737				
Auto	Auto	TRINITY_DN127009_c1_g1_i3	0.1797	0.3188	1.7737				
Auto	Auto	TRINITY_DN128575_c1_g3_i1	0.1473	0.2615	1.7745				
Auto	Auto	TRINITY_DN38604_c0_g1_i1	0.09	0.1598	1.7747				
Auto	Auto	TRINITY_DN103526_c0_g1_i1	0.0511	0.0908	1.7749				
Auto	Auto	TRINITY_DN117709_c0_g1_i3	0.2034	0.361	1.7749				
Auto	Auto	TRINITY_DN127974_c1_g2_i3	0.079	0.1403	1.775				
Auto	Auto	TRINITY_DN127767_c1_g5_i6	0.2647	0.4699	1.775				
Auto	Auto	TRINITY_DN126693_c0_g1_i1	0.1093	0.1941	1.7762				
Auto	Auto	TRINITY_DN130625_c2_g1_i3	0.0216	0.0384	1.7766				
Auto	Auto	TRINITY_DN131955_c1_g2_i7	0.0509	0.0904	1.7767				
Auto	Auto	TRINITY_DN129485_c0_g1_i1	0.1129	0.2006	1.7767				
Auto	Auto	TRINITY_DN118686_c0_g1_i1	0.0705	0.1254	1.777				
Auto	Auto	TRINITY_DN104658_c0_g2_i1	0.1356	0.241	1.7772				
Auto	Auto	TRINITY_DN118604_c0_g1_i1	0.0312	0.0554	1.7774				
Auto	Auto	TRINITY_DN135639_c1_g1_i7	0.0232	0.0413	1.7777				
Auto	Auto	TRINITY_DN129986_c2_g2_i1	0.0487	0.0866	1.7778				
Auto	Auto	TRINITY_DN126605_c1_g1_i1	0.1089	0.1935	1.7778				
Auto	Auto	TRINITY_DN134134_c0_g1_i2	0.1531	0.2723	1.7787				
Auto	Auto	TRINITY_DN127432_c1_g4_i2	0.0328	0.0583	1.7789				
Auto	Auto	TRINITY_DN112708_c0_g1_i1	0.2111	0.3754	1.7789				
Auto	Auto	TRINITY_DN112529_c0_g1_i1	0.1821	0.324	1.7792				
Auto	Auto	TRINITY_DN125363_c4_g1_i6	0.0488	0.0869	1.7798				
Auto	Auto	TRINITY_DN132363_c0_g3_i2	0.0653	0.1162	1.7798				
Auto	Auto	TRINITY_DN123548_c0_g2_i1	0.0709	0.1261	1.78				
Auto	Auto	TRINITY_DN120402_c0_g1_i4	0.1004	0.1787	1.7801				
Auto	Auto	TRINITY_DN122800_c1_g1_i1	0.0296	0.0527	1.7804				
Auto	Auto	TRINITY_DN124683_c3_g3_i3	0.0092	0.0164	1.7805				
Auto	Auto	TRINITY_DN129158_c1_g1_i4	0.0256	0.0456	1.7807				
Auto	Auto	TRINITY_DN116944_c0_g1_i1	0.0947	0.1686	1.7807				
Auto	Auto	TRINITY_DN123636_c0_g2_i1	0.1951	0.3474	1.7808				
Auto	Auto	TRINITY_DN43320_c0_g1_i1	0.1931	0.3439	1.7809				
Auto	Auto	TRINITY_DN116740_c0_g1_i2	0.2716	0.4837	1.781				
Auto	Auto	TRINITY_DN131434_c0_g1_i1	0.1268	0.2258	1.7811				
Auto	Auto	TRINITY_DN127522_c0_g1_i1	0.0651	0.116	1.7813				
Auto	Auto	TRINITY_DN115683_c0_g1_i2	0.1418	0.2527	1.7813				
Auto	Auto	TRINITY_DN97297_c1_g2_i1	0.1103	0.1964	1.7815				
Auto	Auto	TRINITY_DN121466_c0_g3_i1	0.0313	0.0558	1.7821				
Auto	Auto	TRINITY_DN120584_c1_g1_i2	0.0392	0.0698	1.7822				
Auto	Auto	TRINITY_DN117472_c0_g7_i2	0.038	0.0677	1.7823				
Auto	Auto	TRINITY_DN129907_c0_g1_i3	0.2076	0.3701	1.7823				
Auto	Auto	TRINITY_DN130000_c0_g1_i1	0.0918	0.1637	1.7824				
Auto	Auto	TRINITY_DN133771_c0_g1_i1	0.1078	0.1922	1.7831				
Auto	Auto	TRINITY_DN117917_c1_g2_i1	0.0792	0.1413	1.7832				
Auto	Auto	TRINITY_DN115562_c0_g2_i2	0.0794	0.1415	1.7832				
Auto	Auto	TRINITY_DN135071_c1_g2_i2	0.1638	0.292	1.7833				
Auto	Auto	TRINITY_DN131138_c0_g4_i1	0.0569	0.1015	1.7834				
Auto	Auto	TRINITY_DN110732_c0_g1_i2	0.2194	0.3914	1.7836				
Auto	Auto	TRINITY_DN121201_c0_g1_i1	0.0761	0.1357	1.7837				
Auto	Auto	TRINITY_DN129213_c0_g2_i1	0.091	0.1623	1.7838				
Auto	Auto	TRINITY_DN124113_c0_g1_i4	0.1144	0.2042	1.7841				
Auto	Auto	TRINITY_DN124736_c1_g3_i2	0.1017	0.1815	1.7844				
Auto	Auto	TRINITY_DN117562_c0_g1_i1	0.0316	0.0563	1.7849				
Auto	Auto	TRINITY_DN119393_c0_g1_i1	0.0751	0.1341	1.7851				
Auto	Auto	TRINITY_DN93238_c0_g1_i1	0.0867	0.1547	1.7857				
Auto	Auto	TRINITY_DN130556_c1_g1_i1	0.0328	0.0585	1.786				
Auto	Auto	TRINITY_DN131393_c0_g3_i2	0.2294	0.4096	1.786				
Auto	Auto	TRINITY_DN124358_c3_g1_i1	0.2666	0.4762	1.786				
Auto	Auto	TRINITY_DN122106_c0_g1_i1	0.0018	0.0031	1.7863				
Auto	Auto	TRINITY_DN135175_c3_g2_i2	0.0994	0.1776	1.7863				
Auto	Auto	TRINITY_DN131327_c3_g2_i5	0.1087	0.1942	1.7867				
Auto	Auto	TRINITY_DN125231_c0_g1_i1	0.1226	0.2192	1.7869				
Auto	Auto	TRINITY_DN131441_c4_g1_i1	0.0949	0.1695	1.787				
Auto	Auto	TRINITY_DN118132_c0_g2_i1	0.0523	0.0934	1.7873				
Auto	Auto	TRINITY_DN134147_c3_g2_i1	0.0924	0.1653	1.7877				
Auto	Auto	TRINITY_DN107124_c0_g2_i1	0.0575	0.1027	1.7878				
Auto	Auto	TRINITY_DN122407_c3_g1_i3	0.0672	0.1202	1.7879				
Auto	Auto	TRINITY_DN127442_c0_g1_i1	0.0436	0.078	1.7881				
Auto	Auto	TRINITY_DN181467_c0_g1_i1	0.102	0.1823	1.7881				
Auto	Auto	TRINITY_DN127727_c1_g2_i3	0.0576	0.103	1.7882				
Auto	Auto	TRINITY_DN122263_c0_g1_i1	0.0472	0.0844	1.7888				
Auto	Auto	TRINITY_DN94316_c0_g1_i2	0.1435	0.2568	1.789				
Auto	Auto	TRINITY_DN95937_c0_g2_i1	0.0748	0.1338	1.7891				
Auto	Auto	TRINITY_DN133258_c5_g2_i3	0.0768	0.1374	1.7894				
Auto	Auto	TRINITY_DN116689_c0_g2_i1	0.0654	0.1171	1.7895				
Auto	Auto	TRINITY_DN134037_c0_g1_i3	0.0907	0.1624	1.7897				
Auto	Auto	TRINITY_DN128121_c0_g1_i2	0.1115	0.1996	1.7899				
Auto	Auto	TRINITY_DN132975_c0_g1_i1	0.0547	0.0978	1.79				
Auto	Auto	TRINITY_DN132116_c2_g6_i3	0.0798	0.1429	1.7901				
Auto	Auto	TRINITY_DN120219_c0_g4_i3	0.0514	0.0921	1.7902				
Auto	Auto	TRINITY_DN114684_c0_g1_i1	0.1888	0.3381	1.7905				
Auto	Auto	TRINITY_DN130325_c1_g3_i2	0.0934	0.1673	1.7906				
Auto	Auto	TRINITY_DN122463_c7_g3_i2	0.135	0.2418	1.7906				
Auto	Auto	TRINITY_DN112100_c0_g1_i1	0.0052	0.0093	1.7907				
Auto	Auto	TRINITY_DN132817_c1_g1_i3	0.0301	0.054	1.7908				
Auto	Auto	TRINITY_DN96270_c0_g1_i1	0.0388	0.0695	1.791				
Auto	Auto	TRINITY_DN127674_c0_g1_i3	0.1349	0.2417	1.791				
Auto	Auto	TRINITY_DN126313_c0_g1_i1	0.0635	0.1138	1.7911				
Auto	Auto	TRINITY_DN128065_c4_g6_i1	0.1044	0.1869	1.7912				
Auto	Auto	TRINITY_DN106942_c0_g1_i1	0.0487	0.0873	1.7914				
Auto	Auto	TRINITY_DN122162_c1_g1_i2	0.0569	0.1019	1.7915				
Auto	Auto	TRINITY_DN128408_c3_g7_i3	0.1106	0.1981	1.7915				
Auto	Auto	TRINITY_DN125106_c2_g1_i3	0.1229	0.2202	1.7917				
Auto	Auto	TRINITY_DN123916_c1_g2_i2	0.0332	0.0595	1.7918				
Auto	Auto	TRINITY_DN134146_c2_g1_i2	0.0786	0.141	1.7925				
Auto	Auto	TRINITY_DN134998_c0_g3_i2	0.1289	0.2311	1.793				
Auto	Auto	TRINITY_DN120396_c0_g1_i4	0.1792	0.3214	1.7935				
Auto	Auto	TRINITY_DN131519_c2_g2_i1	0.1653	0.2965	1.7938				
Auto	Auto	TRINITY_DN25888_c0_g1_i1	0.1011	0.1814	1.7942				
