gid	gname	chr	start	end	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN133142_c0_g1_i3	NA	NA	NA	NA	0.385989128	0.385989128	unbias	0.556583285	Brain_fmean	0.2221	0.255	1.148
TRINITY_DN133143_c0_g1_i1	NA	NA	NA	NA	-0.059625298	0.059625298	unbias	0.470550124	G27_mmean	0.1158	0.1618	1.3972
TRINITY_DN133149_c0_g1_i2	NA	NA	NA	NA	0.693072989	0.693072989	unbias	0.611208708	Brain_fmean	0.0492	0.0751	1.528
TRINITY_DN133153_c0_g1_i1	NA	NA	NA	NA	3.647213993	3.647213993	male	0.435494241	G43_M_mean	0.0323	0.0516	1.5996
TRINITY_DN133156_c1_g3_i1	NA	NA	NA	NA	1.024867406	1.024867406	male	0.642218315	Brain_fmean	0.0265	0.0381	1.438
TRINITY_DN133157_c0_g1_i1	Xetrov90001598m	Chr01	85273162	85273162	1.5880707	1.5880707	male	0.248755131	Testis_mean	0.0987	0.1366	1.3848
TRINITY_DN133159_c0_g1_i1	LOC100127543	Chr05	76873288	76873288	0.025153744	0.025153744	unbias	0.294224338	Brain_mmean	0.0406	0.0625	1.5409
TRINITY_DN133160_c0_g1_i3	NA	NA	NA	NA	1.026147953	1.026147953	unbias	0.503255327	G46_M_mean	0.0804	0.1032	1.2839
TRINITY_DN133162_c0_g1_i3	NA	NA	NA	NA	1.701460399	1.701460399	male	0.668462781	Brain_fmean	0.1065	0.1698	1.5945
TRINITY_DN133164_c3_g2_i1	NA	NA	NA	NA	-1.615677987	1.615677987	female	0.568096172	Ovary_mean	0.0282	0.0336	1.1912
TRINITY_DN133166_c0_g1_i1	NA	NA	NA	NA	0.318728535	0.318728535	unbias	0.541257288	Brain_mmean	0.081	0.1306	1.6124
TRINITY_DN133173_c0_g1_i1	NA	NA	NA	NA	-1.85065158	1.85065158	female	0.46404609	Ovary_mean	0.1917	0.3123	1.629
TRINITY_DN133175_c1_g2_i3	NA	NA	NA	NA	-0.662485567	0.662485567	unbias	0.805602305	G27_mmean	0.132	0.25	1.8944
TRINITY_DN133183_c0_g1_i1	yod1	Chr02	76281146	76281146	-1.440756151	1.440756151	female	0.540964815	Ovary_mean	0.1118	0.1897	1.6966
TRINITY_DN133186_c3_g2_i1	NA	NA	NA	NA	0.085075567	0.085075567	unbias	0.718496081	G46_M_mean	0.1836	0.3496	1.9035
TRINITY_DN133190_c0_g1_i1	fam83a	scaffold_81	644655	644655	-0.022603709	0.022603709	unbias	0.54752594	Brain_fmean	0.1209	0.2069	1.7116
TRINITY_DN133194_c0_g3_i3	NA	NA	NA	NA	4.619240267	4.619240267	male	0.506858635	Brain_mmean	0.0184	0.0135	0.7324
TRINITY_DN133194_c0_g4_i4	NA	NA	NA	NA	-0.243106786	0.243106786	unbias	0.413435399	G23_fmean	0.0719	0.1076	1.4975
TRINITY_DN133198_c1_g1_i5	NA	NA	NA	NA	1.172786582	1.172786582	male	0.255950848	G43_M_mean	0.1198	0.142	1.1851
TRINITY_DN133203_c1_g5_i7	NA	NA	NA	NA	3.491226633	3.491226633	male	0.686430784	Brain_mmean	0.0312	0.0398	1.2773
TRINITY_DN133209_c1_g2_i1	NA	NA	NA	NA	-2.373555991	2.373555991	female	0.633984426	Ovary_mean	0.0996	0.1119	1.1228
TRINITY_DN133210_c0_g1_i4	pusl1-like	Chr07	69886168	69886168	5.026753198	5.026753198	male	0.60072912	Liver_mmean	0.0854	0.1037	1.2139
TRINITY_DN133213_c0_g2_i33	NA	NA	NA	NA	2.108542609	2.108542609	male	0.543212093	Brain_mmean	0.0348	0.042	1.2039
TRINITY_DN133214_c0_g2_i1	NA	NA	NA	NA	0.603716515	0.603716515	unbias	0.582465973	Brain_fmean	0.1031	0.1992	1.9318
TRINITY_DN133228_c5_g1_i1	NA	NA	NA	NA	-0.807143077	0.807143077	unbias	0.848272751	Brain_fmean	0.0306	0.0423	1.3833
TRINITY_DN133231_c1_g4_i1	NA	NA	NA	NA	-2.04321967	2.04321967	female	0.597079161	Ovary_mean	0.1198	0.1506	1.2569
TRINITY_DN133234_c0_g1_i4	NA	NA	NA	NA	3.842076074	3.842076074	male	0.717218801	G46_M_mean	0.1759	0.3265	1.8566
TRINITY_DN133238_c0_g2_i1	armc9	Chr05	110333776	110333776	0.033825029	0.033825029	unbias	0.832733454	Brain_fmean	0.0419	0.0784	1.8688
TRINITY_DN133241_c3_g1_i1	NA	NA	NA	NA	0.036276429	0.036276429	unbias	0.611411812	Brain_mmean	0.0685	0.0654	0.9544
TRINITY_DN133243_c1_g2_i1	NA	NA	NA	NA	-2.407233068	2.407233068	female	0.400412356	Ovary_mean	0.0949	0.1587	1.6716
TRINITY_DN133247_c2_g3_i5	idua	Chr01	90466017	90466017	-2.087645478	2.087645478	female	0.375879974	G46_M_mean	0.1033	0.1482	1.4347
TRINITY_DN133247_c2_g5_i5	NA	NA	NA	NA	2.574575157	2.574575157	male	0.669706477	Brain_fmean	0.0646	0.0938	1.4509
TRINITY_DN133251_c3_g5_i1	NA	NA	NA	NA	2.025570883	2.025570883	male	0.445022357	G43_M_mean	0.2212	0.2659	1.202
TRINITY_DN133254_c2_g1_i2	NA	NA	NA	NA	0.120962598	0.120962598	unbias	0.379342678	Brain_mmean	0.0386	0.057	1.4776
TRINITY_DN133255_c3_g4_i7	NA	NA	NA	NA	0.803922959	0.803922959	unbias	0.475787781	Brain_mmean	0.0597	0.0906	1.5182
TRINITY_DN133256_c3_g11_i2	NA	NA	NA	NA	-5.526089045	5.526089045	female	0.689538971	Ovary_mean	0.0995	0.113	1.1358
TRINITY_DN133256_c3_g3_i1	NA	NA	NA	NA	-2.010064231	2.010064231	female	0.452389396	Ovary_mean	0.0186	0.0231	1.2434
TRINITY_DN133257_c2_g1_i1	NA	NA	NA	NA	-0.885984506	0.885984506	unbias	0.426804188	G43_F_mean	0.1119	0.1503	1.3427
TRINITY_DN133258_c5_g2_i3	NA	NA	NA	NA	-0.895575061	0.895575061	unbias	0.550436313	G27_mmean	0.0768	0.1374	1.7894
TRINITY_DN133262_c7_g3_i1	NA	NA	NA	NA	-1.237902521	1.237902521	female	0.31243282	Ovary_mean	0.0223	0.0409	1.8388
TRINITY_DN133269_c2_g1_i1	katnbl1	Chr08	98063291	98063291	2.016835143	2.016835143	male	0.641950779	Brain_fmean	0.0489	0.0499	1.0209
TRINITY_DN133275_c1_g1_i2	fam63b	Chr03	89340545	89340545	-3.328157103	3.328157103	female	0.649480731	Ovary_mean	0.0883	0.1252	1.4183
TRINITY_DN133276_c0_g2_i3	nup43	Chr05	61915462	61915462	0.526533484	0.526533484	unbias	0.379309207	Brain_mmean	0.0675	0.1012	1.4993
TRINITY_DN133281_c3_g3_i6	NA	NA	NA	NA	-6.732054151	6.732054151	female	0.553159407	Liver_fmean	0.1016	0.1459	1.4367
TRINITY_DN133282_c1_g1_i2	NA	NA	NA	NA	-1.580294773	1.580294773	female	0.552891757	Ovary_mean	0.0424	0.052	1.2267
TRINITY_DN133285_c0_g1_i1	NA	NA	NA	NA	1.395832383	1.395832383	male	0.352692842	G23_mmean	0.0585	0.0774	1.3248
TRINITY_DN133296_c0_g1_i1	NA	NA	NA	NA	-0.21180647	0.21180647	unbias	0.337181718	Brain_mmean	0.0432	0.0556	1.2859
TRINITY_DN133299_c0_g1_i4	NA	NA	NA	NA	-0.50596474	0.50596474	unbias	0.45087626	Ovary_mean	0.1031	0.1676	1.6255
TRINITY_DN133301_c2_g3_i5	NA	NA	NA	NA	-1.245089356	1.245089356	female	0.538719235	Ovary_mean	0.1214	0.1634	1.3455
TRINITY_DN133303_c0_g1_i2	gns	Chr03	48471046	48471046	-0.392206741	0.392206741	unbias	0.42312317	Brain_mmean	0.094	0.1236	1.3152
TRINITY_DN133308_c0_g1_i2	NA	NA	NA	NA	0.299355913	0.299355913	unbias	0.556563672	Ovary_mean	0.0514	0.0744	1.4471
TRINITY_DN133312_c3_g1_i2	NA	NA	NA	NA	-0.374649152	0.374649152	unbias	0.451787538	Brain_fmean	0.024	0.0244	1.0179
TRINITY_DN133314_c3_g1_i1	NA	NA	NA	NA	1.544706381	1.544706381	male	0.521645456	Brain_mmean	0.1771	0.2621	1.4799
TRINITY_DN133314_c5_g2_i2	prdm4	Chr03	1706403	1706403	3.456406806	3.456406806	male	0.506351785	Brain_mmean	0.0314	0.0392	1.2516
TRINITY_DN133319_c2_g2_i1	NA	NA	NA	NA	-1.87850511	1.87850511	female	0.590520337	Ovary_mean	0.1059	0.1488	1.4052
TRINITY_DN133320_c2_g1_i1	ndufaf1	Chr08	95454889	95454889	2.703268339	2.703268339	male	0.291790773	Testis_mean	0.0771	0.0926	1.2017
TRINITY_DN133322_c0_g2_i1	NA	NA	NA	NA	1.488059887	1.488059887	male	0.756014567	Brain_fmean	0.0366	0.0711	1.9464
TRINITY_DN133325_c1_g1_i1	NA	NA	NA	NA	1.33301801	1.33301801	male	0.553638802	Brain_mmean	0.0504	0.0751	1.4922
TRINITY_DN133333_c1_g6_i3	NA	NA	NA	NA	1.016762747	1.016762747	male	0.231146121	G23_mmean	0.1063	0.1718	1.6161
TRINITY_DN133334_c6_g9_i1	NA	NA	NA	NA	1.114644638	1.114644638	male	0.408763705	Brain_fmean	0.1719	0.3134	1.8237
TRINITY_DN133337_c5_g1_i2	NA	NA	NA	NA	0.169196421	0.169196421	unbias	0.513728582	G46_M_mean	0.1069	0.1753	1.6391
TRINITY_DN133338_c1_g1_i1	NA	NA	NA	NA	-0.542229626	0.542229626	unbias	0.347126565	Ovary_mean	0.0221	0.0348	1.5764
TRINITY_DN133347_c3_g1_i1	NA	NA	NA	NA	-1.040898786	1.040898786	female	0.501984141	Ovary_mean	0.03	0.0372	1.2412
TRINITY_DN133350_c2_g2_i3	NA	NA	NA	NA	-1.267934382	1.267934382	female	0.309515932	Ovary_mean	0.0413	0.0777	1.8822
TRINITY_DN133351_c7_g2_i4	lrrc4b	scaffold_642	44122	44122	-1.466174447	1.466174447	female	0.43858733	Ovary_mean	0.2102	0.2483	1.1814
TRINITY_DN133352_c2_g1_i3	NA	NA	NA	NA	-1.473397229	1.473397229	female	0.307918176	Ovary_mean	0.0839	0.1083	1.2912
TRINITY_DN133352_c5_g1_i11	NA	NA	NA	NA	0.058717528	0.058717528	unbias	0.180821107	G43_M_mean	0.02	0.0345	1.7284
TRINITY_DN133355_c0_g1_i1	NA	NA	NA	NA	2.961193484	2.961193484	male	0.33699222	G43_M_mean	0.1219	0.1871	1.5348
TRINITY_DN133356_c6_g2_i2	NA	NA	NA	NA	1.49491119	1.49491119	male	0.665845509	Brain_fmean	0.0818	0.0965	1.1793
TRINITY_DN133360_c0_g1_i1	NA	NA	NA	NA	-2.968089761	2.968089761	female	0.67136378	Ovary_mean	0.082	0.1593	1.9432
TRINITY_DN133361_c0_g8_i2	NA	NA	NA	NA	-0.342966706	0.342966706	unbias	0.457978065	Ovary_mean	0.1107	0.1627	1.4707
TRINITY_DN133362_c6_g3_i1	NA	NA	NA	NA	-2.052412534	2.052412534	female	0.469594592	Ovary_mean	0.0835	0.1227	1.4696
TRINITY_DN133364_c2_g4_i1	rasl11b	Chr01	30238664	30238664	-1.298766866	1.298766866	female	0.714022593	Ovary_mean	0.0658	0.0879	1.337
TRINITY_DN133365_c3_g1_i1	NA	NA	NA	NA	-0.621475442	0.621475442	unbias	0.522100787	Ovary_mean	0.0558	0.0877	1.5708
TRINITY_DN133368_c1_g2_i1	sub1	Chr01	187102751	187102751	-2.559127346	2.559127346	female	0.518600824	Ovary_mean	0.0268	0.0429	1.5999
TRINITY_DN133368_c1_g3_i2	NA	NA	NA	NA	0.369966944	0.369966944	unbias	0.301653181	Brain_fmean	0.1104	0.1755	1.5905
TRINITY_DN133373_c1_g1_i2	NA	NA	NA	NA	0.884427036	0.884427036	unbias	0.726352721	Brain_mmean	0.1171	0.1611	1.3755
TRINITY_DN133380_c1_g8_i4	NA	NA	NA	NA	-0.231897499	0.231897499	unbias	0.379695713	Brain_mmean	0.0574	0.0872	1.519
TRINITY_DN133382_c5_g1_i1	tfap2a	Chr06	84402435	84402435	1.162624469	1.162624469	unbias	0.712575351	Brain_mmean	0.0926	0.1237	1.3351
TRINITY_DN133392_c2_g3_i1	sipa1l1-like	Chr08	86477804	86477804	-0.297092127	0.297092127	unbias	0.557122902	Ovary_mean	0.0536	0.0981	1.8322
TRINITY_DN133397_c2_g1_i1	NA	NA	NA	NA	1.119118461	1.119118461	male	0.628108978	Brain_fmean	0.0034	0.0048	1.4223
TRINITY_DN133402_c0_g1_i2	NA	NA	NA	NA	-1.870979243	1.870979243	female	0.320080519	Ovary_mean	0.0893	0.1371	1.5346
TRINITY_DN133405_c0_g1_i1	hmha1	Chr01	81200285	81200285	2.963690288	2.963690288	male	0.754547192	Brain_fmean	0.1137	0.0965	0.8482
TRINITY_DN133407_c1_g3_i7	NA	NA	NA	NA	0.460098918	0.460098918	unbias	0.821718896	Brain_fmean	0.0969	0.1245	1.2846
TRINITY_DN133410_c3_g2_i1	NA	NA	NA	NA	0.398190174	0.398190174	unbias	0.544503588	Ovary_mean	0.1888	0.2348	1.2437
TRINITY_DN133416_c2_g2_i2	NA	NA	NA	NA	-0.709887895	0.709887895	unbias	0.561932997	Brain_fmean	0.0915	0.1804	1.972
TRINITY_DN133416_c3_g1_i1	NA	NA	NA	NA	1.179837933	1.179837933	male	0.362591195	Brain_fmean	0.1272	0.208	1.6348
TRINITY_DN133418_c0_g1_i1	gnai3	Chr02	63269417	63269417	-2.322030541	2.322030541	female	0.556188066	Ovary_mean	0.0895	0.137	1.5305
TRINITY_DN133420_c3_g1_i1	NA	NA	NA	NA	-1.290002644	1.290002644	female	0.251366647	Ovary_mean	0.0764	0.1437	1.8812
TRINITY_DN133421_c0_g2_i2	NA	NA	NA	NA	-0.083497728	0.083497728	unbias	0.640431228	Ovary_mean	0.0847	0.1578	1.8634
TRINITY_DN133425_c9_g1_i1	NA	NA	NA	NA	0.614418823	0.614418823	unbias	0.503315565	Brain_fmean	0.0342	0.0387	1.1315
TRINITY_DN133426_c3_g2_i8	NA	NA	NA	NA	5.250761172	5.250761172	male	0.815793094	Brain_mmean	0.0613	0.0799	1.304
TRINITY_DN133437_c0_g1_i4	NA	NA	NA	NA	-0.311151571	0.311151571	unbias	0.276670992	G23_fmean	0.0314	0.057	1.8167
TRINITY_DN133445_c0_g1_i1	NA	NA	NA	NA	-2.0484246	2.0484246	female	0.591025881	Brain_fmean	0.0882	0.1187	1.3453
TRINITY_DN133445_c0_g3_i2	NA	NA	NA	NA	-3.028951572	3.028951572	female	0.741472429	Ovary_mean	0.1057	0.1492	1.4116
TRINITY_DN133449_c1_g3_i1	NA	NA	NA	NA	-2.514328916	2.514328916	female	0.581280245	Ovary_mean	0.1347	0.221	1.6409
TRINITY_DN133450_c2_g1_i8	NA	NA	NA	NA	-0.741959893	0.741959893	unbias	0.712043692	Ovary_mean	0.0554	0.0358	0.6458
TRINITY_DN133452_c0_g1_i1	NA	NA	NA	NA	-2.02661624	2.02661624	female	0.538359242	Ovary_mean	0.0607	0.0882	1.4543
TRINITY_DN133456_c2_g1_i4	NA	NA	NA	NA	0.170184615	0.170184615	unbias	0.428569619	Brain_mmean	0.1364	0.1891	1.3871
TRINITY_DN133457_c1_g5_i1	id4	Chr06	47656163	47656163	1.902659689	1.902659689	male	0.140036225	Liver_fmean	0.1516	0.1325	0.874
TRINITY_DN133458_c2_g1_i1	NA	NA	NA	NA	-2.906139776	2.906139776	female	0.508709639	G46_M_mean	0.0418	0.0707	1.6894
TRINITY_DN133462_c3_g1_i1	NA	NA	NA	NA	0.674020782	0.674020782	unbias	0.431069945	G23_fmean	0.074	0.0896	1.2104
TRINITY_DN133462_c5_g1_i4	NA	NA	NA	NA	0.469687348	0.469687348	unbias	0.240892513	Brain_mmean	0.0398	0.0521	1.3089
TRINITY_DN133466_c6_g1_i2	NA	NA	NA	NA	-0.496235433	0.496235433	unbias	0.451689993	Brain_fmean	0.1494	0.1727	1.1559
TRINITY_DN133467_c3_g3_i2	NA	NA	NA	NA	-2.549949548	2.549949548	female	0.415283194	G43_F_mean	0.2212	0.2389	1.0798
TRINITY_DN133473_c0_g7_i11	NA	NA	NA	NA	-2.230496592	2.230496592	female	0.693514321	Ovary_mean	0.136	0.225	1.6541
TRINITY_DN133475_c0_g1_i1	NA	NA	NA	NA	1.188360811	1.188360811	male	0.277078651	G23_mmean	0.0668	0.1166	1.7461
TRINITY_DN133481_c0_g2_i6	NA	NA	NA	NA	-0.283605792	0.283605792	unbias	0.478581298	Brain_mmean	0.1569	0.1334	0.8506
TRINITY_DN133482_c10_g3_i1	NA	NA	NA	NA	-1.70193916	1.70193916	female	0.381259923	Liver_fmean	0.0734	0.1018	1.3866
TRINITY_DN133482_c10_g6_i2	NA	NA	NA	NA	2.224430356	2.224430356	male	0.497078831	G27_mmean	0.0571	0.1012	1.773
TRINITY_DN133482_c7_g1_i3	NA	NA	NA	NA	3.270475953	3.270475953	male	0.781431649	Brain_mmean	0.0506	0.0515	1.018
TRINITY_DN133483_c0_g1_i1	NA	NA	NA	NA	0.42892872	0.42892872	unbias	0.613819397	Brain_fmean	0.0809	0.1338	1.6532
TRINITY_DN133485_c1_g9_i5	NA	NA	NA	NA	0.292157404	0.292157404	unbias	0.050849154	Brain_mmean	0.0408	0.0334	0.8186
TRINITY_DN133490_c0_g3_i3	tfip11	Chr04	7081158	7081158	-1.28006644	1.28006644	female	0.790925129	Brain_mmean	0.0612	0.0998	1.632
TRINITY_DN133493_c3_g2_i1	NA	NA	NA	NA	0.475419736	0.475419736	unbias	0.249070287	Brain_fmean	0.0509	0.0446	0.8753
TRINITY_DN133494_c5_g6_i3	usp22	Chr09	33185113	33185113	-2.279320149	2.279320149	female	0.352566626	Ovary_mean	0.0634	0.1046	1.6501
TRINITY_DN133494_c5_g7_i2	NA	NA	NA	NA	-2.653690325	2.653690325	unbias	0.54218524	Liver_fmean	0.073	0.1326	1.817
TRINITY_DN133495_c3_g4_i2	NA	NA	NA	NA	-0.069524773	0.069524773	unbias	0.340624938	Liver_fmean	0.1039	0.1653	1.5913
TRINITY_DN133501_c1_g1_i1	serpine2	Chr05	120466668	120466668	0.491105187	0.491105187	unbias	0.818972396	Brain_mmean	0.0531	0.0689	1.2967
TRINITY_DN133501_c1_g3_i3	NA	NA	NA	NA	-0.113109198	0.113109198	unbias	0.297981076	G23_fmean	0.0407	0.0666	1.6357
TRINITY_DN133509_c2_g1_i2	NA	NA	NA	NA	-0.698631853	0.698631853	unbias	0.523999751	Brain_mmean	0.0562	0.0592	1.0532
TRINITY_DN133510_c3_g4_i3	NA	NA	NA	NA	-0.004797205	0.004797205	unbias	0.257792696	G43_M_mean	0.101	0.1638	1.6219
TRINITY_DN133511_c4_g2_i1	NA	NA	NA	NA	-0.35193353	0.35193353	unbias	0.733186125	Brain_mmean	0.0996	0.1289	1.2937
TRINITY_DN133519_c5_g1_i7	NA	NA	NA	NA	-0.155234935	0.155234935	unbias	0.434085436	Brain_mmean	0.1018	0.1188	1.1669
TRINITY_DN133520_c0_g2_i1	NA	NA	NA	NA	2.804393793	2.804393793	male	0.535424093	Brain_mmean	0.1126	0.2028	1.801
TRINITY_DN133528_c1_g1_i3	NA	NA	NA	NA	1.607086561	1.607086561	male	0.444259594	Brain_fmean	0.1513	0.1875	1.2391
TRINITY_DN133529_c0_g1_i3	tyw5-like	Chr09	46197709	46197709	-1.522744456	1.522744456	female	0.354613307	G43_M_mean	0.0824	0.1489	1.8069
TRINITY_DN133530_c1_g2_i1	NA	NA	NA	NA	-1.956527261	1.956527261	female	0.399974608	Ovary_mean	0.0685	0.1099	1.606
TRINITY_DN133531_c8_g13_i6	gls	Chr09	37291028	37291028	-1.135897769	1.135897769	female	0.340346029	Ovary_mean	0.0346	0.0493	1.4233
TRINITY_DN133533_c1_g1_i4	fam83h	scaffold_4151	545	545	-0.043630282	0.043630282	unbias	0.271375095	G23_fmean	0.1528	0.1973	1.2916
TRINITY_DN133539_c0_g1_i1	NA	NA	NA	NA	-1.393437578	1.393437578	female	0.501580827	Ovary_mean	0.0363	0.0591	1.6258
TRINITY_DN133541_c1_g1_i4	c16orf45	Chr09	28224425	28224425	2.890797613	2.890797613	male	0.180920882	Liver_fmean	0.1633	0.2318	1.4193
TRINITY_DN133543_c6_g1_i3	NA	NA	NA	NA	0.46949346	0.46949346	unbias	0.267648091	Ovary_mean	0.0248	0.0403	1.6263
TRINITY_DN133549_c7_g2_i2	NA	NA	NA	NA	-1.453886878	1.453886878	female	0.477672814	Ovary_mean	0.0509	0.0974	1.9151
TRINITY_DN133552_c1_g1_i3	NA	NA	NA	NA	2.788471328	2.788471328	male	0.54952705	Brain_mmean	0.0766	0.0611	0.7975
TRINITY_DN133553_c1_g2_i1	NA	NA	NA	NA	-1.421892937	1.421892937	female	0.411544109	G27_mmean	0.0883	0.1443	1.6345
TRINITY_DN133555_c0_g3_i9	acads	Chr01	143384141	143384141	0.609031141	0.609031141	unbias	0.234767576	Brain_fmean	0.0542	0.084	1.5508
TRINITY_DN133563_c2_g1_i1	phyhip	Chr03	119387027	119387027	-3.1269651	3.1269651	female	0.723222145	Ovary_mean	0.1241	0.1976	1.5924
TRINITY_DN133566_c0_g1_i1	NA	NA	NA	NA	-2.049935624	2.049935624	female	0.641230458	Ovary_mean	0.0866	0.1536	1.7731
TRINITY_DN133569_c3_g2_i2	Xetrov90018470m	Chr07	67990916	67990916	-0.664753358	0.664753358	unbias	0.435764206	Ovary_mean	0.0713	0.1284	1.8005
TRINITY_DN133570_c0_g1_i3	LOC101731301	Chr04	127238809	127238809	2.923162581	2.923162581	male	0.248187521	G43_F_mean	0.0943	0.0864	0.9153
TRINITY_DN133572_c0_g1_i1	NA	NA	NA	NA	-2.026011205	2.026011205	female	0.601586834	Ovary_mean	0.1557	0.222	1.4255
TRINITY_DN133575_c2_g1_i3	best3	Chr03	49738460	49738460	2.192919178	2.192919178	male	0.543805186	G23_fmean	0.0359	0.0475	1.3211
TRINITY_DN133582_c8_g1_i2	Xetrov90028927m	scaffold_466	46032	46032	-0.036426147	0.036426147	unbias	0.296766737	Ovary_mean	0.1872	0.2347	1.2537
TRINITY_DN133583_c0_g1_i3	NA	NA	NA	NA	0.331967845	0.331967845	unbias	0.174364379	G23_mmean	0.0415	0.0628	1.5125
TRINITY_DN133585_c15_g11_i1	NA	NA	NA	NA	-1.771373379	1.771373379	female	0.552103115	Ovary_mean	0.03	0.0579	1.93
TRINITY_DN133586_c6_g4_i1	NA	NA	NA	NA	3.266586078	3.266586078	male	0.665513549	Brain_fmean	0.001	0.0004	0.4166
TRINITY_DN133588_c4_g3_i1	NA	NA	NA	NA	-2.136964008	2.136964008	female	0.670504083	Ovary_mean	0.154	0.2506	1.6275
TRINITY_DN133589_c0_g1_i1	NA	NA	NA	NA	-0.381118065	0.381118065	unbias	0.220088496	Ovary_mean	0.0254	0.0384	1.5099
TRINITY_DN133591_c2_g19_i1	wdr12	Chr09	46673459	46673459	-1.017951471	1.017951471	female	0.374696091	Ovary_mean	0.1378	0.1934	1.4037
TRINITY_DN133592_c2_g3_i4	NA	NA	NA	NA	-2.197741186	2.197741186	female	0.352405906	Ovary_mean	0.015	0.0216	1.4456
TRINITY_DN133594_c0_g2_i3	NA	NA	NA	NA	-0.01202422	0.01202422	unbias	0.265289537	G43_M_mean	0.1063	0.1332	1.2529
TRINITY_DN133595_c5_g1_i1	lgals3	Chr08	84391789	84391789	-0.468873211	0.468873211	unbias	0.456596837	Ovary_mean	0.0723	0.1259	1.7413
TRINITY_DN133596_c0_g1_i1	NA	NA	NA	NA	-2.195898754	2.195898754	female	0.683648636	Ovary_mean	0.0703	0.084	1.1943
TRINITY_DN133597_c0_g2_i1	cyp2u1	Chr01	57523715	57523715	0.466300404	0.466300404	unbias	0.119972868	Ovary_mean	0.0642	0.0462	0.7204
TRINITY_DN133599_c1_g4_i3	NA	NA	NA	NA	1.427519641	1.427519641	male	0.340400029	Brain_mmean	0.0305	0.0415	1.3603
TRINITY_DN133600_c2_g1_i2	NA	NA	NA	NA	-0.495251152	0.495251152	unbias	0.349355584	Brain_mmean	0.1247	0.2139	1.7146
TRINITY_DN133604_c0_g1_i1	NA	NA	NA	NA	-2.323996097	2.323996097	female	0.687998298	Ovary_mean	0.1169	0.1083	0.9271
TRINITY_DN133604_c1_g1_i1	NA	NA	NA	NA	1.954215257	1.954215257	male	0.557296032	Brain_mmean	0.0377	0.0452	1.2
TRINITY_DN133605_c8_g1_i2	NA	NA	NA	NA	-0.647556662	0.647556662	unbias	0.153823612	Liver_mmean	0.1044	0.2036	1.9504
TRINITY_DN133606_c1_g1_i8	cd9	Chr03	8194103	8194103	2.680997017	2.680997017	male	0.297717837	Liver_fmean	0.0354	0.0599	1.6948
TRINITY_DN133613_c0_g1_i1	LOC100490391-like	Chr04	15183204	15183204	-0.086924847	0.086924847	unbias	0.281226309	G46_F_mean	0.1277	0.2435	1.9067
TRINITY_DN133614_c2_g1_i2	NA	NA	NA	NA	1.853231535	1.853231535	male	0.187120946	Testis_mean	0.1171	0.1609	1.3732
TRINITY_DN133616_c0_g1_i1	retsat	Chr03	107415482	107415482	0.292196358	0.292196358	unbias	0.699765951	Liver_fmean	0.1033	0.1611	1.5588
TRINITY_DN133626_c2_g3_i1	NA	NA	NA	NA	-1.338186536	1.338186536	unbias	0.838535327	Brain_fmean	0.0725	0.13	1.7946
TRINITY_DN133629_c1_g1_i1	NA	NA	NA	NA	0.52482742	0.52482742	unbias	0.431251888	G43_M_mean	0.049	0.0852	1.7382
TRINITY_DN133629_c2_g3_i2	NA	NA	NA	NA	0.40506457	0.40506457	unbias	0.460188808	Brain_fmean	0.1277	0.2174	1.7025
TRINITY_DN133633_c4_g1_i9	NA	NA	NA	NA	1.326803059	1.326803059	male	0.306736778	Testis_mean	0.0035	0.0034	0.9905
TRINITY_DN133638_c8_g1_i1	NA	NA	NA	NA	0.46838444	0.46838444	unbias	0.342036255	Brain_mmean	0.0155	0.0266	1.7212
TRINITY_DN133643_c0_g1_i3	pthlh	Chr03	1951232	1951232	1.594585026	1.594585026	male	0.612713512	G43_M_mean	0.0812	0.1555	1.916
TRINITY_DN133645_c1_g2_i5	thoc3-like	Chr03	35920184	35920184	-2.211434461	2.211434461	female	0.492607418	G46_F_mean	0.125	0.2136	1.7088
TRINITY_DN133650_c1_g3_i5	NA	NA	NA	NA	-2.500318187	2.500318187	female	0.73948439	Ovary_mean	0.2417	0.4765	1.9717
TRINITY_DN133651_c2_g3_i2	NA	NA	NA	NA	-0.158720469	0.158720469	unbias	0.096629468	G27_fmean	0.0882	0.1436	1.629
TRINITY_DN133651_c2_g4_i1	cct3	scaffold_5505	933	933	1.52800275	1.52800275	male	0.40594821	Brain_fmean	0.1162	0.1217	1.0471
TRINITY_DN133651_c3_g1_i2	NA	NA	NA	NA	1.062795844	1.062795844	unbias	0.626699846	Brain_mmean	0.118	0.1439	1.2198
TRINITY_DN133653_c0_g2_i3	NA	NA	NA	NA	-1.490125055	1.490125055	female	0.491810642	Ovary_mean	0.0669	0.091	1.3607
TRINITY_DN133657_c2_g1_i6	NA	NA	NA	NA	-1.5177582	1.5177582	female	0.634195507	Brain_fmean	0.0097	0.0104	1.0735
TRINITY_DN133657_c2_g6_i2	ptafr	Chr02	53507426	53507426	3.162085774	3.162085774	male	0.449110618	Brain_mmean	0.1214	0.1386	1.1415
TRINITY_DN133663_c0_g1_i1	NA	NA	NA	NA	1.582178862	1.582178862	male	0.414950925	Brain_mmean	0.0439	0.042	0.9546
