gid	direction	gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias
TRINITY_DN128587_c0_g1_i3	male	TRINITY_DN128587_c0_g1_i3	NA	NA	1.874897077	0.36713579	Testis_mean	male
TRINITY_DN128633_c6_g7_i2	male	TRINITY_DN128633_c6_g7_i2	zmym3	Chr08	1.678894623	0.401948226	Testis_mean	male
TRINITY_DN128639_c3_g3_i1	male	TRINITY_DN128639_c3_g3_i1	NA	NA	1.52050966	0.360631643	Liver_mean	male
TRINITY_DN128660_c0_g1_i3	male	TRINITY_DN128660_c0_g1_i3	NA	NA	1.167209698	0.179350853	Brain_mean	male
TRINITY_DN128911_c0_g1_i2	male	TRINITY_DN128911_c0_g1_i2	cdan1	Chr08	1.269114185	0.689259444	Brain_mean	male
TRINITY_DN128912_c6_g1_i1	male	TRINITY_DN128912_c6_g1_i1	NA	NA	2.342227006	0.311524692	Testis_mean	male
TRINITY_DN128955_c5_g1_i1	male	TRINITY_DN128955_c5_g1_i1	NA	NA	1.26787455	0.368470488	G23_mean	male
TRINITY_DN128988_c1_g1_i4	male	TRINITY_DN128988_c1_g1_i4	NA	NA	1.508393418	0.347847613	Brain_mean	male
TRINITY_DN129004_c0_g3_i2	male	TRINITY_DN129004_c0_g3_i2	NA	NA	1.071614413	0.365698237	Liver_mean	male
TRINITY_DN129017_c1_g1_i1	male	TRINITY_DN129017_c1_g1_i1	NA	NA	1.448718911	0.657099233	G46_M_mean	male
TRINITY_DN129034_c7_g7_i3	male	TRINITY_DN129034_c7_g7_i3	mrps35	Chr03	1.090029311	0.442595481	Testis_mean	male
TRINITY_DN129128_c4_g1_i5	male	TRINITY_DN129128_c4_g1_i5	NA	NA	1.07061262	0.245965738	Testis_mean	male
TRINITY_DN129289_c0_g1_i19	male	TRINITY_DN129289_c0_g1_i19	commd5	Chr08	1.846538315	0.529838952	Brain_mean	male
TRINITY_DN129329_c6_g2_i1	male	TRINITY_DN129329_c6_g2_i1	ninj1	scaffold_192	1.106349869	0.289235261	Brain_mean	male
TRINITY_DN129653_c1_g2_i1	male	TRINITY_DN129653_c1_g2_i1	NA	NA	1.539742285	0.315195286	G46_M_mean	male
TRINITY_DN129653_c1_g3_i2	male	TRINITY_DN129653_c1_g3_i2	NA	NA	1.315419206	0.199540457	Testis_mean	male
TRINITY_DN129671_c1_g9_i1	male	TRINITY_DN129671_c1_g9_i1	NA	NA	1.824445319	0.361296495	Brain_mean	male
TRINITY_DN129910_c0_g1_i2	male	TRINITY_DN129910_c0_g1_i2	NA	NA	1.375031022	0.375262629	Brain_mean	male
TRINITY_DN130043_c0_g2_i4	male	TRINITY_DN130043_c0_g2_i4	NA	NA	1.328193584	0.473715746	Liver_mean	male
TRINITY_DN130136_c6_g1_i1	male	TRINITY_DN130136_c6_g1_i1	NA	NA	2.202271658	0.480895884	Testis_mean	male
TRINITY_DN130164_c2_g10_i1	male	TRINITY_DN130164_c2_g10_i1	NA	NA	1.302569493	0.5154672	Liver_mean	male
TRINITY_DN130250_c2_g1_i1	male	TRINITY_DN130250_c2_g1_i1	NA	NA	1.224554101	0.37887848	G43_M_mean	male
TRINITY_DN130326_c1_g3_i1	male	TRINITY_DN130326_c1_g3_i1	NA	NA	1.746363803	0.716830808	Brain_mean	male
TRINITY_DN130449_c0_g1_i2	male	TRINITY_DN130449_c0_g1_i2	NA	NA	1.684200844	0.482262738	G46_M_mean	male
TRINITY_DN130527_c4_g4_i1	male	TRINITY_DN130527_c4_g4_i1	NA	NA	1.399967452	0.580920057	Testis_mean	male
TRINITY_DN130627_c3_g1_i1	male	TRINITY_DN130627_c3_g1_i1	NA	NA	2.039505188	0.21933505	G43_M_mean	male
TRINITY_DN130656_c3_g2_i12	male	TRINITY_DN130656_c3_g2_i12	NA	NA	2.99294251	0.421510893	Brain_mean	male
TRINITY_DN130770_c0_g2_i2	male	TRINITY_DN130770_c0_g2_i2	NA	NA	1.188860603	0.301816841	G27_mean	male
TRINITY_DN130851_c1_g5_i1	male	TRINITY_DN130851_c1_g5_i1	pvrl2	Chr07	1.652558879	0.414864884	G46_M_mean	male
TRINITY_DN130851_c2_g3_i1	male	TRINITY_DN130851_c2_g3_i1	NA	NA	1.588727765	0.542955796	Brain_mean	male
TRINITY_DN130854_c0_g3_i2	male	TRINITY_DN130854_c0_g3_i2	NA	NA	1.001519993	0.295896466	G43_F_mean	male
TRINITY_DN130880_c4_g2_i7	male	TRINITY_DN130880_c4_g2_i7	ctage5	Chr08	1.245280764	0.269070356	G46_M_mean	male
TRINITY_DN130923_c0_g2_i2	male	TRINITY_DN130923_c0_g2_i2	NA	NA	1.915986363	0.59508376	Testis_mean	male
TRINITY_DN131091_c8_g1_i2	male	TRINITY_DN131091_c8_g1_i2	cthrc1	Chr06	1.062616638	0.415442647	Brain_mean	male
TRINITY_DN131133_c0_g1_i1	male	TRINITY_DN131133_c0_g1_i1	cep19	Chr05	1.273299716	0.268626643	Brain_mean	male
TRINITY_DN131236_c0_g1_i1	male	TRINITY_DN131236_c0_g1_i1	NA	NA	1.189462792	0.611143701	Testis_mean	male
TRINITY_DN131259_c12_g3_i1	male	TRINITY_DN131259_c12_g3_i1	pspc1	Chr02	1.273908781	0.343840117	G43_M_mean	male
TRINITY_DN131269_c13_g15_i1	male	TRINITY_DN131269_c13_g15_i1	NA	NA	1.33866516	0.324750093	G27_mean	male
TRINITY_DN131299_c0_g1_i4	male	TRINITY_DN131299_c0_g1_i4	f2r	Chr01	1.8476959	0.643661238	Brain_mean	male
TRINITY_DN131299_c0_g2_i2	male	TRINITY_DN131299_c0_g2_i2	NA	NA	1.374376192	0.408258556	Brain_mean	male
TRINITY_DN131321_c3_g2_i1	male	TRINITY_DN131321_c3_g2_i1	NA	NA	1.172586978	0.215112921	G46_M_mean	male
TRINITY_DN131369_c1_g1_i1	male	TRINITY_DN131369_c1_g1_i1	NA	NA	1.295768397	0.435968299	G46_M_mean	male
TRINITY_DN131379_c2_g1_i2	male	TRINITY_DN131379_c2_g1_i2	MGC76064	Chr01	1.662229825	0.440232725	Brain_mean	male
TRINITY_DN131465_c3_g1_i3	male	TRINITY_DN131465_c3_g1_i3	NA	NA	1.733109704	0.64035476	G23_mean	male
TRINITY_DN131503_c1_g3_i4	male	TRINITY_DN131503_c1_g3_i4	NA	NA	1.162115247	0.547425853	Liver_mean	male
TRINITY_DN131507_c3_g2_i1	male	TRINITY_DN131507_c3_g2_i1	syncrip	Chr05	1.525343386	0.535175539	G46_M_mean	male
TRINITY_DN131535_c2_g1_i1	male	TRINITY_DN131535_c2_g1_i1	NA	NA	2.472238566	0.532736596	Testis_mean	male
TRINITY_DN131584_c0_g2_i3	male	TRINITY_DN131584_c0_g2_i3	NA	NA	1.055117481	0.594151417	G43_M_mean	male
TRINITY_DN131588_c1_g1_i6	male	TRINITY_DN131588_c1_g1_i6	NA	NA	2.519486352	0.422040734	Brain_mean	male
TRINITY_DN131607_c2_g2_i8	male	TRINITY_DN131607_c2_g2_i8	NA	NA	1.517408829	0.410296895	Testis_mean	male
TRINITY_DN131697_c5_g2_i1	male	TRINITY_DN131697_c5_g2_i1	NA	NA	1.553995625	0.332011013	G43_M_mean	male
TRINITY_DN131756_c6_g1_i1	male	TRINITY_DN131756_c6_g1_i1	NA	NA	1.856702757	0.6241259	Brain_mean	male
TRINITY_DN131760_c0_g1_i4	male	TRINITY_DN131760_c0_g1_i4	serpini2	Chr05	1.274646946	0.174575594	G31_mean	male
TRINITY_DN131856_c3_g2_i2	male	TRINITY_DN131856_c3_g2_i2	NA	NA	1.341445749	0.491609963	Testis_mean	male
TRINITY_DN131868_c0_g11_i1	male	TRINITY_DN131868_c0_g11_i1	NA	NA	1.441307239	0.708406007	Brain_mean	male
TRINITY_DN132022_c5_g3_i1	male	TRINITY_DN132022_c5_g3_i1	acvrl1	Chr02	1.044516417	0.47021589	G46_M_mean	male
TRINITY_DN132087_c0_g1_i2	male	TRINITY_DN132087_c0_g1_i2	NA	NA	1.46113068	0.626055179	G46_M_mean	male
TRINITY_DN132304_c3_g1_i6	male	TRINITY_DN132304_c3_g1_i6	NA	NA	1.261636072	0.44538929	Liver_mean	male
TRINITY_DN132475_c1_g1_i2	male	TRINITY_DN132475_c1_g1_i2	NA	NA	1.420370897	0.440409294	G43_M_mean	male
TRINITY_DN132547_c1_g4_i1	male	TRINITY_DN132547_c1_g4_i1	Xetrov90027597m	scaffold_2605	1.266861462	0.328332659	G46_M_mean	male
TRINITY_DN132578_c3_g4_i2	male	TRINITY_DN132578_c3_g4_i2	NA	NA	1.837878794	0.488988296	Brain_mean	male
TRINITY_DN132602_c3_g2_i2	male	TRINITY_DN132602_c3_g2_i2	NA	NA	1.158846469	0.662767076	Brain_mean	male
TRINITY_DN132623_c1_g1_i1	male	TRINITY_DN132623_c1_g1_i1	NA	NA	1.654752098	0.616269623	Brain_mean	male
TRINITY_DN132741_c0_g1_i1	male	TRINITY_DN132741_c0_g1_i1	NA	NA	1.382334488	0.355954073	G43_M_mean	male
TRINITY_DN132758_c1_g2_i4	male	TRINITY_DN132758_c1_g2_i4	NA	NA	2.810698154	0.535483896	G46_M_mean	male
TRINITY_DN132809_c9_g3_i1	male	TRINITY_DN132809_c9_g3_i1	NA	NA	2.249005589	0.647231453	Testis_mean	male
TRINITY_DN132814_c0_g1_i5	male	TRINITY_DN132814_c0_g1_i5	fancl	Chr05	1.081688162	0.504317239	Brain_mean	male
TRINITY_DN132850_c1_g1_i2	male	TRINITY_DN132850_c1_g1_i2	NA	NA	1.296007392	0.403949295	Brain_mean	male
TRINITY_DN132915_c0_g1_i6	male	TRINITY_DN132915_c0_g1_i6	NA	NA	1.579449688	0.613889298	Brain_mean	male
TRINITY_DN133001_c0_g1_i1	male	TRINITY_DN133001_c0_g1_i1	NA	NA	1.682664147	0.571418526	G43_M_mean	male
TRINITY_DN133061_c1_g1_i3	male	TRINITY_DN133061_c1_g1_i3	zbtb48	Chr07	1.041763967	0.322424241	G43_M_mean	male
TRINITY_DN133096_c6_g5_i1	male	TRINITY_DN133096_c6_g5_i1	NA	NA	1.438948292	0.666229312	Testis_mean	male
TRINITY_DN133099_c0_g3_i1	male	TRINITY_DN133099_c0_g3_i1	klhl36-like	Chr04	3.274294542	0.613819214	Brain_mean	male
TRINITY_DN133210_c0_g1_i4	male	TRINITY_DN133210_c0_g1_i4	NA	NA	1.60669752	0.562856715	Liver_mean	male
TRINITY_DN133268_c0_g1_i3	male	TRINITY_DN133268_c0_g1_i3	NA	NA	1.175691133	0.307823401	G43_M_mean	male
TRINITY_DN133409_c1_g3_i1	male	TRINITY_DN133409_c1_g3_i1	setdb2	Chr02	1.339833278	0.191181025	G43_M_mean	male
TRINITY_DN133496_c0_g1_i3	male	TRINITY_DN133496_c0_g1_i3	NA	NA	1.249142284	0.387096124	G46_M_mean	male
TRINITY_DN133575_c2_g1_i3	male	TRINITY_DN133575_c2_g1_i3	en2	Chr06	1.761125417	0.564702691	G23_mean	male
TRINITY_DN133577_c1_g4_i3	male	TRINITY_DN133577_c1_g4_i3	NA	NA	1.191481957	0.566646716	Liver_mean	male
TRINITY_DN133721_c0_g1_i1	male	TRINITY_DN133721_c0_g1_i1	NA	NA	1.249680491	0.629691049	Brain_mean	male
TRINITY_DN133735_c0_g1_i9	male	TRINITY_DN133735_c0_g1_i9	NA	NA	1.267400576	0.496093279	Brain_mean	male
TRINITY_DN133738_c1_g7_i2	male	TRINITY_DN133738_c1_g7_i2	NA	NA	1.754124721	0.443967852	Brain_mean	male
TRINITY_DN134053_c4_g1_i1	male	TRINITY_DN134053_c4_g1_i1	NA	NA	1.155833977	0.455438709	G27_mean	male
TRINITY_DN134068_c1_g9_i6	male	TRINITY_DN134068_c1_g9_i6	NA	NA	1.16571957	0.481279977	G46_M_mean	male
TRINITY_DN134143_c0_g1_i1	male	TRINITY_DN134143_c0_g1_i1	NA	NA	1.901485215	0.423313636	G43_M_mean	male
TRINITY_DN134219_c1_g1_i3	male	TRINITY_DN134219_c1_g1_i3	arid5b-like.1	Chr07	1.153040459	0.584768314	Brain_mean	male
TRINITY_DN134283_c1_g2_i1	male	TRINITY_DN134283_c1_g2_i1	NA	NA	1.201249526	0.494892298	G23_mean	male
TRINITY_DN134301_c2_g2_i2	male	TRINITY_DN134301_c2_g2_i2	NA	NA	1.039485896	0.324157257	Testis_mean	male
TRINITY_DN134342_c3_g2_i1	male	TRINITY_DN134342_c3_g2_i1	NA	NA	1.160909584	0.310487223	G27_mean	male
TRINITY_DN134451_c0_g1_i4	male	TRINITY_DN134451_c0_g1_i4	NA	NA	1.197320822	0.431190049	Brain_mean	male
TRINITY_DN134483_c0_g1_i1	male	TRINITY_DN134483_c0_g1_i1	NA	NA	1.363276133	0.345544649	Brain_mean	male
TRINITY_DN134738_c1_g2_i2	male	TRINITY_DN134738_c1_g2_i2	NA	NA	1.427993185	0.697994736	Brain_mean	male
TRINITY_DN134776_c2_g1_i1	male	TRINITY_DN134776_c2_g1_i1	NA	NA	1.034231709	0.473591681	Brain_mean	male
TRINITY_DN134777_c1_g3_i3	male	TRINITY_DN134777_c1_g3_i3	NA	NA	1.061604972	0.180766994	G46_M_mean	male
TRINITY_DN134898_c1_g7_i3	male	TRINITY_DN134898_c1_g7_i3	NA	NA	3.45625798	0.446885813	Brain_mean	male
TRINITY_DN134995_c0_g1_i1	male	TRINITY_DN134995_c0_g1_i1	LOC100492311-like	Chr01	1.068791094	0.433780787	G31_mean	male
TRINITY_DN135005_c2_g1_i2	male	TRINITY_DN135005_c2_g1_i2	NA	NA	2.111500679	0.683872516	Brain_mean	male
TRINITY_DN135017_c0_g2_i3	male	TRINITY_DN135017_c0_g2_i3	tmem184a	Chr09	1.052437083	0.166920773	G27_mean	male
TRINITY_DN135065_c0_g1_i7	male	TRINITY_DN135065_c0_g1_i7	NA	NA	1.305272231	0.404616849	G27_mean	male
TRINITY_DN135164_c2_g1_i3	male	TRINITY_DN135164_c2_g1_i3	mtmr11	Chr08	1.251230288	0.397999282	Brain_mean	male
TRINITY_DN135223_c2_g3_i2	male	TRINITY_DN135223_c2_g3_i2	rnf166	Chr04	1.203799625	0.455708042	Brain_mean	male
TRINITY_DN135226_c0_g2_i1	male	TRINITY_DN135226_c0_g2_i1	NA	NA	1.559108513	0.466789867	Brain_mean	male
TRINITY_DN135336_c6_g3_i3	male	TRINITY_DN135336_c6_g3_i3	NA	NA	1.597199616	0.332045823	G43_M_mean	male
TRINITY_DN135623_c1_g2_i3	male	TRINITY_DN135623_c1_g2_i3	rnf219-like	Chr02	1.168993682	0.678724627	Liver_mean	male
TRINITY_DN135864_c0_g11_i1	male	TRINITY_DN135864_c0_g11_i1	NA	NA	10.40619987	0.500742572	Testis_mean	male
TRINITY_DN135877_c0_g1_i10	male	TRINITY_DN135877_c0_g1_i10	NA	NA	1.003051063	0.285439902	G31_mean	male
TRINITY_DN135877_c0_g2_i3	male	TRINITY_DN135877_c0_g2_i3	cdpf1-like	scaffold_214	1.273584741	0.313858142	G46_M_mean	male
TRINITY_DN136085_c1_g2_i1	male	TRINITY_DN136085_c1_g2_i1	NA	NA	1.570919071	0.381742848	Brain_mean	male
TRINITY_DN136124_c0_g1_i1	male	TRINITY_DN136124_c0_g1_i1	NA	NA	1.184981879	0.310154404	G46_M_mean	male
TRINITY_DN136384_c2_g2_i1	male	TRINITY_DN136384_c2_g2_i1	NA	NA	2.267376416	0.563210484	Testis_mean	male
TRINITY_DN136561_c3_g4_i2	male	TRINITY_DN136561_c3_g4_i2	NA	NA	1.244350697	0.499325533	Liver_mean	male
TRINITY_DN136721_c2_g4_i2	male	TRINITY_DN136721_c2_g4_i2	NA	NA	1.431174533	0.252097779	G43_M_mean	male
TRINITY_DN136741_c9_g1_i1	male	TRINITY_DN136741_c9_g1_i1	ptdss1	Chr06	1.137542016	0.43942371	G43_M_mean	male
TRINITY_DN142384_c0_g1_i1	male	TRINITY_DN142384_c0_g1_i1	LOC100494612	Chr03	1.791730165	0.307231837	Testis_mean	male
TRINITY_DN207176_c0_g1_i1	male	TRINITY_DN207176_c0_g1_i1	dnase1l3	scaffold_87	1.401495362	0.30779526	G43_M_mean	male
TRINITY_DN209985_c0_g1_i1	male	TRINITY_DN209985_c0_g1_i1	NA	NA	4.359739294	0.476845951	G43_M_mean	male
TRINITY_DN211734_c0_g1_i1	male	TRINITY_DN211734_c0_g1_i1	NA	NA	1.269139638	0.260041912	G43_F_mean	male
TRINITY_DN43685_c0_g1_i1	male	TRINITY_DN43685_c0_g1_i1	NA	NA	2.618157643	0.257833096	G46_M_mean	male
TRINITY_DN44160_c0_g1_i1	male	TRINITY_DN44160_c0_g1_i1	NA	NA	1.701477261	0.496816616	G43_M_mean	male
TRINITY_DN61744_c0_g2_i1	male	TRINITY_DN61744_c0_g2_i1	NA	NA	1.108517056	0.443287097	Brain_mean	male
TRINITY_DN76422_c0_g1_i1	male	TRINITY_DN76422_c0_g1_i1	arrdc3	Chr01	1.100374797	0.767341165	Liver_mean	male
TRINITY_DN79339_c0_g2_i1	male	TRINITY_DN79339_c0_g2_i1	NA	NA	1.761073464	0.31767473	Brain_mean	male
TRINITY_DN79346_c0_g2_i1	male	TRINITY_DN79346_c0_g2_i1	cdc73	Chr04	2.805404571	0.669241656	Testis_mean	male
TRINITY_DN79738_c0_g2_i1	male	TRINITY_DN79738_c0_g2_i1	NA	NA	1.043045572	0.443586234	G46_M_mean	male
TRINITY_DN90841_c0_g2_i1	male	TRINITY_DN90841_c0_g2_i1	NA	NA	2.015662747	0.29852894	Testis_mean	male
TRINITY_DN98787_c0_g1_i1	male	TRINITY_DN98787_c0_g1_i1	NA	NA	1.542778045	0.40023043	G46_M_mean	male
TRINITY_DN103744_c0_g1_i2	yes	TRINITY_DN103744_c0_g1_i2	NA	NA	-1.058121347	0.145671447	G23_mean	female
TRINITY_DN104090_c1_g2_i1	yes	TRINITY_DN104090_c1_g2_i1	scara3-like	scaffold_786	-1.07516099	0.264123166	G23_mean	female
TRINITY_DN107751_c0_g1_i1	yes	TRINITY_DN107751_c0_g1_i1	gatsl3	Chr01	-1.12239531	0.432456608	Testis_mean	female
TRINITY_DN107978_c0_g1_i1	yes	TRINITY_DN107978_c0_g1_i1	NA	NA	-5.776145017	0.802771689	Testis_mean	female
TRINITY_DN108709_c0_g1_i2	yes	TRINITY_DN108709_c0_g1_i2	NA	NA	-7.062448458	0.748406363	Testis_mean	female
TRINITY_DN109555_c0_g1_i2	yes	TRINITY_DN109555_c0_g1_i2	NA	NA	-3.040757449	0.766137811	Testis_mean	female
TRINITY_DN110412_c0_g1_i1	yes	TRINITY_DN110412_c0_g1_i1	gtse1	Chr03	-1.229549628	0.501233706	Testis_mean	female
TRINITY_DN112551_c0_g1_i2	yes	TRINITY_DN112551_c0_g1_i2	NA	NA	-1.277968353	0.540383261	Testis_mean	female
TRINITY_DN112768_c1_g1_i2	yes	TRINITY_DN112768_c1_g1_i2	NA	NA	-2.041152678	0.739183822	G31_mean	female
TRINITY_DN112790_c0_g1_i1	yes	TRINITY_DN112790_c0_g1_i1	NA	NA	-1.684236787	0.444335867	Testis_mean	female
TRINITY_DN112955_c0_g1_i2	yes	TRINITY_DN112955_c0_g1_i2	NA	NA	-2.722848558	0.528010476	Testis_mean	female
TRINITY_DN114033_c0_g1_i2	yes	TRINITY_DN114033_c0_g1_i2	sec22l2	scaffold_828	-7.211575748	0.838627414	Testis_mean	female
TRINITY_DN114033_c0_g3_i2	yes	TRINITY_DN114033_c0_g3_i2	gjb3	Chr02	-6.886863349	0.798847822	Testis_mean	female
TRINITY_DN114469_c0_g1_i3	yes	TRINITY_DN114469_c0_g1_i3	NA	NA	-1.948756031	0.417873324	Testis_mean	female
TRINITY_DN114469_c0_g2_i1	yes	TRINITY_DN114469_c0_g2_i1	NA	NA	-1.749141549	0.404751338	Testis_mean	female
TRINITY_DN115041_c0_g1_i2	yes	TRINITY_DN115041_c0_g1_i2	NA	NA	-1.374777505	0.298597397	Testis_mean	female
TRINITY_DN115324_c0_g1_i4	yes	TRINITY_DN115324_c0_g1_i4	slc24a4	Chr08	-3.836546757	0.575826642	Testis_mean	female
TRINITY_DN116137_c0_g2_i2	yes	TRINITY_DN116137_c0_g2_i2	NA	NA	-6.245243149	0.726034342	Testis_mean	female
TRINITY_DN116144_c0_g1_i1	yes	TRINITY_DN116144_c0_g1_i1	NA	NA	-8.730394813	0.860005981	Testis_mean	female
TRINITY_DN116421_c0_g2_i1	yes	TRINITY_DN116421_c0_g2_i1	NA	NA	-6.200261796	0.806379601	Testis_mean	female
TRINITY_DN117265_c0_g1_i7	yes	TRINITY_DN117265_c0_g1_i7	wibg	Chr02	-1.019173129	0.226839947	Testis_mean	female
TRINITY_DN117326_c0_g1_i4	yes	TRINITY_DN117326_c0_g1_i4	NA	NA	-1.900759282	0.316905269	Testis_mean	female
TRINITY_DN117446_c0_g1_i2	yes	TRINITY_DN117446_c0_g1_i2	NA	NA	-6.770736219	0.697150152	Testis_mean	female
TRINITY_DN117528_c0_g3_i1	yes	TRINITY_DN117528_c0_g3_i1	NA	NA	-1.734932543	0.414166243	Testis_mean	female
TRINITY_DN117800_c0_g1_i1	yes	TRINITY_DN117800_c0_g1_i1	NA	NA	-5.965550502	0.807398273	Testis_mean	female
TRINITY_DN117814_c0_g1_i3	yes	TRINITY_DN117814_c0_g1_i3	NA	NA	-2.023334015	0.607243196	Testis_mean	female
TRINITY_DN117996_c0_g1_i1	yes	TRINITY_DN117996_c0_g1_i1	NA	NA	-1.742743697	0.358895442	Testis_mean	female
TRINITY_DN118256_c0_g1_i1	yes	TRINITY_DN118256_c0_g1_i1	NA	NA	-6.13475372	0.80376587	Testis_mean	female
TRINITY_DN120631_c0_g2_i2	yes	TRINITY_DN120631_c0_g2_i2	NA	NA	-6.166892895	0.769353552	Testis_mean	female
TRINITY_DN120962_c4_g1_i2	yes	TRINITY_DN120962_c4_g1_i2	cmya5	Chr01	-2.739829506	0.663894323	Brain_mean	female
TRINITY_DN121465_c4_g2_i1	yes	TRINITY_DN121465_c4_g2_i1	NA	NA	-3.046376036	0.855974894	Testis_mean	female
TRINITY_DN121680_c0_g1_i1	yes	TRINITY_DN121680_c0_g1_i1	NA	NA	-1.623734031	0.71701377	Brain_mean	female
TRINITY_DN121788_c0_g1_i1	yes	TRINITY_DN121788_c0_g1_i1	NA	NA	-6.902349676	0.733363468	Testis_mean	female
TRINITY_DN122069_c0_g1_i6	yes	TRINITY_DN122069_c0_g1_i6	NA	NA	-3.599316361	0.799328038	Testis_mean	female
TRINITY_DN122130_c0_g1_i3	yes	TRINITY_DN122130_c0_g1_i3	NA	NA	-1.369893121	0.212353359	Testis_mean	female
TRINITY_DN122919_c1_g3_i3	yes	TRINITY_DN122919_c1_g3_i3	cd36	Chr03	-4.891035187	0.698901632	Testis_mean	female
TRINITY_DN123167_c6_g2_i4	yes	TRINITY_DN123167_c6_g2_i4	mbp	scaffold_21	-1.493128148	0.65959761	Testis_mean	female
TRINITY_DN123296_c1_g1_i2	yes	TRINITY_DN123296_c1_g1_i2	NA	NA	-6.966208663	0.772476373	Testis_mean	female
TRINITY_DN123704_c2_g3_i1	yes	TRINITY_DN123704_c2_g3_i1	sema6a	Chr01	-2.464643143	0.638841219	G31_mean	female
TRINITY_DN123710_c0_g1_i1	yes	TRINITY_DN123710_c0_g1_i1	NA	NA	-5.10662405	0.81074428	Testis_mean	female
TRINITY_DN123988_c0_g3_i1	yes	TRINITY_DN123988_c0_g3_i1	NA	NA	-2.481055007	0.663181059	Brain_mean	female
TRINITY_DN124015_c2_g3_i1	yes	TRINITY_DN124015_c2_g3_i1	NA	NA	-1.430312671	0.166508801	G23_mean	female
TRINITY_DN124907_c0_g1_i1	yes	TRINITY_DN124907_c0_g1_i1	NA	NA	-5.834742029	0.852074662	Testis_mean	female
TRINITY_DN124951_c0_g3_i3	yes	TRINITY_DN124951_c0_g3_i3	traf2	scaffold_678	-5.419832267	0.764571114	Testis_mean	female
TRINITY_DN126030_c0_g2_i2	yes	TRINITY_DN126030_c0_g2_i2	NA	NA	-1.941406942	0.558286839	Brain_mean	female
TRINITY_DN126089_c1_g1_i2	yes	TRINITY_DN126089_c1_g1_i2	uggt1-like	Chr05	-6.718235288	0.750716773	Testis_mean	female
TRINITY_DN126388_c0_g1_i1	yes	TRINITY_DN126388_c0_g1_i1	nemf-like	Chr08	-5.672776818	0.789823777	Testis_mean	female
TRINITY_DN126414_c7_g8_i1	yes	TRINITY_DN126414_c7_g8_i1	NA	NA	-1.214681612	0.443993447	Brain_mean	female
TRINITY_DN126452_c0_g3_i2	yes	TRINITY_DN126452_c0_g3_i2	NA	NA	-1.588663012	0.26648379	G46_F_mean	female
TRINITY_DN126902_c0_g4_i4	yes	TRINITY_DN126902_c0_g4_i4	NA	NA	-1.298002964	0.599341708	Brain_mean	female
TRINITY_DN127163_c0_g4_i1	yes	TRINITY_DN127163_c0_g4_i1	NA	NA	-1.354066312	0.329883624	Testis_mean	female
TRINITY_DN127719_c0_g1_i2	yes	TRINITY_DN127719_c0_g1_i2	NA	NA	-1.286478416	0.307143441	Testis_mean	female
TRINITY_DN127929_c1_g3_i4	yes	TRINITY_DN127929_c1_g3_i4	NA	NA	-1.203261961	0.515377376	Testis_mean	female
TRINITY_DN127990_c0_g1_i1	yes	TRINITY_DN127990_c0_g1_i1	NA	NA	-4.712424001	0.766726791	Testis_mean	female
TRINITY_DN128202_c1_g2_i2	yes	TRINITY_DN128202_c1_g2_i2	lingo2	Chr01	-1.896675143	0.676946004	Brain_mean	female
TRINITY_DN128246_c0_g5_i3	yes	TRINITY_DN128246_c0_g5_i3	NA	NA	-1.272888385	0.204424887	G46_F_mean	female
TRINITY_DN128687_c0_g1_i2	yes	TRINITY_DN128687_c0_g1_i2	hao2	scaffold_1422	-1.967634262	0.641393551	Testis_mean	female
TRINITY_DN128798_c0_g1_i3	yes	TRINITY_DN128798_c0_g1_i3	NA	NA	-2.092405685	0.65858029	G31_mean	female
TRINITY_DN128881_c4_g2_i1	yes	TRINITY_DN128881_c4_g2_i1	NA	NA	-3.464442424	0.710821471	Testis_mean	female
TRINITY_DN128884_c3_g1_i1	yes	TRINITY_DN128884_c3_g1_i1	NA	NA	-2.04765539	0.478833058	Brain_mean	female
TRINITY_DN129120_c0_g5_i1	yes	TRINITY_DN129120_c0_g5_i1	NA	NA	-1.271408223	0.487413314	Testis_mean	female
TRINITY_DN129141_c5_g2_i3	yes	TRINITY_DN129141_c5_g2_i3	NA	NA	-1.253824825	0.317975659	G23_mean	female
TRINITY_DN129273_c5_g6_i1	yes	TRINITY_DN129273_c5_g6_i1	cyct	Chr09	-1.321545968	0.27600935	G23_mean	female
TRINITY_DN129285_c0_g1_i3	yes	TRINITY_DN129285_c0_g1_i3	NA	NA	-4.687914515	0.830160648	Testis_mean	female
TRINITY_DN129398_c8_g2_i1	yes	TRINITY_DN129398_c8_g2_i1	NA	NA	-1.534446489	0.9000546	Testis_mean	female
TRINITY_DN129420_c0_g1_i2	yes	TRINITY_DN129420_c0_g1_i2	NA	NA	-1.549327378	0.196308944	G46_F_mean	female
TRINITY_DN129486_c1_g1_i4	yes	TRINITY_DN129486_c1_g1_i4	NA	NA	-2.032652312	0.865154618	Brain_mean	female
TRINITY_DN129633_c3_g2_i1	yes	TRINITY_DN129633_c3_g2_i1	mboat1	Chr06	-5.63843659	0.805723045	Testis_mean	female
TRINITY_DN129656_c4_g3_i2	yes	TRINITY_DN129656_c4_g3_i2	NA	NA	-1.061790799	0.583648121	Testis_mean	female
TRINITY_DN129774_c0_g2_i2	yes	TRINITY_DN129774_c0_g2_i2	NA	NA	-1.066630437	0.279827122	Testis_mean	female
