gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.Xxliver	bias	tau	tissue	tau	tissue	dNdS	dN	dS
TRINITY_DN132826_c2_g2_i1	NA	NA	NA	NA	-0.083388931	0.083388931	unbias	0.277419786	Brain_fmean	0.277419786	Brain_fmean	0.0187	0.0221	1.1811
TRINITY_DN132830_c6_g1_i1	hsd11b2	Chr04	51645381	51645381	-0.765621265	0.765621265	unbias	0.470173474	Ovary_mean	0.470173474	Ovary_mean	0.0716	0.1411	1.9707
TRINITY_DN132830_c9_g3_i5	ccdc78	scaffold_458	13284	13284	-0.323794149	0.323794149	unbias	0.642690648	Ovary_mean	0.642690648	Ovary_mean	0.0802	0.1433	1.7879
TRINITY_DN132832_c1_g1_i15	NA	NA	NA	NA	-0.162883078	0.162883078	unbias	0.545716681	Brain_fmean	0.545716681	Brain_fmean	0.0597	0.084	1.4062
TRINITY_DN132832_c1_g5_i6	NA	NA	NA	NA	0.454754105	0.454754105	unbias	0.219980541	Brain_mmean	0.219980541	Brain_mmean	0.0349	0.0379	1.0871
TRINITY_DN132837_c1_g2_i2	LOC100494322	Chr06	18209355	18209355	-0.605932685	0.605932685	unbias	0.650563719	Ovary_mean	0.650563719	Ovary_mean	0.0345	0.0653	1.8956
TRINITY_DN132842_c1_g1_i1	LOC100491458	Chr07	105776029	105776029	0.302052165	0.302052165	unbias	0.670821491	Ovary_mean	0.670821491	Ovary_mean	0.0729	0.1003	1.3765
TRINITY_DN132851_c3_g3_i1	acaa2	Chr01	192462441	192462441	-0.064261127	0.064261127	unbias	0.507179307	Ovary_mean	0.507179307	Ovary_mean	0.1234	0.2356	1.9096
TRINITY_DN132851_c3_g4_i1	NA	NA	NA	NA	0.505947237	0.505947237	unbias	0.420665004	Brain_fmean	0.420665004	Brain_fmean	0.1387	0.1955	1.409
TRINITY_DN132854_c0_g2_i2	NA	NA	NA	NA	0.718280947	0.718280947	unbias	0.644540388	Ovary_mean	0.644540388	Ovary_mean	0.094	0.0656	0.6977
TRINITY_DN132859_c11_g2_i2	NA	NA	NA	NA	-0.353513221	0.353513221	unbias	0.276203873	Testis_mean	0.276203873	Testis_mean	0.0945	0.1569	1.6592
TRINITY_DN132863_c3_g1_i2	NA	NA	NA	NA	-0.137080609	0.137080609	unbias	0.415877713	Brain_fmean	0.415877713	Brain_fmean	0.0071	0.0115	1.6317
TRINITY_DN132871_c1_g1_i1	NA	NA	NA	NA	0.239824108	0.239824108	unbias	0.39019547	G23_fmean	0.39019547	G23_fmean	0.0754	0.1229	1.6302
TRINITY_DN132874_c0_g1_i1	NA	NA	NA	NA	-0.132809739	0.132809739	unbias	0.19963959	Ovary_mean	0.19963959	Ovary_mean	0.0083	0.0069	0.8297
TRINITY_DN132876_c2_g4_i1	NA	NA	NA	NA	0.847774516	0.847774516	unbias	0.447925012	Ovary_mean	0.447925012	Ovary_mean	0.1836	0.2842	1.548
TRINITY_DN132878_c0_g3_i1	NA	NA	NA	NA	-0.232817522	0.232817522	unbias	0.490220569	Ovary_mean	0.490220569	Ovary_mean	0.064	0.0997	1.5596
TRINITY_DN132879_c5_g7_i1	NA	NA	NA	NA	-0.013643555	0.013643555	unbias	0.303426468	G23_mmean	0.303426468	G23_mmean	0.0659	0.1268	1.9243
TRINITY_DN132882_c8_g2_i1	NA	NA	NA	NA	-0.323301338	0.323301338	unbias	0.633825719	Ovary_mean	0.633825719	Ovary_mean	0.0657	0.0842	1.282
TRINITY_DN132884_c3_g6_i1	NA	NA	NA	NA	0.377022981	0.377022981	unbias	0.320987271	G23_mmean	0.320987271	G23_mmean	0.0265	0.0517	1.9531
TRINITY_DN132887_c1_g1_i2	NA	NA	NA	NA	-0.636839422	0.636839422	unbias	0.50382325	Ovary_mean	0.50382325	Ovary_mean	0.0286	0.0383	1.3396
TRINITY_DN132887_c4_g2_i1	NA	NA	NA	NA	0.136225549	0.136225549	unbias	0.292437699	G23_mmean	0.292437699	G23_mmean	0.0292	0.0537	1.8381
TRINITY_DN132888_c0_g1_i1	NA	NA	NA	NA	-0.429767596	0.429767596	unbias	0.423563791	Brain_fmean	0.423563791	Brain_fmean	0.0481	0.0431	0.8952
TRINITY_DN132891_c7_g2_i3	NA	NA	NA	NA	0.044559947	0.044559947	unbias	0.63517261	Ovary_mean	0.63517261	Ovary_mean	0.0279	0.0283	1.015
TRINITY_DN132892_c2_g1_i2	NA	NA	NA	NA	0.491708792	0.491708792	unbias	0.150908171	Ovary_mean	0.150908171	Ovary_mean	0.0725	0.1305	1.8013
TRINITY_DN132899_c0_g1_i4	NA	NA	NA	NA	-0.232015178	0.232015178	unbias	0.441690833	Ovary_mean	0.441690833	Ovary_mean	0.0948	0.1625	1.7144
TRINITY_DN132900_c0_g3_i3	LOC100124934	Chr05	55323082	55323082	0.129966014	0.129966014	unbias	0.55704661	Brain_mmean	0.55704661	Brain_mmean	0.0335	0.0406	1.2135
TRINITY_DN132906_c0_g4_i8	NA	NA	NA	NA	0.458306333	0.458306333	unbias	0.483389818	Liver_mmean	0.483389818	Liver_mmean	0.0205	0.0324	1.5818
TRINITY_DN132910_c0_g1_i1	NA	NA	NA	NA	0.235229139	0.235229139	unbias	0.304940267	Ovary_mean	0.304940267	Ovary_mean	0.0683	0.1049	1.5369
TRINITY_DN132917_c4_g2_i4	NA	NA	NA	NA	-0.437039574	0.437039574	unbias	0.455143212	Brain_fmean	0.455143212	Brain_fmean	0.0937	0.1218	1.2995
TRINITY_DN132922_c3_g2_i1	ifi30	Chr01	84909967	84909967	0.02244863	0.02244863	unbias	0.722178217	Brain_mmean	0.722178217	Brain_mmean	0.0421	0.0573	1.3606
TRINITY_DN132934_c0_g1_i2	NA	NA	NA	NA	0.066751837	0.066751837	unbias	0.256801575	G43_M_mean	0.256801575	G43_M_mean	0.0526	0.0758	1.4408
TRINITY_DN132942_c0_g1_i5	LOC100496663	Chr05	107921390	107921390	0.1572817	0.1572817	unbias	0.312790502	Testis_mean	0.312790502	Testis_mean	0.1217	0.2165	1.7795
TRINITY_DN132943_c0_g5_i8	fgl2	Chr03	68520190	68520190	1.371454184	1.371454184	unbias	0.583491123	Brain_mmean	0.583491123	Brain_mmean	0.0182	0.0197	1.0854
TRINITY_DN132947_c0_g1_i4	NA	NA	NA	NA	-0.717799711	0.717799711	unbias	0.464363249	Ovary_mean	0.464363249	Ovary_mean	0.1366	0.255	1.8669
TRINITY_DN132949_c1_g1_i1	NA	NA	NA	NA	0.271113133	0.271113133	unbias	0.249393036	Brain_fmean	0.249393036	Brain_fmean	0.0341	0.0457	1.3397
TRINITY_DN132951_c0_g1_i2	NA	NA	NA	NA	0.206760578	0.206760578	unbias	0.430950694	Brain_mmean	0.430950694	Brain_mmean	0.0263	0.0504	1.9115
TRINITY_DN132954_c5_g2_i3	NA	NA	NA	NA	0.266860421	0.266860421	unbias	0.383299005	Brain_fmean	0.383299005	Brain_fmean	0.0572	0.0835	1.4615
TRINITY_DN132956_c5_g1_i3	NA	NA	NA	NA	-0.329212961	0.329212961	unbias	0.306368327	Ovary_mean	0.306368327	Ovary_mean	0.0559	0.0905	1.6206
TRINITY_DN132960_c3_g1_i1	LOC100497111	Chr10	39124618	39124618	-0.237009796	0.237009796	unbias	0.266167808	G43_M_mean	0.266167808	G43_M_mean	0.1112	0.2091	1.881
TRINITY_DN132961_c3_g1_i1	NA	NA	NA	NA	-0.050767503	0.050767503	unbias	0.453391424	Brain_mmean	0.453391424	Brain_mmean	0.0572	0.0879	1.5365
TRINITY_DN132963_c1_g4_i2	NA	NA	NA	NA	-0.343895463	0.343895463	unbias	0.306895545	Ovary_mean	0.306895545	Ovary_mean	0.0717	0.1161	1.6197
TRINITY_DN132968_c1_g1_i1	NA	NA	NA	NA	0.511636486	0.511636486	unbias	0.744474347	Brain_mmean	0.744474347	Brain_mmean	0.16	0.1217	0.7607
TRINITY_DN132969_c0_g2_i1	NA	NA	NA	NA	-0.354753158	0.354753158	unbias	0.490281951	Ovary_mean	0.490281951	Ovary_mean	0.0963	0.1058	1.0995
TRINITY_DN132974_c4_g2_i9	atrx-like	Chr08	24444253	24444253	0.1396054	0.1396054	unbias	0.473002899	Brain_fmean	0.473002899	Brain_fmean	0.0608	0.0705	1.1597
TRINITY_DN132975_c0_g1_i1	NA	NA	NA	NA	-0.021706861	0.021706861	unbias	0.233986953	Testis_mean	0.233986953	Testis_mean	0.0547	0.0978	1.79
TRINITY_DN132976_c1_g5_i2	eif3f	scaffold_105	157021	157021	-0.640214637	0.640214637	unbias	0.54952112	Ovary_mean	0.54952112	Ovary_mean	0.127	0.145	1.1417
TRINITY_DN132976_c4_g2_i4	NA	NA	NA	NA	0.097972476	0.097972476	unbias	0.312248343	Ovary_mean	0.312248343	Ovary_mean	0.029	0.0401	1.382
TRINITY_DN132977_c0_g1_i4	NA	NA	NA	NA	0.492077044	0.492077044	unbias	0.152982054	Brain_mmean	0.152982054	Brain_mmean	0.0232	0.0332	1.4336
TRINITY_DN132980_c2_g1_i2	NA	NA	NA	NA	-0.011810976	0.011810976	unbias	0.212824744	Ovary_mean	0.212824744	Ovary_mean	0.0523	0.0821	1.568
TRINITY_DN132991_c1_g4_i1	NA	NA	NA	NA	-0.564156842	0.564156842	unbias	0.519927718	Brain_mmean	0.519927718	Brain_mmean	0.0493	0.0717	1.4545
TRINITY_DN133002_c6_g5_i3	NA	NA	NA	NA	-0.151439263	0.151439263	unbias	0.412726782	Ovary_mean	0.412726782	Ovary_mean	0.059	0.0607	1.028
TRINITY_DN133005_c2_g1_i1	fam134a	Chr09	77884200	77884200	1.220464226	1.220464226	unbias	0.534117103	G43_M_mean	0.534117103	G43_M_mean	0.0287	0.056	1.95
TRINITY_DN133007_c1_g1_i4	pgm2l1	scaffold_368	72256	72256	0.399103313	0.399103313	unbias	0.532621952	Ovary_mean	0.532621952	Ovary_mean	0.0747	0.1172	1.5705
TRINITY_DN133008_c0_g1_i3	NA	NA	NA	NA	0.030817541	0.030817541	unbias	0.23662931	Brain_mmean	0.23662931	Brain_mmean	0.0342	0.0442	1.2937
TRINITY_DN133011_c0_g1_i4	NA	NA	NA	NA	0.189533648	0.189533648	unbias	0.384811705	Brain_fmean	0.384811705	Brain_fmean	0.0378	0.0509	1.3465
TRINITY_DN133014_c5_g4_i7	birc6-like.2	Chr05	56236763	56236763	0.077888766	0.077888766	unbias	0.281428433	Brain_mmean	0.281428433	Brain_mmean	0.0831	0.1002	1.2051
TRINITY_DN133016_c0_g1_i1	cgrrf1	Chr08	74347535	74347535	0.03414815	0.03414815	unbias	0.307703667	Brain_fmean	0.307703667	Brain_fmean	0.0416	0.0657	1.5797
TRINITY_DN133021_c1_g1_i1	NA	NA	NA	NA	0.097334673	0.097334673	unbias	0.75246815	Brain_fmean	0.75246815	Brain_fmean	0.0486	0.0585	1.2034
TRINITY_DN133029_c0_g2_i7	NA	NA	NA	NA	-0.271894386	0.271894386	unbias	0.617722905	G46_M_mean	0.617722905	G46_M_mean	0.2417	0.4369	1.8074
TRINITY_DN133031_c0_g1_i3	NA	NA	NA	NA	0.378815077	0.378815077	unbias	0.264726928	Brain_mmean	0.264726928	Brain_mmean	0.1639	0.2678	1.6343
TRINITY_DN133032_c0_g2_i1	NA	NA	NA	NA	0.001487096	0.001487096	unbias	0.227019701	Brain_mmean	0.227019701	Brain_mmean	0.0567	0.0795	1.4025
TRINITY_DN133034_c0_g8_i2	LOC100216027	Chr04	40038217	40038217	1.077265515	1.077265515	unbias	0.270046972	G46_M_mean	0.270046972	G46_M_mean	0.0914	0.1552	1.6976
TRINITY_DN133036_c1_g2_i2	NA	NA	NA	NA	0.281312542	0.281312542	unbias	0.316921306	Testis_mean	0.316921306	Testis_mean	0.0855	0.1083	1.2661
TRINITY_DN133039_c0_g1_i7	st13	Chr04	105911538	105911538	-1.146781914	1.146781914	unbias	0.486459419	Brain_mmean	0.486459419	Brain_mmean	0.106	0.1731	1.6334
TRINITY_DN133040_c2_g1_i1	NA	NA	NA	NA	0.915823738	0.915823738	unbias	0.312958776	G43_M_mean	0.312958776	G43_M_mean	0.1064	0.1879	1.7661
TRINITY_DN133045_c7_g3_i1	top3b-like	Chr01	145498207	145498207	0.403870751	0.403870751	unbias	0.615042718	Ovary_mean	0.615042718	Ovary_mean	0.1325	0.2618	1.9758
TRINITY_DN133052_c1_g4_i1	NA	NA	NA	NA	0.54010542	0.54010542	unbias	0.371955416	G23_mmean	0.371955416	G23_mmean	0.0821	0.1239	1.5101
TRINITY_DN133054_c3_g2_i1	NA	NA	NA	NA	-0.402241485	0.402241485	unbias	0.590861124	Brain_fmean	0.590861124	Brain_fmean	0.102	0.155	1.5193
TRINITY_DN133061_c1_g1_i3	NA	NA	NA	NA	0.640898997	0.640898997	unbias	0.37213324	Brain_fmean	0.37213324	Brain_fmean	0.2014	0.2641	1.3115
TRINITY_DN133062_c0_g4_i13	NA	NA	NA	NA	-0.243072821	0.243072821	unbias	0.431304596	Brain_mmean	0.431304596	Brain_mmean	0.162	0.3051	1.8834
TRINITY_DN133075_c0_g1_i1	NA	NA	NA	NA	0.584542597	0.584542597	unbias	0.663783594	Testis_mean	0.663783594	Testis_mean	0.0521	0.0724	1.3901
TRINITY_DN133081_c0_g2_i1	NA	NA	NA	NA	0.394461998	0.394461998	unbias	0.439460273	Brain_mmean	0.439460273	Brain_mmean	0.1755	0.27	1.5387
TRINITY_DN133088_c5_g1_i1	NA	NA	NA	NA	0.055814772	0.055814772	unbias	0.264160065	Brain_fmean	0.264160065	Brain_fmean	0.0657	0.0778	1.1834
TRINITY_DN133089_c1_g2_i1	psmg3	Chr09	23996882	23996882	0.433331896	0.433331896	unbias	0.64679223	Brain_mmean	0.64679223	Brain_mmean	0.1397	0.1644	1.1762
TRINITY_DN133091_c4_g1_i1	NA	NA	NA	NA	-0.197745067	0.197745067	unbias	0.52086544	Brain_fmean	0.52086544	Brain_fmean	0.0159	0.0186	1.1659
TRINITY_DN133096_c5_g1_i1	NA	NA	NA	NA	-0.087647309	0.087647309	unbias	0.452249296	Brain_mmean	0.452249296	Brain_mmean	0.1108	0.0815	0.7357
TRINITY_DN133096_c6_g3_i1	lyg2	Chr02	109194592	109194592	0.075562324	0.075562324	unbias	0.573686307	Brain_mmean	0.573686307	Brain_mmean	0.0468	0.0926	1.9804
TRINITY_DN133101_c2_g1_i1	NA	NA	NA	NA	0.05644485	0.05644485	unbias	0.293314686	Brain_fmean	0.293314686	Brain_fmean	0.111	0.1265	1.1394
TRINITY_DN133102_c0_g2_i1	NA	NA	NA	NA	-0.874100242	0.874100242	unbias	0.490789788	Ovary_mean	0.490789788	Ovary_mean	0.0708	0.0808	1.1414
TRINITY_DN133104_c0_g3_i2	NA	NA	NA	NA	0.442634353	0.442634353	unbias	0.306321258	Ovary_mean	0.306321258	Ovary_mean	0.0276	0.0524	1.8961
TRINITY_DN133105_c0_g2_i3	NA	NA	NA	NA	0.428761472	0.428761472	unbias	0.273111032	Liver_mmean	0.273111032	Liver_mmean	0.0493	0.0763	1.5463
TRINITY_DN133113_c0_g1_i5	NA	NA	NA	NA	0.503235482	0.503235482	unbias	0.253880005	Brain_mmean	0.253880005	Brain_mmean	0.0505	0.0579	1.1464
TRINITY_DN133113_c0_g2_i2	NA	NA	NA	NA	-0.339996702	0.339996702	unbias	0.530768946	Brain_mmean	0.530768946	Brain_mmean	0.0251	0.0382	1.5227
TRINITY_DN133114_c1_g1_i2	NA	NA	NA	NA	-0.007682983	0.007682983	unbias	0.76871404	Ovary_mean	0.76871404	Ovary_mean	0.0819	0.0997	1.2177
TRINITY_DN133119_c1_g3_i2	ufd1l	Chr01	145764214	145764214	0.214080314	0.214080314	unbias	0.471089698	Brain_fmean	0.471089698	Brain_fmean	0.0281	0.0513	1.8257
TRINITY_DN133121_c3_g2_i1	NA	NA	NA	NA	0.537640104	0.537640104	unbias	0.274429507	Brain_mmean	0.274429507	Brain_mmean	0.0027	0.0023	0.8728
TRINITY_DN133123_c0_g2_i3	NA	NA	NA	NA	-0.18043579	0.18043579	unbias	0.291645841	Ovary_mean	0.291645841	Ovary_mean	0.1804	0.2813	1.5593
TRINITY_DN133127_c3_g1_i1	lrrc32-like	Chr02	168798028	168798028	0.086091585	0.086091585	unbias	0.380789949	Brain_mmean	0.380789949	Brain_mmean	0.0515	0.0655	1.2719
TRINITY_DN133127_c3_g3_i4	NA	NA	NA	NA	0.153989784	0.153989784	unbias	0.407283633	Brain_mmean	0.407283633	Brain_mmean	0.0399	0.0629	1.5776
TRINITY_DN133129_c1_g1_i2	NA	NA	NA	NA	0.570723935	0.570723935	unbias	0.264971057	Ovary_mean	0.264971057	Ovary_mean	0.0095	0.0183	1.9353
TRINITY_DN133130_c1_g2_i2	arpin	Chr03	98609211	98609211	0.104446195	0.104446195	unbias	0.339038915	Brain_mmean	0.339038915	Brain_mmean	0.0535	0.0497	0.9303
TRINITY_DN133130_c1_g3_i4	NA	NA	NA	NA	-0.063914779	0.063914779	unbias	0.460093811	Brain_mmean	0.460093811	Brain_mmean	0.0244	0.0283	1.1591
TRINITY_DN133130_c2_g1_i2	NA	NA	NA	NA	0.449114519	0.449114519	unbias	0.278644603	Ovary_mean	0.278644603	Ovary_mean	0.1424	0.2378	1.6698
TRINITY_DN133131_c1_g1_i1	NA	NA	NA	NA	-0.053693864	0.053693864	unbias	0.261088604	Testis_mean	0.261088604	Testis_mean	0.0143	0.0199	1.3908
TRINITY_DN133132_c2_g1_i1	bcam	Chr07	101234939	101234939	0.50631031	0.50631031	unbias	0.595719498	Brain_fmean	0.595719498	Brain_fmean	0.2159	0.2515	1.1651
TRINITY_DN133133_c0_g2_i1	NA	NA	NA	NA	-0.180483582	0.180483582	unbias	0.483342975	Ovary_mean	0.483342975	Ovary_mean	0.0894	0.123	1.3763
TRINITY_DN133140_c4_g1_i1	NA	NA	NA	NA	-0.357169612	0.357169612	unbias	0.268589487	G23_fmean	0.268589487	G23_fmean	0.0299	0.0408	1.3645
TRINITY_DN133142_c0_g1_i3	ror2	Chr01	126678883	126678883	0.389465817	0.389465817	unbias	0.556583285	Brain_fmean	0.556583285	Brain_fmean	0.2221	0.255	1.148
TRINITY_DN133149_c0_g1_i2	NA	NA	NA	NA	0.793207255	0.793207255	unbias	0.611208708	Brain_fmean	0.611208708	Brain_fmean	0.0492	0.0751	1.528
TRINITY_DN133151_c4_g1_i1	NA	NA	NA	NA	-0.04406067	0.04406067	unbias	0.472931209	Ovary_mean	0.472931209	Ovary_mean	0.0935	0.1094	1.1704
TRINITY_DN133153_c0_g1_i1	MGC147576	Chr07	27800564	27800564	-1.208745673	1.208745673	unbias	0.435494241	G43_M_mean	0.435494241	G43_M_mean	0.0323	0.0516	1.5996
TRINITY_DN133156_c1_g3_i1	NA	NA	NA	NA	-0.214001475	0.214001475	unbias	0.642218315	Brain_fmean	0.642218315	Brain_fmean	0.0265	0.0381	1.438
TRINITY_DN133157_c0_g1_i1	NA	NA	NA	NA	0.436263808	0.436263808	unbias	0.248755131	Testis_mean	0.248755131	Testis_mean	0.0987	0.1366	1.3848
TRINITY_DN133159_c0_g1_i1	NA	NA	NA	NA	0.071972668	0.071972668	unbias	0.294224338	Brain_mmean	0.294224338	Brain_mmean	0.0406	0.0625	1.5409
TRINITY_DN133160_c0_g1_i3	NA	NA	NA	NA	0.066529729	0.066529729	unbias	0.503255327	G46_M_mean	0.503255327	G46_M_mean	0.0804	0.1032	1.2839
TRINITY_DN133162_c0_g1_i3	NA	NA	NA	NA	0.336006051	0.336006051	unbias	0.668462781	Brain_fmean	0.668462781	Brain_fmean	0.1065	0.1698	1.5945
TRINITY_DN133164_c3_g2_i1	LOC734015	Chr01	151510761	151510761	-0.685630965	0.685630965	unbias	0.568096172	Ovary_mean	0.568096172	Ovary_mean	0.0282	0.0336	1.1912
TRINITY_DN133166_c0_g1_i1	npm2	Chr03	119223238	119223238	0.794596379	0.794596379	unbias	0.541257288	Brain_mmean	0.541257288	Brain_mmean	0.081	0.1306	1.6124
TRINITY_DN133173_c0_g1_i1	NA	NA	NA	NA	-0.056177933	0.056177933	unbias	0.46404609	Ovary_mean	0.46404609	Ovary_mean	0.1917	0.3123	1.629
TRINITY_DN133180_c12_g1_i3	NA	NA	NA	NA	0.564208254	0.564208254	unbias	0.346618635	Testis_mean	0.346618635	Testis_mean	0.1012	0.1772	1.7507
TRINITY_DN133183_c0_g1_i1	LOC100488314	Chr07	113519924	113519924	-0.458751048	0.458751048	unbias	0.540964815	Ovary_mean	0.540964815	Ovary_mean	0.1118	0.1897	1.6966
TRINITY_DN133186_c3_g2_i1	NA	NA	NA	NA	0.048564536	0.048564536	unbias	0.718496081	G46_M_mean	0.718496081	G46_M_mean	0.1836	0.3496	1.9035
TRINITY_DN133190_c0_g1_i1	NA	NA	NA	NA	-0.308989914	0.308989914	unbias	0.54752594	Brain_fmean	0.54752594	Brain_fmean	0.1209	0.2069	1.7116
TRINITY_DN133194_c0_g4_i4	utp14a	Chr08	38822716	38822716	-0.033434408	0.033434408	unbias	0.413435399	G23_fmean	0.413435399	G23_fmean	0.0719	0.1076	1.4975
TRINITY_DN133198_c1_g1_i5	hddc3	Chr08	19667760	19667760	-0.277194159	0.277194159	unbias	0.255950848	G43_M_mean	0.255950848	G43_M_mean	0.1198	0.142	1.1851
TRINITY_DN133204_c0_g2_i1	otor	Chr05	31561606	31561606	0.313817388	0.313817388	unbias	0.211492478	Testis_mean	0.211492478	Testis_mean	0.0337	0.0499	1.4805
TRINITY_DN133209_c1_g2_i1	NA	NA	NA	NA	-0.302285225	0.302285225	unbias	0.633984426	Ovary_mean	0.633984426	Ovary_mean	0.0996	0.1119	1.1228
TRINITY_DN133210_c0_g1_i4	NA	NA	NA	NA	1.097116344	1.097116344	unbias	0.60072912	Liver_mmean	0.60072912	Liver_mmean	0.0854	0.1037	1.2139
TRINITY_DN133213_c0_g2_i33	NA	NA	NA	NA	0.441623188	0.441623188	unbias	0.543212093	Brain_mmean	0.543212093	Brain_mmean	0.0348	0.042	1.2039
TRINITY_DN133214_c0_g2_i1	NA	NA	NA	NA	-0.339341637	0.339341637	unbias	0.582465973	Brain_fmean	0.582465973	Brain_fmean	0.1031	0.1992	1.9318
TRINITY_DN133221_c2_g4_i6	NA	NA	NA	NA	-0.100564904	0.100564904	unbias	0.386074098	Brain_mmean	0.386074098	Brain_mmean	0.0263	0.043	1.6326
TRINITY_DN133228_c1_g2_i1	NA	NA	NA	NA	0.064986828	0.064986828	unbias	0.180352974	Brain_mmean	0.180352974	Brain_mmean	0.1249	0.1829	1.4641
TRINITY_DN133231_c1_g4_i1	NA	NA	NA	NA	-0.506777085	0.506777085	unbias	0.597079161	Ovary_mean	0.597079161	Ovary_mean	0.1198	0.1506	1.2569
TRINITY_DN133241_c3_g1_i1	NA	NA	NA	NA	0.243431611	0.243431611	unbias	0.611411812	Brain_mmean	0.611411812	Brain_mmean	0.0685	0.0654	0.9544
TRINITY_DN133243_c1_g2_i1	NA	NA	NA	NA	-0.053368795	0.053368795	unbias	0.400412356	Ovary_mean	0.400412356	Ovary_mean	0.0949	0.1587	1.6716
TRINITY_DN133247_c2_g3_i5	eno4	scaffold_163	191149	191149	-0.227159907	0.227159907	unbias	0.375879974	G46_M_mean	0.375879974	G46_M_mean	0.1033	0.1482	1.4347
TRINITY_DN133254_c2_g1_i2	fetub	Chr05	98046138	98046138	0.840262883	0.840262883	unbias	0.379342678	Brain_mmean	0.379342678	Brain_mmean	0.0386	0.057	1.4776
TRINITY_DN133255_c3_g4_i7	NA	NA	NA	NA	-0.131241943	0.131241943	unbias	0.475787781	Brain_mmean	0.475787781	Brain_mmean	0.0597	0.0906	1.5182
TRINITY_DN133256_c3_g11_i2	NA	NA	NA	NA	0.386682298	0.386682298	unbias	0.689538971	Ovary_mean	0.689538971	Ovary_mean	0.0995	0.113	1.1358
TRINITY_DN133256_c3_g3_i1	NA	NA	NA	NA	0.009705827	0.009705827	unbias	0.452389396	Ovary_mean	0.452389396	Ovary_mean	0.0186	0.0231	1.2434
TRINITY_DN133257_c2_g1_i1	cdk8	Chr02	152818419	152818419	-0.295502652	0.295502652	unbias	0.426804188	G43_F_mean	0.426804188	G43_F_mean	0.1119	0.1503	1.3427
TRINITY_DN133258_c5_g2_i3	NA	NA	NA	NA	0.295348145	0.295348145	unbias	0.550436313	G27_mmean	0.550436313	G27_mmean	0.0768	0.1374	1.7894
TRINITY_DN133262_c7_g3_i1	NA	NA	NA	NA	0.276001108	0.276001108	unbias	0.31243282	Ovary_mean	0.31243282	Ovary_mean	0.0223	0.0409	1.8388
TRINITY_DN133269_c2_g1_i1	NA	NA	NA	NA	0.125468542	0.125468542	unbias	0.641950779	Brain_fmean	0.641950779	Brain_fmean	0.0489	0.0499	1.0209
TRINITY_DN133276_c0_g2_i3	flrt1	Chr04	40598215	40598215	0.559715289	0.559715289	unbias	0.379309207	Brain_mmean	0.379309207	Brain_mmean	0.0675	0.1012	1.4993
TRINITY_DN133281_c3_g3_i6	lars	Chr03	30353727	30353727	-0.37581838	0.37581838	unbias	0.553159407	Liver_fmean	0.553159407	Liver_fmean	0.1016	0.1459	1.4367
TRINITY_DN133282_c1_g1_i2	ftmt	Chr04	13630418	13630418	0.033270314	0.033270314	unbias	0.552891757	Ovary_mean	0.552891757	Ovary_mean	0.0424	0.052	1.2267
TRINITY_DN133283_c1_g1_i1	NA	NA	NA	NA	0.401370541	0.401370541	unbias	0.266040432	Brain_mmean	0.266040432	Brain_mmean	0.0771	0.0768	0.9969
TRINITY_DN133285_c0_g1_i1	NA	NA	NA	NA	0.398159887	0.398159887	unbias	0.352692842	G23_mmean	0.352692842	G23_mmean	0.0585	0.0774	1.3248
TRINITY_DN133294_c1_g1_i6	unc45a	Chr03	98187678	98187678	-0.189183752	0.189183752	unbias	0.25487964	Brain_fmean	0.25487964	Brain_fmean	0.0208	0.0221	1.0626
TRINITY_DN133296_c0_g1_i1	NA	NA	NA	NA	0.207251648	0.207251648	unbias	0.337181718	Brain_mmean	0.337181718	Brain_mmean	0.0432	0.0556	1.2859
TRINITY_DN133299_c0_g1_i4	LOC100145516	Chr06	22527723	22527723	-0.420466925	0.420466925	unbias	0.45087626	Ovary_mean	0.45087626	Ovary_mean	0.1031	0.1676	1.6255
TRINITY_DN133301_c2_g3_i5	NA	NA	NA	NA	-0.062303784	0.062303784	unbias	0.538719235	Ovary_mean	0.538719235	Ovary_mean	0.1214	0.1634	1.3455
TRINITY_DN133303_c0_g1_i2	NA	NA	NA	NA	0.261120066	0.261120066	unbias	0.42312317	Brain_mmean	0.42312317	Brain_mmean	0.094	0.1236	1.3152
TRINITY_DN133308_c0_g1_i2	NA	NA	NA	NA	-0.864903866	0.864903866	unbias	0.556563672	Ovary_mean	0.556563672	Ovary_mean	0.0514	0.0744	1.4471
TRINITY_DN133312_c3_g1_i2	ebag9	Chr06	120208689	120208689	0.005306119	0.005306119	unbias	0.451787538	Brain_fmean	0.451787538	Brain_fmean	0.024	0.0244	1.0179
TRINITY_DN133314_c5_g2_i2	NA	NA	NA	NA	0.554067775	0.554067775	unbias	0.506351785	Brain_mmean	0.506351785	Brain_mmean	0.0314	0.0392	1.2516
TRINITY_DN133319_c2_g2_i1	NA	NA	NA	NA	-0.610514606	0.610514606	unbias	0.590520337	Ovary_mean	0.590520337	Ovary_mean	0.1059	0.1488	1.4052
TRINITY_DN133320_c2_g1_i1	atg3	Chr02	68716155	68716155	-0.099221102	0.099221102	unbias	0.291790773	Testis_mean	0.291790773	Testis_mean	0.0771	0.0926	1.2017
TRINITY_DN133322_c0_g2_i1	NA	NA	NA	NA	0.285913385	0.285913385	unbias	0.756014567	Brain_fmean	0.756014567	Brain_fmean	0.0366	0.0711	1.9464
