rbh	gid	dNdS	dN	dS	chrid	chrtype	twosexchr
RBH_pair_306.fa.best.phy	TRINITY_DN107915_c0_g1_i1	0.0683	0.135	1.9753	Chr07	Autosome	Autosome
RBH_pair_4800.fa.best.phy	TRINITY_DN125419_c5_g1_i3	0.0367	0.0725	1.976	Chr07	Autosome	Autosome
RBH_pair_1652.fa.best.phy	TRINITY_DN117483_c0_g1_i1	0.1115	0.2203	1.9761	Chr07	Autosome	Autosome
RBH_pair_9349.fa.best.phy	TRINITY_DN133773_c6_g2_i1	0.1641	0.3247	1.9781	Chr07	Autosome	Autosome
RBH_pair_8965.fa.best.phy	TRINITY_DN133096_c6_g3_i1	0.0468	0.0926	1.9804	Chr07	Autosome	Autosome
RBH_pair_9290.fa.best.phy	TRINITY_DN133668_c1_g1_i2	0.0949	0.1887	1.9882	Chr07	Autosome	Autosome
RBH_pair_5431.fa.best.phy	TRINITY_DN126655_c1_g3_i4	0.0121	0.024	1.9909	Chr07	Autosome	Autosome
RBH_pair_6742.fa.best.phy	TRINITY_DN129152_c2_g1_i1	0.0727	0.1451	1.9964	Chr07	Autosome	Autosome
RBH_pair_6512.fa.best.phy	TRINITY_DN128703_c7_g2_i2	0.045	0.09	1.9992	Chr07	Autosome	Autosome
RBH_pair_4511.fa.best.phy	TRINITY_DN124868_c3_g1_i6	0.0236	0.0087	0.3703	Chr08	Autosome	Autosome
RBH_pair_8226.fa.best.phy	TRINITY_DN131790_c1_g2_i3	0.0294	0.0153	0.5198	Chr08	Autosome	Autosome
RBH_pair_992.fa.best.phy	TRINITY_DN114398_c0_g1_i2	0.0683	0.0356	0.521	Chr08	Autosome	Autosome
RBH_pair_10146.fa.best.phy	TRINITY_DN135391_c1_g1_i3	0.0234	0.0124	0.5289	Chr08	Autosome	Autosome
RBH_pair_2368.fa.best.phy	TRINITY_DN119814_c0_g1_i3	0.1853	0.1	0.5396	Chr08	Autosome	Autosome
RBH_pair_11305.fa.best.phy	TRINITY_DN97036_c0_g2_i1	0.0265	0.0149	0.5641	Chr08	Autosome	Autosome
RBH_pair_7297.fa.best.phy	TRINITY_DN130135_c4_g3_i1	0.0393	0.0229	0.583	Chr08	Autosome	Autosome
RBH_pair_9692.fa.best.phy	TRINITY_DN134460_c0_g1_i5	0.013	0.0078	0.5988	Chr08	Autosome	Autosome
RBH_pair_6590.fa.best.phy	TRINITY_DN128849_c0_g3_i2	0.0297	0.018	0.6061	Chr08	Autosome	Autosome
RBH_pair_5542.fa.best.phy	TRINITY_DN126881_c1_g1_i1	0.047	0.0296	0.6304	Chr08	Autosome	Autosome
RBH_pair_8661.fa.best.phy	TRINITY_DN132528_c5_g1_i4	0.0043	0.0028	0.6523	Chr08	Autosome	Autosome
RBH_pair_2465.fa.best.phy	TRINITY_DN120117_c0_g1_i4	0.0358	0.0241	0.6743	Chr08	Autosome	Autosome
RBH_pair_1027.fa.best.phy	TRINITY_DN114627_c0_g1_i1	0.0137	0.0094	0.6882	Chr08	Autosome	Autosome
RBH_pair_6305.fa.best.phy	TRINITY_DN128311_c2_g4_i2	0.012	0.009	0.7505	Chr08	Autosome	Autosome
RBH_pair_2263.fa.best.phy	TRINITY_DN119534_c0_g3_i1	0.071	0.0547	0.7705	Chr08	Autosome	Autosome
RBH_pair_3603.fa.best.phy	TRINITY_DN122980_c0_g2_i2	0.0215	0.0166	0.7728	Chr08	Autosome	Autosome
RBH_pair_2415.fa.best.phy	TRINITY_DN119995_c0_g1_i3	0.0502	0.0393	0.7833	Chr08	Autosome	Autosome
RBH_pair_5018.fa.best.phy	TRINITY_DN125867_c6_g3_i1	0.0466	0.0373	0.7989	Chr08	Autosome	Autosome
RBH_pair_7127.fa.best.phy	TRINITY_DN129826_c3_g1_i3	0.1122	0.0911	0.8126	Chr08	Autosome	Autosome
RBH_pair_2682.fa.best.phy	TRINITY_DN120743_c0_g1_i1	0.183	0.1508	0.8241	Chr08	Autosome	Autosome
RBH_pair_9534.fa.best.phy	TRINITY_DN134126_c1_g4_i1	0.0491	0.0411	0.8365	Chr08	Autosome	Autosome
RBH_pair_5814.fa.best.phy	TRINITY_DN127401_c0_g1_i1	0.0118	0.0099	0.8434	Chr08	Autosome	Autosome
RBH_pair_704.fa.best.phy	TRINITY_DN112248_c0_g1_i1	0.1375	0.1163	0.8453	Chr08	Autosome	Autosome
RBH_pair_6649.fa.best.phy	TRINITY_DN128975_c1_g2_i1	0.0997	0.0848	0.8504	Chr08	Autosome	Autosome
RBH_pair_9741.fa.best.phy	TRINITY_DN134522_c2_g3_i1	0.1057	0.0905	0.8562	Chr08	Autosome	Autosome
RBH_pair_3760.fa.best.phy	TRINITY_DN123360_c0_g2_i1	0.0869	0.075	0.8635	Chr08	Autosome	Autosome
RBH_pair_1195.fa.best.phy	TRINITY_DN115346_c0_g2_i1	0.0662	0.0572	0.8641	Chr08	Autosome	Autosome
RBH_pair_2099.fa.best.phy	TRINITY_DN119004_c0_g1_i1	0.4994	0.437	0.8749	Chr08	Autosome	Autosome
RBH_pair_8008.fa.best.phy	TRINITY_DN131382_c4_g2_i1	0.0856	0.076	0.888	Chr08	Autosome	Autosome
RBH_pair_553.fa.best.phy	TRINITY_DN111019_c0_g1_i1	0.0596	0.053	0.8884	Chr08	Autosome	Autosome
RBH_pair_7773.fa.best.phy	TRINITY_DN130962_c1_g2_i12	0.0093	0.0082	0.8901	Chr08	Autosome	Autosome
RBH_pair_1161.fa.best.phy	TRINITY_DN115195_c0_g1_i1	0.0834	0.0754	0.9031	Chr08	Autosome	Autosome
RBH_pair_808.fa.best.phy	TRINITY_DN113212_c0_g2_i2	0.0389	0.0355	0.9134	Chr08	Autosome	Autosome
RBH_pair_3096.fa.best.phy	TRINITY_DN121758_c0_g1_i1	0.0328	0.0306	0.9331	Chr08	Autosome	Autosome
RBH_pair_3703.fa.best.phy	TRINITY_DN123204_c5_g4_i1	0.0111	0.0104	0.9337	Chr08	Autosome	Autosome
RBH_pair_252.fa.best.phy	TRINITY_DN106706_c0_g1_i4	0.1394	0.1304	0.9357	Chr08	Autosome	Autosome
RBH_pair_1614.fa.best.phy	TRINITY_DN117317_c1_g2_i1	0.0387	0.0368	0.9523	Chr08	Autosome	Autosome
RBH_pair_2160.fa.best.phy	TRINITY_DN119189_c1_g1_i5	0.0816	0.0779	0.955	Chr08	Autosome	Autosome
RBH_pair_3742.fa.best.phy	TRINITY_DN123315_c0_g1_i2	0.0509	0.0487	0.9557	Chr08	Autosome	Autosome
RBH_pair_1408.fa.best.phy	TRINITY_DN116435_c0_g1_i1	0.0492	0.0472	0.9577	Chr08	Autosome	Autosome
RBH_pair_9450.fa.best.phy	TRINITY_DN133976_c2_g2_i1	0.0114	0.0109	0.9614	Chr08	Autosome	Autosome
RBH_pair_9926.fa.best.phy	TRINITY_DN134879_c0_g2_i4	0.0339	0.0326	0.9616	Chr08	Autosome	Autosome
RBH_pair_11268.fa.best.phy	TRINITY_DN96279_c0_g1_i1	0.04	0.0386	0.9666	Chr08	Autosome	Autosome
RBH_pair_6805.fa.best.phy	TRINITY_DN129264_c1_g1_i1	0.023	0.0226	0.9828	Chr08	Autosome	Autosome
RBH_pair_4888.fa.best.phy	TRINITY_DN125592_c5_g2_i2	0.0366	0.0361	0.9853	Chr08	Autosome	Autosome
RBH_pair_1312.fa.best.phy	TRINITY_DN115929_c0_g1_i1	0.0062	0.0062	0.9904	Chr08	Autosome	Autosome
RBH_pair_5815.fa.best.phy	TRINITY_DN127409_c0_g1_i4	0.1149	0.1139	0.9916	Chr08	Autosome	Autosome
RBH_pair_4660.fa.best.phy	TRINITY_DN125131_c3_g1_i1	0.0233	0.0234	1.0034	Chr08	Autosome	Autosome
RBH_pair_1639.fa.best.phy	TRINITY_DN117404_c0_g1_i1	0.0594	0.0597	1.0055	Chr08	Autosome	Autosome
RBH_pair_7439.fa.best.phy	TRINITY_DN130380_c0_g1_i1	0.1115	0.1124	1.0076	Chr08	Autosome	Autosome
RBH_pair_2670.fa.best.phy	TRINITY_DN120707_c0_g1_i4	0.0159	0.016	1.0092	Chr08	Autosome	Autosome
RBH_pair_9846.fa.best.phy	TRINITY_DN134745_c0_g1_i4	0.0118	0.012	1.0141	Chr08	Autosome	Autosome
RBH_pair_3295.fa.best.phy	TRINITY_DN122238_c0_g4_i1	0.1263	0.1281	1.0148	Chr08	Autosome	Autosome
RBH_pair_11185.fa.best.phy	TRINITY_DN92532_c0_g1_i2	0.0533	0.0542	1.017	Chr08	Autosome	Autosome
RBH_pair_5785.fa.best.phy	TRINITY_DN127333_c1_g4_i8	0.0501	0.0509	1.0177	Chr08	Autosome	Autosome
RBH_pair_3698.fa.best.phy	TRINITY_DN123199_c0_g1_i2	0.0983	0.1001	1.0185	Chr08	Autosome	Autosome
RBH_pair_6468.fa.best.phy	TRINITY_DN128627_c5_g2_i1	0.0748	0.0764	1.0213	Chr08	Autosome	Autosome
RBH_pair_9826.fa.best.phy	TRINITY_DN134707_c0_g6_i1	0.0028	0.0028	1.0242	Chr08	Autosome	Autosome
RBH_pair_2619.fa.best.phy	TRINITY_DN120566_c0_g1_i2	0.001	0.001	1.0266	Chr08	Autosome	Autosome
RBH_pair_4516.fa.best.phy	TRINITY_DN124881_c0_g1_i1	0.0158	0.0165	1.0437	Chr08	Autosome	Autosome
RBH_pair_7888.fa.best.phy	TRINITY_DN131161_c5_g3_i2	0.0863	0.0908	1.0529	Chr08	Autosome	Autosome
RBH_pair_1017.fa.best.phy	TRINITY_DN114586_c0_g1_i1	0.0023	0.0024	1.0553	Chr08	Autosome	Autosome
RBH_pair_8467.fa.best.phy	TRINITY_DN132197_c4_g11_i2	0.157	0.1666	1.0608	Chr08	Autosome	Autosome
RBH_pair_3322.fa.best.phy	TRINITY_DN122325_c0_g1_i2	0.0772	0.0822	1.0643	Chr08	Autosome	Autosome
RBH_pair_3086.fa.best.phy	TRINITY_DN121734_c0_g2_i1	0.0336	0.0357	1.0648	Chr08	Autosome	Autosome
RBH_pair_9424.fa.best.phy	TRINITY_DN133927_c0_g2_i4	0.0356	0.038	1.067	Chr08	Autosome	Autosome
RBH_pair_6843.fa.best.phy	TRINITY_DN129329_c3_g2_i3	0.0185	0.0199	1.0728	Chr08	Autosome	Autosome
RBH_pair_10965.fa.best.phy	TRINITY_DN68927_c0_g1_i1	0.0263	0.0282	1.0736	Chr08	Autosome	Autosome
RBH_pair_8129.fa.best.phy	TRINITY_DN131600_c6_g13_i2	0.0677	0.0731	1.0788	Chr08	Autosome	Autosome
RBH_pair_2805.fa.best.phy	TRINITY_DN121040_c0_g3_i2	0.0681	0.074	1.0853	Chr08	Autosome	Autosome
RBH_pair_14.fa.best.phy	TRINITY_DN100638_c0_g2_i1	0.0057	0.0062	1.0857	Chr08	Autosome	Autosome
RBH_pair_3226.fa.best.phy	TRINITY_DN122092_c3_g8_i1	0.0312	0.034	1.0887	Chr08	Autosome	Autosome
RBH_pair_5240.fa.best.phy	TRINITY_DN126315_c5_g1_i1	0.0429	0.0469	1.0914	Chr08	Autosome	Autosome
RBH_pair_8093.fa.best.phy	TRINITY_DN131531_c0_g1_i4	0.0795	0.0873	1.0971	Chr08	Autosome	Autosome
RBH_pair_2354.fa.best.phy	TRINITY_DN119780_c1_g3_i5	0.0193	0.0213	1.1021	Chr08	Autosome	Autosome
RBH_pair_10744.fa.best.phy	TRINITY_DN209297_c0_g1_i1	0.1025	0.113	1.1025	Chr08	Autosome	Autosome
RBH_pair_326.fa.best.phy	TRINITY_DN108276_c0_g2_i1	0.0657	0.0724	1.1032	Chr08	Autosome	Autosome
RBH_pair_9377.fa.best.phy	TRINITY_DN133833_c3_g1_i5	0.0096	0.0107	1.1091	Chr08	Autosome	Autosome
RBH_pair_4924.fa.best.phy	TRINITY_DN125663_c8_g1_i4	0.0349	0.0388	1.1104	Chr08	Autosome	Autosome
RBH_pair_3327.fa.best.phy	TRINITY_DN122335_c0_g1_i1	0.0615	0.0683	1.1109	Chr08	Autosome	Autosome
RBH_pair_5624.fa.best.phy	TRINITY_DN127025_c3_g1_i1	0.0105	0.0117	1.1133	Chr08	Autosome	Autosome
RBH_pair_5661.fa.best.phy	TRINITY_DN127094_c2_g3_i3	0.019	0.0212	1.1169	Chr08	Autosome	Autosome
RBH_pair_3403.fa.best.phy	TRINITY_DN122522_c0_g1_i2	0.0554	0.0621	1.1195	Chr08	Autosome	Autosome
RBH_pair_3482.fa.best.phy	TRINITY_DN122694_c0_g1_i1	0.0147	0.0166	1.1242	Chr08	Autosome	Autosome
RBH_pair_8445.fa.best.phy	TRINITY_DN132171_c0_g1_i13	0.0785	0.0885	1.1272	Chr08	Autosome	Autosome
RBH_pair_5410.fa.best.phy	TRINITY_DN126623_c2_g1_i1	0.0555	0.0627	1.1303	Chr08	Autosome	Autosome
RBH_pair_7807.fa.best.phy	TRINITY_DN131020_c1_g2_i1	0.0828	0.0941	1.137	Chr08	Autosome	Autosome
RBH_pair_1233.fa.best.phy	TRINITY_DN115534_c0_g1_i1	0.0582	0.0662	1.1382	Chr08	Autosome	Autosome
RBH_pair_3951.fa.best.phy	TRINITY_DN123725_c0_g2_i1	0.0107	0.0122	1.1405	Chr08	Autosome	Autosome
RBH_pair_779.fa.best.phy	TRINITY_DN112889_c0_g1_i1	0.0327	0.0374	1.1424	Chr08	Autosome	Autosome
RBH_pair_10227.fa.best.phy	TRINITY_DN135593_c1_g1_i2	0.0543	0.0623	1.1479	Chr08	Autosome	Autosome
RBH_pair_1022.fa.best.phy	TRINITY_DN114603_c0_g3_i1	0.1117	0.1285	1.1503	Chr08	Autosome	Autosome
RBH_pair_4271.fa.best.phy	TRINITY_DN124379_c1_g1_i3	0.0593	0.0682	1.1514	Chr08	Autosome	Autosome
RBH_pair_4576.fa.best.phy	TRINITY_DN124993_c2_g4_i1	0.0505	0.0584	1.1575	Chr08	Autosome	Autosome
RBH_pair_3015.fa.best.phy	TRINITY_DN121585_c3_g5_i1	0.0303	0.0352	1.1626	Chr08	Autosome	Autosome
RBH_pair_8209.fa.best.phy	TRINITY_DN131756_c1_g1_i2	0.0109	0.0126	1.1634	Chr08	Autosome	Autosome
RBH_pair_2086.fa.best.phy	TRINITY_DN118973_c1_g2_i1	0.136	0.1584	1.1642	Chr08	Autosome	Autosome
RBH_pair_530.fa.best.phy	TRINITY_DN110790_c0_g1_i1	0.0143	0.0167	1.1646	Chr08	Autosome	Autosome
RBH_pair_880.fa.best.phy	TRINITY_DN113711_c0_g1_i1	0.1285	0.1498	1.1652	Chr08	Autosome	Autosome
RBH_pair_6226.fa.best.phy	TRINITY_DN128158_c3_g1_i1	0.0836	0.0979	1.1708	Chr08	Autosome	Autosome
RBH_pair_2219.fa.best.phy	TRINITY_DN119403_c0_g1_i1	0.1172	0.1376	1.1738	Chr08	Autosome	Autosome
RBH_pair_1181.fa.best.phy	TRINITY_DN115289_c0_g1_i3	0.0338	0.0397	1.1741	Chr08	Autosome	Autosome
RBH_pair_7982.fa.best.phy	TRINITY_DN131338_c2_g1_i2	0.109	0.1283	1.1765	Chr08	Autosome	Autosome
RBH_pair_7698.fa.best.phy	TRINITY_DN130818_c0_g1_i1	0.1812	0.2132	1.1768	Chr08	Autosome	Autosome
RBH_pair_3383.fa.best.phy	TRINITY_DN122465_c0_g2_i2	0.0502	0.0593	1.1829	Chr08	Autosome	Autosome
RBH_pair_279.fa.best.phy	TRINITY_DN107472_c0_g1_i1	0.0772	0.0918	1.1896	Chr08	Autosome	Autosome
RBH_pair_7805.fa.best.phy	TRINITY_DN131011_c0_g1_i2	0.1207	0.1436	1.1899	Chr08	Autosome	Autosome
RBH_pair_5046.fa.best.phy	TRINITY_DN125942_c2_g3_i6	0.0468	0.0558	1.1935	Chr08	Autosome	Autosome
RBH_pair_3531.fa.best.phy	TRINITY_DN122809_c0_g1_i2	0.0188	0.0225	1.1947	Chr08	Autosome	Autosome
RBH_pair_5517.fa.best.phy	TRINITY_DN126831_c0_g1_i2	0.0485	0.058	1.1964	Chr08	Autosome	Autosome
RBH_pair_3456.fa.best.phy	TRINITY_DN122635_c5_g5_i6	0.0262	0.0314	1.1986	Chr08	Autosome	Autosome
RBH_pair_2992.fa.best.phy	TRINITY_DN121533_c0_g1_i2	0.0342	0.0411	1.2001	Chr08	Autosome	Autosome
RBH_pair_6798.fa.best.phy	TRINITY_DN129245_c1_g2_i3	0.1097	0.132	1.2027	Chr08	Autosome	Autosome
RBH_pair_8052.fa.best.phy	TRINITY_DN131463_c0_g1_i2	0.1162	0.1399	1.2042	Chr08	Autosome	Autosome
RBH_pair_2269.fa.best.phy	TRINITY_DN119544_c1_g1_i1	0.0047	0.0056	1.2053	Chr08	Autosome	Autosome
RBH_pair_3184.fa.best.phy	TRINITY_DN121980_c0_g1_i4	0.026	0.0314	1.2058	Chr08	Autosome	Autosome
RBH_pair_864.fa.best.phy	TRINITY_DN113593_c0_g1_i1	0.1695	0.2045	1.2069	Chr08	Autosome	Autosome
RBH_pair_5201.fa.best.phy	TRINITY_DN126246_c0_g2_i1	0.1765	0.2131	1.2071	Chr08	Autosome	Autosome
RBH_pair_9165.fa.best.phy	TRINITY_DN133462_c3_g1_i1	0.074	0.0896	1.2104	Chr08	Autosome	Autosome
RBH_pair_4352.fa.best.phy	TRINITY_DN124526_c0_g1_i2	0.0377	0.0458	1.2151	Chr08	Autosome	Autosome
RBH_pair_4654.fa.best.phy	TRINITY_DN125120_c0_g1_i2	0.0651	0.0794	1.2197	Chr08	Autosome	Autosome
RBH_pair_10491.fa.best.phy	TRINITY_DN136353_c2_g4_i1	0.0534	0.0652	1.2214	Chr08	Autosome	Autosome
RBH_pair_11042.fa.best.phy	TRINITY_DN7826_c0_g1_i1	0.1265	0.1553	1.2273	Chr08	Autosome	Autosome
RBH_pair_4194.fa.best.phy	TRINITY_DN124247_c1_g2_i1	0.0061	0.0075	1.2279	Chr08	Autosome	Autosome
RBH_pair_10371.fa.best.phy	TRINITY_DN135967_c0_g3_i5	0.0256	0.0315	1.2279	Chr08	Autosome	Autosome
RBH_pair_3587.fa.best.phy	TRINITY_DN122954_c0_g2_i1	0.0558	0.0685	1.228	Chr08	Autosome	Autosome
RBH_pair_7028.fa.best.phy	TRINITY_DN129673_c0_g1_i5	0.0333	0.041	1.234	Chr08	Autosome	Autosome
RBH_pair_2652.fa.best.phy	TRINITY_DN120658_c0_g1_i3	0.0608	0.0751	1.2353	Chr08	Autosome	Autosome
RBH_pair_2546.fa.best.phy	TRINITY_DN120387_c2_g5_i2	0.0269	0.0333	1.2387	Chr08	Autosome	Autosome
RBH_pair_5219.fa.best.phy	TRINITY_DN126281_c6_g1_i1	0.0693	0.0859	1.2396	Chr08	Autosome	Autosome
RBH_pair_1874.fa.best.phy	TRINITY_DN118259_c0_g2_i1	0.1035	0.1283	1.2396	Chr08	Autosome	Autosome
RBH_pair_7151.fa.best.phy	TRINITY_DN129858_c0_g3_i1	0.0109	0.0135	1.2407	Chr08	Autosome	Autosome
RBH_pair_2911.fa.best.phy	TRINITY_DN121305_c0_g2_i1	0.0724	0.0901	1.2439	Chr08	Autosome	Autosome
RBH_pair_5636.fa.best.phy	TRINITY_DN127045_c0_g1_i2	0.0861	0.1074	1.2471	Chr08	Autosome	Autosome
RBH_pair_5722.fa.best.phy	TRINITY_DN127209_c2_g4_i3	0.1877	0.2343	1.2486	Chr08	Autosome	Autosome
RBH_pair_5520.fa.best.phy	TRINITY_DN126839_c0_g2_i1	0.1516	0.19	1.2536	Chr08	Autosome	Autosome
RBH_pair_4532.fa.best.phy	TRINITY_DN124916_c1_g3_i6	0.0526	0.066	1.254	Chr08	Autosome	Autosome
RBH_pair_6418.fa.best.phy	TRINITY_DN128520_c0_g1_i4	0.0625	0.0784	1.254	Chr08	Autosome	Autosome
RBH_pair_7344.fa.best.phy	TRINITY_DN130217_c2_g1_i1	0.1194	0.1499	1.2549	Chr08	Autosome	Autosome
RBH_pair_2863.fa.best.phy	TRINITY_DN121179_c0_g1_i2	0.0111	0.0139	1.2554	Chr08	Autosome	Autosome
RBH_pair_9524.fa.best.phy	TRINITY_DN134109_c1_g2_i2	0.1061	0.1333	1.2562	Chr08	Autosome	Autosome
RBH_pair_3483.fa.best.phy	TRINITY_DN122698_c3_g2_i1	0.0575	0.0723	1.2568	Chr08	Autosome	Autosome
RBH_pair_1637.fa.best.phy	TRINITY_DN117399_c0_g1_i1	0.0615	0.0774	1.2578	Chr08	Autosome	Autosome
RBH_pair_3173.fa.best.phy	TRINITY_DN121947_c0_g1_i2	0.0084	0.0106	1.2628	Chr08	Autosome	Autosome
RBH_pair_2716.fa.best.phy	TRINITY_DN120833_c1_g3_i2	0.1543	0.195	1.2635	Chr08	Autosome	Autosome
RBH_pair_10413.fa.best.phy	TRINITY_DN136077_c9_g5_i3	0.1095	0.1384	1.2643	Chr08	Autosome	Autosome
RBH_pair_7909.fa.best.phy	TRINITY_DN131203_c2_g1_i6	0.0499	0.0631	1.265	Chr08	Autosome	Autosome
RBH_pair_5518.fa.best.phy	TRINITY_DN126834_c0_g2_i6	0.0243	0.0307	1.2662	Chr08	Autosome	Autosome
RBH_pair_6394.fa.best.phy	TRINITY_DN128463_c1_g1_i1	0.0456	0.0578	1.2692	Chr08	Autosome	Autosome
RBH_pair_3217.fa.best.phy	TRINITY_DN122072_c1_g1_i1	0.088	0.1117	1.2692	Chr08	Autosome	Autosome
RBH_pair_3881.fa.best.phy	TRINITY_DN123597_c2_g1_i2	0.0312	0.0396	1.2694	Chr08	Autosome	Autosome
RBH_pair_3465.fa.best.phy	TRINITY_DN122655_c0_g1_i3	0.0865	0.1099	1.2704	Chr08	Autosome	Autosome
RBH_pair_6879.fa.best.phy	TRINITY_DN129404_c0_g1_i1	0.0496	0.0631	1.2722	Chr08	Autosome	Autosome
RBH_pair_6737.fa.best.phy	TRINITY_DN129141_c5_g2_i3	0.0712	0.0906	1.273	Chr08	Autosome	Autosome
RBH_pair_1748.fa.best.phy	TRINITY_DN117785_c0_g2_i1	0.0295	0.0375	1.2735	Chr08	Autosome	Autosome
RBH_pair_2228.fa.best.phy	TRINITY_DN119443_c0_g1_i1	0.0345	0.044	1.2736	Chr08	Autosome	Autosome
RBH_pair_2375.fa.best.phy	TRINITY_DN119831_c1_g1_i3	0.0653	0.0832	1.2746	Chr08	Autosome	Autosome
RBH_pair_5604.fa.best.phy	TRINITY_DN126990_c0_g1_i2	0.0888	0.1134	1.2776	Chr08	Autosome	Autosome
RBH_pair_9369.fa.best.phy	TRINITY_DN133821_c6_g2_i2	0.2093	0.2677	1.2787	Chr08	Autosome	Autosome
RBH_pair_729.fa.best.phy	TRINITY_DN112473_c1_g2_i2	0.0734	0.0941	1.2819	Chr08	Autosome	Autosome
RBH_pair_11374.fa.best.phy	TRINITY_DN99574_c0_g2_i2	0.0614	0.0787	1.2832	Chr08	Autosome	Autosome
RBH_pair_407.fa.best.phy	TRINITY_DN109491_c0_g2_i1	0.1369	0.1757	1.2834	Chr08	Autosome	Autosome
RBH_pair_556.fa.best.phy	TRINITY_DN111046_c0_g1_i1	0.0115	0.0147	1.2843	Chr08	Autosome	Autosome
RBH_pair_2128.fa.best.phy	TRINITY_DN119082_c0_g1_i2	0.1225	0.1573	1.2843	Chr08	Autosome	Autosome
RBH_pair_4464.fa.best.phy	TRINITY_DN124779_c1_g2_i2	0.0857	0.1102	1.2858	Chr08	Autosome	Autosome
RBH_pair_4982.fa.best.phy	TRINITY_DN125793_c1_g3_i3	0.4432	0.5701	1.2865	Chr08	Autosome	Autosome
RBH_pair_7303.fa.best.phy	TRINITY_DN130140_c4_g1_i3	0.0518	0.0667	1.2872	Chr08	Autosome	Autosome
RBH_pair_7176.fa.best.phy	TRINITY_DN129908_c0_g1_i1	0.0585	0.0754	1.2894	Chr08	Autosome	Autosome
RBH_pair_9627.fa.best.phy	TRINITY_DN134325_c1_g1_i2	0.0485	0.0625	1.2902	Chr08	Autosome	Autosome
RBH_pair_3112.fa.best.phy	TRINITY_DN121806_c0_g1_i1	0.0694	0.0895	1.2904	Chr08	Autosome	Autosome
RBH_pair_1097.fa.best.phy	TRINITY_DN114928_c0_g1_i1	0.029	0.0374	1.2913	Chr08	Autosome	Autosome
RBH_pair_8293.fa.best.phy	TRINITY_DN131896_c2_g2_i3	0.1273	0.1644	1.2918	Chr08	Autosome	Autosome
RBH_pair_209.fa.best.phy	TRINITY_DN105726_c0_g1_i1	0.0788	0.1018	1.2921	Chr08	Autosome	Autosome
RBH_pair_7895.fa.best.phy	TRINITY_DN131182_c1_g1_i2	0.0452	0.0584	1.2929	Chr08	Autosome	Autosome
RBH_pair_2989.fa.best.phy	TRINITY_DN121525_c1_g1_i3	0.2313	0.2992	1.2934	Chr08	Autosome	Autosome
RBH_pair_9196.fa.best.phy	TRINITY_DN133511_c4_g2_i1	0.0996	0.1289	1.2937	Chr08	Autosome	Autosome
RBH_pair_2098.fa.best.phy	TRINITY_DN119001_c0_g2_i2	0.082	0.1061	1.294	Chr08	Autosome	Autosome
RBH_pair_3132.fa.best.phy	TRINITY_DN121851_c0_g1_i1	0.0285	0.0369	1.2953	Chr08	Autosome	Autosome
RBH_pair_6960.fa.best.phy	TRINITY_DN129569_c0_g1_i2	0.1532	0.1985	1.2958	Chr08	Autosome	Autosome
RBH_pair_10.fa.best.phy	TRINITY_DN100358_c0_g1_i1	0.072	0.0933	1.2961	Chr08	Autosome	Autosome
RBH_pair_11004.fa.best.phy	TRINITY_DN73521_c0_g1_i1	0.1803	0.2337	1.2965	Chr08	Autosome	Autosome
RBH_pair_11108.fa.best.phy	TRINITY_DN85713_c0_g1_i1	0.0328	0.0426	1.2976	Chr08	Autosome	Autosome
RBH_pair_1417.fa.best.phy	TRINITY_DN116470_c1_g4_i1	0.0506	0.0659	1.3006	Chr08	Autosome	Autosome
RBH_pair_10326.fa.best.phy	TRINITY_DN135832_c0_g1_i5	0.0251	0.0327	1.3017	Chr08	Autosome	Autosome
RBH_pair_7912.fa.best.phy	TRINITY_DN131211_c4_g2_i2	0.0266	0.0349	1.3108	Chr08	Autosome	Autosome
RBH_pair_8951.fa.best.phy	TRINITY_DN133061_c1_g1_i3	0.2014	0.2641	1.3115	Chr08	Autosome	Autosome
RBH_pair_5856.fa.best.phy	TRINITY_DN127483_c0_g1_i2	0.0098	0.0129	1.3124	Chr08	Autosome	Autosome
RBH_pair_2056.fa.best.phy	TRINITY_DN118872_c0_g1_i8	0.0792	0.1039	1.3126	Chr08	Autosome	Autosome
RBH_pair_7623.fa.best.phy	TRINITY_DN130697_c2_g2_i7	0.0948	0.1246	1.3133	Chr08	Autosome	Autosome
RBH_pair_934.fa.best.phy	TRINITY_DN114055_c0_g1_i1	0.0355	0.0467	1.3143	Chr08	Autosome	Autosome
RBH_pair_11102.fa.best.phy	TRINITY_DN85324_c0_g2_i1	0.0513	0.0674	1.3146	Chr08	Autosome	Autosome
RBH_pair_8722.fa.best.phy	TRINITY_DN132642_c5_g3_i2	0.0732	0.0964	1.3173	Chr08	Autosome	Autosome
RBH_pair_2347.fa.best.phy	TRINITY_DN119766_c0_g1_i1	0.0688	0.0907	1.3183	Chr08	Autosome	Autosome
RBH_pair_5111.fa.best.phy	TRINITY_DN126072_c1_g1_i1	0.0304	0.0402	1.323	Chr08	Autosome	Autosome
RBH_pair_6886.fa.best.phy	TRINITY_DN129417_c3_g1_i10	0.1941	0.2575	1.3269	Chr08	Autosome	Autosome
RBH_pair_8424.fa.best.phy	TRINITY_DN132129_c1_g2_i2	0.0463	0.0614	1.3273	Chr08	Autosome	Autosome
RBH_pair_7639.fa.best.phy	TRINITY_DN130730_c9_g1_i3	0.0758	0.1006	1.3281	Chr08	Autosome	Autosome
