gid	gname	chr	start	end	logFC.XY43.XX43	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN132334_c4_g6_i1	NA	NA	NA	NA	-0.074255598	unbias	0.465748619	Ovary_mean	0.0657	0.0633	0.9634
TRINITY_DN132334_c4_g8_i2	NA	NA	NA	NA	-0.205843193	unbias	0.401507368	Brain_fmean	0.1254	0.2491	1.986
TRINITY_DN132336_c0_g1_i3	NA	NA	NA	NA	-0.095053935	unbias	0.533258494	Ovary_mean	0.0937	0.0911	0.973
TRINITY_DN132340_c4_g2_i2	Xetrov90025755m	scaffold_1033	4147	4147	0.189791684	unbias	0.149863571	Liver_mmean	0.062	0.096	1.5479
TRINITY_DN132340_c5_g3_i1	NA	NA	NA	NA	0.097204823	unbias	0.44742842	Ovary_mean	0.0648	0.0986	1.521
TRINITY_DN132341_c7_g1_i2	NA	NA	NA	NA	0.822928385	unbias	0.565739713	Brain_mmean	0.0215	0.0416	1.9365
TRINITY_DN132344_c0_g1_i2	LOC100485697	Chr08	58494160	58494160	-0.134304969	unbias	0.798698788	Brain_fmean	0.0406	0.0593	1.4611
TRINITY_DN132347_c2_g2_i1	NA	NA	NA	NA	0.133627684	unbias	0.306149026	G43_M_mean	0.0931	0.1609	1.7274
TRINITY_DN132348_c0_g1_i1	NA	NA	NA	NA	-0.105594496	unbias	0.302877077	Ovary_mean	0.06	0.1032	1.7197
TRINITY_DN132348_c2_g2_i2	NA	NA	NA	NA	0.141089232	unbias	0.57981048	G43_M_mean	0.0633	0.09	1.4222
TRINITY_DN132349_c0_g1_i1	fam161a	Chr05	27966330	27966330	-0.347313616	unbias	0.474645592	Liver_fmean	0.1048	0.1923	1.8354
TRINITY_DN132349_c0_g3_i1	NA	NA	NA	NA	-0.159282331	unbias	0.632978933	Brain_mmean	0.0971	0.129	1.3286
TRINITY_DN132350_c1_g1_i1	NA	NA	NA	NA	0.133033886	unbias	0.435681232	Ovary_mean	0.0419	0.0591	1.4093
TRINITY_DN132352_c0_g1_i2	atp2c1	Chr06	72247559	72247559	0.387615663	unbias	0.291303436	Ovary_mean	0.0221	0.0358	1.6239
TRINITY_DN132354_c5_g1_i1	LOC100145486	scaffold_211	169990	169990	-0.122608322	unbias	0.208390103	G43_M_mean	0.0629	0.0885	1.4084
TRINITY_DN132355_c6_g2_i1	NA	NA	NA	NA	0.380831438	unbias	0.688108887	Liver_fmean	0.1039	0.1767	1.7014
TRINITY_DN132356_c0_g1_i2	NA	NA	NA	NA	0.430113756	unbias	0.512065498	G43_M_mean	0.0559	0.0781	1.3977
TRINITY_DN132358_c1_g1_i2	NA	NA	NA	NA	0.035416726	unbias	0.443060117	Brain_mmean	0.0834	0.1558	1.8674
TRINITY_DN132360_c0_g3_i2	NA	NA	NA	NA	0.276490763	unbias	0.363575144	G31_mmean	0.0626	0.0859	1.3713
TRINITY_DN132361_c0_g3_i1	naalad2	Chr02	164289398	164289398	0.857591967	unbias	0.89920511	Brain_mmean	0.054	0.0935	1.7298
TRINITY_DN132363_c0_g1_i2	comp	Chr01	87999172	87999172	0.121097828	unbias	0.644745809	Brain_fmean	0.1227	0.1124	0.916
TRINITY_DN132363_c0_g3_i2	NA	NA	NA	NA	0.356730379	unbias	0.532994034	Testis_mean	0.0653	0.1162	1.7798
TRINITY_DN132365_c2_g1_i2	NA	NA	NA	NA	0.033094597	unbias	0.191127381	G43_M_mean	0.0619	0.1188	1.9184
TRINITY_DN132371_c3_g3_i1	NA	NA	NA	NA	-0.252857084	unbias	0.365848953	Ovary_mean	0.2485	0.3264	1.3135
TRINITY_DN132374_c1_g2_i2	NA	NA	NA	NA	0.26424042	unbias	0.617942242	Ovary_mean	0.1067	0.2047	1.9189
TRINITY_DN132376_c0_g1_i2	NA	NA	NA	NA	-0.211908392	unbias	0.175641946	Brain_fmean	0.2026	0.3096	1.5282
TRINITY_DN132378_c0_g1_i1	acss3	Chr03	43123438	43123438	-0.339742788	unbias	0.715928787	Brain_fmean	0.1516	0.2725	1.7971
TRINITY_DN132380_c4_g1_i2	NA	NA	NA	NA	-0.055338892	unbias	0.606446634	Brain_mmean	0.0581	0.0458	0.7894
TRINITY_DN132386_c3_g1_i4	NA	NA	NA	NA	0.20370577	unbias	0.798939543	Liver_fmean	0.0852	0.162	1.9018
TRINITY_DN132386_c4_g1_i1	NA	NA	NA	NA	0.180815355	unbias	0.405860718	Ovary_mean	0.0148	0.0126	0.8541
TRINITY_DN132388_c0_g6_i3	NA	NA	NA	NA	-0.404538034	unbias	0.439244016	Brain_fmean	0.1607	0.2236	1.3916
TRINITY_DN132389_c3_g13_i2	NA	NA	NA	NA	-1.900082306	unbias	0.951143543	Testis_mean	0.0819	0.1342	1.6377
TRINITY_DN132392_c0_g1_i1	NA	NA	NA	NA	0.220534847	unbias	0.660648281	Ovary_mean	0.1173	0.1835	1.564
TRINITY_DN132392_c3_g2_i2	NA	NA	NA	NA	-0.381378638	unbias	0.18534963	G43_F_mean	0.0847	0.1627	1.9207
TRINITY_DN132395_c1_g2_i8	itga9-like	Chr06	26938819	26938819	0.094357089	unbias	0.323388348	G23_fmean	0.1157	0.2252	1.9452
TRINITY_DN132408_c0_g1_i3	NA	NA	NA	NA	0.160972214	unbias	0.327622008	Ovary_mean	0.0343	0.0513	1.4957
TRINITY_DN132410_c0_g4_i1	NA	NA	NA	NA	0.179872173	unbias	0.593528357	Brain_fmean	0.0472	0.0857	1.8171
TRINITY_DN132412_c0_g4_i2	NA	NA	NA	NA	0.080951862	unbias	0.089600574	Brain_fmean	0.0357	0.0613	1.7157
TRINITY_DN132414_c10_g2_i8	wasf1	Chr05	74505560	74505560	0.500209986	unbias	0.196482201	G46_M_mean	0.0817	0.1277	1.5631
TRINITY_DN132415_c1_g2_i1	ppm1h	Chr03	42487006	42487006	-0.224015684	unbias	0.053730539	G23_mmean	0.0081	0.0054	0.6754
TRINITY_DN132416_c1_g1_i1	NA	NA	NA	NA	0.355299832	unbias	0.561966895	G43_M_mean	0.1197	0.1905	1.5913
TRINITY_DN132416_c2_g1_i5	NA	NA	NA	NA	-0.122257085	unbias	0.411311055	Ovary_mean	0.0602	0.0866	1.4376
TRINITY_DN132417_c0_g1_i1	NA	NA	NA	NA	0.280082352	unbias	0.636325042	Brain_mmean	0.0728	0.0927	1.2729
TRINITY_DN132424_c5_g1_i2	gtf2b	Chr04	95618743	95618743	0.264311285	unbias	0.441228365	Ovary_mean	0.0369	0.0331	0.8966
TRINITY_DN132429_c0_g3_i7	NA	NA	NA	NA	0.543454512	unbias	0.736754757	Brain_mmean	0.049	0.0506	1.0324
TRINITY_DN132432_c4_g1_i1	NA	NA	NA	NA	0.274029969	unbias	0.485713668	Brain_mmean	0.0329	0.0522	1.5851
TRINITY_DN132433_c1_g3_i2	LOC100494358	Chr04	15488890	15488890	-0.177718236	unbias	0.701807412	Ovary_mean	0.1714	0.2379	1.3876
TRINITY_DN132436_c0_g1_i3	acsf2	Chr10	35282927	35282927	0.069453303	unbias	0.221863503	Testis_mean	0.0248	0.0377	1.5204
TRINITY_DN132437_c0_g1_i3	NA	NA	NA	NA	-0.297193806	unbias	0.499468607	G43_F_mean	0.1657	0.1984	1.1974
TRINITY_DN132437_c1_g1_i4	NA	NA	NA	NA	0.446016545	unbias	0.455965084	Brain_fmean	0.0224	0.021	0.9392
TRINITY_DN132442_c2_g1_i2	tyk2	Chr03	127122974	127122974	-0.057740989	unbias	0.373164948	Brain_mmean	0.021	0.0364	1.7309
TRINITY_DN132443_c2_g2_i1	NA	NA	NA	NA	0.543939402	unbias	0.206394226	G27_mmean	0.042	0.0721	1.7156
TRINITY_DN132449_c1_g2_i1	NA	NA	NA	NA	0.281083361	unbias	0.426400964	Brain_fmean	0.0454	0.0729	1.603
TRINITY_DN132449_c2_g1_i1	LOC100492997-like	Chr02	146585783	146585783	0.030300284	unbias	0.400193161	G43_M_mean	0.1024	0.1305	1.2747
TRINITY_DN132455_c0_g1_i2	NA	NA	NA	NA	0.37270853	unbias	0.440209263	Ovary_mean	0.0945	0.1028	1.0882
TRINITY_DN132458_c0_g2_i2	polm	Chr03	108743474	108743474	0.759303698	unbias	0.591537199	Brain_fmean	0.1045	0.1289	1.2333
TRINITY_DN132465_c3_g1_i1	irf8	Chr04	67159823	67159823	-0.057695825	unbias	0.435523423	Brain_mmean	0.1115	0.1729	1.5507
TRINITY_DN132471_c5_g1_i2	NA	NA	NA	NA	-0.007362554	unbias	0.295824248	G43_M_mean	0.1174	0.1781	1.5171
TRINITY_DN132472_c0_g2_i4	NA	NA	NA	NA	1.100983177	unbias	0.494519335	Brain_fmean	0.0877	0.0933	1.0636
TRINITY_DN132475_c2_g1_i3	NA	NA	NA	NA	0.503276985	unbias	0.672695972	Liver_fmean	0.147	0.2911	1.9806
TRINITY_DN132479_c0_g1_i8	NA	NA	NA	NA	0.426441422	unbias	0.327310491	Liver_mmean	0.1606	0.2718	1.6927
TRINITY_DN132480_c0_g2_i5	NA	NA	NA	NA	-2.339225403	female	0.797507766	Testis_mean	0.1156	0.1907	1.6503
TRINITY_DN132485_c2_g2_i9	robo1	Chr02	21179714	21179714	0.092164524	unbias	0.382870479	G27_mmean	0.0889	0.1511	1.6998
TRINITY_DN132489_c2_g2_i5	st3gal6	Chr02	23604370	23604370	-0.842032912	unbias	0.446731249	Ovary_mean	0.1207	0.2034	1.6857
TRINITY_DN132492_c0_g1_i1	slc4a1	Chr10	14246466	14246466	-0.355807997	unbias	0.108348912	Brain_fmean	0.0256	0.0413	1.6101
TRINITY_DN132493_c1_g1_i1	NA	NA	NA	NA	-0.143881356	unbias	0.502280038	G43_M_mean	0.0376	0.0431	1.1446
TRINITY_DN132493_c3_g2_i2	NA	NA	NA	NA	-0.2224302	unbias	0.477184617	Ovary_mean	0.0252	0.05	1.984
TRINITY_DN132494_c2_g3_i3	NA	NA	NA	NA	-0.328369887	unbias	0.214508796	G27_mmean	0.0726	0.1367	1.8825
TRINITY_DN132502_c2_g1_i5	NA	NA	NA	NA	-0.152316728	unbias	0.347215313	Brain_mmean	0.0345	0.0458	1.3271
TRINITY_DN132504_c0_g1_i5	NA	NA	NA	NA	0.190645716	unbias	0.567829957	Brain_mmean	0.0614	0.0858	1.3963
TRINITY_DN132508_c1_g1_i4	NA	NA	NA	NA	0.500110864	unbias	0.635285906	G27_fmean	0.1496	0.2112	1.4121
TRINITY_DN132508_c1_g2_i1	NA	NA	NA	NA	-0.196046973	unbias	0.315590982	Brain_mmean	0.0352	0.0318	0.9032
TRINITY_DN132513_c0_g1_i1	asb14	scaffold_87	179786	179786	0.389333473	unbias	0.425900347	Brain_fmean	0.0614	0.0806	1.3124
TRINITY_DN132519_c0_g3_i5	foxl2	Chr05	124798552	124798552	0.414792582	unbias	0.544811207	Brain_fmean	0.0366	0.0424	1.1562
TRINITY_DN132522_c0_g2_i1	NA	NA	NA	NA	-0.196826459	unbias	0.512563242	Ovary_mean	0.058	0.0783	1.3517
TRINITY_DN132524_c0_g1_i3	NA	NA	NA	NA	0.06254711	unbias	0.37221033	Ovary_mean	0.0221	0.0321	1.4495
TRINITY_DN132525_c0_g1_i2	NA	NA	NA	NA	0.59207949	unbias	0.610510634	Brain_mmean	0.0541	0.0827	1.5305
TRINITY_DN132527_c4_g4_i2	NA	NA	NA	NA	0.654424625	unbias	0.674046542	Brain_fmean	0.069	0.1299	1.8833
TRINITY_DN132528_c5_g1_i4	NA	NA	NA	NA	-0.06921513	unbias	0.313858224	Ovary_mean	0.0043	0.0028	0.6523
TRINITY_DN132529_c0_g1_i1	NA	NA	NA	NA	-0.235803036	unbias	0.278144952	Testis_mean	0.1253	0.1929	1.5395
TRINITY_DN132531_c0_g2_i1	nop16	Chr03	36009520	36009520	-0.052722802	unbias	0.56585153	Ovary_mean	0.0919	0.1628	1.7713
TRINITY_DN132533_c5_g8_i3	prc1.2	Chr01	90380680	90380680	0.303254567	unbias	0.21172456	Brain_fmean	0.1032	0.1861	1.8036
TRINITY_DN132544_c0_g2_i1	NA	NA	NA	NA	0.228243761	unbias	0.410552027	Ovary_mean	0.1011	0.1587	1.57
TRINITY_DN132545_c1_g2_i2	ptcd3	Chr01	11285961	11285961	0.823231135	unbias	0.345801937	Brain_fmean	0.0441	0.0568	1.2875
TRINITY_DN132547_c1_g4_i1	LOC101731777	Chr10	374422	374422	0.433143078	unbias	0.401758439	Brain_fmean	0.1976	0.3196	1.617
TRINITY_DN132547_c1_g8_i2	NA	NA	NA	NA	-0.28574256	unbias	0.516266334	Brain_fmean	0.0475	0.0575	1.2101
TRINITY_DN132549_c3_g1_i2	NA	NA	NA	NA	0.272781891	unbias	0.702590484	Brain_mmean	0.2216	0.3373	1.5226
TRINITY_DN132553_c1_g6_i14	NA	NA	NA	NA	0.22524544	unbias	0.17070933	G46_F_mean	0.0955	0.1403	1.4693
TRINITY_DN132561_c2_g3_i3	proca1	Chr02	26818248	26818248	0.567024712	unbias	0.246059037	Brain_mmean	0.0416	0.0394	0.9475
TRINITY_DN132562_c0_g2_i3	NA	NA	NA	NA	-0.084072346	unbias	0.164789974	Brain_fmean	0.014	0.0067	0.4777
TRINITY_DN132574_c2_g1_i2	NA	NA	NA	NA	0.603793311	unbias	0.487021481	Brain_fmean	0.068	0.1355	1.9936
TRINITY_DN132582_c1_g2_i4	NA	NA	NA	NA	0.516276159	unbias	0.581359397	Brain_fmean	0.0254	0.0335	1.3223
TRINITY_DN132585_c0_g2_i1	NA	NA	NA	NA	-0.131974994	unbias	0.315096953	Ovary_mean	0.022	0.0182	0.8291
TRINITY_DN132587_c0_g1_i1	NA	NA	NA	NA	0.7542661	unbias	0.566393459	Brain_mmean	0.0681	0.1012	1.4877
TRINITY_DN132590_c0_g1_i5	NA	NA	NA	NA	-0.177954884	unbias	0.298796105	Brain_fmean	0.0543	0.0964	1.7751
TRINITY_DN132591_c7_g5_i1	NA	NA	NA	NA	0.23040272	unbias	0.439913665	G23_fmean	0.1758	0.3291	1.8724
TRINITY_DN132595_c0_g1_i1	NA	NA	NA	NA	0.721459564	unbias	0.339811982	G46_M_mean	0.2213	0.3654	1.6514
TRINITY_DN132599_c0_g1_i3	NA	NA	NA	NA	0.212956022	unbias	0.408076599	Brain_fmean	0.202	0.3476	1.7211
TRINITY_DN132600_c0_g8_i1	NA	NA	NA	NA	-0.285924209	unbias	0.066370172	Testis_mean	0.0057	0.0076	1.3268
TRINITY_DN132601_c0_g1_i15	NA	NA	NA	NA	-0.329931467	unbias	0.393078877	Ovary_mean	0.0535	0.0872	1.6286
TRINITY_DN132603_c7_g1_i2	mapk11	Chr03	62017111	62017111	0.417908965	unbias	0.75772572	G46_F_mean	0.1532	0.2888	1.8849
TRINITY_DN132606_c3_g1_i3	NA	NA	NA	NA	0.013805225	unbias	0.554083236	Ovary_mean	0.1187	0.2084	1.755
TRINITY_DN132611_c0_g3_i1	NA	NA	NA	NA	0.029032715	unbias	0.452268994	Testis_mean	0.0413	0.0641	1.5534
TRINITY_DN132618_c0_g1_i4	NA	NA	NA	NA	-0.15206047	unbias	0.184764875	Brain_mmean	0.0934	0.0935	1.0006
TRINITY_DN132622_c5_g3_i4	NA	NA	NA	NA	0.209498845	unbias	0.35316352	Testis_mean	0.0793	0.1269	1.6007
TRINITY_DN132624_c0_g1_i1	NA	NA	NA	NA	0.278017312	unbias	0.633139407	Ovary_mean	0.0315	0.0533	1.6925
TRINITY_DN132624_c1_g1_i2	NA	NA	NA	NA	0.380224303	unbias	0.343227863	Brain_mmean	0.0586	0.0919	1.5681
TRINITY_DN132625_c0_g2_i13	NA	NA	NA	NA	-0.031518096	unbias	0.468312433	Brain_mmean	0.0531	0.0665	1.2529
TRINITY_DN132628_c0_g1_i2	NA	NA	NA	NA	-0.101231045	unbias	0.479452069	Ovary_mean	0.0705	0.1408	1.9986
TRINITY_DN132628_c1_g1_i2	cdh9	Chr06	55405186	55405186	-0.034558915	unbias	0.273849558	Brain_fmean	0.0418	0.065	1.5565
TRINITY_DN132629_c1_g1_i2	sik3-like	Chr07	84012985	84012985	0.48692604	unbias	0.265947102	G23_fmean	0.0679	0.1278	1.8826
TRINITY_DN132634_c3_g2_i1	NA	NA	NA	NA	0.229424855	unbias	0.69693215	G46_M_mean	0.1671	0.2851	1.706
TRINITY_DN132635_c2_g4_i2	NA	NA	NA	NA	0.08133189	unbias	0.404011311	Ovary_mean	0.023	0.0353	1.5383
TRINITY_DN132640_c0_g1_i1	LOC100497175-like	Chr04	128931432	128931432	-0.168799431	unbias	0.58975118	Brain_mmean	0.0682	0.1114	1.6347
TRINITY_DN132642_c5_g3_i2	klhl35	Chr02	169691636	169691636	0.020312604	unbias	0.375334646	Ovary_mean	0.0732	0.0964	1.3173
TRINITY_DN132643_c1_g5_i2	NA	NA	NA	NA	0.556129462	unbias	0.543611448	Ovary_mean	0.1995	0.3628	1.8192
TRINITY_DN132644_c4_g3_i1	NA	NA	NA	NA	-0.061694844	unbias	0.232224367	Brain_fmean	0.0497	0.033	0.6635
TRINITY_DN132644_c5_g1_i1	NA	NA	NA	NA	0.107842427	unbias	0.236860224	Ovary_mean	0.0668	0.0829	1.2402
TRINITY_DN132644_c6_g1_i3	NA	NA	NA	NA	-0.047750972	unbias	0.569170457	Ovary_mean	0.0221	0.0291	1.3199
TRINITY_DN132644_c7_g3_i4	NA	NA	NA	NA	0.235299491	unbias	0.625863305	Brain_mmean	0.1072	0.0746	0.6961
TRINITY_DN132650_c6_g5_i5	NA	NA	NA	NA	0.384163684	unbias	0.277774708	Ovary_mean	0.0574	0.0985	1.7166
TRINITY_DN132653_c4_g1_i2	NA	NA	NA	NA	0.23983359	unbias	0.273004653	Ovary_mean	0.0908	0.1735	1.9115
TRINITY_DN132656_c6_g3_i5	pou6f1	Chr02	139026107	139026107	0.328196137	unbias	0.588563184	Brain_fmean	0.0774	0.1443	1.8638
TRINITY_DN132657_c3_g2_i3	NA	NA	NA	NA	0.45885839	unbias	0.740110777	Brain_fmean	0.0316	0.0581	1.8389
TRINITY_DN132667_c0_g1_i1	pcnxl4	Chr08	82445145	82445145	-1.447928718	unbias	0.905660273	Brain_fmean	0.0389	0.0575	1.4771
TRINITY_DN132667_c0_g6_i1	NA	NA	NA	NA	-0.036126868	unbias	0.382013865	Ovary_mean	0.0217	0.0331	1.5287
TRINITY_DN132667_c0_g7_i3	NA	NA	NA	NA	0.270085461	unbias	0.308302041	Brain_fmean	0.0588	0.1021	1.7356
TRINITY_DN132669_c0_g1_i1	NA	NA	NA	NA	0.182182442	unbias	0.404930599	Ovary_mean	0.0777	0.0868	1.1176
TRINITY_DN132670_c0_g3_i1	NA	NA	NA	NA	0.565722971	unbias	0.817017078	Brain_fmean	0.057	0.0684	1.1999
TRINITY_DN132671_c4_g1_i3	NA	NA	NA	NA	0.639883594	unbias	0.391190695	Ovary_mean	0.0999	0.1214	1.2145
TRINITY_DN132674_c0_g1_i3	NA	NA	NA	NA	-0.11448969	unbias	0.789731327	G23_fmean	0.1746	0.2783	1.5941
TRINITY_DN132678_c0_g2_i1	NA	NA	NA	NA	-0.181516215	unbias	0.158668675	Ovary_mean	0.0532	0.0546	1.0267
TRINITY_DN132679_c1_g1_i4	NA	NA	NA	NA	0.276254024	unbias	0.560118107	G46_M_mean	0.0775	0.0894	1.1542
TRINITY_DN132681_c0_g1_i2	nde1	Chr09	28172639	28172639	-0.171931121	unbias	0.502252617	Ovary_mean	0.1197	0.1464	1.2228
TRINITY_DN132689_c3_g2_i8	NA	NA	NA	NA	0.184478245	unbias	0.159848831	G23_fmean	0.0777	0.1039	1.3383
TRINITY_DN132693_c0_g4_i2	NA	NA	NA	NA	0.465075601	unbias	0.491722512	Brain_mmean	0.0146	0.0201	1.3781
TRINITY_DN132696_c0_g3_i1	NA	NA	NA	NA	-0.239834351	unbias	0.534887695	Brain_fmean	0.1208	0.2245	1.859
TRINITY_DN132703_c8_g1_i1	NA	NA	NA	NA	-0.093009178	unbias	0.635851753	Ovary_mean	0.106	0.1985	1.873
TRINITY_DN132708_c6_g3_i1	hand2	Chr01	39412802	39412802	0.296270209	unbias	0.588698073	Liver_fmean	0.0937	0.1594	1.7017
TRINITY_DN132709_c3_g8_i2	NA	NA	NA	NA	-0.106548452	unbias	0.479015442	Ovary_mean	0.0756	0.0925	1.2241
TRINITY_DN132710_c0_g1_i1	NA	NA	NA	NA	0.780249467	unbias	0.6340839	Brain_fmean	0.1216	0.1995	1.6415
TRINITY_DN132717_c3_g1_i4	NA	NA	NA	NA	-0.11593189	unbias	0.565178295	Ovary_mean	0.0561	0.0826	1.4719
TRINITY_DN132719_c0_g1_i3	NA	NA	NA	NA	0.081154094	unbias	0.169695204	Brain_fmean	0.0715	0.0334	0.467
TRINITY_DN132722_c2_g5_i3	LOC100495531	Chr09	43112382	43112382	0.075239987	unbias	0.691014701	Brain_mmean	0.1657	0.2367	1.4284
TRINITY_DN132727_c1_g2_i3	NA	NA	NA	NA	-0.06211044	unbias	0.598167404	Ovary_mean	0.1359	0.1492	1.0979
TRINITY_DN132728_c0_g1_i5	NA	NA	NA	NA	0.591024621	unbias	0.443686228	Ovary_mean	0.0847	0.1318	1.5573
TRINITY_DN132731_c1_g1_i2	NA	NA	NA	NA	0.059460582	unbias	0.208745197	Ovary_mean	0.0192	0.0238	1.2405
TRINITY_DN132732_c0_g2_i2	NA	NA	NA	NA	-0.025559657	unbias	0.56019762	Ovary_mean	0.1726	0.289	1.6743
TRINITY_DN132748_c0_g1_i1	NA	NA	NA	NA	0.109699628	unbias	0.888634069	Brain_mmean	0.0293	0.0424	1.4489
TRINITY_DN132751_c3_g1_i2	NA	NA	NA	NA	0.682507771	unbias	0.509921717	Brain_mmean	0.1113	0.2058	1.8489
TRINITY_DN132753_c0_g1_i1	parn	Chr09	32014809	32014809	0.109900015	unbias	0.646531397	Brain_fmean	0.0597	0.0828	1.3865
TRINITY_DN132754_c0_g2_i1	NA	NA	NA	NA	0.382024768	unbias	0.307020797	Ovary_mean	0.016	0.0258	1.6157
TRINITY_DN132755_c6_g1_i1	ifrd1	Chr03	57189624	57189624	0.273508529	unbias	0.539013219	Ovary_mean	0.1034	0.1712	1.6567
TRINITY_DN132756_c0_g2_i4	NA	NA	NA	NA	-0.224188536	unbias	0.601505469	G23_fmean	0.0275	0.044	1.6023
TRINITY_DN132757_c0_g1_i3	NA	NA	NA	NA	-0.450111241	unbias	0.248582314	Testis_mean	0.1261	0.1525	1.209
TRINITY_DN132758_c3_g1_i1	zbtb40	Chr07	69110847	69110847	-0.060585765	unbias	0.263808517	Brain_mmean	0.0235	0.0339	1.4405
TRINITY_DN132762_c1_g1_i6	NA	NA	NA	NA	0.388115839	unbias	0.753245253	Brain_mmean	0.063	0.0847	1.3448
TRINITY_DN132762_c3_g1_i5	NA	NA	NA	NA	0.008011046	unbias	0.369260316	Ovary_mean	0.081	0.0844	1.0415
TRINITY_DN132763_c3_g1_i2	NA	NA	NA	NA	-0.252585885	unbias	0.647653285	Brain_mmean	0.0872	0.1387	1.5905
TRINITY_DN132764_c3_g5_i2	NA	NA	NA	NA	0.046847875	unbias	0.462548629	Brain_mmean	0.1302	0.2035	1.5636
TRINITY_DN132764_c3_g6_i2	NA	NA	NA	NA	1.010938672	unbias	0.486202053	Ovary_mean	0.0768	0.1042	1.3569
TRINITY_DN132767_c0_g1_i1	NA	NA	NA	NA	0.250808398	unbias	0.298573821	G43_M_mean	0.1032	0.1459	1.4133
TRINITY_DN132771_c1_g1_i1	NA	NA	NA	NA	0.606611076	unbias	0.392040086	Ovary_mean	0.0993	0.1695	1.7078
TRINITY_DN132772_c0_g1_i4	NA	NA	NA	NA	0.526773745	unbias	0.767454949	Brain_fmean	0.0895	0.1126	1.2576
TRINITY_DN132772_c0_g2_i1	NA	NA	NA	NA	0.043301944	unbias	0.360370344	Brain_mmean	0.1578	0.2389	1.5143
TRINITY_DN132776_c2_g1_i1	NA	NA	NA	NA	0.198248212	unbias	0.303178693	Ovary_mean	0.0304	0.0429	1.412
TRINITY_DN132782_c0_g1_i7	NA	NA	NA	NA	0.319847583	unbias	0.535050293	Brain_mmean	0.1599	0.2834	1.7727
TRINITY_DN132782_c1_g1_i2	NA	NA	NA	NA	0.526589647	unbias	0.307268005	Ovary_mean	0.1287	0.1754	1.3634
TRINITY_DN132782_c2_g1_i2	NA	NA	NA	NA	0.744605225	unbias	0.558965849	Brain_mmean	0.0733	0.1263	1.7228
TRINITY_DN132791_c0_g2_i1	NA	NA	NA	NA	0.613881345	unbias	0.650283746	Brain_mmean	0.0417	0.0751	1.802
TRINITY_DN132803_c2_g1_i12	NA	NA	NA	NA	0.000491216	unbias	0.527754654	Ovary_mean	0.1006	0.1603	1.5926
TRINITY_DN132809_c9_g3_i1	NA	NA	NA	NA	0.927527268	unbias	0.656437748	Testis_mean	0.0937	0.1456	1.5543
TRINITY_DN132811_c2_g1_i1	ube2b	Chr03	17460004	17460004	0.321686031	unbias	0.707262446	G23_fmean	0.06	0.0789	1.3164
TRINITY_DN132817_c1_g1_i3	NA	NA	NA	NA	-0.371960992	unbias	0.809421454	Ovary_mean	0.0301	0.054	1.7908
TRINITY_DN132818_c0_g2_i3	ttc17	Chr04	3025002	3025002	0.009015995	unbias	0.163912555	Ovary_mean	0.0502	0.0494	0.9838
TRINITY_DN132819_c2_g2_i4	NA	NA	NA	NA	0.407760803	unbias	0.285520529	Brain_mmean	0.0748	0.0988	1.3221
TRINITY_DN132820_c4_g1_i2	NA	NA	NA	NA	0.60834536	unbias	0.496140323	Brain_fmean	0.0957	0.075	0.7839
TRINITY_DN132820_c6_g1_i4	fam132b	Chr05	122894722	122894722	0.108754387	unbias	0.598479299	Brain_mmean	0.0819	0.0986	1.203
TRINITY_DN132820_c6_g2_i1	mettl16	Chr02	43412457	43412457	0.397185593	unbias	0.618378545	Brain_fmean	0.0704	0.0875	1.2431
TRINITY_DN132825_c3_g1_i6	NA	NA	NA	NA	0.192854366	unbias	0.298750025	Ovary_mean	0.1072	0.2019	1.8831
TRINITY_DN132826_c2_g1_i8	NA	NA	NA	NA	0.416556463	unbias	0.361677787	Brain_mmean	0.037	0.0546	1.4774
TRINITY_DN132826_c2_g2_i1	nek10	Chr06	76081595	76081595	0.416156424	unbias	0.277419786	Brain_fmean	0.0187	0.0221	1.1811
TRINITY_DN132830_c6_g1_i1	NA	NA	NA	NA	1.078591179	unbias	0.470173474	Ovary_mean	0.0716	0.1411	1.9707
TRINITY_DN132830_c9_g3_i5	NA	NA	NA	NA	-0.245776203	unbias	0.642690648	Ovary_mean	0.0802	0.1433	1.7879
TRINITY_DN132832_c1_g1_i15	fam189a1	Chr03	87600307	87600307	0.210465379	unbias	0.545716681	Brain_fmean	0.0597	0.084	1.4062
TRINITY_DN132832_c1_g5_i6	NA	NA	NA	NA	-0.06028446	unbias	0.219980541	Brain_mmean	0.0349	0.0379	1.0871
TRINITY_DN132835_c1_g1_i1	NA	NA	NA	NA	0.17933253	unbias	0.823496657	Brain_fmean	0.0202	0.0212	1.0495
TRINITY_DN132837_c1_g2_i2	NA	NA	NA	NA	0.079669199	unbias	0.650563719	Ovary_mean	0.0345	0.0653	1.8956
TRINITY_DN132837_c1_g8_i1	NA	NA	NA	NA	-0.448384913	unbias	0.453191945	G43_F_mean	0.0509	0.0729	1.4302
TRINITY_DN132842_c1_g1_i1	Xetrov90001375m	Chr01	76819348	76819348	-0.0019584	unbias	0.670821491	Ovary_mean	0.0729	0.1003	1.3765
TRINITY_DN132848_c0_g1_i1	rbfox3-like	Chr10	11992452	11992452	0.460106339	unbias	0.917290768	Brain_fmean	0.0404	0.0514	1.272
TRINITY_DN132851_c3_g3_i1	NA	NA	NA	NA	-0.081498493	unbias	0.507179307	Ovary_mean	0.1234	0.2356	1.9096
