G23,G27,G31,G43,G46
,,,,TRINITY_DN139574_c4_g1_i1
,,,,TRINITY_DN139575_c5_g1_i10
,,,,TRINITY_DN139576_c2_g1_i4
,,,,TRINITY_DN139580_c6_g1_i5
,,,,TRINITY_DN139581_c4_g1_i1
,,,,TRINITY_DN139583_c2_g1_i18
,,,,TRINITY_DN139585_c9_g1_i8
,,,,TRINITY_DN139586_c2_g1_i1
,,,,TRINITY_DN139590_c0_g1_i3
,,,,TRINITY_DN139591_c2_g1_i2
,,,,TRINITY_DN139592_c0_g1_i5
,,,,TRINITY_DN139592_c1_g1_i2
,,,,TRINITY_DN139592_c1_g2_i8
,,,,TRINITY_DN139593_c1_g1_i5
,,,,TRINITY_DN139595_c6_g1_i1
,,,,TRINITY_DN139598_c0_g2_i3
,,,,TRINITY_DN139600_c0_g1_i10
,,,,TRINITY_DN139601_c4_g1_i8
,,,,TRINITY_DN139603_c2_g1_i2
,,,,TRINITY_DN139610_c4_g1_i2
,,,,TRINITY_DN139611_c3_g1_i1
,,,,TRINITY_DN139618_c3_g8_i1
,,,,TRINITY_DN139628_c1_g1_i2
,,,,TRINITY_DN139632_c0_g1_i3
,,,,TRINITY_DN139634_c1_g2_i6
,,,,TRINITY_DN139634_c3_g1_i1
,,,,TRINITY_DN139638_c1_g3_i1
,,,,TRINITY_DN139640_c1_g1_i5
,,,,TRINITY_DN139641_c6_g1_i3
,,,,TRINITY_DN139642_c6_g1_i1
,,,,TRINITY_DN139645_c1_g2_i4
,,,,TRINITY_DN139646_c2_g1_i8
,,,,TRINITY_DN139648_c1_g1_i1
,,,,TRINITY_DN139652_c0_g1_i4
,,,,TRINITY_DN139655_c4_g1_i2
,,,,TRINITY_DN139656_c9_g3_i1
,,,,TRINITY_DN139657_c0_g2_i2
,,,,TRINITY_DN139658_c8_g1_i2
,,,,TRINITY_DN139661_c0_g5_i3
,,,,TRINITY_DN139670_c3_g2_i1
,,,,TRINITY_DN139673_c3_g2_i2
,,,,TRINITY_DN139674_c7_g2_i3
,,,,TRINITY_DN139675_c1_g2_i2
,,,,TRINITY_DN139676_c7_g1_i4
,,,,TRINITY_DN139677_c1_g1_i4
,,,,TRINITY_DN139679_c5_g1_i2
,,,,TRINITY_DN139682_c0_g2_i2
,,,,TRINITY_DN139683_c6_g8_i1
,,,,TRINITY_DN139684_c3_g2_i1
,,,,TRINITY_DN139688_c0_g1_i1
,,,,TRINITY_DN139689_c0_g1_i2
,,,,TRINITY_DN139690_c4_g1_i1
,,,,TRINITY_DN139695_c4_g1_i1
,,,,TRINITY_DN139696_c8_g3_i2
,,,,TRINITY_DN139702_c2_g1_i9
,,,,TRINITY_DN139706_c1_g1_i9
,,,,TRINITY_DN139707_c4_g2_i4
,,,,TRINITY_DN139708_c6_g1_i4
,,,,TRINITY_DN139715_c6_g1_i1
,,,,TRINITY_DN139716_c3_g1_i6
,,,,TRINITY_DN139717_c5_g1_i1
,,,,TRINITY_DN139718_c0_g1_i2
,,,,TRINITY_DN139719_c4_g2_i3
,,,,TRINITY_DN139720_c3_g1_i3
,,,,TRINITY_DN139721_c0_g1_i2
,,,,TRINITY_DN139721_c0_g2_i1
,,,,TRINITY_DN139727_c4_g1_i1
,,,,TRINITY_DN139727_c5_g3_i2
,,,,TRINITY_DN139731_c5_g1_i1
,,,,TRINITY_DN139733_c3_g6_i2
,,,,TRINITY_DN139734_c0_g1_i5
,,,,TRINITY_DN139735_c0_g1_i3
,,,,TRINITY_DN139736_c1_g2_i3
,,,,TRINITY_DN139738_c1_g3_i3
,,,,TRINITY_DN139740_c1_g2_i1
,,,,TRINITY_DN139741_c3_g1_i2
,,,,TRINITY_DN139742_c1_g1_i7
,,,,TRINITY_DN139747_c1_g1_i11
,,,,TRINITY_DN139748_c2_g1_i7
,,,,TRINITY_DN139752_c0_g3_i2
,,,,TRINITY_DN139757_c0_g2_i1
,,,,TRINITY_DN139757_c7_g1_i2
,,,,TRINITY_DN139767_c0_g1_i3
,,,,TRINITY_DN139771_c1_g1_i5
,,,,TRINITY_DN139772_c9_g2_i1
,,,,TRINITY_DN139774_c0_g1_i5
,,,,TRINITY_DN139776_c4_g3_i1
,,,,TRINITY_DN139778_c7_g3_i3
,,,,TRINITY_DN139780_c2_g1_i1
,,,,TRINITY_DN139782_c4_g1_i1
,,,,TRINITY_DN139784_c4_g2_i4
,,,,TRINITY_DN139784_c4_g4_i5
,,,,TRINITY_DN139785_c0_g1_i1
,,,,TRINITY_DN139788_c2_g1_i10
,,,,TRINITY_DN139788_c2_g2_i6
,,,,TRINITY_DN139790_c1_g1_i1
,,,,TRINITY_DN139790_c2_g1_i3
,,,,TRINITY_DN139795_c3_g1_i5
,,,,TRINITY_DN139796_c3_g1_i1
,,,,TRINITY_DN139796_c4_g1_i2
,,,,TRINITY_DN139796_c5_g2_i2
,,,,TRINITY_DN139799_c2_g1_i2
,,,,TRINITY_DN139800_c1_g1_i4
,,,,TRINITY_DN139805_c16_g2_i1
,,,,TRINITY_DN139807_c0_g10_i2
,,,,TRINITY_DN139807_c0_g3_i2
,,,,TRINITY_DN139807_c0_g6_i3
,,,,TRINITY_DN139807_c1_g1_i1
,,,,TRINITY_DN139810_c0_g1_i1
,,,,TRINITY_DN139813_c1_g1_i2
,,,,TRINITY_DN139820_c9_g1_i1
,,,,TRINITY_DN139821_c0_g1_i1
,,,,TRINITY_DN139826_c3_g1_i1
,,,,TRINITY_DN139828_c3_g1_i3
,,,,TRINITY_DN139834_c2_g1_i17
,,,,TRINITY_DN139836_c1_g1_i4
,,,,TRINITY_DN139837_c5_g1_i1
,,,,TRINITY_DN139837_c6_g4_i1
,,,,TRINITY_DN139839_c2_g1_i2
,,,,TRINITY_DN139841_c3_g1_i4
,,,,TRINITY_DN139842_c0_g1_i2
,,,,TRINITY_DN139843_c2_g2_i2
,,,,TRINITY_DN139845_c0_g2_i1
,,,,TRINITY_DN139846_c3_g1_i5
,,,,TRINITY_DN139848_c1_g3_i7
,,,,TRINITY_DN139850_c9_g2_i1
,,,,TRINITY_DN139851_c3_g1_i5
,,,,TRINITY_DN139855_c1_g1_i1
,,,,TRINITY_DN139858_c4_g1_i8
,,,,TRINITY_DN139861_c5_g1_i2
,,,,TRINITY_DN139861_c6_g1_i2
,,,,TRINITY_DN139861_c6_g2_i1
,,,,TRINITY_DN139862_c6_g3_i1
,,,,TRINITY_DN139863_c2_g1_i2
,,,,TRINITY_DN139865_c3_g1_i2
,,,,TRINITY_DN139865_c6_g1_i1
,,,,TRINITY_DN139867_c5_g1_i1
,,,,TRINITY_DN139867_c7_g1_i2
,,,,TRINITY_DN139875_c4_g4_i1
,,,,TRINITY_DN139876_c0_g1_i2
,,,,TRINITY_DN139877_c3_g1_i2
,,,,TRINITY_DN139877_c3_g2_i1
,,,,TRINITY_DN139886_c2_g1_i1
,,,,TRINITY_DN139886_c5_g1_i1
,,,,TRINITY_DN139890_c2_g1_i1
,,,,TRINITY_DN139890_c2_g3_i1
,,,,TRINITY_DN139891_c1_g2_i4
,,,,TRINITY_DN139895_c3_g3_i3
,,,,TRINITY_DN139896_c3_g3_i4
,,,,TRINITY_DN139897_c1_g1_i4
,,,,TRINITY_DN139897_c1_g2_i11
,,,,TRINITY_DN139900_c2_g1_i1
,,,,TRINITY_DN139906_c1_g2_i1
,,,,TRINITY_DN139907_c2_g1_i7
,,,,TRINITY_DN139908_c0_g2_i1
,,,,TRINITY_DN139913_c3_g1_i6
,,,,TRINITY_DN139914_c0_g1_i16
,,,,TRINITY_DN139917_c10_g1_i2
,,,,TRINITY_DN139917_c8_g1_i1
,,,,TRINITY_DN139918_c3_g2_i1
,,,,TRINITY_DN139924_c1_g1_i2
,,,,TRINITY_DN139924_c2_g1_i3
,,,,TRINITY_DN139932_c1_g2_i1
,,,,TRINITY_DN139936_c2_g1_i1
,,,,TRINITY_DN139939_c1_g1_i1
,,,,TRINITY_DN139940_c0_g2_i4
,,,,TRINITY_DN139945_c0_g2_i1
,,,,TRINITY_DN139947_c3_g1_i1
,,,,TRINITY_DN139956_c8_g1_i2
,,,,TRINITY_DN139957_c1_g1_i4
,,,,TRINITY_DN139959_c1_g1_i2
,,,,TRINITY_DN139959_c1_g2_i1
,,,,TRINITY_DN139961_c1_g1_i3
,,,,TRINITY_DN139961_c1_g2_i1
,,,,TRINITY_DN139963_c5_g1_i3
,,,,TRINITY_DN139965_c2_g1_i2
,,,,TRINITY_DN139967_c3_g1_i2
,,,,TRINITY_DN139972_c0_g1_i1
,,,,TRINITY_DN139976_c6_g1_i2
,,,,TRINITY_DN139980_c9_g1_i1
,,,,TRINITY_DN139981_c0_g1_i1
,,,,TRINITY_DN139983_c3_g1_i1
,,,,TRINITY_DN139983_c5_g3_i2
,,,,TRINITY_DN139983_c6_g2_i6
,,,,TRINITY_DN139984_c3_g5_i2
,,,,TRINITY_DN139987_c2_g2_i1
,,,,TRINITY_DN139992_c3_g3_i5
,,,,TRINITY_DN139993_c1_g1_i6
,,,,TRINITY_DN139994_c3_g1_i1
,,,,TRINITY_DN139996_c3_g1_i11
,,,,TRINITY_DN139997_c5_g2_i2
,,,,TRINITY_DN139999_c6_g5_i2
,,,,TRINITY_DN140004_c8_g1_i2
,,,,TRINITY_DN140008_c3_g2_i3
,,,,TRINITY_DN140008_c3_g5_i1
,,,,TRINITY_DN140010_c0_g1_i2
,,,,TRINITY_DN140012_c3_g1_i1
,,,,TRINITY_DN140013_c0_g3_i6
,,,,TRINITY_DN140014_c1_g1_i6
,,,,TRINITY_DN140017_c2_g1_i1
,,,,TRINITY_DN140022_c5_g2_i1
,,,,TRINITY_DN140023_c4_g4_i2
,,,,TRINITY_DN140024_c2_g1_i1
,,,,TRINITY_DN140024_c3_g1_i2
,,,,TRINITY_DN140026_c7_g2_i2
,,,,TRINITY_DN140027_c1_g2_i2
,,,,TRINITY_DN140028_c3_g1_i1
,,,,TRINITY_DN140031_c2_g1_i3
,,,,TRINITY_DN140036_c2_g1_i3
,,,,TRINITY_DN140043_c0_g1_i2
,,,,TRINITY_DN140044_c1_g1_i6
,,,,TRINITY_DN140049_c5_g5_i1
,,,,TRINITY_DN140051_c4_g1_i1
,,,,TRINITY_DN140052_c3_g3_i3
,,,,TRINITY_DN140053_c4_g1_i3
,,,,TRINITY_DN140054_c4_g2_i1
,,,,TRINITY_DN140055_c8_g2_i1
,,,,TRINITY_DN140059_c8_g1_i1
,,,,TRINITY_DN140059_c8_g5_i1
,,,,TRINITY_DN140060_c10_g1_i1
,,,,TRINITY_DN140061_c0_g1_i8
,,,,TRINITY_DN140061_c1_g1_i6
,,,,TRINITY_DN140061_c1_g2_i1
,,,,TRINITY_DN140064_c5_g3_i1
,,,,TRINITY_DN140066_c4_g1_i1
,,,,TRINITY_DN140066_c5_g1_i3
,,,,TRINITY_DN140068_c1_g1_i4
,,,,TRINITY_DN140070_c3_g1_i4
,,,,TRINITY_DN140071_c7_g2_i2
,,,,TRINITY_DN140071_c8_g1_i2
,,,,TRINITY_DN140073_c7_g1_i1
,,,,TRINITY_DN140076_c8_g2_i2
,,,,TRINITY_DN140080_c1_g1_i1
,,,,TRINITY_DN140082_c1_g1_i4
,,,,TRINITY_DN140082_c3_g2_i4
,,,,TRINITY_DN140083_c2_g3_i1
,,,,TRINITY_DN140084_c4_g1_i8
,,,,TRINITY_DN140086_c3_g4_i1
,,,,TRINITY_DN140091_c0_g1_i16
,,,,TRINITY_DN140092_c8_g1_i3
,,,,TRINITY_DN140093_c5_g2_i2
,,,,TRINITY_DN140096_c2_g1_i1
,,,,TRINITY_DN140097_c2_g3_i2
,,,,TRINITY_DN140099_c6_g3_i2
,,,,TRINITY_DN140100_c0_g1_i1
,,,,TRINITY_DN140108_c2_g1_i3
,,,,TRINITY_DN140109_c2_g1_i1
,,,,TRINITY_DN140112_c3_g3_i1
,,,,TRINITY_DN140115_c4_g1_i4
,,,,TRINITY_DN140120_c0_g1_i11
,,,,TRINITY_DN140121_c0_g2_i1
,,,,TRINITY_DN140122_c3_g2_i3
,,,,TRINITY_DN140123_c3_g2_i2
,,,,TRINITY_DN140126_c0_g1_i5
,,,,TRINITY_DN140128_c0_g1_i3
,,,,TRINITY_DN140133_c1_g3_i2
,,,,TRINITY_DN140139_c0_g3_i4
,,,,TRINITY_DN140141_c0_g2_i4
,,,,TRINITY_DN140143_c0_g1_i2
,,,,TRINITY_DN140147_c5_g2_i1
,,,,TRINITY_DN140147_c5_g5_i2
,,,,TRINITY_DN140150_c8_g1_i3
,,,,TRINITY_DN140153_c1_g1_i4
,,,,TRINITY_DN140159_c1_g1_i1
,,,,TRINITY_DN140159_c3_g1_i1
,,,,TRINITY_DN140160_c0_g2_i4
,,,,TRINITY_DN140161_c1_g1_i1
,,,,TRINITY_DN140162_c0_g1_i1
,,,,TRINITY_DN140162_c1_g2_i4
,,,,TRINITY_DN140162_c2_g1_i5
,,,,TRINITY_DN140166_c0_g3_i1
,,,,TRINITY_DN140167_c5_g4_i1
,,,,TRINITY_DN140168_c3_g1_i3
,,,,TRINITY_DN140176_c0_g1_i1
,,,,TRINITY_DN140177_c0_g1_i1
,,,,TRINITY_DN140178_c0_g3_i1
,,,,TRINITY_DN140182_c4_g2_i1
,,,,TRINITY_DN140188_c1_g1_i11
,,,,TRINITY_DN140190_c3_g2_i9
,,,,TRINITY_DN140192_c0_g1_i4
,,,,TRINITY_DN140197_c7_g1_i6
,,,,TRINITY_DN140197_c7_g2_i4
,,,,TRINITY_DN140201_c1_g1_i4
,,,,TRINITY_DN140202_c1_g1_i2
,,,,TRINITY_DN140205_c3_g1_i1
,,,,TRINITY_DN140206_c5_g1_i1
,,,,TRINITY_DN140207_c6_g1_i2
,,,,TRINITY_DN140209_c5_g1_i2
,,,,TRINITY_DN140210_c0_g1_i8
,,,,TRINITY_DN140210_c0_g2_i1
,,,,TRINITY_DN140211_c4_g4_i1
,,,,TRINITY_DN140212_c3_g1_i1
,,,,TRINITY_DN140213_c0_g1_i4
,,,,TRINITY_DN140214_c0_g1_i2
,,,,TRINITY_DN140216_c1_g1_i4
,,,,TRINITY_DN140218_c3_g4_i5
,,,,TRINITY_DN140223_c0_g1_i2
,,,,TRINITY_DN140226_c5_g1_i1
,,,,TRINITY_DN140226_c6_g1_i1
,,,,TRINITY_DN140227_c2_g2_i1
,,,,TRINITY_DN140232_c1_g2_i1
,,,,TRINITY_DN140232_c1_g4_i1
,,,,TRINITY_DN140233_c3_g1_i2
,,,,TRINITY_DN140234_c6_g1_i3
,,,,TRINITY_DN140237_c3_g1_i2
,,,,TRINITY_DN140242_c3_g1_i4
,,,,TRINITY_DN140245_c0_g1_i21
,,,,TRINITY_DN140246_c1_g1_i1
,,,,TRINITY_DN140246_c3_g1_i5
,,,,TRINITY_DN140246_c4_g1_i5
,,,,TRINITY_DN140247_c6_g1_i1
,,,,TRINITY_DN140250_c4_g1_i3
,,,,TRINITY_DN140251_c1_g1_i6
,,,,TRINITY_DN140251_c1_g2_i2
,,,,TRINITY_DN140253_c0_g2_i3
,,,,TRINITY_DN140258_c0_g3_i1
,,,,TRINITY_DN140266_c4_g1_i3
,,,,TRINITY_DN140268_c0_g1_i4
,,,,TRINITY_DN140269_c3_g1_i2
,,,,TRINITY_DN140270_c1_g3_i1
,,,,TRINITY_DN140270_c1_g4_i7
,,,,TRINITY_DN140271_c2_g2_i2
,,,,TRINITY_DN140271_c2_g3_i6
,,,,TRINITY_DN140271_c2_g5_i1
,,,,TRINITY_DN140273_c2_g1_i5
,,,,TRINITY_DN140277_c0_g1_i1
,,,,TRINITY_DN140278_c4_g5_i1
,,,,TRINITY_DN140279_c2_g1_i1
,,,,TRINITY_DN140279_c2_g2_i1
,,,,TRINITY_DN140279_c3_g2_i1
,,,,TRINITY_DN140281_c2_g1_i1
,,,,TRINITY_DN140283_c0_g3_i1
,,,,TRINITY_DN140292_c0_g1_i7
,,,,TRINITY_DN140293_c0_g1_i3
,,,,TRINITY_DN140295_c1_g1_i3
,,,,TRINITY_DN140295_c1_g2_i2
,,,,TRINITY_DN140298_c2_g2_i2
,,,,TRINITY_DN140299_c7_g2_i1
,,,,TRINITY_DN140302_c7_g1_i2
,,,,TRINITY_DN140303_c3_g1_i1
,,,,TRINITY_DN140304_c4_g3_i4
,,,,TRINITY_DN140309_c6_g2_i3
,,,,TRINITY_DN140310_c3_g1_i1
,,,,TRINITY_DN140310_c3_g2_i3
,,,,TRINITY_DN140312_c11_g1_i2
,,,,TRINITY_DN140320_c4_g1_i2
,,,,TRINITY_DN140324_c1_g1_i9
,,,,TRINITY_DN140325_c0_g3_i2
,,,,TRINITY_DN140326_c3_g2_i1
,,,,TRINITY_DN140335_c1_g1_i2
,,,,TRINITY_DN140335_c1_g3_i1
,,,,TRINITY_DN140335_c1_g4_i2
,,,,TRINITY_DN140335_c1_g7_i1
,,,,TRINITY_DN140335_c1_g9_i1
,,,,TRINITY_DN140336_c1_g1_i3
,,,,TRINITY_DN140341_c5_g1_i1
,,,,TRINITY_DN140341_c6_g1_i2
,,,,TRINITY_DN140343_c0_g2_i1
,,,,TRINITY_DN140345_c0_g1_i1
,,,,TRINITY_DN140352_c3_g2_i2
,,,,TRINITY_DN140352_c3_g3_i3
,,,,TRINITY_DN140356_c0_g1_i4
,,,,TRINITY_DN140356_c1_g1_i5
,,,,TRINITY_DN140360_c5_g1_i2
,,,,TRINITY_DN140361_c0_g1_i4
,,,,TRINITY_DN140362_c0_g1_i4
,,,,TRINITY_DN140362_c0_g2_i1
,,,,TRINITY_DN140364_c5_g4_i1
,,,,TRINITY_DN140365_c4_g1_i10
,,,,TRINITY_DN140372_c3_g1_i1
,,,,TRINITY_DN140372_c4_g6_i7
,,,,TRINITY_DN140373_c2_g1_i3
,,,,TRINITY_DN140374_c2_g1_i3
,,,,TRINITY_DN140379_c2_g1_i2
,,,,TRINITY_DN140380_c1_g4_i1
,,,,TRINITY_DN140384_c6_g1_i1
,,,,TRINITY_DN140386_c1_g1_i9
,,,,TRINITY_DN140390_c1_g1_i2
,,,,TRINITY_DN140391_c0_g1_i1
,,,,TRINITY_DN140396_c2_g1_i1
,,,,TRINITY_DN140396_c3_g1_i1
,,,,TRINITY_DN140397_c4_g1_i1
,,,,TRINITY_DN140399_c0_g1_i4
,,,,TRINITY_DN140399_c1_g1_i5
,,,,TRINITY_DN140405_c1_g1_i1
,,,,TRINITY_DN140405_c1_g2_i2
,,,,TRINITY_DN140405_c1_g3_i4
,,,,TRINITY_DN140408_c6_g1_i1
,,,,TRINITY_DN140411_c2_g2_i2
,,,,TRINITY_DN140425_c7_g3_i2
,,,,TRINITY_DN140427_c2_g1_i11
,,,,TRINITY_DN140429_c0_g1_i3
,,,,TRINITY_DN140429_c2_g1_i1
,,,,TRINITY_DN140431_c0_g1_i1
,,,,TRINITY_DN140431_c4_g2_i1
,,,,TRINITY_DN140432_c1_g2_i10
,,,,TRINITY_DN140434_c0_g3_i2
,,,,TRINITY_DN140436_c3_g1_i2
,,,,TRINITY_DN140436_c4_g3_i1
,,,,TRINITY_DN140437_c1_g1_i7
,,,,TRINITY_DN140440_c7_g1_i6
,,,,TRINITY_DN140442_c1_g1_i1
,,,,TRINITY_DN140443_c0_g2_i1
,,,,TRINITY_DN140445_c2_g1_i1
,,,,TRINITY_DN140446_c0_g1_i3
,,,,TRINITY_DN140448_c0_g1_i1
,,,,TRINITY_DN140450_c0_g2_i1
,,,,TRINITY_DN140454_c5_g4_i1
,,,,TRINITY_DN140456_c1_g1_i1
,,,,TRINITY_DN140463_c4_g2_i4
,,,,TRINITY_DN140467_c0_g1_i1
,,,,TRINITY_DN140469_c1_g1_i12
,,,,TRINITY_DN140476_c2_g1_i1
,,,,TRINITY_DN140476_c2_g2_i4
,,,,TRINITY_DN140477_c2_g1_i3
,,,,TRINITY_DN140479_c5_g1_i2
,,,,TRINITY_DN140480_c2_g4_i6
,,,,TRINITY_DN140483_c3_g4_i3
,,,,TRINITY_DN140486_c1_g1_i2
,,,,TRINITY_DN140487_c1_g3_i1
,,,,TRINITY_DN140489_c7_g1_i1
,,,,TRINITY_DN140494_c0_g1_i1
,,,,TRINITY_DN140496_c0_g1_i3
,,,,TRINITY_DN140496_c0_g2_i1
,,,,TRINITY_DN140497_c0_g1_i4
,,,,TRINITY_DN140499_c0_g1_i2
,,,,TRINITY_DN140507_c0_g2_i7
,,,,TRINITY_DN140508_c0_g2_i2
,,,,TRINITY_DN140509_c0_g1_i6
,,,,TRINITY_DN140510_c6_g1_i2
,,,,TRINITY_DN140514_c0_g3_i1
,,,,TRINITY_DN140515_c4_g1_i3
,,,,TRINITY_DN140515_c6_g2_i1
,,,,TRINITY_DN140516_c0_g1_i10
,,,,TRINITY_DN140518_c0_g1_i8
,,,,TRINITY_DN140519_c0_g1_i1
,,,,TRINITY_DN140519_c1_g2_i3
,,,,TRINITY_DN140523_c2_g1_i3
,,,,TRINITY_DN140524_c6_g1_i6
,,,,TRINITY_DN140526_c10_g1_i1
,,,,TRINITY_DN140527_c5_g2_i1
,,,,TRINITY_DN140528_c8_g4_i2
,,,,TRINITY_DN140528_c8_g5_i2
,,,,TRINITY_DN140534_c2_g1_i2
,,,,TRINITY_DN140534_c3_g1_i3
,,,,TRINITY_DN140539_c2_g1_i5
,,,,TRINITY_DN140540_c2_g2_i5
,,,,TRINITY_DN140541_c1_g1_i1
,,,,TRINITY_DN140543_c0_g1_i1
,,,,TRINITY_DN140545_c2_g1_i5
,,,,TRINITY_DN140548_c2_g1_i3
,,,,TRINITY_DN140548_c3_g5_i3
,,,,TRINITY_DN140551_c5_g1_i5
,,,,TRINITY_DN140552_c2_g1_i1
,,,,TRINITY_DN140554_c4_g1_i2
,,,,TRINITY_DN140556_c4_g6_i1
,,,,TRINITY_DN140557_c3_g1_i11
,,,,TRINITY_DN140557_c3_g2_i1
,,,,TRINITY_DN140560_c3_g1_i2
,,,,TRINITY_DN140563_c0_g1_i3
,,,,TRINITY_DN140564_c4_g1_i1
,,,,TRINITY_DN140564_c5_g2_i6
,,,,TRINITY_DN140565_c3_g1_i1
,,,,TRINITY_DN140567_c2_g4_i4
,,,,TRINITY_DN140572_c1_g1_i3
,,,,TRINITY_DN140573_c10_g1_i1
,,,,TRINITY_DN140575_c0_g1_i11
,,,,TRINITY_DN140577_c1_g1_i9
,,,,TRINITY_DN140580_c0_g1_i6
,,,,TRINITY_DN140580_c0_g2_i1
,,,,TRINITY_DN140583_c1_g1_i2
,,,,TRINITY_DN140584_c3_g1_i2
,,,,TRINITY_DN140585_c8_g3_i1
,,,,TRINITY_DN140588_c6_g2_i4
,,,,TRINITY_DN140588_c6_g3_i1
,,,,TRINITY_DN140589_c3_g1_i6
,,,,TRINITY_DN140589_c3_g2_i1
,,,,TRINITY_DN140592_c1_g1_i7
,,,,TRINITY_DN140592_c1_g5_i1
,,,,TRINITY_DN140596_c3_g1_i1
,,,,TRINITY_DN140597_c8_g1_i6
,,,,TRINITY_DN140600_c1_g2_i3
,,,,TRINITY_DN140601_c0_g2_i3
,,,,TRINITY_DN140604_c8_g2_i1
,,,,TRINITY_DN140605_c1_g1_i1
,,,,TRINITY_DN140608_c1_g2_i1
,,,,TRINITY_DN140611_c3_g1_i1
,,,,TRINITY_DN140611_c4_g1_i2
,,,,TRINITY_DN140612_c0_g3_i2
,,,,TRINITY_DN140614_c0_g1_i2
,,,,TRINITY_DN140615_c4_g1_i5
,,,,TRINITY_DN140615_c4_g3_i1
,,,,TRINITY_DN140616_c1_g2_i1
,,,,TRINITY_DN140616_c1_g4_i1
,,,,TRINITY_DN140617_c0_g2_i1
,,,,TRINITY_DN140619_c0_g1_i3
,,,,TRINITY_DN140622_c1_g5_i2
,,,,TRINITY_DN140628_c0_g3_i1
,,,,TRINITY_DN140629_c0_g2_i2
,,,,TRINITY_DN140629_c0_g3_i2
,,,,TRINITY_DN140631_c1_g1_i1
,,,,TRINITY_DN140631_c1_g2_i1
,,,,TRINITY_DN140632_c0_g1_i1
,,,,TRINITY_DN140634_c1_g2_i2
,,,,TRINITY_DN140634_c2_g1_i2
,,,,TRINITY_DN140635_c0_g1_i4
,,,,TRINITY_DN140636_c4_g4_i1
,,,,TRINITY_DN140639_c0_g1_i1
,,,,TRINITY_DN140648_c1_g1_i1
,,,,TRINITY_DN140651_c7_g1_i1
,,,,TRINITY_DN140655_c7_g2_i1
,,,,TRINITY_DN140655_c8_g1_i3
,,,,TRINITY_DN140659_c5_g1_i1
,,,,TRINITY_DN140660_c10_g3_i2
,,,,TRINITY_DN140663_c3_g1_i1
,,,,TRINITY_DN140664_c1_g2_i2
,,,,TRINITY_DN140664_c2_g1_i2
,,,,TRINITY_DN140665_c6_g2_i5
,,,,TRINITY_DN140667_c1_g3_i2
,,,,TRINITY_DN140668_c1_g1_i6
,,,,TRINITY_DN140672_c4_g4_i2
,,,,TRINITY_DN140673_c6_g1_i2
,,,,TRINITY_DN140675_c0_g3_i1
,,,,TRINITY_DN140676_c0_g4_i1
,,,,TRINITY_DN140684_c3_g1_i6
,,,,TRINITY_DN140687_c3_g1_i2
,,,,TRINITY_DN140687_c4_g1_i3
,,,,TRINITY_DN140687_c5_g5_i1
,,,,TRINITY_DN140693_c0_g1_i7
,,,,TRINITY_DN140694_c2_g4_i10
,,,,TRINITY_DN140697_c6_g3_i1
,,,,TRINITY_DN140698_c3_g2_i1
,,,,TRINITY_DN140700_c0_g1_i1
,,,,TRINITY_DN140706_c0_g2_i2
,,,,TRINITY_DN140706_c1_g1_i7
,,,,TRINITY_DN140707_c0_g1_i1
,,,,TRINITY_DN140712_c0_g2_i10
,,,,TRINITY_DN140714_c3_g6_i1
,,,,TRINITY_DN140715_c1_g1_i2
,,,,TRINITY_DN140716_c5_g4_i1
,,,,TRINITY_DN140725_c0_g1_i1
,,,,TRINITY_DN140732_c0_g1_i3
,,,,TRINITY_DN140734_c6_g1_i1
,,,,TRINITY_DN140734_c7_g2_i1
,,,,TRINITY_DN140738_c2_g1_i4
,,,,TRINITY_DN140742_c2_g1_i1
,,,,TRINITY_DN140742_c4_g2_i3
,,,,TRINITY_DN140746_c3_g3_i5
,,,,TRINITY_DN140746_c3_g4_i1
,,,,TRINITY_DN140747_c8_g3_i3
,,,,TRINITY_DN140751_c0_g1_i4
,,,,TRINITY_DN140765_c1_g1_i2
,,,,TRINITY_DN140766_c1_g1_i2
,,,,TRINITY_DN140766_c2_g1_i3
,,,,TRINITY_DN140767_c7_g5_i1
,,,,TRINITY_DN140768_c1_g3_i1
,,,,TRINITY_DN140769_c0_g3_i10
,,,,TRINITY_DN140770_c0_g1_i1
,,,,TRINITY_DN140772_c0_g1_i4
,,,,TRINITY_DN140772_c0_g2_i6
,,,,TRINITY_DN140774_c3_g4_i7
,,,,TRINITY_DN140778_c3_g1_i1
,,,,TRINITY_DN140778_c3_g2_i2
,,,,TRINITY_DN140781_c0_g2_i1
,,,,TRINITY_DN140784_c2_g1_i1
,,,,TRINITY_DN140785_c0_g1_i2
,,,,TRINITY_DN140790_c1_g1_i1
,,,,TRINITY_DN140790_c2_g1_i1
,,,,TRINITY_DN140790_c4_g5_i1
,,,,TRINITY_DN140791_c5_g1_i1
,,,,TRINITY_DN140791_c9_g1_i7
,,,,TRINITY_DN140794_c4_g1_i14
,,,,TRINITY_DN140797_c2_g1_i1
,,,,TRINITY_DN140798_c3_g2_i4
,,,,TRINITY_DN140799_c0_g1_i5
,,,,TRINITY_DN140799_c0_g2_i2
,,,,TRINITY_DN140802_c1_g2_i2
,,,,TRINITY_DN140806_c7_g1_i1
,,,,TRINITY_DN140807_c0_g1_i5
,,,,TRINITY_DN140814_c7_g1_i2
,,,,TRINITY_DN140816_c3_g1_i6
,,,,TRINITY_DN140818_c3_g1_i1
