gid	gname	chr	logCPM	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN131469_c12_g1_i1	NA	NA	NA	0.693507661	0.693507661	NA	NA	0.181131509	G46_M_mean	unbias	0.098	0.1378	1.4063	gonad
TRINITY_DN131482_c1_g2_i1	NA	NA	NA	-0.461606881	0.461606881	NA	NA	0.336423187	Ovary_mean	unbias	0.1099	0.1205	1.0964	gonad
TRINITY_DN131487_c8_g2_i1	NA	NA	NA	-0.412035175	0.412035175	NA	NA	0.165686809	Ovary_mean	unbias	0.0446	0.0707	1.5856	gonad
TRINITY_DN131520_c3_g3_i24	NA	NA	NA	0.780419091	0.780419091	NA	NA	0.472809353	Brain_mean	unbias	0.0253	0.0258	1.0172	gonad
TRINITY_DN131537_c2_g1_i1	NA	NA	NA	0.134236639	0.134236639	NA	NA	0.254325677	Brain_mean	unbias	0.0231	0.0324	1.4033	gonad
TRINITY_DN131539_c6_g1_i1	NA	NA	NA	0.320137312	0.320137312	NA	NA	0.439416926	G23_mean	unbias	0.0898	0.1194	1.3289	gonad
TRINITY_DN131586_c9_g3_i1	NA	NA	NA	0.459791418	0.459791418	NA	NA	0.193008972	G23_mean	unbias	0.0388	0.0603	1.5535	gonad
TRINITY_DN131594_c0_g1_i3	NA	NA	NA	-0.066625961	0.066625961	NA	NA	0.195926166	G23_mean	unbias	0.0671	0.1183	1.7634	gonad
TRINITY_DN131622_c1_g6_i1	NA	NA	NA	0.192905617	0.192905617	NA	NA	0.48415936	Brain_mean	unbias	0.0465	0.0794	1.7079	gonad
TRINITY_DN131627_c0_g1_i1	NA	NA	NA	-0.132727544	0.132727544	NA	NA	0.30933529	Ovary_mean	unbias	0.0731	0.1012	1.3848	gonad
TRINITY_DN131632_c1_g1_i1	NA	NA	NA	-0.561475897	0.561475897	NA	NA	0.362914206	Ovary_mean	unbias	0.055	0.0979	1.7786	gonad
TRINITY_DN131632_c1_g3_i2	NA	NA	NA	-0.500088334	0.500088334	NA	NA	0.511326849	Brain_mean	unbias	0.1648	0.1811	1.0986	gonad
TRINITY_DN131634_c0_g1_i1	NA	NA	NA	-0.126342713	0.126342713	NA	NA	0.208985697	Ovary_mean	unbias	0.0382	0.0454	1.188	gonad
TRINITY_DN131656_c3_g1_i2	NA	NA	NA	0.178307132	0.178307132	NA	NA	0.509974368	Brain_mean	unbias	0.0469	0.0596	1.2694	gonad
TRINITY_DN131673_c1_g2_i1	NA	NA	NA	0.157113925	0.157113925	NA	NA	0.268422941	G27_mean	unbias	0.09	0.1411	1.5675	gonad
TRINITY_DN131695_c1_g1_i1	NA	NA	NA	0.626335444	0.626335444	NA	NA	0.475497046	G27_mean	unbias	0.1213	0.1906	1.5713	gonad
TRINITY_DN131696_c6_g2_i2	NA	NA	NA	0.162944243	0.162944243	NA	NA	0.336218411	Brain_mean	unbias	0.1589	0.1992	1.2536	gonad
TRINITY_DN131699_c3_g1_i1	NA	NA	NA	-0.38389486	0.38389486	NA	NA	0.297835516	Ovary_mean	unbias	0.0646	0.1216	1.8828	gonad
TRINITY_DN131726_c1_g1_i4	NA	NA	NA	-0.351355358	0.351355358	NA	NA	0.180950592	Ovary_mean	unbias	0.0564	0.1079	1.9151	gonad
TRINITY_DN131734_c0_g1_i2	NA	NA	NA	-0.486378981	0.486378981	NA	NA	0.334947509	Ovary_mean	unbias	0.1705	0.2381	1.3964	gonad
TRINITY_DN131735_c4_g1_i11	NA	NA	NA	0.657084078	0.657084078	NA	NA	0.311189017	Brain_mean	unbias	0.1073	0.1651	1.5396	gonad
TRINITY_DN131779_c3_g2_i1	NA	NA	NA	-0.586971844	0.586971844	NA	NA	0.728102844	Brain_mean	unbias	0.0718	0.0931	1.2957	gonad
TRINITY_DN131790_c1_g2_i3	NA	NA	NA	0.68439032	0.68439032	NA	NA	0.256476672	G23_mean	unbias	0.0294	0.0153	0.5198	gonad
TRINITY_DN131792_c1_g4_i4	NA	NA	NA	0.349820474	0.349820474	NA	NA	0.266206959	Brain_mean	unbias	0.0086	0.0128	1.4852	gonad
TRINITY_DN131796_c1_g1_i1	NA	NA	NA	-0.734038981	0.734038981	NA	NA	0.47760074	Brain_mean	unbias	0.0214	0.0304	1.4172	gonad
TRINITY_DN131808_c0_g4_i3	NA	NA	NA	-0.473253321	0.473253321	NA	NA	0.249042472	G46_F_mean	unbias	0.1005	0.1535	1.5278	gonad
TRINITY_DN131836_c0_g2_i1	NA	NA	NA	-0.078575034	0.078575034	NA	NA	0.134017478	G46_F_mean	unbias	0.0651	0.1257	1.9297	gonad
TRINITY_DN131843_c0_g3_i1	NA	NA	NA	0.481512405	0.481512405	NA	NA	0.655914591	Brain_mean	unbias	0.0111	0.0108	0.9701	gonad
TRINITY_DN131843_c1_g2_i2	NA	NA	NA	-0.297937105	0.297937105	NA	NA	0.224364678	Brain_mean	unbias	0.0176	0.0241	1.3657	gonad
TRINITY_DN131850_c0_g1_i2	NA	NA	NA	-0.310819009	0.310819009	NA	NA	0.197876448	Ovary_mean	unbias	0.0702	0.1379	1.9633	gonad
TRINITY_DN131851_c0_g2_i5	NA	NA	NA	0.37305143	0.37305143	NA	NA	0.39742201	G46_M_mean	unbias	0.1024	0.1241	1.2121	gonad
TRINITY_DN131853_c5_g11_i2	NA	NA	NA	0.178752798	0.178752798	NA	NA	0.673831704	Brain_mean	unbias	0.0514	0.0906	1.7625	gonad
TRINITY_DN131857_c0_g4_i3	NA	NA	NA	0.698449008	0.698449008	NA	NA	0.331130593	G46_M_mean	unbias	0.0577	0.0637	1.1032	gonad
TRINITY_DN131863_c2_g1_i1	NA	NA	NA	-0.608320463	0.608320463	NA	NA	0.333931106	Ovary_mean	unbias	0.0434	0.0602	1.3869	gonad
TRINITY_DN131874_c0_g4_i2	NA	NA	NA	-0.461708019	0.461708019	NA	NA	0.15559989	G46_F_mean	unbias	0.0332	0.0436	1.3136	gonad
TRINITY_DN131877_c0_g1_i2	NA	NA	NA	0.354560394	0.354560394	NA	NA	0.271609231	Brain_mean	unbias	0.069	0.0798	1.1566	gonad
TRINITY_DN131879_c4_g3_i4	NA	NA	NA	-0.417985741	0.417985741	NA	NA	0.246362398	Brain_mean	unbias	0.0333	0.0281	0.8448	gonad
TRINITY_DN131890_c0_g1_i1	NA	NA	NA	0.176904757	0.176904757	NA	NA	0.177406156	G23_mean	unbias	0.0747	0.127	1.7009	gonad
TRINITY_DN131906_c3_g1_i1	NA	NA	NA	0.707674648	0.707674648	NA	NA	0.517497001	G43_M_mean	unbias	0.0741	0.0985	1.3306	gonad
TRINITY_DN131913_c3_g1_i8	NA	NA	NA	-0.268391259	0.268391259	NA	NA	0.266509697	Ovary_mean	unbias	0.0838	0.1146	1.3666	gonad
TRINITY_DN131915_c1_g1_i4	NA	NA	NA	0.11661048	0.11661048	NA	NA	0.180097335	G46_M_mean	unbias	0.0824	0.161	1.9552	gonad
TRINITY_DN131949_c1_g2_i3	NA	NA	NA	-0.44817247	0.44817247	NA	NA	0.534643975	Brain_mean	unbias	0.0349	0.0462	1.3239	gonad
TRINITY_DN131949_c2_g4_i1	NA	NA	NA	-0.353964993	0.353964993	NA	NA	0.379026852	Brain_mean	unbias	0.0204	0.0305	1.4916	gonad
TRINITY_DN131962_c1_g7_i2	NA	NA	NA	0.094197663	0.094197663	NA	NA	0.279103482	Ovary_mean	unbias	0.0931	0.1342	1.4412	gonad
TRINITY_DN131965_c2_g2_i1	NA	NA	NA	-0.41656229	0.41656229	NA	NA	0.377907862	Ovary_mean	unbias	0.1306	0.2036	1.5589	gonad
TRINITY_DN131978_c1_g1_i1	NA	NA	NA	0.202772853	0.202772853	NA	NA	0.305983621	Ovary_mean	unbias	0.1978	0.3204	1.6194	gonad
TRINITY_DN132028_c2_g1_i2	NA	NA	NA	0.023012985	0.023012985	NA	NA	0.395547471	Ovary_mean	unbias	0.0017	0.0025	1.4298	gonad
TRINITY_DN132055_c1_g1_i1	NA	NA	NA	0.891476203	0.891476203	NA	NA	0.77245869	Brain_mean	unbias	0.1448	0.2093	1.4456	gonad
TRINITY_DN132057_c6_g1_i1	NA	NA	NA	-0.677053532	0.677053532	NA	NA	0.317611806	Ovary_mean	unbias	0.013	0.0136	1.046	gonad
TRINITY_DN132073_c2_g1_i1	NA	NA	NA	0.104413959	0.104413959	NA	NA	0.384255103	Brain_mean	unbias	0.0039	0.0048	1.228	gonad
TRINITY_DN132085_c5_g1_i2	NA	NA	NA	0.443785571	0.443785571	NA	NA	0.466997392	Brain_mean	unbias	0.0798	0.0414	0.5186	gonad
TRINITY_DN132091_c0_g4_i8	NA	NA	NA	0.173314095	0.173314095	NA	NA	0.283827696	Brain_mean	unbias	0.0678	0.0971	1.4331	gonad
TRINITY_DN132106_c0_g1_i1	NA	NA	NA	0.201473753	0.201473753	NA	NA	0.329640156	Ovary_mean	unbias	0.079	0.1306	1.6539	gonad
TRINITY_DN132118_c1_g4_i4	NA	NA	NA	0.259139815	0.259139815	NA	NA	0.427588702	Brain_mean	unbias	0.1288	0.2276	1.7671	gonad
TRINITY_DN132121_c0_g4_i2	NA	NA	NA	0.171608718	0.171608718	NA	NA	0.407863986	Brain_mean	unbias	0.0867	0.1253	1.4465	gonad
TRINITY_DN132123_c0_g2_i1	NA	NA	NA	0.74401585	0.74401585	NA	NA	0.213455636	G43_M_mean	unbias	0.043	0.0505	1.1756	gonad
TRINITY_DN132143_c2_g1_i3	NA	NA	NA	0.176643468	0.176643468	NA	NA	0.220867775	G23_mean	unbias	0.0998	0.1711	1.715	gonad
TRINITY_DN132163_c5_g4_i2	NA	NA	NA	-0.620557661	0.620557661	NA	NA	0.354415625	Brain_mean	unbias	0.0426	0.0515	1.2087	gonad
TRINITY_DN132168_c0_g1_i4	NA	NA	NA	0.470458145	0.470458145	NA	NA	0.18098214	G27_mean	unbias	0.0444	0.0755	1.6988	gonad
TRINITY_DN132171_c0_g1_i13	NA	NA	NA	-0.190947999	0.190947999	NA	NA	0.401001681	Ovary_mean	unbias	0.0785	0.0885	1.1272	gonad
TRINITY_DN132174_c3_g1_i2	NA	NA	NA	-0.848384453	0.848384453	NA	NA	0.636916501	Brain_mean	unbias	0.0069	0.0091	1.3162	gonad
TRINITY_DN132180_c9_g5_i6	NA	NA	NA	0.339386914	0.339386914	NA	NA	0.34447052	Brain_mean	unbias	0.0695	0.0984	1.4163	gonad
TRINITY_DN132188_c0_g1_i4	NA	NA	NA	0.005915425	0.005915425	NA	NA	0.240113817	G23_mean	unbias	0.0534	0.0622	1.1649	gonad
TRINITY_DN132193_c1_g1_i2	NA	NA	NA	0.777235947	0.777235947	NA	NA	0.423288154	Testis_mean	unbias	0.0883	0.153	1.7317	gonad
TRINITY_DN132201_c3_g4_i2	NA	NA	NA	0.898831305	0.898831305	NA	NA	0.733162672	Brain_mean	unbias	0.1735	0.2042	1.1774	gonad
TRINITY_DN132204_c2_g3_i1	NA	NA	NA	0.664782797	0.664782797	NA	NA	0.407652377	Brain_mean	unbias	0.1197	0.1828	1.5276	gonad
TRINITY_DN132215_c2_g2_i3	NA	NA	NA	-0.094559841	0.094559841	NA	NA	0.186754159	Ovary_mean	unbias	0.0527	0.0656	1.2466	gonad
TRINITY_DN132219_c3_g1_i1	NA	NA	NA	-0.203253819	0.203253819	NA	NA	0.104059281	G23_mean	unbias	0.0844	0.1169	1.3854	gonad
TRINITY_DN132223_c0_g1_i3	NA	NA	NA	-0.532055167	0.532055167	NA	NA	0.375642924	Ovary_mean	unbias	0.0425	0.0699	1.6435	gonad
TRINITY_DN132225_c0_g1_i2	NA	NA	NA	0.042039078	0.042039078	NA	NA	0.17194929	Brain_mean	unbias	0.0166	0.0208	1.2517	gonad
TRINITY_DN132231_c0_g2_i2	NA	NA	NA	0.213786201	0.213786201	NA	NA	0.096551264	Liver_mean	unbias	0.0931	0.1477	1.5864	gonad
TRINITY_DN132233_c0_g1_i2	NA	NA	NA	-0.313495507	0.313495507	NA	NA	0.359731925	G23_mean	unbias	0.1119	0.2145	1.9169	gonad
TRINITY_DN132236_c0_g2_i2	NA	NA	NA	0.200710322	0.200710322	NA	NA	0.496145583	Brain_mean	unbias	0.0536	0.0899	1.6767	gonad
TRINITY_DN132249_c1_g2_i4	NA	NA	NA	-0.231344283	0.231344283	NA	NA	0.659404125	Ovary_mean	unbias	0.1657	0.2848	1.7186	gonad
TRINITY_DN132257_c1_g1_i8	NA	NA	NA	-0.764099154	0.764099154	NA	NA	0.291300451	Ovary_mean	unbias	0.1258	0.1825	1.4507	gonad
TRINITY_DN132264_c1_g1_i5	NA	NA	NA	0.823091994	0.823091994	NA	NA	0.630335192	Brain_mean	unbias	0.0893	0.1479	1.6554	gonad
TRINITY_DN132295_c1_g2_i5	NA	NA	NA	-0.073156734	0.073156734	NA	NA	0.348190196	Brain_mean	unbias	0.0104	0.0093	0.8914	gonad
TRINITY_DN132298_c4_g2_i1	NA	NA	NA	0.130858383	0.130858383	NA	NA	0.614020914	Brain_mean	unbias	0.0612	0.053	0.8655	gonad
TRINITY_DN132299_c1_g1_i4	NA	NA	NA	0.947727794	0.947727794	NA	NA	0.682766939	Brain_mean	unbias	0.0403	0.0575	1.4248	gonad
TRINITY_DN132312_c6_g1_i1	NA	NA	NA	0.678044263	0.678044263	NA	NA	0.292607822	Brain_mean	unbias	0.001	0.0005	0.5374	gonad
TRINITY_DN132328_c1_g1_i1	NA	NA	NA	-0.648365232	0.648365232	NA	NA	0.432773682	Ovary_mean	unbias	0.1146	0.2122	1.8521	gonad
TRINITY_DN132329_c0_g1_i2	NA	NA	NA	0.289204353	0.289204353	NA	NA	0.564298736	Liver_mean	unbias	0.1606	0.266	1.6567	gonad
TRINITY_DN132341_c7_g1_i2	NA	NA	NA	-0.343641699	0.343641699	NA	NA	0.520129377	Brain_mean	unbias	0.0215	0.0416	1.9365	gonad
TRINITY_DN132349_c0_g1_i1	NA	NA	NA	0.242972447	0.242972447	NA	NA	0.480712591	Liver_mean	unbias	0.1048	0.1923	1.8354	gonad
TRINITY_DN132365_c2_g1_i2	NA	NA	NA	0.403085985	0.403085985	NA	NA	0.188127755	G43_M_mean	unbias	0.0619	0.1188	1.9184	gonad
TRINITY_DN132374_c1_g2_i2	NA	NA	NA	-0.501043087	0.501043087	NA	NA	0.583681809	Ovary_mean	unbias	0.1067	0.2047	1.9189	gonad
TRINITY_DN132376_c0_g1_i2	NA	NA	NA	-0.011863277	0.011863277	NA	NA	0.120874163	Ovary_mean	unbias	0.2026	0.3096	1.5282	gonad
TRINITY_DN132388_c0_g6_i3	NA	NA	NA	-0.212665677	0.212665677	NA	NA	0.41435469	Ovary_mean	unbias	0.1607	0.2236	1.3916	gonad
TRINITY_DN132395_c1_g2_i8	NA	NA	NA	0.611418665	0.611418665	NA	NA	0.345237663	G23_mean	unbias	0.1157	0.2252	1.9452	gonad
TRINITY_DN132412_c0_g4_i2	NA	NA	NA	0.09744445	0.09744445	NA	NA	0.082915087	Ovary_mean	unbias	0.0357	0.0613	1.7157	gonad
TRINITY_DN132432_c4_g1_i1	NA	NA	NA	-0.064979557	0.064979557	NA	NA	0.451928878	Brain_mean	unbias	0.0329	0.0522	1.5851	gonad
TRINITY_DN132437_c1_g1_i4	NA	NA	NA	0.696857215	0.696857215	NA	NA	0.476862094	G23_mean	unbias	0.0224	0.021	0.9392	gonad
TRINITY_DN132443_c2_g2_i1	NA	NA	NA	-0.041050119	0.041050119	NA	NA	0.189224011	G27_mean	unbias	0.042	0.0721	1.7156	gonad
TRINITY_DN132449_c2_g1_i1	NA	NA	NA	0.216384141	0.216384141	NA	NA	0.34877117	G43_M_mean	unbias	0.1024	0.1305	1.2747	gonad
TRINITY_DN132458_c0_g2_i2	NA	NA	NA	0.83379836	0.83379836	NA	NA	0.536256773	Brain_mean	unbias	0.1045	0.1289	1.2333	gonad
TRINITY_DN132471_c5_g1_i2	NA	NA	NA	0.701835476	0.701835476	NA	NA	0.257559278	G43_M_mean	unbias	0.1174	0.1781	1.5171	gonad
TRINITY_DN132479_c0_g1_i8	NA	NA	NA	-0.073617128	0.073617128	NA	NA	0.325605837	Liver_mean	unbias	0.1606	0.2718	1.6927	gonad
TRINITY_DN132485_c2_g2_i9	NA	NA	NA	1.212343352	1.212343352	NA	NA	0.408628766	G27_mean	unbias	0.0889	0.1511	1.6998	gonad
TRINITY_DN132492_c0_g1_i1	NA	NA	NA	-0.111330259	0.111330259	NA	NA	0.094332518	G27_mean	unbias	0.0256	0.0413	1.6101	gonad
TRINITY_DN132502_c2_g1_i5	NA	NA	NA	-0.397987603	0.397987603	NA	NA	0.267490413	Brain_mean	unbias	0.0345	0.0458	1.3271	gonad
TRINITY_DN132508_c1_g2_i1	NA	NA	NA	-0.160899092	0.160899092	NA	NA	0.259751881	Ovary_mean	unbias	0.0352	0.0318	0.9032	gonad
TRINITY_DN132513_c0_g1_i1	NA	NA	NA	0.255466338	0.255466338	NA	NA	0.431874834	Ovary_mean	unbias	0.0614	0.0806	1.3124	gonad
TRINITY_DN132519_c0_g3_i5	NA	NA	NA	0.172879746	0.172879746	NA	NA	0.526136525	Brain_mean	unbias	0.0366	0.0424	1.1562	gonad
TRINITY_DN132527_c4_g4_i2	NA	NA	NA	0.13817695	0.13817695	NA	NA	0.682634754	Brain_mean	unbias	0.069	0.1299	1.8833	gonad
TRINITY_DN132553_c1_g6_i14	NA	NA	NA	-0.129649113	0.129649113	NA	NA	0.15644149	G46_F_mean	unbias	0.0955	0.1403	1.4693	gonad
TRINITY_DN132561_c2_g3_i3	NA	NA	NA	-0.349442186	0.349442186	NA	NA	0.22869752	G23_mean	unbias	0.0416	0.0394	0.9475	gonad
TRINITY_DN132562_c0_g2_i3	NA	NA	NA	0.140036058	0.140036058	NA	NA	0.140433807	Brain_mean	unbias	0.014	0.0067	0.4777	gonad
TRINITY_DN132574_c2_g1_i2	NA	NA	NA	-0.342091281	0.342091281	NA	NA	0.415595732	Brain_mean	unbias	0.068	0.1355	1.9936	gonad
TRINITY_DN132582_c1_g2_i4	NA	NA	NA	0.133374053	0.133374053	NA	NA	0.570785185	Brain_mean	unbias	0.0254	0.0335	1.3223	gonad
TRINITY_DN132595_c0_g1_i1	NA	NA	NA	-0.390096794	0.390096794	NA	NA	0.316982545	G46_M_mean	unbias	0.2213	0.3654	1.6514	gonad
TRINITY_DN132599_c0_g1_i3	NA	NA	NA	0.260604433	0.260604433	NA	NA	0.334100823	Brain_mean	unbias	0.202	0.3476	1.7211	gonad
TRINITY_DN132628_c1_g1_i2	NA	NA	NA	0.225279563	0.225279563	NA	NA	0.201571911	Brain_mean	unbias	0.0418	0.065	1.5565	gonad
TRINITY_DN132629_c1_g1_i2	NA	NA	NA	0.343307086	0.343307086	NA	NA	0.25816497	G23_mean	unbias	0.0679	0.1278	1.8826	gonad
TRINITY_DN132643_c1_g5_i2	NA	NA	NA	0.521351824	0.521351824	NA	NA	0.506722048	Ovary_mean	unbias	0.1995	0.3628	1.8192	gonad
TRINITY_DN132644_c5_g1_i1	NA	NA	NA	-0.127552548	0.127552548	NA	NA	0.226076614	Ovary_mean	unbias	0.0668	0.0829	1.2402	gonad
TRINITY_DN132650_c6_g5_i5	NA	NA	NA	0.496255936	0.496255936	NA	NA	0.25788075	Ovary_mean	unbias	0.0574	0.0985	1.7166	gonad
TRINITY_DN132653_c4_g1_i2	NA	NA	NA	-0.139749296	0.139749296	NA	NA	0.246593658	Ovary_mean	unbias	0.0908	0.1735	1.9115	gonad
TRINITY_DN132656_c6_g3_i5	NA	NA	NA	0.508967381	0.508967381	NA	NA	0.56737536	Brain_mean	unbias	0.0774	0.1443	1.8638	gonad
TRINITY_DN132657_c3_g2_i3	NA	NA	NA	-0.108469362	0.108469362	NA	NA	0.734320519	Brain_mean	unbias	0.0316	0.0581	1.8389	gonad
TRINITY_DN132669_c0_g1_i1	NA	NA	NA	0.394267873	0.394267873	NA	NA	0.403843973	Ovary_mean	unbias	0.0777	0.0868	1.1176	gonad
TRINITY_DN132678_c0_g2_i1	NA	NA	NA	0.369006056	0.369006056	NA	NA	0.148016442	Ovary_mean	unbias	0.0532	0.0546	1.0267	gonad
TRINITY_DN132679_c1_g1_i4	NA	NA	NA	0.743455842	0.743455842	NA	NA	0.514035211	G46_M_mean	unbias	0.0775	0.0894	1.1542	gonad
TRINITY_DN132689_c3_g2_i8	NA	NA	NA	-0.176156105	0.176156105	NA	NA	0.14765843	G23_mean	unbias	0.0777	0.1039	1.3383	gonad
TRINITY_DN132693_c0_g4_i2	NA	NA	NA	0.724163646	0.724163646	NA	NA	0.444515688	Brain_mean	unbias	0.0146	0.0201	1.3781	gonad
TRINITY_DN132719_c0_g1_i3	NA	NA	NA	0.247237669	0.247237669	NA	NA	0.13949879	Brain_mean	unbias	0.0715	0.0334	0.467	gonad
TRINITY_DN132728_c0_g1_i5	NA	NA	NA	-0.935309414	0.935309414	NA	NA	0.422740359	Ovary_mean	unbias	0.0847	0.1318	1.5573	gonad
TRINITY_DN132751_c3_g1_i2	NA	NA	NA	0.878653857	0.878653857	NA	NA	0.434241119	Brain_mean	unbias	0.1113	0.2058	1.8489	gonad
TRINITY_DN132758_c3_g1_i1	NA	NA	NA	0.473976235	0.473976235	NA	NA	0.250094604	Brain_mean	unbias	0.0235	0.0339	1.4405	gonad
TRINITY_DN132764_c3_g5_i2	NA	NA	NA	1.272193461	1.272193461	NA	NA	0.455832947	Brain_mean	unbias	0.1302	0.2035	1.5636	gonad
TRINITY_DN132764_c3_g6_i2	NA	NA	NA	-0.900384597	0.900384597	NA	NA	0.458001452	Ovary_mean	unbias	0.0768	0.1042	1.3569	gonad
TRINITY_DN132772_c0_g2_i1	NA	NA	NA	1.019558552	1.019558552	NA	NA	0.367444915	Brain_mean	unbias	0.1578	0.2389	1.5143	gonad
TRINITY_DN132782_c2_g1_i2	NA	NA	NA	-0.324515622	0.324515622	NA	NA	0.517863685	Brain_mean	unbias	0.0733	0.1263	1.7228	gonad
TRINITY_DN132818_c0_g2_i3	NA	NA	NA	-0.405816445	0.405816445	NA	NA	0.161650489	Ovary_mean	unbias	0.0502	0.0494	0.9838	gonad
TRINITY_DN132820_c4_g1_i2	NA	NA	NA	0.947993412	0.947993412	NA	NA	0.450390684	Brain_mean	unbias	0.0957	0.075	0.7839	gonad
TRINITY_DN132826_c2_g2_i1	NA	NA	NA	-0.072065029	0.072065029	NA	NA	0.23856837	Brain_mean	unbias	0.0187	0.0221	1.1811	gonad
TRINITY_DN132830_c6_g1_i1	NA	NA	NA	-0.903478283	0.903478283	NA	NA	0.42025866	Ovary_mean	unbias	0.0716	0.1411	1.9707	gonad
TRINITY_DN132851_c3_g4_i1	NA	NA	NA	0.033060218	0.033060218	NA	NA	0.392341953	Brain_mean	unbias	0.1387	0.1955	1.409	gonad
TRINITY_DN132871_c1_g1_i1	NA	NA	NA	0.428005093	0.428005093	NA	NA	0.347789158	Ovary_mean	unbias	0.0754	0.1229	1.6302	gonad
TRINITY_DN132892_c2_g1_i2	NA	NA	NA	0.452932407	0.452932407	NA	NA	0.142284626	Ovary_mean	unbias	0.0725	0.1305	1.8013	gonad
TRINITY_DN132900_c0_g3_i3	NA	NA	NA	0.24368528	0.24368528	NA	NA	0.53257161	Brain_mean	unbias	0.0335	0.0406	1.2135	gonad
TRINITY_DN132917_c4_g2_i4	NA	NA	NA	0.099702178	0.099702178	NA	NA	0.393039555	Brain_mean	unbias	0.0937	0.1218	1.2995	gonad
TRINITY_DN132934_c0_g1_i2	NA	NA	NA	-0.390844073	0.390844073	NA	NA	0.254811573	G43_M_mean	unbias	0.0526	0.0758	1.4408	gonad
TRINITY_DN132942_c0_g1_i5	NA	NA	NA	1.784202379	1.784202379	NA	NA	0.303179938	Testis_mean	unbias	0.1217	0.2165	1.7795	gonad
TRINITY_DN132947_c0_g1_i4	NA	NA	NA	-0.856678351	0.856678351	NA	NA	0.42973569	Ovary_mean	unbias	0.1366	0.255	1.8669	gonad
TRINITY_DN132949_c1_g1_i1	NA	NA	NA	0.287924543	0.287924543	NA	NA	0.247324278	G23_mean	unbias	0.0341	0.0457	1.3397	gonad
TRINITY_DN132951_c0_g1_i2	NA	NA	NA	0.419230061	0.419230061	NA	NA	0.379751437	Brain_mean	unbias	0.0263	0.0504	1.9115	gonad
TRINITY_DN132961_c3_g1_i1	NA	NA	NA	0.777507527	0.777507527	NA	NA	0.417447569	Brain_mean	unbias	0.0572	0.0879	1.5365	gonad
TRINITY_DN132974_c4_g2_i9	NA	NA	NA	0.44818494	0.44818494	NA	NA	0.43668092	Brain_mean	unbias	0.0608	0.0705	1.1597	gonad
TRINITY_DN132977_c0_g1_i4	NA	NA	NA	0.225808218	0.225808218	NA	NA	0.147373314	G23_mean	unbias	0.0232	0.0332	1.4336	gonad
TRINITY_DN133005_c2_g1_i1	NA	NA	NA	0.107821299	0.107821299	NA	NA	0.509276548	G43_M_mean	unbias	0.0287	0.056	1.95	gonad
TRINITY_DN133007_c1_g1_i4	NA	NA	NA	-0.454123366	0.454123366	NA	NA	0.520546001	Ovary_mean	unbias	0.0747	0.1172	1.5705	gonad
TRINITY_DN133008_c0_g1_i3	NA	NA	NA	-0.274321551	0.274321551	NA	NA	0.194243069	Ovary_mean	unbias	0.0342	0.0442	1.2937	gonad
TRINITY_DN133014_c5_g4_i7	NA	NA	NA	-0.132090429	0.132090429	NA	NA	0.257078024	Brain_mean	unbias	0.0831	0.1002	1.2051	gonad
TRINITY_DN133021_c1_g1_i1	NA	NA	NA	1.050032909	1.050032909	NA	NA	0.758085156	Brain_mean	unbias	0.0486	0.0585	1.2034	gonad
TRINITY_DN133031_c0_g1_i3	NA	NA	NA	0.511565267	0.511565267	NA	NA	0.1959955	Brain_mean	unbias	0.1639	0.2678	1.6343	gonad
TRINITY_DN133036_c1_g2_i2	NA	NA	NA	0.545876817	0.545876817	NA	NA	0.285522435	Testis_mean	unbias	0.0855	0.1083	1.2661	gonad
TRINITY_DN133062_c0_g4_i13	NA	NA	NA	0.403236592	0.403236592	NA	NA	0.3453138	Brain_mean	unbias	0.162	0.3051	1.8834	gonad
TRINITY_DN133088_c5_g1_i1	NA	NA	NA	-0.153028997	0.153028997	NA	NA	0.202035848	Ovary_mean	unbias	0.0657	0.0778	1.1834	gonad
TRINITY_DN133096_c5_g1_i1	NA	NA	NA	-0.056199498	0.056199498	NA	NA	0.433494243	Brain_mean	unbias	0.1108	0.0815	0.7357	gonad
TRINITY_DN133127_c3_g1_i1	NA	NA	NA	-0.668007375	0.668007375	NA	NA	0.353627321	Brain_mean	unbias	0.0515	0.0655	1.2719	gonad
TRINITY_DN133127_c3_g3_i4	NA	NA	NA	0.626248718	0.626248718	NA	NA	0.361227465	Brain_mean	unbias	0.0399	0.0629	1.5776	gonad
TRINITY_DN133130_c2_g1_i2	NA	NA	NA	-0.430117759	0.430117759	NA	NA	0.251334868	Ovary_mean	unbias	0.1424	0.2378	1.6698	gonad
TRINITY_DN133142_c0_g1_i3	NA	NA	NA	0.385989128	0.385989128	NA	NA	0.501513109	Brain_mean	unbias	0.2221	0.255	1.148	gonad
TRINITY_DN133149_c0_g1_i2	NA	NA	NA	0.693072989	0.693072989	NA	NA	0.595846589	Brain_mean	unbias	0.0492	0.0751	1.528	gonad
TRINITY_DN133160_c0_g1_i3	NA	NA	NA	1.026147953	1.026147953	NA	NA	0.467916071	G46_M_mean	unbias	0.0804	0.1032	1.2839	gonad
TRINITY_DN133166_c0_g1_i1	NA	NA	NA	0.318728535	0.318728535	NA	NA	0.508889863	Brain_mean	unbias	0.081	0.1306	1.6124	gonad
