gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	tau	tissue	bias
TRINITY_DN125162_c2_g1_i3	NA	NA	NA	NA	NA	0.559781421	NA	NA	0.347108358	G23_mean	unbias
TRINITY_DN125167_c1_g1_i4	NA	NA	NA	NA	NA	-0.694909135	NA	NA	0.364046286	Ovary_mean	unbias
TRINITY_DN125169_c1_g1_i1	NA	NA	NA	NA	NA	0.076991275	NA	NA	0.307381882	G46_M_mean	unbias
TRINITY_DN125174_c0_g8_i1	NA	NA	NA	NA	NA	-0.096184934	NA	NA	0.197241304	Brain_mean	unbias
TRINITY_DN125175_c3_g1_i5	NA	NA	NA	NA	NA	-0.759031694	NA	NA	0.446066125	G46_M_mean	unbias
TRINITY_DN125177_c2_g1_i2	NA	NA	NA	NA	NA	1.220035011	NA	NA	0.225709142	G43_F_mean	unbias
TRINITY_DN125182_c0_g2_i2	NA	NA	NA	NA	NA	0.488010222	NA	NA	0.393624487	Ovary_mean	unbias
TRINITY_DN125184_c0_g1_i5	NA	NA	NA	NA	NA	0.111429996	NA	NA	0.348831766	Brain_mean	unbias
TRINITY_DN125186_c2_g2_i2	NA	NA	NA	NA	NA	0.395114755	NA	NA	0.516773596	Brain_mean	unbias
TRINITY_DN125186_c3_g1_i6	NA	NA	NA	NA	NA	-0.632399498	NA	NA	0.433346263	Ovary_mean	unbias
TRINITY_DN125187_c0_g2_i2	NA	NA	NA	NA	NA	-0.482743077	NA	NA	0.233641586	Ovary_mean	unbias
TRINITY_DN125189_c1_g1_i13	NA	NA	NA	NA	NA	-0.047357632	NA	NA	0.183314643	Ovary_mean	unbias
TRINITY_DN125190_c0_g1_i1	NA	NA	NA	NA	NA	0.918677848	NA	NA	0.24321712	G23_mean	unbias
TRINITY_DN125191_c5_g1_i1	NA	NA	NA	NA	NA	-0.88678951	NA	NA	0.407710521	Brain_mean	unbias
TRINITY_DN125191_c5_g2_i2	NA	NA	NA	NA	NA	-0.05625087	NA	NA	0.379559621	Brain_mean	unbias
TRINITY_DN125191_c5_g3_i1	NA	NA	NA	NA	NA	-0.625935207	NA	NA	0.446084474	Brain_mean	unbias
TRINITY_DN125191_c5_g7_i2	NA	NA	NA	NA	NA	0.061223111	NA	NA	0.279629198	Brain_mean	unbias
TRINITY_DN125191_c6_g2_i1	NA	NA	NA	NA	NA	0.105670115	NA	NA	0.435764872	Ovary_mean	unbias
TRINITY_DN125191_c7_g1_i1	NA	NA	NA	NA	NA	-0.471832769	NA	NA	0.416292904	Liver_mean	unbias
TRINITY_DN125192_c1_g1_i6	NA	NA	NA	NA	NA	-0.549833821	NA	NA	0.550080877	Brain_mean	unbias
TRINITY_DN125193_c1_g2_i1	NA	NA	NA	NA	NA	-0.542459221	NA	NA	0.330816324	Ovary_mean	unbias
TRINITY_DN125194_c0_g2_i1	NA	NA	NA	NA	NA	0.194461912	NA	NA	0.306898519	Brain_mean	unbias
TRINITY_DN125197_c0_g2_i1	NA	NA	NA	NA	NA	-0.283427078	NA	NA	0.529353106	G43_M_mean	unbias
TRINITY_DN125201_c1_g10_i2	NA	NA	NA	NA	NA	0.135660179	NA	NA	0.320897962	G23_mean	unbias
TRINITY_DN125206_c3_g4_i2	NA	NA	NA	NA	NA	0.299513333	NA	NA	0.451020414	Ovary_mean	unbias
TRINITY_DN125206_c3_g6_i2	NA	NA	NA	NA	NA	-0.317049614	NA	NA	0.333589701	Ovary_mean	unbias
TRINITY_DN125208_c5_g1_i3	NA	NA	NA	NA	NA	-0.467059997	NA	NA	0.126888219	G27_mean	unbias
TRINITY_DN125209_c1_g1_i7	NA	NA	NA	NA	NA	0.564303232	NA	NA	0.535127736	Brain_mean	unbias
TRINITY_DN125212_c0_g1_i7	NA	NA	NA	NA	NA	0.645684933	NA	NA	0.52639793	G46_F_mean	unbias
TRINITY_DN125212_c1_g3_i1	NA	NA	NA	NA	NA	0.862221496	NA	NA	0.481203634	G46_F_mean	unbias
TRINITY_DN125215_c1_g1_i1	NA	NA	NA	NA	NA	-0.356186288	NA	NA	0.209121235	G23_mean	unbias
TRINITY_DN125215_c2_g2_i2	NA	NA	NA	NA	NA	0.35888679	NA	NA	0.444966721	Brain_mean	unbias
TRINITY_DN125215_c4_g1_i1	NA	NA	NA	NA	NA	-0.470930405	NA	NA	0.132922656	G23_mean	unbias
TRINITY_DN125216_c1_g2_i2	NA	NA	NA	NA	NA	-0.469659704	NA	NA	0.088353571	Brain_mean	unbias
TRINITY_DN125218_c0_g1_i2	NA	NA	NA	NA	NA	-0.374395529	NA	NA	0.588474904	Ovary_mean	unbias
TRINITY_DN125226_c2_g1_i4	NA	NA	NA	NA	NA	0.143892137	NA	NA	0.171233424	G27_mean	unbias
TRINITY_DN125229_c2_g1_i1	NA	NA	NA	NA	NA	-0.686615312	NA	NA	0.557790518	Brain_mean	unbias
TRINITY_DN125233_c0_g1_i1	NA	NA	NA	NA	NA	1.107859686	NA	NA	0.50061448	Brain_mean	unbias
TRINITY_DN125235_c0_g1_i3	NA	NA	NA	NA	NA	-0.073137165	NA	NA	0.294848288	G43_M_mean	unbias
TRINITY_DN125246_c1_g1_i1	NA	NA	NA	NA	NA	-0.414271047	NA	NA	0.476572891	Ovary_mean	unbias
TRINITY_DN125248_c0_g1_i2	NA	NA	NA	NA	NA	0.734641175	NA	NA	0.753881101	Brain_mean	unbias
TRINITY_DN125250_c4_g1_i1	NA	NA	NA	NA	NA	0.629051402	NA	NA	0.480483797	Liver_mean	unbias
TRINITY_DN125251_c3_g1_i1	NA	NA	NA	NA	NA	0.164934072	NA	NA	0.493691353	Liver_mean	unbias
TRINITY_DN125251_c3_g5_i1	NA	NA	NA	NA	NA	0.745294013	NA	NA	0.29135273	G23_mean	unbias
TRINITY_DN125251_c4_g3_i5	NA	NA	NA	NA	NA	-0.483956429	NA	NA	0.740532236	Ovary_mean	unbias
TRINITY_DN125252_c3_g1_i3	NA	NA	NA	NA	NA	-0.529705224	NA	NA	0.531978956	Ovary_mean	unbias
TRINITY_DN125252_c4_g5_i1	NA	NA	NA	NA	NA	0.259082632	NA	NA	0.329103143	G23_mean	unbias
TRINITY_DN125256_c2_g1_i2	NA	NA	NA	NA	NA	-0.018096241	NA	NA	0.161915222	G23_mean	unbias
TRINITY_DN125259_c0_g1_i1	NA	NA	NA	NA	NA	-0.16602034	NA	NA	0.421291065	Ovary_mean	unbias
TRINITY_DN125260_c4_g1_i9	NA	NA	NA	NA	NA	-0.473777901	NA	NA	0.445784131	Brain_mean	unbias
TRINITY_DN125263_c1_g2_i4	NA	NA	NA	NA	NA	0.999794982	NA	NA	0.450276768	G23_mean	unbias
TRINITY_DN125266_c2_g2_i2	NA	NA	NA	NA	NA	0.852951931	NA	NA	0.479934677	G31_mean	unbias
TRINITY_DN125276_c0_g1_i7	NA	NA	NA	NA	NA	0.002710414	NA	NA	0.6634876	Ovary_mean	unbias
TRINITY_DN125280_c2_g1_i1	NA	NA	NA	NA	NA	1.195569424	NA	NA	0.48457159	Brain_mean	unbias
TRINITY_DN125281_c1_g3_i5	NA	NA	NA	NA	NA	0.392317345	NA	NA	0.521754118	Brain_mean	unbias
TRINITY_DN125284_c3_g3_i1	NA	NA	NA	NA	NA	-0.255951633	NA	NA	0.230436925	Ovary_mean	unbias
TRINITY_DN125285_c1_g1_i1	NA	NA	NA	NA	NA	-0.714819669	NA	NA	0.548689653	Ovary_mean	unbias
TRINITY_DN125289_c1_g1_i1	NA	NA	NA	NA	NA	-0.687053011	NA	NA	0.326799704	Brain_mean	unbias
TRINITY_DN125293_c0_g1_i1	NA	NA	NA	NA	NA	-0.306340168	NA	NA	0.3636188	Ovary_mean	unbias
TRINITY_DN125294_c0_g1_i1	NA	NA	NA	NA	NA	-0.630979695	NA	NA	0.372002626	Brain_mean	unbias
TRINITY_DN125295_c0_g1_i1	NA	NA	NA	NA	NA	0.146188903	NA	NA	0.276894571	Ovary_mean	unbias
TRINITY_DN125301_c3_g1_i1	NA	NA	NA	NA	NA	-0.669509575	NA	NA	0.1813763	Ovary_mean	unbias
TRINITY_DN125307_c7_g1_i2	NA	NA	NA	NA	NA	-0.580564081	NA	NA	0.281377895	G43_M_mean	unbias
TRINITY_DN125307_c7_g4_i3	NA	NA	NA	NA	NA	0.202649118	NA	NA	0.189969982	Brain_mean	unbias
TRINITY_DN125311_c0_g4_i1	NA	NA	NA	NA	NA	-0.040191717	NA	NA	0.555157328	Ovary_mean	unbias
TRINITY_DN125313_c8_g1_i1	NA	NA	NA	NA	NA	0.589062928	NA	NA	0.190794158	Liver_mean	unbias
TRINITY_DN125316_c1_g1_i1	NA	NA	NA	NA	NA	0.108465554	NA	NA	0.479480388	Brain_mean	unbias
TRINITY_DN125320_c1_g5_i1	NA	NA	NA	NA	NA	0.378915309	NA	NA	0.438852016	Ovary_mean	unbias
TRINITY_DN125323_c0_g1_i2	NA	NA	NA	NA	NA	0.398894328	NA	NA	0.491817249	Brain_mean	unbias
TRINITY_DN125324_c4_g9_i1	NA	NA	NA	NA	NA	-0.534998006	NA	NA	0.1452212	G23_mean	unbias
TRINITY_DN125325_c3_g1_i1	NA	NA	NA	NA	NA	-0.034136804	NA	NA	0.227141025	G43_F_mean	unbias
TRINITY_DN125325_c3_g2_i2	NA	NA	NA	NA	NA	0.204313883	NA	NA	0.27649906	G43_M_mean	unbias
TRINITY_DN125325_c6_g2_i2	NA	NA	NA	NA	NA	-0.294417093	NA	NA	0.651897421	Ovary_mean	unbias
TRINITY_DN125325_c6_g3_i1	NA	NA	NA	NA	NA	-0.616446135	NA	NA	0.681825086	Ovary_mean	unbias
TRINITY_DN125325_c9_g1_i1	NA	NA	NA	NA	NA	-0.238027433	NA	NA	0.333269088	Ovary_mean	unbias
TRINITY_DN125326_c5_g1_i2	NA	NA	NA	NA	NA	-0.120764629	NA	NA	0.185724823	Brain_mean	unbias
TRINITY_DN125326_c7_g6_i2	NA	NA	NA	NA	NA	0.401965865	NA	NA	0.186424017	G43_F_mean	unbias
TRINITY_DN125327_c1_g1_i1	NA	NA	NA	NA	NA	-0.25860819	NA	NA	0.500005395	G27_mean	unbias
TRINITY_DN125329_c1_g1_i1	NA	NA	NA	NA	NA	0.454327788	NA	NA	0.572758179	G23_mean	unbias
TRINITY_DN125329_c1_g3_i2	NA	NA	NA	NA	NA	1.578120633	NA	NA	0.58190072	Brain_mean	unbias
TRINITY_DN125330_c7_g8_i1	NA	NA	NA	NA	NA	-0.651814837	NA	NA	0.177722457	Brain_mean	unbias
TRINITY_DN125331_c0_g1_i5	NA	NA	NA	NA	NA	-0.77799591	NA	NA	0.460810767	G43_F_mean	unbias
TRINITY_DN125332_c0_g1_i4	NA	NA	NA	NA	NA	-0.435110195	NA	NA	0.301274628	Ovary_mean	unbias
TRINITY_DN125335_c5_g2_i1	NA	NA	NA	NA	NA	-0.098167642	NA	NA	0.20679346	Ovary_mean	unbias
TRINITY_DN125335_c6_g2_i4	NA	NA	NA	NA	NA	0.104289549	NA	NA	0.239273484	G43_F_mean	unbias
TRINITY_DN125335_c7_g1_i2	NA	NA	NA	NA	NA	-0.279547384	NA	NA	0.297892244	Brain_mean	unbias
TRINITY_DN125337_c3_g3_i1	NA	NA	NA	NA	NA	-0.415136718	NA	NA	0.368569936	Ovary_mean	unbias
TRINITY_DN125340_c0_g1_i1	NA	NA	NA	NA	NA	-0.630024962	NA	NA	0.877139513	Brain_mean	unbias
TRINITY_DN125345_c0_g1_i1	NA	NA	NA	NA	NA	0.175650765	NA	NA	0.693012928	Brain_mean	unbias
TRINITY_DN125349_c2_g3_i3	NA	NA	NA	NA	NA	-0.539672616	NA	NA	0.306958151	Ovary_mean	unbias
TRINITY_DN125351_c1_g1_i3	NA	NA	NA	NA	NA	-0.107695357	NA	NA	0.629951814	Ovary_mean	unbias
TRINITY_DN125352_c0_g3_i4	NA	NA	NA	NA	NA	0.015714886	NA	NA	0.269984792	Ovary_mean	unbias
TRINITY_DN125353_c2_g1_i2	NA	NA	NA	NA	NA	-0.256400622	NA	NA	0.176905817	G43_M_mean	unbias
TRINITY_DN125353_c5_g1_i2	NA	NA	NA	NA	NA	-0.113523056	NA	NA	0.292991909	Brain_mean	unbias
TRINITY_DN125353_c7_g2_i1	NA	NA	NA	NA	NA	0.98609691	NA	NA	0.427006697	G31_mean	unbias
TRINITY_DN125354_c0_g1_i2	NA	NA	NA	NA	NA	-0.474073216	NA	NA	0.283212957	Ovary_mean	unbias
TRINITY_DN125354_c3_g1_i2	NA	NA	NA	NA	NA	0.014946252	NA	NA	0.298589173	Brain_mean	unbias
TRINITY_DN125354_c3_g2_i4	NA	NA	NA	NA	NA	0.086839356	NA	NA	0.300343547	Brain_mean	unbias
TRINITY_DN125355_c0_g1_i1	NA	NA	NA	NA	NA	0.042421487	NA	NA	0.206620547	G23_mean	unbias
TRINITY_DN125359_c0_g1_i3	NA	NA	NA	NA	NA	-0.748039286	NA	NA	0.488776736	Ovary_mean	unbias
TRINITY_DN125363_c2_g1_i1	NA	NA	NA	NA	NA	-0.930864344	NA	NA	0.179763764	G43_M_mean	unbias
TRINITY_DN125367_c4_g3_i2	NA	NA	NA	NA	NA	-0.06596314	NA	NA	0.347061711	Brain_mean	unbias
TRINITY_DN125369_c0_g2_i1	NA	NA	NA	NA	NA	1.163287478	NA	NA	0.422763764	Brain_mean	unbias
TRINITY_DN125370_c1_g2_i1	NA	NA	NA	NA	NA	0.741080475	NA	NA	0.247379124	Testis_mean	unbias
TRINITY_DN125371_c1_g2_i1	NA	NA	NA	NA	NA	0.118647973	NA	NA	0.681383074	Brain_mean	unbias
TRINITY_DN125374_c0_g1_i2	NA	NA	NA	NA	NA	0.297851074	NA	NA	0.345951454	G23_mean	unbias
TRINITY_DN125375_c12_g3_i1	NA	NA	NA	NA	NA	-0.253264587	NA	NA	0.626288668	Brain_mean	unbias
TRINITY_DN125381_c5_g2_i1	NA	NA	NA	NA	NA	0.382849307	NA	NA	0.536257509	G23_mean	unbias
TRINITY_DN125381_c7_g1_i1	NA	NA	NA	NA	NA	-0.707662642	NA	NA	0.326148566	Ovary_mean	unbias
TRINITY_DN125383_c1_g2_i2	NA	NA	NA	NA	NA	-0.898189139	NA	NA	0.471773783	Ovary_mean	unbias
TRINITY_DN125383_c2_g1_i6	NA	NA	NA	NA	NA	-0.764232687	NA	NA	0.166505816	G23_mean	unbias
TRINITY_DN125387_c0_g2_i5	NA	NA	NA	NA	NA	-0.558820121	NA	NA	0.196338811	Ovary_mean	unbias
TRINITY_DN125392_c6_g2_i1	NA	NA	NA	NA	NA	1.082609391	NA	NA	0.21371816	G46_M_mean	unbias
TRINITY_DN125394_c4_g7_i3	NA	NA	NA	NA	NA	-0.715446343	NA	NA	0.507460702	Brain_mean	unbias
TRINITY_DN125394_c4_g8_i1	NA	NA	NA	NA	NA	-0.82513241	NA	NA	0.219053298	G23_mean	unbias
TRINITY_DN125394_c5_g1_i2	NA	NA	NA	NA	NA	0.108430581	NA	NA	0.53469037	Brain_mean	unbias
TRINITY_DN125394_c5_g3_i5	NA	NA	NA	NA	NA	0.30770813	NA	NA	0.552678496	Brain_mean	unbias
TRINITY_DN125395_c5_g2_i1	NA	NA	NA	NA	NA	-0.455535956	NA	NA	0.230689778	Brain_mean	unbias
TRINITY_DN125395_c5_g6_i2	NA	NA	NA	NA	NA	-0.171625789	NA	NA	0.200883826	Brain_mean	unbias
TRINITY_DN125397_c3_g2_i1	NA	NA	NA	NA	NA	0.010388873	NA	NA	0.450635055	G31_mean	unbias
TRINITY_DN125398_c5_g2_i1	NA	NA	NA	NA	NA	0.739163759	NA	NA	0.345447834	G43_F_mean	unbias
TRINITY_DN125398_c6_g1_i4	NA	NA	NA	NA	NA	0.586202641	NA	NA	0.151292639	G43_M_mean	unbias
TRINITY_DN125399_c0_g1_i2	NA	NA	NA	NA	NA	0.460621123	NA	NA	0.171311649	G23_mean	unbias
TRINITY_DN125400_c0_g1_i1	NA	NA	NA	NA	NA	0.060544175	NA	NA	0.264182933	G23_mean	unbias
TRINITY_DN125401_c2_g2_i1	NA	NA	NA	NA	NA	-0.405418111	NA	NA	0.687486244	Brain_mean	unbias
TRINITY_DN125402_c0_g1_i2	NA	NA	NA	NA	NA	-0.409809228	NA	NA	0.255147392	Ovary_mean	unbias
TRINITY_DN125404_c0_g1_i1	NA	NA	NA	NA	NA	-0.375977769	NA	NA	0.489363519	Ovary_mean	unbias
TRINITY_DN125409_c5_g2_i1	NA	NA	NA	NA	NA	0.343240682	NA	NA	0.240809575	G43_F_mean	unbias
TRINITY_DN125415_c3_g2_i6	NA	NA	NA	NA	NA	0.183272627	NA	NA	0.214167972	G43_M_mean	unbias
TRINITY_DN125417_c0_g2_i8	NA	NA	NA	NA	NA	0.032871209	NA	NA	0.768813153	Brain_mean	unbias
TRINITY_DN125418_c3_g1_i3	NA	NA	NA	NA	NA	0.506349639	NA	NA	0.210788517	G23_mean	unbias
TRINITY_DN125418_c4_g5_i1	NA	NA	NA	NA	NA	-0.735789351	NA	NA	0.207767588	G27_mean	unbias
TRINITY_DN125418_c4_g8_i2	NA	NA	NA	NA	NA	-0.139272495	NA	NA	0.382373771	Brain_mean	unbias
TRINITY_DN125419_c5_g1_i3	NA	NA	NA	NA	NA	-0.452558578	NA	NA	0.530465759	Ovary_mean	unbias
TRINITY_DN125419_c5_g4_i2	NA	NA	NA	NA	NA	0.233049712	NA	NA	0.244561722	Ovary_mean	unbias
TRINITY_DN125420_c4_g5_i10	NA	NA	NA	NA	NA	0.586311687	NA	NA	0.291751839	Brain_mean	unbias
TRINITY_DN125422_c0_g1_i1	NA	NA	NA	NA	NA	0.145055116	NA	NA	0.438741921	Brain_mean	unbias
TRINITY_DN125423_c3_g1_i2	NA	NA	NA	NA	NA	0.650243179	NA	NA	0.613631803	Brain_mean	unbias
TRINITY_DN125423_c4_g4_i2	NA	NA	NA	NA	NA	-0.107350062	NA	NA	0.248286759	G46_M_mean	unbias
TRINITY_DN125430_c6_g3_i4	NA	NA	NA	NA	NA	0.14490902	NA	NA	0.79230722	Brain_mean	unbias
TRINITY_DN125438_c7_g2_i1	NA	NA	NA	NA	NA	0.283496539	NA	NA	0.241048976	Liver_mean	unbias
TRINITY_DN125442_c0_g1_i3	NA	NA	NA	NA	NA	0.039102004	NA	NA	0.228958449	Ovary_mean	unbias
TRINITY_DN125448_c0_g4_i2	NA	NA	NA	NA	NA	0.637711545	NA	NA	0.268886053	Brain_mean	unbias
TRINITY_DN125453_c0_g2_i1	NA	NA	NA	NA	NA	-0.545624392	NA	NA	0.34681072	Ovary_mean	unbias
TRINITY_DN125454_c1_g1_i2	NA	NA	NA	NA	NA	-0.350358163	NA	NA	0.198743801	G23_mean	unbias
TRINITY_DN125454_c2_g2_i1	NA	NA	NA	NA	NA	0.400126028	NA	NA	0.32446054	Ovary_mean	unbias
TRINITY_DN125454_c3_g2_i2	NA	NA	NA	NA	NA	-0.715447535	NA	NA	0.597929411	Brain_mean	unbias
TRINITY_DN125454_c3_g3_i1	NA	NA	NA	NA	NA	-1.504390635	NA	NA	0.691558724	Brain_mean	unbias
TRINITY_DN125463_c2_g1_i1	NA	NA	NA	NA	NA	-0.230328418	NA	NA	0.230923121	G23_mean	unbias
TRINITY_DN125465_c0_g2_i1	NA	NA	NA	NA	NA	0.090246671	NA	NA	0.832400407	Brain_mean	unbias
TRINITY_DN125467_c0_g1_i1	NA	NA	NA	NA	NA	-0.396347236	NA	NA	0.337308535	G23_mean	unbias
TRINITY_DN125472_c2_g1_i3	NA	NA	NA	NA	NA	0.610330979	NA	NA	0.379548086	G43_F_mean	unbias
TRINITY_DN125473_c3_g1_i1	NA	NA	NA	NA	NA	0.296435871	NA	NA	0.32284413	G23_mean	unbias
TRINITY_DN125473_c4_g1_i1	NA	NA	NA	NA	NA	-0.74182572	NA	NA	0.496557462	Brain_mean	unbias
TRINITY_DN125473_c5_g5_i3	NA	NA	NA	NA	NA	0.608246194	NA	NA	0.459870553	Brain_mean	unbias
TRINITY_DN125476_c0_g3_i2	NA	NA	NA	NA	NA	0.800845045	NA	NA	0.429305147	Brain_mean	unbias
TRINITY_DN125476_c1_g1_i2	NA	NA	NA	NA	NA	0.23167239	NA	NA	0.35589524	Brain_mean	unbias
TRINITY_DN125477_c0_g1_i4	NA	NA	NA	NA	NA	-0.030086945	NA	NA	0.463540216	G23_mean	unbias
TRINITY_DN125486_c0_g1_i2	NA	NA	NA	NA	NA	0.153649732	NA	NA	0.189808983	Brain_mean	unbias
TRINITY_DN125488_c0_g2_i3	NA	NA	NA	NA	NA	-0.50628572	NA	NA	0.180335892	Ovary_mean	unbias
TRINITY_DN125493_c1_g12_i1	NA	NA	NA	NA	NA	0.656814583	NA	NA	0.194310534	Testis_mean	unbias
TRINITY_DN125499_c0_g1_i4	NA	NA	NA	NA	NA	0.891190549	NA	NA	0.69510508	Testis_mean	unbias
TRINITY_DN125500_c0_g1_i12	NA	NA	NA	NA	NA	-0.155685037	NA	NA	0.423668925	Brain_mean	unbias
TRINITY_DN125507_c0_g4_i1	NA	NA	NA	NA	NA	-0.070463087	NA	NA	0.869809697	Brain_mean	unbias
TRINITY_DN125507_c0_g6_i1	NA	NA	NA	NA	NA	-0.704581492	NA	NA	0.548771376	Brain_mean	unbias
TRINITY_DN125507_c0_g7_i1	NA	NA	NA	NA	NA	-0.136461289	NA	NA	0.225308866	Ovary_mean	unbias
TRINITY_DN125509_c1_g1_i1	NA	NA	NA	NA	NA	-0.055679691	NA	NA	0.286744053	G46_F_mean	unbias
TRINITY_DN125509_c1_g2_i3	NA	NA	NA	NA	NA	-0.080642164	NA	NA	0.284269603	G46_F_mean	unbias
TRINITY_DN125509_c1_g3_i1	NA	NA	NA	NA	NA	-0.517891717	NA	NA	0.324033629	Ovary_mean	unbias
TRINITY_DN125509_c2_g1_i2	NA	NA	NA	NA	NA	0.495843805	NA	NA	0.410992536	G43_M_mean	unbias
TRINITY_DN125513_c0_g1_i1	NA	NA	NA	NA	NA	0.909048759	NA	NA	0.674507582	Brain_mean	unbias
TRINITY_DN125515_c1_g2_i1	NA	NA	NA	NA	NA	-0.164516057	NA	NA	0.286598404	Ovary_mean	unbias
TRINITY_DN125517_c0_g1_i5	NA	NA	NA	NA	NA	0.521577114	NA	NA	0.490237435	Testis_mean	unbias
TRINITY_DN125518_c0_g1_i1	NA	NA	NA	NA	NA	0.559404673	NA	NA	0.331761504	Brain_mean	unbias
TRINITY_DN125519_c4_g2_i2	NA	NA	NA	NA	NA	-0.380498077	NA	NA	0.172526253	Ovary_mean	unbias
TRINITY_DN125523_c3_g3_i1	NA	NA	NA	NA	NA	0.893920207	NA	NA	0.53476235	Liver_mean	unbias
TRINITY_DN125523_c6_g3_i1	NA	NA	NA	NA	NA	-0.277128217	NA	NA	0.350564013	G23_mean	unbias
TRINITY_DN125523_c7_g1_i1	NA	NA	NA	NA	NA	-0.180924923	NA	NA	0.526379943	Brain_mean	unbias
TRINITY_DN125525_c0_g1_i1	NA	NA	NA	NA	NA	0.318040166	NA	NA	0.573211559	G43_M_mean	unbias
TRINITY_DN125532_c4_g2_i1	NA	NA	NA	NA	NA	-0.425822268	NA	NA	0.505130904	G31_mean	unbias
TRINITY_DN125532_c4_g3_i1	NA	NA	NA	NA	NA	-0.562642757	NA	NA	0.517145969	Brain_mean	unbias
TRINITY_DN125535_c1_g1_i4	NA	NA	NA	NA	NA	-0.54632926	NA	NA	0.267447399	Brain_mean	unbias
TRINITY_DN125537_c0_g1_i4	NA	NA	NA	NA	NA	0.816355571	NA	NA	0.28168048	G23_mean	unbias
TRINITY_DN125538_c3_g7_i1	NA	NA	NA	NA	NA	-0.412613711	NA	NA	0.152896606	G27_mean	unbias
TRINITY_DN125543_c1_g3_i5	NA	NA	NA	NA	NA	-0.862822839	NA	NA	0.451490674	Brain_mean	unbias
TRINITY_DN125543_c1_g5_i1	NA	NA	NA	NA	NA	-1.556155122	NA	NA	0.364355649	Ovary_mean	unbias
TRINITY_DN125543_c1_g9_i1	NA	NA	NA	NA	NA	-1.008332523	NA	NA	0.568718685	Ovary_mean	unbias
TRINITY_DN125544_c4_g1_i9	NA	NA	NA	NA	NA	-0.063524633	NA	NA	0.169103531	Brain_mean	unbias
TRINITY_DN125544_c4_g6_i1	NA	NA	NA	NA	NA	0.277659524	NA	NA	0.300318493	Brain_mean	unbias
TRINITY_DN125544_c4_g7_i1	NA	NA	NA	NA	NA	-0.051977296	NA	NA	0.195077108	Brain_mean	unbias
TRINITY_DN125545_c2_g6_i6	NA	NA	NA	NA	NA	-0.087823938	NA	NA	0.176387315	G23_mean	unbias
TRINITY_DN125550_c0_g1_i1	NA	NA	NA	NA	NA	-0.042008504	NA	NA	0.337676922	Ovary_mean	unbias
TRINITY_DN125552_c1_g2_i2	NA	NA	NA	NA	NA	0.141930888	NA	NA	0.428780867	G46_M_mean	unbias
TRINITY_DN125554_c0_g2_i1	NA	NA	NA	NA	NA	0.248660126	NA	NA	0.537389254	Ovary_mean	unbias
TRINITY_DN125558_c1_g1_i5	NA	NA	NA	NA	NA	0.905874519	NA	NA	0.497524385	Testis_mean	unbias
TRINITY_DN125558_c1_g3_i1	NA	NA	NA	NA	NA	-0.085458716	NA	NA	0.477247972	Ovary_mean	unbias
TRINITY_DN125559_c2_g1_i3	NA	NA	NA	NA	NA	-0.189445441	NA	NA	0.325395569	Ovary_mean	unbias
TRINITY_DN125563_c5_g5_i1	NA	NA	NA	NA	NA	-0.183057553	NA	NA	0.306046712	G23_mean	unbias
TRINITY_DN125564_c1_g2_i1	NA	NA	NA	NA	NA	0.080403431	NA	NA	0.762969087	Brain_mean	unbias
TRINITY_DN125568_c2_g2_i1	NA	NA	NA	NA	NA	-0.130651447	NA	NA	0.151583889	Ovary_mean	unbias
TRINITY_DN125571_c3_g1_i11	NA	NA	NA	NA	NA	0.129996375	NA	NA	0.236081301	G27_mean	unbias
TRINITY_DN125572_c1_g1_i2	NA	NA	NA	NA	NA	0.429949476	NA	NA	0.343969018	Brain_mean	unbias
TRINITY_DN125577_c3_g2_i3	NA	NA	NA	NA	NA	0.137061785	NA	NA	0.181188294	Brain_mean	unbias
TRINITY_DN125577_c3_g3_i1	NA	NA	NA	NA	NA	-0.302995323	NA	NA	0.158396339	Brain_mean	unbias
TRINITY_DN125577_c3_g4_i1	NA	NA	NA	NA	NA	0.041361723	NA	NA	0.208386286	Ovary_mean	unbias
TRINITY_DN125578_c0_g1_i1	NA	NA	NA	NA	NA	0.059357697	NA	NA	0.396467159	Ovary_mean	unbias
TRINITY_DN125580_c0_g1_i2	NA	NA	NA	NA	NA	-0.465540132	NA	NA	0.293260962	Ovary_mean	unbias
TRINITY_DN125581_c2_g4_i7	NA	NA	NA	NA	NA	-0.246766894	NA	NA	0.23080683	G43_M_mean	unbias
TRINITY_DN125585_c0_g1_i3	NA	NA	NA	NA	NA	-0.341028875	NA	NA	0.306081249	Ovary_mean	unbias
TRINITY_DN125592_c5_g3_i4	NA	NA	NA	NA	NA	0.659082603	NA	NA	0.349553852	Brain_mean	unbias
TRINITY_DN125592_c5_g4_i1	NA	NA	NA	NA	NA	0.260211494	NA	NA	0.613904024	Brain_mean	unbias
TRINITY_DN125593_c0_g1_i3	NA	NA	NA	NA	NA	-0.766083495	NA	NA	0.5143122	G23_mean	unbias
TRINITY_DN125594_c2_g1_i1	NA	NA	NA	NA	NA	0.843126676	NA	NA	0.179959363	G43_M_mean	unbias
TRINITY_DN125594_c2_g4_i1	NA	NA	NA	NA	NA	-0.505013046	NA	NA	0.383850094	Liver_mean	unbias
TRINITY_DN125595_c2_g1_i1	NA	NA	NA	NA	NA	-1.018803129	NA	NA	0.567332488	Ovary_mean	unbias
