"gid"	"gname"	"chr"	"start"	"end"	"logCPM"	"logFC.M46.SR46"	"PV.M46.SR46"	"FDR.M46.SR46"	"Am2_463"	"Am4_461"	"Am5_461"	"Am6_462"	"ratio"
"17450"	"TRINITY_DN132443_c1_g1_i1"	"furin"	"Chr03"	97916756	97916756	1.74485255840109	0.0520778893540221	0.927838515114154	0.999996699921271	1.97683962743609	1.24345402621388	1.70698067874756	1.95645737804863	1.00346573417948
"17456"	"TRINITY_DN132448_c1_g2_i7"	"rreb1"	"Chr06"	83032914	83032914	2.55260119251885	0.163825805761392	0.7392250616556	0.999996699921271	2.72497164599313	2.56650894487924	2.42990165204004	2.4789825308005	1.02631142147556
"17458"	"TRINITY_DN132449_c1_g2_i1"	"LOC100493952-like"	"Chr03"	34853155	34853155	3.89989106592392	-0.656457742157676	0.0900734911676504	0.999996699921271	3.75671958742497	3.66492024104754	4.35900320648885	3.69523596970283	0.918528543127432
"17461"	"TRINITY_DN132451_c3_g1_i1"	"tbk1"	"Chr03"	48622975	48622975	2.34809160657946	-0.484251542271396	0.340721258156542	0.999996699921271	1.83309992966715	2.50520002279611	2.68940343502123	2.20047514194102	0.919716155697251
"17468"	"TRINITY_DN132454_c7_g2_i2"	"Sep-02"	"Chr05"	122445498	122445498	1.88074963537355	0.138604514571395	0.802679082630172	0.999996699921271	1.61603372669113	1.80501617939172	1.77849886059069	2.23549358749418	1.01967484361209
"17469"	"TRINITY_DN132455_c0_g1_i2"	"smarcc2"	"Chr02"	134219166	134219166	3.03898374265894	0.532110362284162	0.25599530801429	0.999996699921271	2.90351256957904	3.24486241847271	2.62877158801516	3.28033892718389	1.08174486571906
"17479"	"TRINITY_DN132467_c0_g2_i3"	"pcdh7"	"Chr01"	25551505	25551505	0.832808695745347	-0.550650224227869	0.409242862123057	0.999996699921271	0.261724612501391	1.15497948755003	1.20315244963437	0.401969722140566	0.877272946283617
"17480"	"TRINITY_DN132468_c5_g1_i2"	"aadac"	"Chr05"	106456019	106456019	2.6119911910809	0.10682926651201	0.829183776097758	0.999996699921271	2.47348707846394	2.50520002279611	2.53276059196323	2.89133743901014	1.01462522188481
"17481"	"TRINITY_DN132468_c7_g1_i2"	"sppl2b"	"Chr01"	73880850	73880850	11.3982113228469	-0.879110055694004	0.164973255139938	0.999996699921271	11.2087975513202	11.7846091166362	12.0025190692049	9.64012907820002	0.928196566618572
"17490"	"TRINITY_DN132473_c0_g5_i5"	"ppfia1"	"Chr04"	6462279	6462279	1.18869752939075	-0.274133120970049	0.66616964069329	0.999996699921271	0.404181312530233	1.36675596660918	1.3791115656022	1.33680152230366	0.931902659264308
"17492"	"TRINITY_DN132475_c2_g1_i3"	"mina-like"	"Chr02"	16502826	16502826	3.35616993183328	0.39271359984788	0.374790133821401	0.999996699921271	3.63917746846243	3.23949416001993	3.05463837550868	3.43396183010323	1.05701952215216
"17497"	"TRINITY_DN132477_c3_g1_i9"	"sdc2"	"Chr06"	114850302	114850302	3.09807153760226	-0.323677161858739	0.482841250283717	0.999996699921271	2.80420903969342	3.36312088584117	3.33164224023791	2.77714089056073	0.949923599405739
"17510"	"TRINITY_DN132492_c0_g1_i1"	"tbcc"	"Chr05"	11503719	11503719	7.91994861797034	-0.353685200038992	0.460438386601557	0.999996699921271	7.72776900020372	7.79075389192197	8.17665718964821	7.94210188201608	0.969887826920212
"17515"	"TRINITY_DN132494_c2_g1_i2"	"LOC100145689"	"Chr04"	27003994	27003994	1.12560284848965	-0.168041626175268	0.783901370758709	0.999996699921271	1.00553264945817	1.22183884051293	1.24415089591285	0.99920349027799	0.965620674575531
"17531"	"TRINITY_DN132505_c2_g1_i1"	"grik1-like"	"Chr02"	12204231	12204231	1.35342342553255	0.258350487522463	0.689586319348607	0.999996699921271	0.762661645306556	1.7304384268545	1.16095474779545	1.53721820249069	1.03784679848136
"17533"	"TRINITY_DN132507_c3_g2_i1"	"LOC100494612"	"Chr03"	85589084	85589084	0.974184624500114	1.02581677364726	0.150576086801983	0.999996699921271	0.762661645306556	1.58563879277212	0.19026081266137	0.99920349027799	1.24034801114528
"17535"	"TRINITY_DN132508_c1_g1_i4"	"cyp27b1"	"Chr02"	138612992	138612992	0.458614801852444	0.154765389471547	0.837320967515484	0.999996699921271	0.533826890607224	0.933521105213043	0.34903386091118	-0.201597633974295	1.01817644204106
"17536"	"TRINITY_DN132508_c1_g2_i1"	"map3k10"	"Chr08"	56445109	56445109	3.55837827585339	0.390457460631695	0.369781629622498	0.999996699921271	3.76993898345803	3.57826957555547	3.25848805798168	3.58641685274438	1.05584273264142
"17538"	"TRINITY_DN132511_c0_g1_i1"	"rps17-like"	"Chr03"	85059674	85059674	2.92015680313547	-0.433138361788225	0.345881474833085	0.999996699921271	2.79130135188669	2.51411957421757	3.2281551507571	3.04399877441341	0.935400814941042
"17549"	"TRINITY_DN132524_c0_g1_i3"	"slc35d2"	"Chr01"	123976221	123976221	4.95365428938094	0.0512168583644762	0.899015708060014	0.999996699921271	4.84596296071439	5.13822139506969	4.91539075335303	4.8962669487387	1.0052191163055
"17554"	"TRINITY_DN132528_c3_g2_i1"	"polr2h"	"Chr05"	111547749	111547749	4.21679086448288	-0.473133538724969	0.241215766398852	0.999996699921271	3.84680834998506	4.07067116961851	4.55503220597767	4.29396761054016	0.941021802223965
"17560"	"TRINITY_DN132531_c0_g2_i1"	"heca"	"Chr05"	65738236	65738236	1.92137610715438	0.287249496729414	0.589362547747452	0.999996699921271	1.83309992966715	2.02065247647159	1.70698067874756	2.09001134753538	1.05109716321577
"17565"	"TRINITY_DN132533_c5_g5_i1"	"ptpra"	"Chr01"	6230782	6230782	3.42222217346494	-1.3666418914467	0.299536400506873	0.999996699921271	-3.6607127223962	1.74566558226569	4.2970327637152	4.28841984890726	0.55943444866701
"17568"	"TRINITY_DN132535_c6_g1_i4"	"cxcr6"	"Chr06"	67310409	67310409	3.53259341606698	-0.305366312006399	0.468245081052394	0.999996699921271	3.49537204918425	3.57401064082376	3.75334232122927	3.26347171801249	0.958314644720436
"17580"	"TRINITY_DN132544_c0_g2_i1"	"rims4-like"	"Chr10"	5388535	5388535	5.64856899544137	0.0491390623382265	0.905606988058441	0.999996699921271	5.74703768281358	5.61528078031421	5.61156345453869	5.61628240919229	1.0051735052594
"17583"	"TRINITY_DN132547_c1_g11_i1"	"rpsa"	"Chr04"	105407337	105407337	2.99746354212653	0.374034700486242	0.426171428747369	0.999996699921271	3.31773727173896	3.02536570729029	2.71149914920532	2.87662347860944	1.05676882856847
"17604"	"TRINITY_DN132560_c1_g8_i3"	"LOC100490784"	"Chr02"	4283216	4283216	3.96269260421003	-0.304808929363333	0.509298799141113	0.999996699921271	4.22348918152567	3.21781911557773	4.18305310844256	4.02377287574539	0.953930370697848
"17611"	"TRINITY_DN132564_c3_g10_i1"	"Xetrov90016159m"	"Chr06"	51948567	51948567	1.49943341595391	-0.272394621850334	0.640704490340963	0.999996699921271	1.72864542401643	1.08487043485972	1.69224154158805	1.42033770259791	0.947513651856316
"17620"	"TRINITY_DN132569_c4_g2_i1"	"ppm1e"	"Chr02"	91497038	91497038	3.10551763799458	0.210634290610855	0.636898936601004	0.999996699921271	3.05158667864836	3.21234908731516	2.94700619307759	3.19395885394292	1.03111896094879
"17623"	"TRINITY_DN132573_c0_g1_i1"	"rsu1"	"Chr06"	20489221	20489221	4.43499220589926	0.0468497271863908	0.919163245692896	0.999996699921271	3.78954369828869	4.78540384235869	4.40039785977882	4.57939087393884	0.998062501675065
"17628"	"TRINITY_DN132579_c1_g1_i1"	"lrig3"	"Chr03"	53736851	53736851	5.16765877549192	0.934843281551881	0.0480556231401159	0.999996699921271	5.48375958282343	5.61424417208954	4.41842100304884	4.84427903732205	1.11086253693371
"17630"	"TRINITY_DN132580_c3_g3_i1"	"mlst8"	"Chr09"	13557905	13557905	0.501832626659443	-0.894942602614368	0.226652949217895	0.999996699921271	-0.958577079891904	0.606569429721742	1.07266572352338	0.48191675533414	0.782531082137308
"17631"	"TRINITY_DN132581_c0_g1_i5"	"esf1"	"Chr05"	33325858	33325858	1.44075153028032	-0.336840306198125	0.565026443384325	0.999996699921271	1.61603372669113	0.985755072043845	1.67735026801283	1.39990273371057	0.935659603277805
"17647"	"TRINITY_DN132600_c0_g1_i3"	"twsg2"	"Chr01"	127451015	127451015	2.51120994952984	-0.00678421103984136	0.990002181398048	0.999996699921271	2.84225333420319	2.65787778936705	2.5161186727126	1.86995668438358	0.99037973793893
"17650"	"TRINITY_DN132602_c1_g1_i2"	"acpp"	"Chr06"	71724216	71724216	2.88985131026274	1.05969424986083	0.0687568995349305	0.999996699921271	3.19569720637247	3.53071516698828	2.04528974637561	2.28090061751863	1.16774404190836
"17657"	"TRINITY_DN132606_c0_g1_i1"	"hectd3"	"Chr04"	73169917	73169917	1.66763302538723	0.222162851852113	0.713087371176085	0.999996699921271	1.36042314537914	2.19717520887515	1.50251997354025	1.42033770259791	1.03036703062674
"17661"	"TRINITY_DN132608_c1_g3_i1"	"rcn1"	"Chr04"	9743159	9743159	1.40537164622979	-0.627623624362145	0.277439090019789	0.999996699921271	1.13377699484819	1.48034446297279	1.83326562268154	0.99920349027799	0.885543055720523
"17662"	"TRINITY_DN132608_c2_g3_i1"	"ube2w"	"Chr06"	106508536	106508536	6.59543638240602	-0.108613195410064	0.810233659864611	0.999996699921271	6.66514875831237	6.47257573500206	6.67600908263975	6.55862651608782	0.989304273805795
"17674"	"TRINITY_DN132616_c0_g1_i5"	"taf1"	"Chr08"	22902687	22902687	6.7079639048122	0.195543179604743	0.674229787691245	0.999996699921271	6.77576919488933	6.68296826543494	6.55902437108992	6.80192841477472	1.01903482631992
"17677"	"TRINITY_DN132618_c0_g1_i4"	"smarcb1"	"Chr01"	144686502	144686502	7.3964057929093	-0.130309716837551	0.785107047488323	0.999996699921271	7.42448478400088	7.27151120521647	7.49295362971339	7.38784773723328	0.988194699087599
"17679"	"TRINITY_DN132619_c0_g1_i1"	"kcnj16"	"Chr10"	21363670	21363670	4.43960548873437	-0.396971470573526	0.328987471251241	0.999996699921271	4.11371458567322	4.61346182915278	4.72577551552785	4.20842426403023	0.950645775581719
"17686"	"TRINITY_DN132624_c0_g1_i1"	"gas2l1-like"	"Chr01"	132491960	132491960	0.848430706327014	0.532460175930664	0.429960567844917	0.999996699921271	1.21334812978837	0.933521105213043	0.457605243178635	0.731273095567383	1.12183992053843
"17699"	"TRINITY_DN132628_c1_g1_i2"	"MGC147226"	"Chr04"	130903597	130903597	4.73478168136064	-0.0782584572100503	0.840362067568427	0.999996699921271	4.65611102774057	4.6009572752515	4.79294047161861	4.87236247193466	0.990166356319354
"17702"	"TRINITY_DN132632_c0_g1_i2"	"tmem120a"	"Chr02"	89748608	89748608	3.53775421898009	-0.696775251283879	0.101632361978848	0.999996699921271	3.58784910934241	3.31289070075365	4.02146639363648	3.04399877441341	0.908026938520771
"17709"	"TRINITY_DN132638_c6_g3_i3"	"ubqln1"	"Chr01"	121852146	121852146	1.17238011284079	-0.014028953592806	0.981486420533686	0.999996699921271	1.04955964714868	1.32681487778765	1.18220787443845	1.10398141009801	0.995438861945942
"17717"	"TRINITY_DN132644_c5_g1_i1"	"spns2"	"Chr02"	97231317	97231317	5.32265316880788	0.047594229417254	0.906909879963798	0.999996699921271	5.43479955772209	5.27962108445472	5.28678873703968	5.28410490561732	1.00514703601154
"17725"	"TRINITY_DN132647_c2_g2_i1"	"ccdc146"	"Chr03"	68541057	68541057	5.65085713900255	0.546073346076138	0.225363186766846	0.999996699921271	5.76860127316699	6.04186592825879	5.22412834888214	5.4335829911066	1.05896429410038
"17727"	"TRINITY_DN132650_c6_g5_i5"	"pdcd6ip"	"Chr06"	82552138	82552138	4.67933710818706	0.0372615584834185	0.924816461429414	0.999996699921271	4.6200661923964	4.60930567547124	4.65152568515134	4.82524836860103	1.00401188288519
"17732"	"TRINITY_DN132653_c4_g1_i2"	"eif2a"	"Chr05"	114973758	114973758	6.1256412430145	-0.378059477002489	0.382818790653948	0.999996699921271	5.84397833469426	5.94542439268804	6.39917977617426	6.24375324996207	0.961418297086048
"17735"	"TRINITY_DN132657_c3_g11_i2"	"pdp2"	"Chr04"	69426155	69426155	2.19030126066081	0.592064231372725	0.265189572664638	0.999996699921271	2.50545204373808	2.30389595474713	1.73601476013693	2.12778022333714	1.10679829872257
"17736"	"TRINITY_DN132657_c3_g12_i1"	"cebpa"	"Chr04"	20643465	20643465	2.14949286782863	-0.00994005282676664	0.984629645819423	0.999996699921271	2.08656817937585	2.00807942667931	2.15685126760571	2.32492201789245	0.997078721210622
"17740"	"TRINITY_DN132659_c0_g1_i2"	"brms1"	"Chr04"	37368877	37368877	3.37259333012352	0.204143755509413	0.646918345231148	0.999996699921271	3.61740282254893	3.49961620424882	3.21790078366206	3.10207560504369	1.02739855836535
"17744"	"TRINITY_DN132663_c2_g4_i1"	"ccna1"	"Chr02"	149015518	149015518	1.83496654463682	-0.346361073316347	0.549303775827764	0.999996699921271	1.42869527579874	2.26215013375274	2.07967324417898	1.31513919248702	0.928399986941755
"17748"	"TRINITY_DN132667_c0_g7_i3"	"ptp4a3"	"Chr06"	130762535	130762535	5.51580357042627	0.0844352366770802	0.842775449136055	0.999996699921271	5.36246577170677	5.68111108523357	5.45229434776228	5.54711596396658	1.00855223659326
"17753"	"TRINITY_DN132672_c1_g1_i1"	"sephs1"	"Chr03"	72217915	72217915	3.20747866998467	0.121751501892234	0.77968742269564	0.999996699921271	3.09425068202132	3.1621625078792	3.11666713184128	3.42892800612216	1.01649308964581
"17767"	"TRINITY_DN132686_c0_g1_i3"	"cmbl"	"Chr06"	38860279	38860279	1.64137909845965	-0.623246115458051	0.269328816537473	0.999996699921271	1.88262156721687	1.28573645596738	2.06830288636122	1.12902860771093	0.889013973868237
"17783"	"TRINITY_DN132703_c8_g1_i1"	"wwp2"	"Chr04"	62451845	62451845	1.61998689372529	0.00525943931215904	0.99244182557811	0.999996699921271	1.55625030973173	1.58563879277212	1.61619880915395	1.71315897222161	1.00040753934854
"17789"	"TRINITY_DN132709_c3_g2_i1"	"LOC100490786"	"Chr03"	134493531	134493531	0.474419064745475	-0.734830813864825	0.311631036921757	0.999996699921271	0.017595551159279	-0.352458829304623	0.95411767678064	0.826220443434591	0.828740844916309
"17792"	"TRINITY_DN132711_c2_g1_i3"	"mfsd6-like"	"Chr09"	29936304	29936304	2.89342694440781	-0.0212303188158091	0.96263986540678	0.999996699921271	2.84225333420319	2.94189242041463	2.90926724783424	2.87662347860944	0.996599050500448
"17816"	"TRINITY_DN132733_c0_g2_i1"	"fam211b"	"Chr01"	144116504	144116504	3.30548269509856	0.902132380645659	0.0620807298879184	0.999996699921271	3.84680834998506	3.26613790206382	2.58954050803081	3.26911606081405	1.13937786157996
"17818"	"TRINITY_DN132734_c0_g1_i6"	"aldoc"	"Chr02"	27040961	27040961	3.80237991026714	0.705079309999514	0.119814524566226	0.999996699921271	4.0005128462087	4.18399681647664	3.24844778411246	3.60438896635909	1.09859158599572
"17826"	"TRINITY_DN132741_c0_g2_i1"	"zfand2a"	"Chr09"	23327276	23327276	4.12607245933281	-0.356878962246616	0.403983139204563	0.999996699921271	3.57284207920659	4.29942120197814	4.38444076835178	4.11121597733755	0.951530112803176
"17830"	"TRINITY_DN132743_c2_g3_i2"	"lsm3"	"Chr04"	122466791	122466791	3.35042325235114	-0.300316170617244	0.482548015619546	0.999996699921271	3.09425068202132	3.17346692613226	3.56797316780882	3.50265108918911	0.956951566750247
"17854"	"TRINITY_DN132762_c1_g2_i4"	"LOC100487674-like"	"Chr01"	96530150	96530150	0.531435180786448	0.589699019169616	0.405467665734309	0.999996699921271	0.913230584044068	0.572817291617679	0.103801435444987	0.48191675533414	1.14668208213185
"17860"	"TRINITY_DN132765_c1_g1_i7"	"Xetrov90016787m"	"Chr06"	99055810	99055810	7.34085705335206	0.794849406903438	0.142951810138744	0.999996699921271	7.67867353649425	7.73843298380315	6.70795830326466	6.97206428656863	1.07282501590499
"17862"	"TRINITY_DN132767_c0_g1_i1"	"gmppb"	"Chr04"	115632654	115632654	4.69156352977876	0.0284808698392345	0.941791188873742	0.999996699921271	4.59428803375646	4.77059251803587	4.67044945652516	4.72408352200012	1.00310543725473
"17877"	"TRINITY_DN132781_c1_g2_i4"	"syt12"	"Chr04"	15757408	15757408	3.30888090267496	-0.623975464340629	0.148346756353941	0.999996699921271	2.92730602738865	3.42591004740892	3.74622461386742	2.96273703703729	0.913472076132648
"17879"	"TRINITY_DN132782_c1_g1_i2"	"efcab2"	"Chr05"	41365978	41365978	5.49797575709867	0.229193789061006	0.619658034473601	0.999996699921271	5.62685548180966	5.06727274612723	5.32311890684839	5.85360666184111	1.02145996619639
"17881"	"TRINITY_DN132783_c3_g1_i1"	"cdk13"	"Chr06"	81814044	81814044	2.85263715866823	-0.0511473798133649	0.91067666725496	0.999996699921271	2.92730602738865	2.88113718423196	2.89002100104868	2.70401590174481	0.991980344165287
"17891"	"TRINITY_DN132800_c0_g1_i1"	"synrg-like"	"Chr02"	49012670	49012670	2.21213590768841	-0.10683033156737	0.831939140629141	0.999996699921271	2.08656817937585	2.34446771184203	2.29007096681948	2.10271115316673	0.981152854612881
"17895"	"TRINITY_DN132807_c1_g1_i7"	"slitrk4-like"	"Chr08"	34772684	34772684	0.376423455929552	-0.278283662172058	0.713156348090913	0.999996699921271	-0.646132761473281	0.703331834464289	0.558574735005546	0.442496951606235	0.9070910912255
"17901"	"TRINITY_DN132811_c2_g1_i1"	"mdm2"	"Chr03"	49603910	49603910	0.168540411950036	-0.494169220626953	0.492741874433396	0.999996699921271	-0.38945568636094	0.227181110642608	0.492052906128024	0.131522140390968	0.87904356690548
"17906"	"TRINITY_DN132820_c6_g1_i4"	"LOC100493338"	"Chr02"	108734166	108734166	4.84014706793386	-0.116580758428826	0.780612895072259	0.999996699921271	4.78866406782258	5.12663627943434	4.92645341669731	4.43119412469294	0.983197181657271
"17910"	"TRINITY_DN132825_c3_g1_i6"	"gzf1"	"Chr05"	20804045	20804045	4.24203896904223	0.232563668302347	0.56784345686699	0.999996699921271	4.36523596538335	4.25488565579219	4.06502207830822	4.26883293952077	1.02993839609528
"17915"	"TRINITY_DN132828_c10_g4_i1"	"zdhhc14"	"Chr05"	41753310	41753310	3.64042501680715	-0.0953052854841857	0.824601731422062	0.999996699921271	3.82163758027947	3.34323817860217	3.71009960985968	3.6483635018208	0.985661482317713
"17921"	"TRINITY_DN132832_c1_g5_i6"	"med20"	"Chr02"	62402684	62402684	4.44847508025795	0.282528010229333	0.488196734477233	0.999996699921271	4.67380126634051	4.46036215729802	4.23228046240745	4.39551360535795	1.03517193973078
"17922"	"TRINITY_DN132832_c1_g6_i1"	"LOC100327245"	"Chr08"	110928396	110928396	2.59215955827003	0.0142435921614562	0.977422682780412	0.999996699921271	2.61206128671354	2.26215013375274	2.5815646311334	2.85426727820151	0.999134119712296
"17925"	"TRINITY_DN132836_c0_g2_i2"	"LOC100486901"	"Chr02"	32021616	32021616	5.01039548754428	-0.374193347837147	0.334614868718838	0.999996699921271	4.95415471968505	4.90381869390491	5.28064375707441	4.8630619362561	0.95821305473613
"17926"	"TRINITY_DN132837_c0_g1_i1"	"asz1"	"Chr03"	58901144	58901144	4.56010005367108	0.044914647919319	0.908675620565942	0.999996699921271	4.65611102774057	4.51914086273502	4.52623423424308	4.53557167503425	1.00537932978274
"17949"	"TRINITY_DN132847_c1_g5_i6"	"cby1"	"Chr04"	110098755	110098755	6.97116516177481	-0.400147462982262	0.399082448858255	0.999996699921271	7.13181325508701	6.74063053000108	7.26013127241227	6.66413772071635	0.962035525458666
"17951"	"TRINITY_DN132849_c0_g1_i1"	"LOC100487462"	"Chr09"	41139405	41139405	5.07653115808289	0.236387608889117	0.570101798498077	0.999996699921271	5.15392262440873	4.87986577832203	4.89622656779122	5.32803011284861	1.02622194647634
"17959"	"TRINITY_DN132851_c2_g2_i1"	"dgkz-like"	"Chr04"	5305165	5305165	3.11467113487512	0.0726843034306107	0.868512828679748	0.999996699921271	3.15597044486021	3.13350775594563	3.06038885787327	3.10838660304251	1.01074715841545
"17963"	"TRINITY_DN132852_c0_g1_i4"	"axl"	"Chr08"	57958031	57958031	1.27708949940588	-0.0642720259988628	0.913967044529564	0.999996699921271	1.00553264945817	1.30642186719116	1.3228098175704	1.42033770259791	0.984205467011858
"17964"	"TRINITY_DN132852_c1_g1_i1"	"phkb-like"	"Chr04"	25471925	25471925	4.00982191429215	0.242055674006955	0.568095323632834	0.999996699921271	3.98359093007622	4.31991270879894	3.82603183236496	3.85388982017994	1.03024447439478
