gid	gname	chr	start	end	logFC.XYbrain.XXrain	abslogFC.XYbrain.Xxrain	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN134505_c1_g3_i1	NA	NA	NA	NA	0.136481433	0.136481433	unbias	0.24363141	Ovary_mean	0.0521	0.0622	1.1935
TRINITY_DN134514_c0_g1_i2	NA	NA	NA	NA	-0.367861014	0.367861014	unbias	0.518355322	Ovary_mean	0.139	0.1792	1.2895
TRINITY_DN134518_c0_g1_i1	NA	NA	NA	NA	0.063467515	0.063467515	unbias	0.173764604	Brain_mean	0.036	0.0657	1.8256
TRINITY_DN134519_c0_g1_i3	NA	NA	NA	NA	-0.1049112	0.1049112	unbias	0.319163328	G27_mean	0.2266	0.2194	0.9682
TRINITY_DN134519_c1_g6_i6	NA	NA	NA	NA	0.064541651	0.064541651	unbias	0.331212211	Ovary_mean	0.1341	0.2351	1.7531
TRINITY_DN134521_c1_g1_i1	nat16	scaffold_48	657496	657496	0.472724221	0.472724221	unbias	0.462346622	G27_mean	0.0566	0.0816	1.4424
TRINITY_DN134527_c2_g1_i1	wwtr1	Chr05	119024271	119024271	0.061458616	0.061458616	unbias	0.311193117	Liver_mean	0.066	0.0758	1.1489
TRINITY_DN134529_c3_g1_i2	NA	NA	NA	NA	0.19649658	0.19649658	unbias	0.385445486	G27_mean	0.0602	0.085	1.4114
TRINITY_DN134533_c0_g2_i6	NA	NA	NA	NA	0.05093758	0.05093758	unbias	0.224603635	G23_mean	0.0748	0.112	1.4972
TRINITY_DN134535_c3_g1_i4	NA	NA	NA	NA	-0.026100522	0.026100522	unbias	0.060740835	G43_F_mean	0.0237	0.0257	1.0825
TRINITY_DN134542_c1_g3_i2	NA	NA	NA	NA	0.111081145	0.111081145	unbias	0.594821467	Brain_mean	0.0701	0.1346	1.9193
TRINITY_DN134556_c5_g1_i1	xpnpep3	Chr04	105928342	105928342	-0.179722261	0.179722261	unbias	0.442365585	Ovary_mean	0.1191	0.1659	1.3928
TRINITY_DN134567_c2_g3_i2	NA	NA	NA	NA	0.157961196	0.157961196	unbias	0.247706343	Ovary_mean	0.1122	0.1797	1.6023
TRINITY_DN134584_c5_g1_i1	NA	NA	NA	NA	-0.101017718	0.101017718	unbias	0.817465334	Brain_mean	0.0511	0.0698	1.364
TRINITY_DN134595_c0_g1_i2	NA	NA	NA	NA	0.180879249	0.180879249	unbias	0.290555841	Testis_mean	0.098	0.1398	1.4272
TRINITY_DN134607_c1_g3_i5	NA	NA	NA	NA	0.12716256	0.12716256	unbias	0.433717358	Brain_mean	0.0215	0.0286	1.3303
TRINITY_DN134608_c3_g5_i2	NA	NA	NA	NA	0.146866394	0.146866394	unbias	0.12732373	Brain_mean	0.0642	0.1043	1.6241
TRINITY_DN134620_c2_g1_i1	npy2r-like.2	Chr03	6132179	6132179	0.288605275	0.288605275	unbias	0.405394123	Liver_mean	0.0607	0.0732	1.2066
TRINITY_DN134624_c1_g6_i1	NA	NA	NA	NA	0.001199553	0.001199553	unbias	0.740593804	Brain_mean	0.021	0.0221	1.0502
TRINITY_DN134630_c1_g1_i1	NA	NA	NA	NA	-0.379619772	0.379619772	unbias	0.60287132	Brain_mean	0.1284	0.1652	1.2868
TRINITY_DN134638_c4_g1_i1	gkap1	Chr01	121832567	121832567	0.010200723	0.010200723	unbias	0.487749519	Brain_mean	0.0942	0.135	1.433
TRINITY_DN134638_c5_g1_i2	LOC100493336	Chr09	46295541	46295541	-0.094786313	0.094786313	unbias	0.276411268	Brain_mean	0.1792	0.2355	1.3145
TRINITY_DN134642_c6_g2_i1	NA	NA	NA	NA	0.099830658	0.099830658	unbias	0.429629859	Brain_mean	0.0167	0.0258	1.5413
TRINITY_DN134648_c0_g1_i1	mthfr	Chr07	54101219	54101219	0.2957582	0.2957582	unbias	0.532998359	Ovary_mean	0.123	0.1863	1.5151
TRINITY_DN134651_c6_g4_i2	NA	NA	NA	NA	-0.15452074	0.15452074	unbias	0.434766963	Brain_mean	0.0969	0.1799	1.8573
TRINITY_DN134672_c3_g2_i1	NA	NA	NA	NA	-0.021722504	0.021722504	unbias	0.450361769	Brain_mean	0.1245	0.1307	1.05
TRINITY_DN134676_c2_g2_i2	NA	NA	NA	NA	0.150870875	0.150870875	unbias	0.300504351	Brain_mean	0.0722	0.1019	1.411
TRINITY_DN134691_c0_g1_i1	NA	NA	NA	NA	-0.474748098	0.474748098	unbias	0.467419206	Brain_mean	0.0447	0.0809	1.8104
TRINITY_DN134714_c3_g1_i2	echdc3-like	Chr03	72869909	72869909	-0.002501482	0.002501482	unbias	0.24384507	Brain_mean	0.032	0.0489	1.5295
TRINITY_DN134717_c3_g1_i3	arr3	Chr08	22687472	22687472	0.511493811	0.511493811	unbias	0.411278959	Brain_mean	0.1522	0.1645	1.0807
TRINITY_DN134726_c2_g5_i2	NA	NA	NA	NA	-0.098824108	0.098824108	unbias	0.334301209	Brain_mean	0.0946	0.0931	0.984
TRINITY_DN134735_c2_g3_i2	tec	Chr01	29623054	29623054	0.208243331	0.208243331	unbias	0.391006979	G27_mean	0.0719	0.0542	0.7541
TRINITY_DN134735_c4_g2_i4	ccdc64b	Chr09	6894864	6894864	-0.155581926	0.155581926	unbias	0.493436966	G23_mean	0.0961	0.0965	1.0036
TRINITY_DN134774_c1_g2_i2	sars	Chr02	48662793	48662793	0.798300512	0.798300512	unbias	0.381697843	Liver_mean	0.1943	0.383	1.9714
TRINITY_DN134781_c1_g12_i2	NA	NA	NA	NA	0.036067705	0.036067705	unbias	0.107021197	G27_mean	0.0357	0.0463	1.2969
TRINITY_DN134789_c0_g2_i6	uggt1-like	Chr05	129409251	129409251	0.322507653	0.322507653	unbias	0.565838308	G23_mean	0.0749	0.1349	1.8018
TRINITY_DN134790_c1_g1_i4	NA	NA	NA	NA	-0.162168502	0.162168502	unbias	0.190135194	G43_M_mean	0.0758	0.1134	1.4949
TRINITY_DN134802_c8_g5_i2	NA	NA	NA	NA	0.198971259	0.198971259	unbias	0.208788467	G23_mean	0.064	0.1233	1.9269
TRINITY_DN134824_c3_g6_i5	plxnd1	Chr04	121538289	121538289	-0.166036211	0.166036211	unbias	0.501112623	Ovary_mean	0.0794	0.1548	1.9479
TRINITY_DN134829_c6_g2_i1	NA	NA	NA	NA	0.411723377	0.411723377	unbias	0.673632101	Brain_mean	0.0244	0.0462	1.8943
TRINITY_DN134835_c6_g3_i1	NA	NA	NA	NA	-0.595644136	0.595644136	unbias	0.375395681	Liver_mean	0.0622	0.1196	1.9248
TRINITY_DN134844_c1_g6_i1	NA	NA	NA	NA	-0.035308951	0.035308951	unbias	0.536601922	Brain_mean	0.0469	0.0893	1.9049
TRINITY_DN134850_c2_g14_i1	NA	NA	NA	NA	0.189769245	0.189769245	unbias	0.221668362	Brain_mean	0.0826	0.1317	1.5939
TRINITY_DN134873_c3_g2_i6	NA	NA	NA	NA	0.052095228	0.052095228	unbias	0.524614128	Brain_mean	0.2053	0.345	1.6807
TRINITY_DN134877_c3_g1_i4	NA	NA	NA	NA	-1.48115506	1.48115506	unbias	0.567431617	Liver_mean	0.037	0.0685	1.8516
TRINITY_DN134890_c1_g1_i1	NA	NA	NA	NA	-0.100296883	0.100296883	unbias	0.714703178	Brain_mean	0.0797	0.1194	1.4982
TRINITY_DN134915_c0_g1_i2	NA	NA	NA	NA	0.034726309	0.034726309	unbias	0.29698631	Testis_mean	0.1256	0.1816	1.4459
TRINITY_DN134924_c0_g2_i1	NA	NA	NA	NA	-0.436926688	0.436926688	unbias	0.511269222	G43_M_mean	0.2134	0.3664	1.7169
TRINITY_DN134984_c0_g1_i1	NA	NA	NA	NA	-0.1029923	0.1029923	unbias	0.53496871	G46_M_mean	0.1267	0.2206	1.7406
TRINITY_DN134987_c3_g1_i5	NA	NA	NA	NA	-0.13553044	0.13553044	unbias	0.402017405	Brain_mean	0.0505	0.0809	1.6017
TRINITY_DN134998_c0_g3_i2	NA	NA	NA	NA	0.162762984	0.162762984	unbias	0.561130111	G46_M_mean	0.1289	0.2311	1.793
TRINITY_DN135015_c6_g6_i1	cyth2	Chr10	15271968	15271968	0.057059084	0.057059084	unbias	0.306087776	Brain_mean	0.035	0.0409	1.1689
TRINITY_DN135033_c2_g1_i1	NA	NA	NA	NA	0.065859768	0.065859768	unbias	0.228690658	Ovary_mean	0.0481	0.0533	1.1078
TRINITY_DN135037_c6_g3_i7	LOC100485932	Chr05	84788497	84788497	0.121786379	0.121786379	unbias	0.467494091	Brain_mean	0.0056	0.0088	1.57
TRINITY_DN135038_c3_g2_i1	NA	NA	NA	NA	-0.058058488	0.058058488	unbias	0.263526687	Brain_mean	0.008	0.0067	0.8483
TRINITY_DN135062_c1_g1_i2	NA	NA	NA	NA	0.132403552	0.132403552	unbias	0.223450501	Ovary_mean	0.0258	0.0413	1.6004
TRINITY_DN135063_c4_g1_i1	LOC100488348	Chr01	40704275	40704275	-0.030144492	0.030144492	unbias	0.429736669	Ovary_mean	0.0392	0.0704	1.7965
TRINITY_DN135097_c0_g3_i1	gbe1-like	Chr02	20392922	20392922	-0.050654649	0.050654649	unbias	0.525074968	Brain_mean	0.0296	0.0399	1.3457
TRINITY_DN135129_c0_g4_i2	NA	NA	NA	NA	-0.03004532	0.03004532	unbias	0.254105051	G23_mean	0.0085	0.0118	1.3859
TRINITY_DN135150_c2_g1_i1	NA	NA	NA	NA	0.343091011	0.343091011	unbias	0.572806613	Brain_mean	0.0996	0.1559	1.5647
TRINITY_DN135168_c1_g1_i7	NA	NA	NA	NA	0.201910535	0.201910535	unbias	0.364256219	G46_M_mean	0.0811	0.1298	1.6018
TRINITY_DN135208_c0_g1_i4	NA	NA	NA	NA	0.237941631	0.237941631	unbias	0.230897332	G46_M_mean	0.0966	0.1687	1.747
TRINITY_DN135210_c0_g3_i3	NA	NA	NA	NA	-0.3350889	0.3350889	unbias	0.296756624	G23_mean	0.082	0.1138	1.3882
TRINITY_DN135216_c1_g1_i3	NA	NA	NA	NA	-0.156715565	0.156715565	unbias	0.411139179	Brain_mean	0.0766	0.078	1.0185
TRINITY_DN135246_c1_g3_i4	spcs3	Chr01	38518783	38518783	0.013677526	0.013677526	unbias	0.395425709	Brain_mean	0.1593	0.1934	1.2139
TRINITY_DN135247_c0_g4_i2	NA	NA	NA	NA	0.075453221	0.075453221	unbias	0.25686473	Ovary_mean	0.0478	0.0542	1.1354
TRINITY_DN135255_c1_g1_i2	NA	NA	NA	NA	-0.019021191	0.019021191	unbias	0.203277271	Brain_mean	0.0031	0.0052	1.6533
TRINITY_DN135270_c0_g2_i2	anxa1-like.1	Chr01	118531296	118531296	0.029043048	0.029043048	unbias	0.524920951	Brain_mean	0.0842	0.1228	1.4581
TRINITY_DN135274_c8_g3_i1	NA	NA	NA	NA	-0.107330428	0.107330428	unbias	0.420585656	Liver_mean	0.1988	0.3216	1.6178
TRINITY_DN135275_c0_g8_i2	dpt	Chr02	68370422	68370422	0.116541898	0.116541898	unbias	0.435138751	Ovary_mean	0.0292	0.0411	1.4091
TRINITY_DN135276_c4_g1_i4	NA	NA	NA	NA	-0.014499382	0.014499382	unbias	0.382506516	Brain_mean	0.0418	0.0504	1.2061
TRINITY_DN135300_c3_g1_i2	NA	NA	NA	NA	0.416782621	0.416782621	unbias	0.581599569	Liver_mean	0.0839	0.1229	1.4644
TRINITY_DN135308_c2_g5_i1	NA	NA	NA	NA	-0.232833534	0.232833534	unbias	0.370191565	Brain_mean	0.0799	0.1413	1.7674
TRINITY_DN135311_c1_g1_i4	NA	NA	NA	NA	-0.108635103	0.108635103	unbias	0.465374076	Brain_mean	0.0733	0.1128	1.538
TRINITY_DN135322_c0_g2_i1	NA	NA	NA	NA	-0.074735385	0.074735385	unbias	0.296322204	Brain_mean	0.0347	0.0408	1.1753
TRINITY_DN135324_c0_g1_i3	NA	NA	NA	NA	-0.050682993	0.050682993	unbias	0.38884522	Ovary_mean	0.0667	0.1156	1.732
TRINITY_DN135333_c1_g3_i1	NA	NA	NA	NA	-0.256858126	0.256858126	unbias	0.716103667	Brain_mean	0.0246	0.0233	0.9475
TRINITY_DN135337_c5_g4_i2	NA	NA	NA	NA	-0.042747009	0.042747009	unbias	0.082911822	G27_mean	0.1236	0.13	1.0517
TRINITY_DN135346_c0_g1_i2	tmem98	Chr10	10632374	10632374	-0.071929843	0.071929843	unbias	0.702446636	Brain_mean	0.0634	0.0667	1.0519
TRINITY_DN135388_c0_g1_i1	LOC100487311-like	Chr08	50542594	50542594	0.415406936	0.415406936	unbias	0.484551755	Brain_mean	0.0385	0.0409	1.063
TRINITY_DN135395_c0_g1_i7	NA	NA	NA	NA	0.027836661	0.027836661	unbias	0.671879991	Brain_mean	0.0235	0.0288	1.2276
TRINITY_DN135424_c2_g12_i1	NA	NA	NA	NA	-0.18196706	0.18196706	unbias	0.265373061	Ovary_mean	0.0759	0.0915	1.2057
TRINITY_DN135426_c7_g1_i1	NA	NA	NA	NA	0.039905414	0.039905414	unbias	0.208646883	Ovary_mean	0.0829	0.1372	1.6544
TRINITY_DN135447_c0_g1_i1	NA	NA	NA	NA	0.217025324	0.217025324	unbias	0.266973338	G23_mean	0.0467	0.0602	1.2894
TRINITY_DN135454_c0_g10_i2	NA	NA	NA	NA	-0.197622259	0.197622259	unbias	0.26215251	Ovary_mean	0.0644	0.1188	1.8446
TRINITY_DN135491_c5_g1_i2	NA	NA	NA	NA	0.057325936	0.057325936	unbias	0.314275841	Brain_mean	0.1117	0.1308	1.1706
TRINITY_DN135499_c8_g1_i2	NA	NA	NA	NA	0.12190883	0.12190883	unbias	0.459683114	Ovary_mean	0.0476	0.0674	1.4151
TRINITY_DN135508_c5_g1_i1	irf2bp2	Chr05	59277783	59277783	0.074316523	0.074316523	unbias	0.371430798	Ovary_mean	0.0726	0.0912	1.2567
TRINITY_DN135511_c9_g3_i2	NA	NA	NA	NA	0.015847869	0.015847869	unbias	0.186357835	Ovary_mean	0.001	0.0007	0.6854
TRINITY_DN135515_c5_g1_i1	NA	NA	NA	NA	-0.256667975	0.256667975	unbias	0.226398291	G43_M_mean	0.1519	0.2169	1.4281
TRINITY_DN135520_c6_g7_i1	c9orf117	Chr04	67301976	67301976	-0.038247407	0.038247407	unbias	0.624604725	Brain_mean	0.0103	0.0158	1.532
TRINITY_DN135523_c2_g3_i1	NA	NA	NA	NA	-0.063393959	0.063393959	unbias	0.323602601	Brain_mean	0.1301	0.2457	1.8885
TRINITY_DN135527_c0_g2_i2	NA	NA	NA	NA	0.066587529	0.066587529	unbias	0.527577954	Testis_mean	0.1844	0.2689	1.4581
TRINITY_DN135545_c1_g1_i6	NA	NA	NA	NA	0.156012776	0.156012776	unbias	0.826471048	Brain_mean	0.0538	0.087	1.616
TRINITY_DN135552_c3_g2_i3	hmox1	Chr04	105622741	105622741	-0.184461595	0.184461595	unbias	0.254808407	Testis_mean	0.0806	0.1117	1.3872
TRINITY_DN135562_c3_g3_i4	slc10a3	Chr08	8071956	8071956	-0.020939079	0.020939079	unbias	0.443758522	Brain_mean	0.0637	0.0882	1.385
TRINITY_DN135570_c1_g2_i2	ggt1	Chr01	144154082	144154082	-0.067832635	0.067832635	unbias	0.380881685	Liver_mean	0.0391	0.0601	1.5381
TRINITY_DN135571_c1_g2_i3	NA	NA	NA	NA	0.114916995	0.114916995	unbias	0.534689812	Brain_mean	0.1025	0.1063	1.0371
TRINITY_DN135572_c0_g1_i1	LOC100493711	Chr08	3073732	3073732	0.042285492	0.042285492	unbias	0.352199039	Liver_mean	0.0716	0.1212	1.6927
TRINITY_DN135597_c8_g1_i1	hao1	Chr05	21628821	21628821	0.071657687	0.071657687	unbias	0.212416911	Ovary_mean	0.0437	0.0676	1.5469
TRINITY_DN135612_c2_g36_i1	NA	NA	NA	NA	-0.035455217	0.035455217	unbias	0.2371607	Ovary_mean	0.0369	0.0559	1.5158
TRINITY_DN135624_c0_g4_i1	NA	NA	NA	NA	0.093009189	0.093009189	unbias	0.187009541	Ovary_mean	0.0332	0.0234	0.7041
TRINITY_DN135662_c0_g1_i1	NA	NA	NA	NA	0.116578419	0.116578419	unbias	0.428417655	Ovary_mean	0.0722	0.1213	1.6791
TRINITY_DN135669_c0_g2_i3	NA	NA	NA	NA	-0.237114025	0.237114025	unbias	0.543028938	Brain_mean	0.0462	0.0736	1.5953
TRINITY_DN135689_c0_g1_i1	tnrc6b-like	Chr04	111289037	111289037	0.009910513	0.009910513	unbias	0.379681004	G46_F_mean	0.141	0.2403	1.7039
TRINITY_DN135724_c6_g3_i2	NA	NA	NA	NA	0.026630757	0.026630757	unbias	0.789191656	Brain_mean	0.0411	0.0497	1.2101
TRINITY_DN135725_c0_g1_i4	NA	NA	NA	NA	0.164014877	0.164014877	unbias	0.238385847	Ovary_mean	0.1847	0.3346	1.812
TRINITY_DN135726_c2_g1_i3	NA	NA	NA	NA	0.08817253	0.08817253	unbias	0.267911546	Brain_mean	0.1143	0.1672	1.4635
TRINITY_DN135730_c2_g1_i1	NA	NA	NA	NA	-0.01407644	0.01407644	unbias	0.272179318	Testis_mean	0.1476	0.1705	1.1552
TRINITY_DN135762_c3_g2_i1	NA	NA	NA	NA	-0.247824057	0.247824057	unbias	0.062109372	G31_mean	0.0087	0.0133	1.5222
TRINITY_DN135768_c6_g1_i1	NA	NA	NA	NA	-0.241746132	0.241746132	unbias	0.460167688	Ovary_mean	0.0696	0.1233	1.7707
TRINITY_DN135770_c6_g3_i1	NA	NA	NA	NA	-0.111115533	0.111115533	unbias	0.233840382	G46_M_mean	0.0514	0.0772	1.5002
TRINITY_DN135770_c7_g1_i5	NA	NA	NA	NA	0.044050972	0.044050972	unbias	0.211564306	Ovary_mean	0.0317	0.0285	0.899
TRINITY_DN135777_c1_g2_i5	NA	NA	NA	NA	0.064382081	0.064382081	unbias	0.26781396	G23_mean	0.0488	0.079	1.6175
TRINITY_DN135789_c1_g3_i3	NA	NA	NA	NA	0.019175508	0.019175508	unbias	0.331738233	G23_mean	0.1807	0.2647	1.4653
TRINITY_DN135791_c2_g1_i2	smg8	Chr02	91394031	91394031	0.323779245	0.323779245	unbias	0.320551468	Brain_mean	0.061	0.0967	1.5856
TRINITY_DN135792_c1_g1_i3	bpnt1	Chr05	6945189	6945189	-0.113980289	0.113980289	unbias	0.249973055	Brain_mean	0.0076	0.0083	1.1045
TRINITY_DN135793_c0_g3_i4	NA	NA	NA	NA	0.613751475	0.613751475	unbias	0.442985387	G23_mean	0.2174	0.1271	0.5843
TRINITY_DN135794_c6_g1_i6	NA	NA	NA	NA	0.558885552	0.558885552	unbias	0.459144798	Brain_mean	0.1477	0.1604	1.0864
TRINITY_DN135819_c3_g2_i2	NA	NA	NA	NA	-0.206673274	0.206673274	unbias	0.702071059	Brain_mean	0.1051	0.1963	1.8672
TRINITY_DN135846_c0_g1_i1	NA	NA	NA	NA	0.044904211	0.044904211	unbias	0.324287472	Brain_mean	0.0986	0.1766	1.7917
TRINITY_DN135855_c0_g1_i2	NA	NA	NA	NA	0.066299343	0.066299343	unbias	0.338488425	Brain_mean	0.0258	0.0245	0.95
TRINITY_DN135885_c1_g5_i1	NA	NA	NA	NA	-0.402217289	0.402217289	unbias	0.196911897	Ovary_mean	0.0189	0.0231	1.2184
TRINITY_DN135890_c1_g6_i7	NA	NA	NA	NA	-0.076597127	0.076597127	unbias	0.276231175	G23_mean	0.0692	0.1005	1.4521
TRINITY_DN135940_c1_g2_i4	NA	NA	NA	NA	0.922725175	0.922725175	unbias	0.56752088	G46_M_mean	0.3175	0.5152	1.6229
TRINITY_DN135967_c0_g3_i5	NA	NA	NA	NA	-0.147472501	0.147472501	unbias	0.489109188	Brain_mean	0.0256	0.0315	1.2279
TRINITY_DN135969_c1_g2_i1	NA	NA	NA	NA	-0.110423659	0.110423659	unbias	0.474984769	Brain_mean	0.0554	0.0804	1.4516
TRINITY_DN135989_c1_g1_i4	NA	NA	NA	NA	0.017054828	0.017054828	unbias	0.212941861	Ovary_mean	0.0445	0.0566	1.271
TRINITY_DN136012_c1_g1_i5	NA	NA	NA	NA	-0.296778297	0.296778297	unbias	0.673241063	Brain_mean	0.0347	0.0521	1.5013
TRINITY_DN136028_c0_g2_i1	NA	NA	NA	NA	-0.000152332	0.000152332	unbias	0.393603755	Brain_mean	0.0798	0.1352	1.6938
TRINITY_DN136031_c6_g1_i4	NA	NA	NA	NA	0.060878102	0.060878102	unbias	0.241923941	G27_mean	0.0755	0.0947	1.2544
TRINITY_DN136037_c0_g3_i3	LOC733928	Chr06	50988723	50988723	0.078993475	0.078993475	unbias	0.378355704	Ovary_mean	0.0514	0.0749	1.4594
TRINITY_DN136050_c3_g1_i13	NA	NA	NA	NA	0.31142715	0.31142715	unbias	0.238965526	G23_mean	0.043	0.0746	1.7357
TRINITY_DN136067_c0_g1_i1	NA	NA	NA	NA	-0.088177751	0.088177751	unbias	0.784473404	Liver_mean	0.1373	0.2353	1.7137
TRINITY_DN136077_c9_g5_i3	NA	NA	NA	NA	-0.208671066	0.208671066	unbias	0.101720701	Brain_mean	0.1095	0.1384	1.2643
TRINITY_DN136086_c0_g1_i1	NA	NA	NA	NA	0.078756517	0.078756517	unbias	0.13033578	G43_M_mean	0.101	0.1665	1.6484
TRINITY_DN136088_c0_g4_i1	mxd3	Chr03	36713699	36713699	1.29138205	1.29138205	unbias	0.456747408	Liver_mean	0.0913	0.1612	1.7662
TRINITY_DN136089_c6_g1_i1	NA	NA	NA	NA	0.03749968	0.03749968	unbias	0.135274093	G23_mean	0.0096	0.0087	0.9111
TRINITY_DN136091_c9_g1_i1	NA	NA	NA	NA	0.076522613	0.076522613	unbias	0.242775758	Ovary_mean	0.0452	0.0598	1.3228
TRINITY_DN136100_c3_g1_i2	sult1b1	scaffold_783	53568	53568	0.139762543	0.139762543	unbias	0.210397109	G23_mean	0.001	0.001	0.9545
TRINITY_DN136118_c3_g2_i3	NA	NA	NA	NA	-0.112303639	0.112303639	unbias	0.253782605	Ovary_mean	0.1239	0.1773	1.4309
TRINITY_DN136120_c7_g1_i1	tspo	scaffold_214	91976	91976	-0.200868811	0.200868811	unbias	0.287785549	Brain_mean	0.1453	0.2148	1.4782
TRINITY_DN136152_c0_g2_i2	LOC100489101	Chr02	62314647	62314647	0.03410076	0.03410076	unbias	0.398774147	Brain_mean	0.0649	0.1073	1.6543
TRINITY_DN136170_c8_g10_i10	NA	NA	NA	NA	0.008623053	0.008623053	unbias	0.425076777	Brain_mean	0.032	0.0293	0.9155
TRINITY_DN136172_c1_g1_i3	NA	NA	NA	NA	0.009013597	0.009013597	unbias	0.254397753	G23_mean	0.1469	0.2299	1.5652
TRINITY_DN136176_c0_g1_i4	NA	NA	NA	NA	-0.025336963	0.025336963	unbias	0.303794968	G46_M_mean	0.0268	0.0408	1.5206
TRINITY_DN136188_c1_g1_i1	NA	NA	NA	NA	-0.177041783	0.177041783	unbias	0.567222776	Brain_mean	0.0701	0.071	1.0125
TRINITY_DN136201_c7_g1_i2	NA	NA	NA	NA	-0.024160679	0.024160679	unbias	0.211661614	Ovary_mean	0.0379	0.0617	1.6287
TRINITY_DN136201_c8_g1_i1	NA	NA	NA	NA	0.428912483	0.428912483	unbias	0.325974436	Brain_mean	0.0879	0.0902	1.0268
TRINITY_DN136216_c4_g4_i3	NA	NA	NA	NA	-0.091936855	0.091936855	unbias	0.140831147	G23_mean	0.0325	0.0395	1.2151
TRINITY_DN136229_c7_g2_i1	kl	Chr02	150083364	150083364	0.18087052	0.18087052	unbias	0.399938195	Brain_mean	0.1643	0.3042	1.8512
TRINITY_DN136283_c14_g6_i1	NA	NA	NA	NA	-0.216963876	0.216963876	unbias	0.290050944	G27_mean	0.0477	0.0765	1.6058
TRINITY_DN136307_c4_g10_i1	NA	NA	NA	NA	0.077166533	0.077166533	unbias	0.26234208	G46_M_mean	0.1037	0.1418	1.3674
TRINITY_DN136349_c3_g1_i2	NA	NA	NA	NA	0.005403368	0.005403368	unbias	0.06159673	Ovary_mean	0.0332	0.0502	1.5124
TRINITY_DN136373_c2_g1_i3	NA	NA	NA	NA	0.045475434	0.045475434	unbias	0.06769495	G27_mean	0.1277	0.1878	1.4708
TRINITY_DN136385_c5_g1_i2	NA	NA	NA	NA	-0.004251089	0.004251089	unbias	0.498775464	Brain_mean	0.1962	0.3315	1.6895
TRINITY_DN136448_c0_g5_i4	NA	NA	NA	NA	0.028861759	0.028861759	unbias	0.664464776	Brain_mean	0.0312	0.0327	1.0475
TRINITY_DN136472_c0_g4_i2	NA	NA	NA	NA	1.582193648	1.582193648	unbias	0.499735746	Liver_mean	0.1072	0.1526	1.4243
TRINITY_DN136486_c1_g1_i2	NA	NA	NA	NA	-0.140237213	0.140237213	unbias	0.737758385	Brain_mean	0.0762	0.1422	1.866
TRINITY_DN136531_c4_g14_i2	mrpl45	Chr10	3978978	3978978	0.624912249	0.624912249	unbias	0.348103644	G27_mean	0.1996	0.2724	1.3646
TRINITY_DN136541_c3_g1_i1	ndufaf4	Chr05	80717375	80717375	0.165481943	0.165481943	unbias	0.387149043	Ovary_mean	0.1715	0.257	1.4989
TRINITY_DN136550_c2_g5_i2	NA	NA	NA	NA	-0.125830023	0.125830023	unbias	0.225374173	Ovary_mean	0.001	0.0008	0.8168
TRINITY_DN136578_c0_g1_i2	NA	NA	NA	NA	0.1138486	0.1138486	unbias	0.394355779	G23_mean	0.0248	0.0267	1.0741
TRINITY_DN136704_c14_g1_i1	NA	NA	NA	NA	0.082879125	0.082879125	unbias	0.354946635	Brain_mean	0.0254	0.035	1.3802
TRINITY_DN137172_c0_g1_i1	NA	NA	NA	NA	0.020453171	0.020453171	unbias	0.253018878	Ovary_mean	0.0506	0.0961	1.8995
TRINITY_DN138856_c0_g1_i1	NA	NA	NA	NA	0.0252352	0.0252352	unbias	0.122097965	Ovary_mean	0.0508	0.0673	1.3252
TRINITY_DN139208_c0_g1_i1	aqp12a	Chr05	126246567	126246567	0.121293723	0.121293723	unbias	0.26806057	Ovary_mean	0.0867	0.1497	1.7258
TRINITY_DN140746_c0_g1_i1	NA	NA	NA	NA	0.042213824	0.042213824	unbias	0.188115781	Ovary_mean	0.1283	0.1857	1.4476
TRINITY_DN1451_c0_g1_i1	NA	NA	NA	NA	-0.044438581	0.044438581	unbias	0.08071606	Ovary_mean	0.0379	0.0503	1.3274
TRINITY_DN195530_c0_g1_i1	NA	NA	NA	NA	0.136626761	0.136626761	unbias	0.193453151	G43_M_mean	0.092	0.1336	1.4515
TRINITY_DN25888_c0_g1_i1	NA	NA	NA	NA	0.010719994	0.010719994	unbias	0.462232475	Brain_mean	0.1011	0.1814	1.7942
TRINITY_DN26896_c0_g2_i1	srpk2	Chr08	8984195	8984195	-0.218082486	0.218082486	unbias	0.355707872	Ovary_mean	0.0583	0.0727	1.2459
TRINITY_DN43959_c0_g1_i1	NA	NA	NA	NA	-0.088328428	0.088328428	unbias	0.232194277	Ovary_mean	0.0586	0.0968	1.6518
TRINITY_DN43965_c0_g1_i1	cttn-like.1	Chr03	80279098	80279098	-0.09128491	0.09128491	unbias	0.190549747	G23_mean	0.1475	0.2665	1.8075
TRINITY_DN46317_c0_g1_i1	samd9l-like.1	Chr06	23841791	23841791	-0.011519022	0.011519022	unbias	0.153719907	Ovary_mean	0.0149	0.0253	1.6912
TRINITY_DN52067_c0_g1_i1	NA	NA	NA	NA	0.283074586	0.283074586	unbias	0.262313337	Testis_mean	0.0709	0.1146	1.6168
TRINITY_DN62101_c0_g1_i1	NA	NA	NA	NA	-0.128432418	0.128432418	unbias	0.115779022	G23_mean	0.0055	0.0071	1.298
TRINITY_DN62982_c0_g1_i1	NA	NA	NA	NA	0.046358918	0.046358918	unbias	0.386337042	G43_M_mean	0.0843	0.1473	1.7478
